beta, gamma, t0 
0.0566812, 1.18371, 0.216097
0.0521292, 1.78483, -0.347729
0.0339847, 1.1554, -0.3962
0.0497922, 1.12366, -0.203803
0.0397828, 1.09076, -0.350897
0.0283994, 0.556475, -0.850534
0.0292013, 0.899557, -0.137599
0.0275366, 0.809844, -0.560723
0.0228138, 0.688499, -0.61154
0.0347991, 0.788003, -0.778106
0.035624, 0.670561, -1.35971
0.0262235, 0.623107, -0.0477563
0.0286917, 0.612906, 0.00440532
0.0262805, 0.730223, -0.384127
0.0309082, 0.576242, -0.126586
0.0334281, 0.479475, -0.148772
0.0281819, 0.544569, -0.642026
0.036258, 0.717435, -0.00255832
0.0278866, 0.66942, -0.330669
0.0321547, 0.803419, -0.318453
0.0342631, 0.690479, -0.0597936
0.0319836, 0.552243, -0.56773
0.0354993, 0.692644, -0.1006
0.0442915, 0.88668, -0.304232
0.0444878, 0.972214, -0.183656
0.0393676, 1.01929, -0.127623
0.0334075, 0.936296, -0.344474
0.0449138, 0.947403, 0.106003
0.0573681, 0.998002, 0.337808
0.0501684, 0.972263, -0.112529
0.0389418, 0.857826, 0.51106
0.0440215, 0.966143, 0.543912
0.0430296, 0.932563, 0.107549
0.028457, 0.876831, 0.525477
0.0323616, 0.855038, 0.153546
0.0531857, 1.14032, 0.47102
0.0448748, 1.048, 0.484094
0.0491052, 1.17511, -0.395798
0.038121, 1.14173, 0.41269
0.0493447, 0.628435, 0.261047
0.0510117, 0.844932, -0.102971
0.0394506, 0.823714, 0.222436
0.0544757, 0.962684, 0.401416
0.0299814, 0.886144, 0.139399
0.0481668, 0.815782, 0.25042
0.0318848, 0.807636, 0.357084
0.0344834, 0.856513, -0.1419
0.0335367, 0.808601, -0.831156
0.0295686, 0.743867, -0.458596
0.029161, 0.716403, -0.199074
0.0253518, 0.673221, -0.187228
0.0296514, 0.773093, 0.24916
0.0343926, 0.746772, 0.18436
0.046342, 0.55694, 0.0746455
0.0367005, 1.11998, 0.103479
0.0349529, 0.872412, -1.22609
0.0484225, 0.918741, -0.258692
0.0483061, 0.726742, -0.261174
0.0460216, 0.863285, -0.206979
0.0413226, 1.20592, 0.158772
0.0373457, 1.40271, 0.0551833
0.0396145, 1.06844, 0.322143
0.0373076, 0.978949, 0.102244
0.0481856, 0.93427, -0.598129
0.0505219, 0.797382, 0.327742
0.0439298, 0.88168, -0.405356
0.0378047, 0.791101, -0.279907
0.0291577, 0.795039, 0.0768388
0.0322251, 0.563077, 0.170997
0.0341759, 0.585643, 0.50937
0.0332959, 0.733628, 0.0617547
0.0375105, 0.718142, 0.143747
0.0356434, 0.62611, 0.295644
0.0498738, 0.663256, 0.33935
0.0341323, 0.79329, -0.165244
0.038834, 1.02868, 0.137489
0.0408026, 0.881959, -0.493845
0.0330866, 0.823933, 0.183789
0.0308136, 0.961494, 0.49421
0.0391287, 0.784181, 0.403012
0.0414937, 0.833527, 0.347572
0.0345426, 1.09263, -0.888902
0.0350086, 0.740594, 0.167607
0.036403, 0.857573, 0.473698
0.0367978, 0.95701, 0.411263
0.0430467, 1.10984, 0.368465
0.0497929, 1.02723, 0.419839
0.0363196, 1.05367, 0.237738
0.059874, 1.04817, 0.411947
0.0490688, 0.89062, 0.316369
0.0377277, 1.12609, -0.31472
0.0396007, 1.32692, 0.315797
0.0372236, 1.23123, 0.281866
0.0372676, 1.06181, 0.28652
0.0425054, 0.943263, -0.0930955
0.0379195, 0.906636, -0.21714
0.0327578, 0.608581, -0.123354
0.0258138, 0.672738, -0.705779
0.0231684, 0.69838, -0.543223
0.0298522, 0.395016, -0.562375
0.0237537, 0.671631, -0.592093
0.0270401, 0.929317, -0.320143
0.0256853, 0.80176, -0.461555
0.0312218, 0.833003, -1.29273
0.0349066, 0.85344, -0.455885
0.0296203, 0.638423, -0.200361
0.0476629, 0.902858, -0.742985
0.0357103, 0.86928, -1.41494
0.047183, 1.19017, -0.52156
0.0395477, 0.977801, -0.189403
0.0388666, 0.826228, -0.685337
0.030368, 0.717112, -0.101253
0.0349433, 0.611105, -1.26119
0.0256575, 0.462377, -0.551519
0.0282993, 0.440831, -2.45685
0.0286688, 0.509243, -0.642353
0.0203427, 0.612698, -0.713925
0.0252385, 0.614329, -0.596087
0.0259882, 0.530461, -2.34586
0.0207061, 0.490872, -0.916663
0.0371487, 0.496392, 0.0605529
0.0289132, 0.638843, -0.122774
0.0255659, 0.646697, -0.0419673
0.0250765, 0.667603, 0.139308
0.0329588, 0.638489, 0.108728
0.0286783, 0.482616, -0.795631
0.0295068, 0.72127, -0.686907
0.0254211, 0.680109, -0.523103
0.0291298, 0.544681, -0.649704
0.0327327, 0.879889, -1.17028
0.0310089, 0.870867, -0.771829
0.0303022, 0.798047, -2.0774
0.0274931, 0.510059, -0.568031
0.0211659, 0.771326, -0.847407
0.0377872, 0.758632, -1.02801
0.0256562, 0.611588, -3.00025
0.0238418, 0.468716, -1.85775
0.0253082, 0.559465, -0.501742
0.0265484, 0.572206, -0.418574
0.0260934, 0.623272, -0.317314
0.0351412, 0.601701, -0.386257
0.0224801, 0.687264, -0.278683
0.0285357, 0.736695, -0.331008
0.0330415, 0.637783, -0.373898
0.026907, 0.52878, -0.346183
0.029643, 0.973113, -1.11637
0.0346501, 0.664203, -0.446704
0.033278, 0.646286, -0.143808
0.0358199, 0.826395, -0.0821718
0.0378648, 0.99313, -0.0543368
0.0316335, 1.01209, -0.163635
0.0266586, 0.680752, -0.0537022
0.0508685, 1.13207, -0.341075
0.0428352, 0.758649, 0.0935573
0.0343556, 0.813686, -1.20743
0.0441987, 1.36322, -0.239496
0.0487754, 1.53554, -0.312916
0.0498313, 1.00237, -0.035246
0.0451375, 1.08046, 0.00229086
0.0578466, 1.19308, -0.151126
0.0561146, 1.06203, 0.0262884
0.0437506, 1.4105, -0.573532
0.0519842, 1.64607, 0.225836
0.0353873, 1.55531, -0.0820587
0.0543576, 0.903252, 0.439936
0.0437731, 1.1215, 0.168719
0.0561792, 1.09847, 0.485258
0.0489673, 1.34836, 0.432952
0.0420347, 1.05631, 0.352539
0.03076, 0.956791, 0.137952
0.0581989, 1.00891, 0.145974
0.0433362, 0.744076, 0.237769
0.035871, 0.809959, -0.289342
0.0324925, 0.862125, -0.0333957
0.0404342, 0.715879, 0.322679
0.0404341, 0.853494, 0.438242
0.0376895, 1.05712, 0.120892
0.0313517, 1.00693, -0.945734
0.040777, 1.48418, 0.499445
0.0625065, 0.973736, -0.346348
0.0477665, 1.19021, 0.210245
0.0392811, 1.11176, 0.24759
0.0495291, 0.973628, 0.208551
0.0494411, 0.950016, 0.3646
0.0411402, 0.902094, 0.184279
0.0394493, 1.17969, 0.0903227
0.0448017, 0.949171, 0.198148
0.036838, 1.10394, 0.0832202
0.0360098, 0.94179, 0.323589
0.0513151, 1.02618, 0.226258
0.0280312, 1.01076, -0.209704
0.0472227, 1.18613, 0.30043
0.0414552, 1.04467, 0.154279
0.0440405, 1.28447, -0.0116019
0.0440815, 1.15632, -2.1881
0.0292092, 0.940367, -0.269766
0.0422687, 1.38929, 0.232322
0.0353043, 1.00401, 0.43318
0.0406995, 0.988457, -0.269085
0.0284461, 0.801311, 0.555881
0.0343725, 0.863402, -0.479208
0.0392463, 0.72015, 0.486692
0.0491329, 1.29593, 0.464028
0.0450206, 0.883153, 0.215881
0.0405107, 0.956664, 0.364342
0.0273504, 1.03652, -0.276836
0.0366373, 0.864447, 0.0876521
0.0425745, 0.643364, -0.10647
0.0524938, 0.91801, 0.00188468
0.0351607, 0.675658, -0.391115
0.0434517, 0.636417, -0.233852
0.0565283, 0.953278, -0.368823
0.0445064, 1.0362, 0.0375528
0.0387321, 1.05812, -0.198226
0.0347865, 0.967994, 0.0141313
0.0359134, 1.05594, -0.0896261
0.0450584, 0.694921, -0.529391
0.0384207, 0.794631, -0.394986
0.0305927, 1.36024, -0.567086
0.0410745, 0.783383, -0.712692
0.0370554, 1.04546, -1.39234
0.0267925, 1.00283, -0.738166
0.034257, 0.836913, -0.749126
0.0283915, 0.942426, -0.756014
0.0335298, 0.825565, -0.136744
0.0342215, 0.878924, 0.176947
0.0380349, 0.614311, -0.341855
0.0325028, 0.662455, -0.427794
0.0374202, 0.750574, -0.0714915
0.0280664, 0.901071, -0.723739
0.0372263, 0.640262, 0.340414
0.0453556, 0.894239, -0.356359
0.0310182, 0.772011, 0.0410265
0.0356497, 0.595684, 0.106061
0.0383159, 0.732637, -0.124352
0.0380916, 0.911748, -0.569631
0.0381632, 1.20352, -0.540107
0.0382709, 0.951803, -0.486279
0.0426169, 1.00344, -0.333821
0.036325, 1.29574, -0.423774
0.0591033, 1.39446, -0.56952
0.0479384, 1.19767, -0.394115
0.0390113, 1.35443, -0.382228
0.0467646, 1.17823, -0.401708
0.0329677, 1.03272, 0.101872
0.0471241, 1.15816, 0.340011
0.0492135, 0.89562, 0.254135
0.0553586, 0.999735, -0.0333384
0.0327366, 0.897601, -0.312685
0.0364154, 0.865977, 0.10081
0.0310059, 0.858008, 0.0502169
0.0285895, 0.876105, -0.69864
0.0365648, 0.837592, 0.231908
0.0364815, 0.930166, -0.0960609
0.0366295, 0.926533, 0.208151
0.0403694, 0.868861, 0.128581
0.0376919, 0.82399, -0.459586
0.037209, 0.838169, -0.26713
0.0275226, 0.851562, -0.79788
0.0322407, 0.754953, -0.858623
0.0327885, 0.793867, -0.182048
0.0401379, 0.823137, -0.178214
0.0277123, 0.65825, -0.0599597
0.0381442, 0.882988, -0.117615
0.0397377, 0.54583, -0.417514
0.0369365, 0.907695, -0.0560515
0.0368687, 0.883457, 0.171454
0.0410352, 1.04535, 0.235896
0.0375643, 0.902436, 0.303378
0.0457489, 1.33843, 0.275404
0.0440689, 1.04803, -0.259756
0.0503955, 1.18679, 0.316635
0.0457896, 1.08465, 0.134697
0.0407439, 0.88738, 0.321584
0.042853, 0.729952, 0.387687
0.033491, 0.786384, 0.332229
0.034876, 0.892546, 0.098183
0.0328998, 0.828759, -0.0843221
0.0340042, 0.680315, 0.196546
0.0341591, 0.651957, 0.170177
0.0240512, 0.835657, 0.384988
0.0372427, 1.00698, 0.113556
0.0394438, 1.09451, 0.395291
0.0337019, 0.747472, -1.29892
0.0351455, 0.833018, -0.0765359
0.0505577, 0.827339, 0.373894
0.04361, 0.893052, 0.349025
0.0360461, 1.02512, 0.358861
0.0440925, 0.907529, -0.829272
0.0338922, 0.861971, 0.171213
0.0441569, 0.783387, -0.933489
0.0323075, 1.06489, -0.00155849
0.0487937, 1.1505, 0.120362
0.0403229, 1.12749, 0.0477236
0.0525864, 0.872816, -0.599554
0.0480924, 1.21154, 0.369325
0.0575041, 0.984361, 0.350086
0.0360605, 1.16583, 0.395043
0.0453705, 1.42226, -0.113336
0.0439209, 0.872948, -1.01791
0.0368167, 0.640684, 0.0127875
0.0450493, 0.784897, 0.27766
0.0514657, 0.823809, 0.512432
0.0518565, 0.970745, -0.25379
0.0505106, 1.05535, -0.0689956
0.0515372, 1.1451, -0.622796
0.0369784, 0.791256, -0.375633
0.035774, 0.703712, -0.639691
0.0417541, 0.878629, -0.420405
0.0327099, 0.877744, -0.647599
0.0294959, 0.720264, -0.564416
0.0198334, 0.49472, -0.841291
0.0232233, 0.662021, -0.275288
0.0290378, 0.567126, -0.889318
0.0307823, 0.472499, -0.691013
0.026702, 0.568767, -0.496174
0.0212594, 0.838879, -0.722704
0.0302352, 0.540027, -0.363147
0.0270651, 0.600885, -2.15411
0.0280105, 0.535559, -0.411489
0.0243278, 0.837561, -0.469177
0.031641, 0.550784, -0.0189218
0.0292082, 0.709954, 0.268274
0.0259297, 0.632968, 0.00764162
0.0230945, 0.729432, 0.075438
0.0364643, 0.429172, 0.130922
0.0309599, 0.744742, 0.111246
0.0270974, 0.544169, -0.0912316
0.0393835, 0.534022, 0.0156347
0.0311318, 0.768997, 0.207401
0.0267445, 0.620968, -0.055258
0.0413954, 0.77001, -0.215115
0.0329845, 0.663221, -0.605513
0.0356196, 0.614665, -0.262463
0.0348512, 0.747798, -0.437873
0.0328941, 0.707987, -1.42094
0.0316045, 0.620337, -0.380204
0.030333, 0.620365, -0.356131
0.0375813, 0.737719, -0.575266
0.0231137, 0.765787, 0.033129
0.0284527, 0.793, -0.37805
0.0331817, 0.78648, -0.230364
0.0429569, 0.775154, -0.259694
0.0271932, 0.79862, 0.133767
0.0241846, 0.462881, -0.281595
0.0299441, 0.637524, -0.10122
0.0278131, 0.521199, -0.215291
0.0333774, 0.52402, -0.123797
0.0250055, 0.52787, -0.342192
0.0240309, 0.841505, 0.0115981
0.0359267, 0.660939, -0.0540837
0.0349474, 0.651134, -0.267243
0.0387015, 0.873713, -0.40928
0.0292367, 0.521228, -0.101953
0.0374951, 0.628082, -0.723272
0.0379431, 0.787705, -0.51091
0.0425523, 0.703484, -0.509135
0.0309228, 0.753817, -0.633251
0.0288286, 0.809676, -0.0208824
0.036632, 0.66093, 0.203326
0.0286274, 0.545475, 0.189877
0.0329403, 0.652151, 0.101834
0.0295053, 0.808878, 0.140835
0.0332466, 0.715968, -0.0516057
0.0250311, 0.937941, -0.360628
0.0364965, 1.0497, -0.86196
0.0272277, 0.759328, -0.317595
0.0344421, 0.627816, 0.0783845
0.032644, 0.841368, -0.0240924
0.0323477, 0.701802, -0.346221
0.025737, 0.595635, -0.0828999
0.0418844, 0.705562, 0.00865294
0.0484991, 0.753138, 0.00217088
0.0414795, 0.812643, -0.0517699
0.050861, 0.665193, -0.141061
0.0396117, 0.78512, 0.0943183
0.0341108, 0.627722, 0.0583293
0.0314501, 0.563802, 0.0599159
0.0263506, 0.677423, -1.18792
0.0319449, 0.548396, -1.12066
0.0316692, 0.600605, -0.738919
0.0284704, 0.730892, -1.33815
0.0301857, 0.905809, 0.0253264
0.0374444, 1.07552, -0.0680537
0.0349583, 0.677185, 0.00333525
0.0338095, 1.10889, 0.0245032
0.0297862, 0.710371, 0.15059
0.0243891, 0.779752, 0.14748
0.0338759, 0.695952, -0.0448628
0.0240959, 0.575336, -0.230893
0.0336688, 0.743974, 0.0332269
0.033308, 0.983431, -0.667801
0.0335638, 0.822435, -0.182442
0.0492553, 0.927465, -0.927464
0.0558465, 1.21814, -0.192921
0.0373595, 1.27518, -0.817378
0.0477339, 0.845207, -0.187515
0.0423356, 0.997737, -0.198568
0.0525924, 1.37847, -0.0575277
0.043533, 1.17977, 0.212354
0.0591702, 1.03077, 0.262122
0.0366125, 1.25256, -0.0405243
0.0528969, 1.21162, -0.249392
0.0549165, 1.09631, 0.343177
0.0352416, 1.0192, 0.398804
0.0504124, 1.25711, 0.461949
0.0594167, 1.4213, 0.566766
0.0565147, 1.77764, 0.582606
0.0693814, 1.74637, 0.325131
0.044365, 1.11855, 0.19832
0.0451312, 0.963817, -0.505282
0.0493354, 1.11706, -0.702972
0.0448823, 1.06543, -0.257112
0.0489776, 1.61706, -0.365014
0.0414438, 1.45241, -0.229168
0.0401272, 1.43902, 0.246031
0.0592557, 1.29468, 0.316995
0.0533877, 1.59228, 0.194495
0.0532975, 1.30188, -0.319346
0.066586, 1.11235, 0.263337
0.0541637, 0.933448, 0.348287
0.0391255, 0.947812, 0.36253
0.0518387, 0.710547, 0.213003
0.0465837, 0.800786, 0.159688
0.0408049, 1.02002, -0.543145
0.0286866, 0.551807, -0.398174
0.0389917, 0.762681, -0.235296
0.035659, 1.09223, -0.274231
0.0420234, 1.03391, -0.252157
0.0347405, 0.733987, -0.716592
0.0283408, 0.57077, -1.35092
0.023418, 0.56966, -0.184929
0.0292641, 0.536185, -0.236151
0.022899, 0.482321, -0.219735
0.0186865, 0.53874, -0.898984
0.0202747, 0.516766, -1.56385
0.0254501, 0.434284, -1.44911
0.0215664, 0.512829, -1.26469
0.0276153, 0.656856, -0.917169
0.0272036, 0.557247, -0.772828
0.0243895, 0.990291, -0.48544
0.0342228, 0.776183, -0.545222
0.0293616, 0.701502, -1.39198
0.0252081, 0.708331, -0.629303
0.031021, 0.767692, -0.399022
0.026693, 0.813345, -0.52385
0.0467409, 1.07376, -0.439943
0.0444666, 1.02338, -0.689679
0.0383523, 0.840684, -0.103194
0.0286455, 0.779563, -0.0264463
0.0401497, 0.952402, -0.217153
0.0278307, 0.717678, -0.587281
0.039423, 0.726202, -1.04057
0.0330812, 1.02759, -0.981765
0.0431175, 0.891065, -1.03859
0.0556653, 1.0552, 0.172146
0.0461882, 1.01083, -0.131147
0.0397763, 1.21759, -0.46433
0.0376931, 0.881605, -1.0787
0.0466148, 0.958719, -0.564951
0.0277514, 0.908651, -0.127364
0.0392927, 1.10291, 0.058083
0.0421746, 1.20954, 0.02749
0.0422168, 0.819145, -0.413873
0.0340275, 1.01648, -0.144054
0.0336785, 0.748039, -0.152949
0.0276284, 0.764796, -0.50769
0.0318936, 0.740362, -0.578156
0.028665, 0.621352, -0.780254
0.0307198, 0.826608, -1.55634
0.0348506, 0.892105, -0.162844
0.0392127, 0.899764, -0.361981
0.0396976, 0.703508, 0.00677852
0.0251714, 0.930043, 0.469686
0.0315812, 0.928259, 0.389254
0.0354636, 0.725299, 0.104856
0.0350608, 0.888141, 0.281806
0.0432595, 0.653306, 0.304228
0.0357831, 0.978876, 0.432708
0.0328874, 0.696057, 0.31959
0.0337034, 0.779801, 0.465715
0.0350672, 0.765814, 0.425982
0.0426767, 0.860118, 0.174957
0.0302354, 0.564121, 0.390111
0.0316365, 0.509771, 0.244019
0.0330765, 0.731472, -0.458397
0.0361506, 0.668813, -0.603903
0.0227968, 0.633415, -0.576971
0.0372801, 0.66337, -0.446525
0.0286698, 0.650144, -0.49715
0.0431368, 0.887164, -0.464445
0.0344954, 0.808094, -0.0742527
0.0362376, 0.593942, -1.31194
0.0358879, 0.60533, -0.21456
0.0386934, 0.677377, -0.716642
0.0285738, 0.620201, -0.255964
0.0378644, 0.730849, -0.087173
0.0358467, 0.831365, -0.40702
0.044514, 0.770527, -0.617779
0.0347736, 0.797472, 0.257768
0.0293519, 0.976939, -0.36137
0.0389907, 0.945502, -0.189875
0.035036, 0.799466, -0.369303
0.0280228, 0.696702, -1.03694
0.0289666, 0.811935, -0.830199
0.0300824, 0.786901, -0.411441
0.0314242, 0.921224, -0.356047
0.0361054, 1.06388, 0.105079
0.0530996, 0.796759, -0.0486657
0.0388517, 0.76793, -0.605707
0.0346412, 0.764932, -0.0374177
0.0345946, 0.625489, -0.155184
0.0339523, 0.900459, -0.317863
0.0369619, 1.01555, -0.0132796
0.0409366, 0.92231, 0.460503
0.0553836, 0.794774, 0.233669
0.0449766, 1.18876, 0.469576
0.0391659, 0.983374, 0.209031
0.0467957, 1.28106, 0.455345
0.0490711, 1.40626, 0.260382
0.0391537, 1.14002, 0.438792
0.038694, 1.04092, 0.114514
0.0277996, 0.74192, -0.0294685
0.036069, 0.843327, -0.283309
0.0479931, 0.825201, 0.285851
0.0410127, 0.919831, 0.313436
0.044994, 0.698805, 0.479444
0.035899, 0.611377, 0.406922
0.0423867, 0.945438, 0.337577
0.0424951, 0.809786, 0.496971
0.0398955, 0.759127, -0.290121
0.0423035, 1.13861, 0.491865
0.0495338, 1.26712, 0.125826
0.0434698, 1.27273, 0.484995
0.0432961, 1.53398, -0.280422
0.0381203, 1.3027, 0.0884136
0.0503783, 1.48789, -0.154425
0.0589035, 1.09999, -0.605596
0.063422, 1.11822, -0.445231
0.0487085, 1.24194, 0.476343
0.0684947, 1.42486, 0.501925
0.0683384, 1.10827, 0.312145
0.0492933, 1.48695, 0.405668
0.0482374, 1.75117, 0.327147
0.0474873, 1.33732, 0.547725
0.0707752, 1.23697, 0.548855
0.0600322, 1.16762, 0.290479
0.0546926, 1.62363, 0.416288
0.0502236, 1.32925, 0.384284
0.0441238, 1.16607, 0.605925
0.0426908, 1.03457, 0.00287671
0.040839, 0.944973, -0.0547254
0.0421608, 0.871404, -0.079814
0.0347866, 0.703548, -0.344269
0.0329538, 0.733463, -1.32399
0.0256809, 0.562291, -0.784519
0.0330335, 0.596021, -0.755288
0.0390609, 0.960462, -1.09372
0.0241309, 0.725062, -0.939123
0.0393709, 0.857921, -0.724508
0.0286316, 0.735786, -1.07211
0.0295567, 0.934383, -0.126046
0.0342345, 0.676363, -0.251994
0.0457594, 0.757331, -0.0888598
0.0369285, 0.691414, -0.653978
0.0294034, 0.756665, -0.653058
0.0356454, 0.540148, -1.3218
0.0298166, 0.631662, -0.130257
0.0331962, 0.942204, -0.126588
0.0408977, 0.92859, -0.0355702
0.035466, 0.702158, -0.753317
0.0372881, 0.829437, 0.0195386
0.0214744, 0.923222, -0.522926
0.0406181, 0.771945, -0.0883972
0.0349646, 0.623485, -0.614845
0.0301692, 0.535577, -0.113441
0.0349523, 0.860957, 0.0541737
0.0332697, 0.599751, -1.44727
0.0376455, 0.628798, -0.237034
0.0330834, 0.609308, -0.602524
0.022595, 0.773513, -0.36702
