beta, gamma, t0 
0.0513454, 0.795951, -0.206234
0.0377751, 1.02707, -0.425982
0.0327798, 0.628961, -0.00514495
0.0441113, 0.736249, 0.0365654
0.0335619, 0.84282, 0.0268707
0.0369893, 1.00479, -0.176966
0.0310804, 0.840796, -0.471931
0.0388528, 0.822854, -0.452845
0.0257097, 0.786574, -0.104549
0.0272882, 0.882164, -0.0940572
0.0264693, 0.901418, -0.145015
0.0375503, 0.908997, -1.71503
0.0380375, 0.791233, -0.339275
0.0276507, 0.582726, -0.467975
0.0307165, 0.528157, -0.969924
0.032938, 0.670541, 0.0837847
0.0387439, 0.632688, -0.290898
0.0312373, 0.650457, -1.97613
0.0307277, 0.831826, -1.28045
0.048711, 0.662395, -0.419686
0.0352378, 0.839297, -0.282997
0.039173, 0.99266, -0.382983
0.0420313, 1.32636, -0.542889
0.030661, 0.87987, -0.446529
0.0378006, 0.706878, -0.17827
0.0440537, 0.742131, -2.09516
0.0324384, 0.558351, -0.677361
0.0306935, 0.819287, -0.322307
0.0277872, 0.728474, -0.596268
0.0326848, 0.917986, -0.40425
0.0438979, 0.793956, -0.466279
0.0366419, 0.98994, -1.25491
0.043681, 0.978733, -0.92599
0.0361953, 0.924055, 0.197695
0.0412449, 1.22921, -0.750981
0.0405002, 1.14758, -0.117033
0.034816, 0.920982, 0.0900489
0.0403863, 0.967657, -0.10649
0.03339, 0.692725, -0.0196952
0.0352676, 1.02028, -0.0259963
0.0449355, 0.919434, -0.432214
0.0398413, 1.10204, 0.0866333
0.0517092, 1.30988, 0.233293
0.0752718, 1.08956, 0.270051
0.0605705, 1.29765, 0.20866
0.0584781, 1.31537, 0.0893599
0.0735834, 1.48256, 0.239282
0.0587095, 1.31718, -0.129215
0.064674, 1.60118, 0.0953882
0.0666603, 1.59727, 0.12553
0.0549475, 1.07808, 0.137976
0.059198, 1.27143, 0.378446
0.0582541, 1.54866, 0.238439
0.0694871, 1.32326, 0.184937
0.0621219, 1.17815, 0.526889
0.0610617, 1.34738, 0.435919
0.0745664, 1.29575, 0.388907
0.0612067, 1.52879, 0.416326
0.0630538, 1.11102, 0.165911
0.044623, 1.13389, -0.464796
0.0417937, 0.810547, 0.100828
0.0577828, 1.08746, 0.0824476
0.061845, 0.988304, 0.270213
0.0585182, 1.17941, 0.116048
0.0608336, 1.54822, -0.0398004
0.0588887, 1.2851, 0.0487325
0.0601659, 1.54474, 0.451374
0.0577316, 1.62773, 0.33368
0.0651253, 1.36693, 0.295769
0.0434324, 1.69543, -0.320227
0.060084, 1.3061, -0.274414
0.0463915, 1.20846, -0.0747989
0.0394839, 1.18731, -0.165727
0.0545289, 1.15028, -0.0354907
0.0523309, 0.886528, 0.10531
0.0528098, 1.04842, -0.534445
0.0497328, 0.80779, 0.0576888
0.0610611, 1.01994, -0.129595
0.0444628, 0.798295, -0.566256
0.0363654, 0.853583, -0.0269568
0.0347074, 0.859105, 0.319513
0.0285511, 1.02438, 0.240414
0.0384958, 0.96397, 0.267539
0.0349296, 0.968839, 0.00782514
0.0286495, 1.14757, 0.290011
0.0564724, 0.713424, 0.356363
0.0367288, 1.19545, 0.339303
0.0377212, 1.03519, 0.270813
0.0386711, 1.10737, 0.112074
0.0440319, 1.33121, 0.12913
0.025622, 0.959173, -0.208755
0.0423823, 1.06907, -0.612697
0.0430548, 0.986902, -0.586195
0.0424266, 1.22747, -0.595382
0.0293559, 0.884274, -0.360418
0.0259142, 0.613147, -0.541111
0.0400056, 0.610239, -0.461839
0.0306084, 0.625825, -1.40713
0.0252413, 0.816022, -1.07065
0.0306804, 0.581774, -1.23696
0.019623, 0.572523, -1.15535
0.0317103, 0.637656, -1.20002
0.0254314, 0.709508, -0.307546
0.029133, 0.871641, -0.29419
0.0224308, 0.749603, -0.26596
0.0274432, 0.682506, -0.834653
0.0446458, 0.752358, -0.38128
0.0347091, 0.702679, -0.225175
0.0382966, 0.497767, -0.155663
0.0289185, 0.63693, -0.254541
0.031475, 0.908878, -0.0218538
0.0315056, 0.855857, -0.126634
0.0327911, 0.805044, -0.0667231
0.0245548, 0.520897, -2.21863
0.0267901, 0.614818, -0.331302
0.0273303, 0.698147, -0.430952
0.0250445, 0.684258, -0.538042
0.034152, 0.886615, -0.127023
0.0320988, 0.587643, -0.193465
0.0215655, 0.521075, -0.0599298
0.0336577, 0.637934, -0.349932
0.0255792, 0.567316, -0.0780753
0.0302921, 0.666445, -0.128262
0.0350503, 0.696483, -0.0702812
0.0400283, 0.842471, -0.018981
0.0369973, 0.843592, -0.302862
0.031521, 0.821133, -0.582179
0.023832, 0.796013, -0.0924501
0.0366456, 0.875725, -0.793161
0.0298323, 0.811394, -0.591092
0.0312959, 0.666253, -0.696211
0.0270637, 0.612162, -0.816107
0.0391799, 0.990707, -0.568414
0.0325707, 0.828108, -1.57958
0.0310283, 0.901079, 0.140419
0.0405887, 0.936042, -0.440023
0.0419192, 0.920279, 0.141295
0.0348029, 0.883165, 0.128838
0.0345883, 0.872762, -0.00999784
0.0363194, 0.587895, 0.0538121
0.0333269, 1.04397, 0.00541585
0.0452319, 1.05829, -0.22175
0.0453492, 0.862551, -0.170802
0.0337139, 0.96757, -0.684409
0.0418426, 1.49892, -1.13402
0.0339339, 1.1132, -0.46403
0.0408503, 1.63554, -0.0851537
0.0705981, 1.67609, -0.110691
0.0467525, 1.51803, -1.80165
0.0389513, 1.48644, -0.0753304
0.0429331, 1.0006, -0.644727
0.0545436, 1.28118, -0.671552
0.0436336, 1.114, -0.68352
0.0395928, 0.998819, -0.336288
0.0429546, 1.17607, -0.287212
0.0419576, 1.13319, -0.21885
0.0348331, 0.960071, -0.493976
0.038022, 0.810653, -0.372644
0.0379764, 0.9662, -0.700473
0.0355134, 0.864209, -0.315173
0.0315069, 0.829233, -0.382918
0.0268118, 0.744612, -0.763398
0.0180634, 0.668564, -1.10694
0.0299093, 0.587391, -0.588514
0.0333537, 0.69641, -0.850018
0.0304925, 0.664657, -1.48513
0.0220282, 0.983055, -0.395108
0.0224211, 0.701776, -0.673672
0.0265265, 0.538133, 0.0133489
0.022718, 0.467921, 0.0406933
0.0327776, 0.544191, -0.033579
0.0319219, 0.719677, -0.0347864
0.0365473, 0.647309, 0.191686
0.0387565, 0.558205, 0.0992855
0.0312729, 0.740263, 0.195983
0.0238233, 0.736511, -0.983048
0.0283752, 0.520269, -0.137803
0.0259822, 0.677509, -1.74411
0.0240036, 0.483944, -0.179902
0.0257516, 0.658243, -0.395198
0.0344029, 0.791664, -0.285377
0.0288945, 0.845937, -0.499249
0.0372074, 0.807826, 0.0159393
0.0343495, 0.558055, 0.024386
0.0244317, 0.675606, -0.907385
0.0288174, 0.84429, 0.194648
0.0398166, 0.777832, -1.4144
0.0373061, 1.02284, -0.571992
0.0367602, 0.862821, 0.140893
0.029566, 0.88915, -0.134388
0.0372018, 0.794272, -0.146252
0.0311749, 0.689852, 0.185281
0.0277813, 0.644487, -0.5504
0.028891, 0.607659, -1.45663
0.0363525, 0.913856, -0.587805
0.0258369, 0.844286, -0.950111
0.0398512, 0.975211, -0.311104
0.0402776, 0.804164, -0.168426
0.0347817, 0.886398, -0.578554
0.0331757, 0.849582, -0.0041444
0.0345511, 0.75702, -0.0656078
0.0374305, 0.830329, -0.156885
0.0451669, 0.895688, -0.480605
0.0420762, 1.03735, -1.24684
0.0257174, 0.912572, -0.454249
0.0305448, 0.663314, -0.522899
0.0224206, 0.801697, -0.0705844
0.0469929, 0.878689, -0.757946
0.0369954, 0.67459, -0.0325414
0.049457, 1.03168, -0.355444
0.0359477, 0.948646, -0.0589898
0.0295139, 1.30892, 0.0815607
0.0496715, 1.04373, -0.0333394
0.0440889, 1.11303, 0.505307
0.0458523, 1.04756, 0.341558
0.0535179, 0.849957, 0.244862
0.0459776, 0.922473, 0.375518
0.0569287, 1.07784, 0.229369
0.0589758, 1.22559, 0.348908
0.0407329, 0.918791, -0.282646
0.0581963, 0.899983, 0.267819
0.055203, 1.40982, 0.270456
0.0447807, 1.25023, -0.234829
0.0491545, 0.921453, 0.301851
0.0333944, 1.13634, 0.317363
0.0529169, 1.08668, 0.227543
0.039899, 1.24389, 0.429887
0.0466785, 1.17607, -0.101832
0.0389634, 1.03306, 0.286198
0.0429745, 0.995809, 0.406726
0.0453293, 1.11921, 0.263119
0.0551909, 1.38067, -0.260384
0.0602788, 1.24568, 0.236184
0.0509456, 1.12839, 0.220726
0.0491121, 1.25838, 0.100762
0.0503859, 1.31899, -0.127645
0.0503702, 0.974758, -0.281211
0.0336085, 0.979874, -0.169614
0.0381392, 0.980408, -0.105355
0.0596812, 0.982053, 0.107483
0.0370379, 0.859433, -0.0518067
0.0362632, 1.0636, -0.058822
0.0403104, 0.790583, 0.0825863
0.0449361, 1.12322, -0.0835409
0.0333045, 0.989211, 0.139822
0.035243, 0.753851, -1.30457
0.0472754, 0.71326, -0.226235
0.0321419, 0.735444, -0.336662
0.0328065, 0.65139, -0.576314
0.033072, 0.686813, -1.17674
0.0367051, 0.737815, -0.238914
0.0205648, 0.764867, -0.0563817
0.0379912, 0.90789, -1.81907
0.0326142, 0.730827, -0.696812
0.0267085, 0.771657, -0.733906
0.0271883, 0.677452, -0.765653
0.0279829, 0.623122, -0.626627
0.0298494, 0.876687, -0.628871
0.0293547, 0.671019, -1.34274
0.0261524, 0.684932, -0.855116
0.0248162, 0.594923, -1.8951
0.025857, 0.597585, -2.07096
0.0280393, 0.81236, -1.2264
0.0273014, 0.697417, -0.286815
0.0347628, 0.807272, -0.653578
0.0328074, 0.696156, -0.536701
0.0246661, 0.685287, -0.414024
0.0397181, 0.697439, -0.589958
0.0424573, 0.843846, -0.42168
0.0446327, 0.916162, 0.1211
0.0529473, 1.0872, -0.453401
0.0335403, 1.20757, -0.0291859
0.0374719, 0.670457, -0.262365
0.0303911, 0.721364, 0.00383265
0.0342959, 0.908465, -0.0761224
0.040892, 1.0136, 0.0851237
0.0279937, 1.05279, -0.976726
0.0259067, 0.78787, -2.04628
0.0270883, 0.509747, -1.06442
0.0259805, 0.628773, -2.00784
0.0266459, 0.751505, -1.32
0.0239142, 0.609757, -2.44112
0.0288304, 0.760835, -1.48299
0.0250881, 0.744954, -1.58034
0.0248044, 0.643232, -1.44396
0.0226338, 0.629017, -1.53015
0.028526, 0.549417, -1.47181
0.0268586, 0.682416, -0.182102
0.0275288, 0.732704, -0.208452
0.0266249, 0.580606, -1.076
0.0327871, 0.618708, -0.600049
0.0246994, 0.53017, -2.82677
0.0260152, 0.677185, -0.758638
0.0312777, 0.721402, -1.10541
0.0274528, 0.591752, -1.03789
0.0266391, 0.703688, -0.358429
0.0205996, 0.68085, -0.872092
0.0309809, 0.478166, -0.971633
0.0300027, 0.554219, -1.29317
0.0279875, 0.517561, -1.07797
0.0263347, 0.624388, -0.996176
0.0346798, 0.590002, -2.99918
0.0294752, 0.726924, -2.26158
0.0217611, 0.580249, -2.67995
0.0283963, 0.594933, -0.4429
0.0269358, 0.522525, -1.56296
0.0296539, 0.701539, 0.302312
0.0268232, 0.807833, 0.136979
0.0261931, 0.750805, -1.7491
0.0273335, 0.67479, -1.07721
0.0273765, 0.604442, -1.38331
0.0339065, 0.840465, -0.84186
0.0308571, 0.789737, -1.04614
0.0334988, 0.87268, -0.602846
0.0447492, 0.852439, -0.11276
0.0448664, 0.682602, -0.534615
0.0403453, 0.835123, 0.113407
0.0397756, 1.04533, -0.0324374
0.0484712, 1.16148, 0.112269
0.0343006, 0.806929, 0.164724
0.0439457, 1.12987, 0.163688
0.0458963, 0.833836, 0.256341
0.0274655, 1.05729, 0.14638
0.0371059, 0.732417, 0.230528
0.0306762, 0.930273, 0.250166
0.0382217, 0.74868, -0.0542266
0.0305477, 0.622853, -0.640091
0.0350646, 0.818129, -0.0747424
0.033391, 0.738453, -0.39797
0.0475798, 0.898622, 0.228659
0.0427713, 0.939827, -0.108617
0.03524, 0.767363, -0.4515
0.0389426, 0.790054, 0.350822
0.0485684, 0.90966, 0.0988577
0.0446026, 1.04153, 0.0254974
0.0411175, 1.10571, -0.199562
0.0449359, 1.05128, 0.460461
0.0481472, 1.13304, 0.339659
0.0459341, 1.2499, 0.253639
0.0516205, 1.41407, 0.351123
0.0560974, 0.879226, 0.216142
0.0660896, 1.29079, -0.128335
0.0552401, 1.8427, -0.0132746
0.049173, 1.20778, -0.278494
0.0374302, 0.993368, -0.130427
0.037989, 1.17586, 0.345691
0.0414591, 0.966668, 0.239156
0.0428679, 0.96013, 0.121011
0.0471476, 0.814728, -0.0243564
0.0366729, 0.930846, -0.00862247
0.03911, 0.657516, -0.0561289
0.0436721, 0.86054, 0.346444
0.0412585, 0.761466, -0.0890045
0.0325375, 0.897263, 0.229746
0.0388177, 1.06218, -0.0478387
0.0413224, 1.11612, 0.140059
0.0484711, 0.706492, -0.0444471
0.0349965, 0.939679, -0.654136
0.0409494, 0.86735, -0.322164
0.0404019, 0.722229, -0.255752
0.0304033, 0.755699, -0.64825
0.0314689, 0.890525, 0.0479591
0.0325412, 0.606763, -0.114704
0.0292703, 0.722433, -0.118285
0.029235, 0.689182, -0.606265
0.0283808, 0.776541, -1.00435
0.0294377, 0.713371, -0.092793
0.0246224, 0.735391, -0.244714
0.0294212, 0.634175, -1.3072
0.0278245, 0.815016, 0.0702564
0.0324972, 0.824589, -0.0350441
0.0233959, 0.624398, -0.130221
0.0350395, 0.821501, 0.0559513
0.0291895, 0.912825, 0.192735
0.0277782, 0.795935, -0.0816305
0.0438395, 0.854116, -0.123422
0.0356976, 0.883442, -0.156018
0.0353681, 0.958045, -0.0527012
0.0394108, 0.890751, -0.0238198
0.0389538, 1.00174, 0.232732
0.031306, 0.822983, 0.123615
0.0309196, 0.666962, 0.220304
0.0434159, 0.751662, 0.0249223
0.0354261, 0.918507, 0.168952
0.0279111, 0.851116, -0.520438
0.0328131, 0.881701, -0.357216
0.0288997, 0.79549, -0.382026
0.0468202, 0.692761, -0.311244
0.0291327, 1.02636, -0.178826
0.0326783, 1.00474, -0.806064
0.0329414, 0.833541, -0.338059
0.0243041, 0.643417, -0.179262
0.0393724, 0.530547, 0.0428253
0.0421373, 0.701705, -0.0545056
0.0285971, 0.785103, -0.0434176
0.0342081, 0.723085, -0.714877
0.0292559, 0.5833, -0.625017
0.0207165, 0.667731, -1.48787
0.0277122, 0.598962, -1.01847
0.0277782, 0.542048, -0.503364
0.0246795, 0.569687, -2.63836
0.0341776, 0.496388, -0.854912
0.0223553, 0.50489, -1.65263
0.0247412, 0.459695, -0.501044
0.0226158, 0.473043, -0.629807
0.0204387, 0.470777, -0.512794
0.0273572, 0.521676, -0.778808
0.0292, 0.710826, -1.20088
0.0293805, 0.612746, -0.792016
0.0203111, 0.461938, -0.678234
0.0175782, 0.58698, -0.61346
0.0357145, 0.443653, -0.28157
0.0261362, 0.406731, -1.07988
0.02735, 0.549457, 0.00552715
0.0283323, 0.437225, -0.223381
0.0197803, 0.524458, -1.35993
0.0213855, 0.418397, -1.1023
0.023916, 0.477574, -0.819117
0.0194542, 0.429897, -1.19019
0.0228718, 0.538342, -1.20261
0.0283666, 0.585858, -0.496636
0.0175743, 0.516041, -1.53466
0.0261016, 0.425715, -0.772143
0.0268186, 0.622138, -0.562322
0.0308473, 0.69866, -0.933944
0.0338718, 0.580914, -1.6046
0.0288384, 0.650235, -2.33846
0.027464, 0.691628, -0.527592
0.0357649, 0.87631, -0.762434
0.0225826, 0.619858, -0.419178
0.0291004, 0.749827, -1.26994
0.030355, 0.77411, -0.941079
0.0237229, 0.793419, -0.662811
0.032943, 0.510096, -0.623064
0.0358345, 0.610911, -0.462047
0.0263187, 0.798236, -1.24442
0.0294818, 0.685548, -0.952795
0.0226664, 0.376846, -1.05633
0.0212928, 0.460336, -0.371236
0.0230165, 0.401871, -0.349471
0.0277149, 0.566467, -1.68718
0.0262457, 0.546237, -0.48045
0.0210491, 0.543899, -0.85331
0.03215, 0.668048, -0.842981
0.0223243, 0.632763, -1.00912
0.0266173, 0.669372, -1.90985
0.0303152, 0.609408, -0.900172
0.0264768, 0.748726, -0.673973
0.0293399, 0.736632, -2.12088
0.0261566, 0.733487, -0.83819
0.0206076, 0.630924, -2.57231
0.0199226, 0.578519, -0.643339
0.0328905, 0.721732, -0.89931
0.0355485, 0.905528, -0.454648
0.0328985, 1.02916, -0.963063
0.04029, 0.994243, -0.902435
0.0293505, 0.799498, -0.534634
0.0381951, 0.835428, -0.292097
0.0259544, 0.871738, -0.319777
0.026487, 0.712477, -0.148375
0.0298622, 0.503211, -1.25088
0.0315353, 0.650108, -1.46662
0.0242156, 0.507026, -0.931049
0.0282471, 0.464887, -0.927256
0.0215029, 0.560369, -0.331713
0.0277249, 0.687371, -0.535043
0.024046, 0.861192, -0.176234
0.0274956, 0.792552, -0.235036
0.0307865, 0.692396, -0.799956
0.0244043, 0.792654, -1.17445
0.0220417, 0.660768, -0.252716
0.0252706, 0.74842, -0.437369
0.0264151, 0.700511, -0.367669
0.0263634, 0.533369, -0.322311
0.0304097, 0.528764, -0.919559
0.0270512, 0.628158, -0.53276
0.023235, 0.553661, -0.843782
0.0246175, 0.638605, -0.436534
0.0286658, 0.484691, -0.336392
0.0301439, 0.552262, -0.625304
0.0235938, 0.546349, -0.338865
0.0208247, 0.403906, -0.912626
0.0284353, 0.548409, -0.622237
0.0264767, 0.640024, -0.494389
0.021741, 0.693993, -0.393931
0.0240816, 0.428255, -1.58901
0.0299893, 0.678712, -1.70483
0.0270582, 0.901203, -1.48381
0.032961, 0.708407, -1.37813
0.0253466, 0.836652, -1.3295
0.0402351, 0.771993, -1.32227
0.0379377, 0.871805, -2.19604
0.0319345, 0.997231, -0.103365
0.0376431, 0.940989, -0.399161
0.0295215, 0.661247, -0.229518
0.0372912, 0.884623, 0.175849
0.0394423, 1.03865, -0.270562
0.0396475, 0.82193, -0.63689
0.0572751, 0.734303, -0.705412
0.0432185, 0.970344, -1.5199
0.0291446, 0.638389, -0.464759
0.0348291, 0.96293, -0.936087
