beta, gamma, t0 
0.0310543, 0.60688, -0.132529
0.0348226, 0.81404, -0.286628
0.0285448, 0.674916, -0.131058
0.0407467, 0.916933, 0.221404
0.0329534, 0.883766, 0.414247
0.032233, 0.844844, 0.370149
0.033073, 0.668375, -0.199752
0.037769, 0.527709, -0.17344
0.0435846, 0.58946, -0.180292
0.0369884, 0.81146, -0.103747
0.0290915, 0.896551, -0.153128
0.0301772, 0.977869, -0.605847
0.033682, 0.943979, -0.115312
0.0340337, 1.05257, 0.037021
0.0371315, 0.764398, -0.0791222
0.0339531, 0.831371, 0.0420582
0.0508639, 0.906077, 0.00366613
0.0380174, 0.703414, -0.0550527
0.0416866, 0.872518, 0.0367199
0.0384126, 0.795492, -0.581318
0.04049, 1.02804, -0.360442
0.0425755, 0.92597, -0.286428
0.0359608, 1.00626, -0.731967
0.0342051, 0.877779, -2.02404
0.0261905, 0.839663, 0.211819
0.0443033, 0.657326, -1.21949
0.0296131, 0.776724, 0.0591076
0.0343835, 0.608143, -0.975258
0.0266755, 0.849474, -0.514149
0.0346317, 0.914629, -2.0881
0.0332886, 0.812443, -0.160745
0.0388874, 0.910591, -0.0524999
0.036412, 0.797675, -0.083726
0.0295816, 0.87874, 0.248521
0.0391245, 0.99985, 0.363299
0.0344991, 0.929872, 0.367444
0.0453158, 0.828625, -0.0252881
0.0308221, 0.676455, -0.139561
0.0379995, 0.528632, 0.246063
0.0275395, 0.67984, -0.255791
0.0339067, 0.551859, -0.532292
0.0400456, 0.904514, 0.292551
0.0365692, 0.902097, 0.256491
0.0440503, 0.972182, 0.221571
0.0379356, 1.28896, -0.0598572
0.0352443, 1.10135, -0.0071701
0.0472331, 0.789088, 0.311028
0.0643586, 1.03322, -0.810943
0.0358216, 1.13699, 0.362475
0.0500972, 1.29874, 0.116949
0.0488493, 1.04493, -0.5192
0.0612346, 1.12034, 0.272925
0.0449267, 1.00782, 0.395721
0.0439219, 1.04776, 0.175401
0.0534047, 1.04364, 0.242579
0.0326553, 1.03446, 0.49248
0.0450943, 1.3641, 0.181113
0.0488878, 1.17289, -0.0146707
0.0370101, 1.32258, 0.285253
0.0379599, 0.511417, -0.0348447
0.0275249, 0.658599, -0.187647
0.0340039, 0.856855, 0.0875995
0.033649, 0.914967, -0.265929
0.034223, 0.945383, -0.657522
0.0290544, 1.05024, -0.155725
0.0272921, 0.718516, -2.05046
0.0238044, 0.74101, -1.43659
0.0208227, 0.566711, -1.49179
0.0256096, 0.668876, -1.22953
0.0272138, 0.801698, -0.751003
0.0262517, 0.794502, -1.35305
0.0273738, 0.789366, -2.10143
0.0301355, 0.968296, -0.670903
0.0290464, 0.981579, -0.312103
0.0487915, 0.920619, -0.572736
0.049818, 1.19573, 0.087868
0.0486439, 1.14558, -0.0686313
0.0458175, 0.965126, -0.595102
0.0474799, 1.15067, -0.717693
0.045684, 0.873488, -0.639743
0.0400015, 0.894164, 0.0244597
0.044941, 0.978912, 0.160107
0.0337641, 0.788786, -0.105531
0.0290075, 0.837766, 0.157764
0.0244145, 0.812404, -0.123114
0.0349093, 0.983234, -0.414669
0.0272144, 0.837114, -2.0013
0.0334517, 0.914219, -0.469553
0.0459596, 0.870557, -0.752399
0.0607859, 0.847056, -0.376417
0.031404, 0.868966, -2.16535
0.0316946, 0.682384, -0.708386
0.0383976, 0.696858, -0.836252
0.0370068, 0.703709, -0.86244
0.0434878, 0.545134, -0.68766
0.0337273, 0.712521, -0.937989
0.0365645, 0.628324, -0.930658
0.0393075, 0.865679, -0.45391
0.031506, 0.670704, -0.44325
0.0425886, 0.666374, -0.863857
0.0416956, 0.693027, -0.0985697
0.0273906, 0.556387, -0.63821
0.0306795, 0.568558, -0.298832
0.0424098, 0.72605, 0.12396
0.0293032, 0.587837, 0.167514
0.0293689, 0.618854, -0.564111
0.0228646, 0.481954, -0.537061
0.0301866, 0.5543, 0.187955
0.0300796, 0.711675, 0.304944
0.0235365, 0.659526, -0.390364
0.0298867, 0.510092, -1.41792
0.0190936, 0.546195, -1.38237
0.0224852, 0.740857, -0.636474
0.033628, 0.640206, -0.80249
0.0378195, 0.589868, -0.891842
0.0279435, 0.515769, -0.828172
0.0274687, 0.52174, -0.89226
0.0323524, 0.52853, -1.07495
0.0279928, 0.438571, -1.9487
0.0250617, 0.814382, -1.40109
0.0318928, 0.729141, -0.970999
0.0217351, 0.619722, -0.688222
0.0267189, 0.824936, -1.50825
0.0265492, 0.664101, -1.45983
0.0255541, 0.838609, -1.61292
0.0301501, 0.724764, -0.8374
0.0288499, 0.622439, -0.648847
0.0221334, 0.617672, -0.757798
0.0240195, 0.579498, -2.449
0.0267994, 0.674517, -0.777181
0.0249975, 0.523961, -1.98309
0.0207877, 0.569784, -1.89098
0.0164624, 0.508826, -2.0328
0.0168178, 0.645967, -1.46816
0.0232594, 0.618677, -1.27765
0.0261126, 0.562811, -1.4306
0.0249631, 0.618764, -1.41034
0.019269, 0.468063, -1.02675
0.0224761, 0.480012, -1.24334
0.0247158, 0.712436, -0.957146
0.0196292, 0.671801, -1.65525
0.0309423, 0.635326, -0.955765
0.0261931, 0.578458, -1.91668
0.0226245, 0.56566, -1.16274
0.0249911, 0.83091, -1.33695
0.0248873, 0.575235, -0.857718
0.0334612, 0.918827, -1.0698
0.0265759, 0.716831, -0.646945
0.034297, 0.845201, -0.985934
0.0379843, 1.03792, -0.945894
0.038896, 0.747222, -0.903799
0.0394023, 0.752527, -0.376077
0.0432262, 0.924089, -0.139794
0.0355043, 0.896332, -0.118551
0.0349892, 0.968505, -0.637082
0.0415292, 1.01104, -0.730644
0.0421524, 0.937802, -0.169028
0.0327876, 0.694089, -0.0403945
0.0383634, 0.853784, -0.0666276
0.0338203, 0.852165, 0.11164
0.0476225, 1.07293, 0.241611
0.0414194, 0.796076, 0.492905
0.0454244, 1.06726, 0.150108
0.0336858, 0.748307, -0.134333
0.0411459, 0.934527, -0.145725
0.0342741, 0.873135, -2.3339
0.0283845, 0.792538, 0.1112
0.0337044, 0.864307, -0.360591
0.0455063, 0.922088, -0.114684
0.0404254, 0.571785, -0.107658
0.0394994, 0.845053, -0.354188
0.0396851, 0.893653, 0.147283
0.0405352, 1.13304, -0.156211
0.0316337, 0.638678, 0.14215
0.0409726, 0.726196, 0.0742316
0.0503915, 0.743241, 0.296695
0.0378306, 0.831485, 0.19822
0.0357109, 0.634322, 0.163906
0.0387035, 0.653619, -0.0481863
0.031505, 0.725068, -0.0250233
0.0255914, 0.68686, -0.186611
0.0246431, 0.867325, 0.0883419
0.0265201, 0.617896, 0.0556752
0.0348071, 0.733823, -0.842007
0.0253763, 0.743778, -0.0124633
0.0306054, 0.837567, -0.233605
0.0347002, 0.730403, 0.172885
0.0442668, 0.757858, -0.0664587
0.0243762, 0.673946, 0.129847
0.0303324, 0.62147, -0.0271417
0.0371012, 0.80012, 0.160635
0.0482652, 0.849792, -0.418074
0.0292529, 0.67352, 0.0116694
0.0320656, 0.620282, 0.0597152
0.0305454, 0.713634, -0.195009
0.0278897, 0.409811, -0.539037
0.0320612, 0.764302, 0.188076
0.0325559, 0.605768, -0.662203
0.0212786, 0.584817, -2.26455
0.0191848, 0.660939, -0.214902
0.0385881, 0.805141, 0.144624
0.039378, 1.03822, -0.354912
0.0314472, 0.882744, 0.204505
0.040239, 0.719571, 0.155556
0.0376712, 0.968573, -0.0505964
0.0348333, 0.664235, 0.102249
0.0460018, 1.06154, -0.146602
0.0589888, 0.725973, -0.123525
0.0358178, 1.15044, -0.084323
0.0336275, 1.002, -0.00322015
0.0553258, 0.884334, -0.75856
0.0345387, 0.936741, -0.66826
0.0426866, 0.844277, -1.7427
0.0467495, 0.884069, -0.201039
0.0386133, 0.971645, -0.328915
0.0348686, 0.721057, -0.408955
0.0457431, 0.575564, -0.233724
0.0326067, 1.12229, 0.0627125
0.0295036, 0.759552, 0.305471
0.0318654, 0.661971, -0.183398
0.0288495, 0.656314, 0.260836
0.0297584, 0.548659, 0.150021
0.0308826, 0.729418, 0.212501
0.0370179, 0.711408, -0.231745
0.0336154, 0.735186, 0.108948
0.0444233, 0.848782, 0.00989389
0.0404338, 0.740845, 0.17576
0.0426193, 1.13134, 0.194533
0.0409003, 0.819924, 0.248714
0.0389234, 0.84918, 0.218269
0.0244016, 1.04112, 0.292739
0.047795, 1.0544, 0.322329
0.041954, 1.31462, -0.33522
0.0348936, 1.45124, -0.478373
0.0417692, 0.900861, 0.0663079
0.0465671, 1.05561, 0.0591449
0.042758, 0.987776, 0.257032
0.0231502, 1.10026, 0.272911
0.0441111, 1.15184, -0.154164
0.0566659, 0.880057, -0.0428713
0.0520862, 1.05684, -0.104503
0.0450622, 0.925819, 0.126554
0.0573776, 0.940904, 0.331094
0.0402293, 1.25673, -0.143105
0.048973, 1.17537, -0.129712
0.0453403, 1.27573, -0.1305
0.0477923, 1.40118, 0.206061
0.0531512, 1.29477, 0.504861
0.0693394, 1.07321, 0.417525
0.059807, 1.15386, 0.428364
0.0466984, 1.37985, -0.262867
0.0579901, 1.48367, 0.0735766
0.0520388, 1.18325, 0.124959
0.0506165, 1.11929, -0.401795
0.0529488, 1.25838, -0.120009
0.0404872, 1.2593, 0.00899936
0.0275613, 1.10507, -0.87174
0.0402863, 0.865612, -0.235673
0.0374368, 1.15406, 0.0167669
0.039646, 1.02019, -0.067607
0.0476961, 0.996807, -0.0200387
0.0309791, 1.00338, -0.00698053
0.0341002, 0.835708, 0.00640439
0.050432, 0.836451, -0.3621
0.0349879, 0.896606, -0.630125
0.0299275, 1.13042, -0.305342
0.0238196, 0.727844, -0.422457
0.0297202, 0.866667, 0.0553985
0.0354893, 0.782644, -0.703001
0.0443973, 0.610076, 0.084273
0.0415617, 0.592443, 0.0280501
0.049253, 1.07688, -0.0204427
0.0357103, 1.09544, 0.0358621
0.033766, 0.963833, -0.6505
0.0365942, 1.22062, 0.141689
0.0488258, 0.922062, 0.113463
0.0513112, 0.809605, 0.00659054
0.0512649, 1.12993, -0.726987
0.0328827, 1.0309, 0.217097
0.0372399, 1.03221, -0.163824
0.0351406, 0.82348, -0.116226
0.0322878, 0.633696, -0.469424
0.0357273, 0.82912, -0.155467
0.0318246, 0.780996, 0.0313622
0.0350831, 0.985794, 0.108035
0.0504605, 1.01213, -0.131239
0.0426925, 1.05891, 0.466035
0.0426348, 1.19979, 0.474491
0.0464788, 1.02677, 0.435036
0.0428746, 1.54495, -0.0421207
0.0340678, 0.720386, 0.100961
0.0458315, 0.966272, -0.279823
0.0325161, 0.986374, 0.275883
0.0477602, 1.03428, 0.237906
0.0438476, 1.49652, 0.432181
0.0527477, 1.27912, 0.137804
0.034898, 0.880918, 0.049445
0.0419745, 0.944816, -0.56516
0.0323048, 0.777501, -0.335133
0.0489448, 0.953228, 0.171841
0.0361708, 0.705085, 0.0449707
0.0330817, 0.778293, 0.0634071
0.0440184, 0.777644, -0.12823
0.0417876, 1.10714, 0.290603
0.0469322, 1.08684, 0.306559
0.0584192, 1.24977, -0.221186
0.0541147, 1.09122, -0.0866864
0.0461505, 1.09223, 0.10212
0.0423129, 1.00843, 0.141363
0.0259564, 0.93187, 0.201541
0.0500082, 0.725686, 0.375624
0.0360516, 0.980384, 0.482083
0.0699212, 0.983324, 0.0580149
0.0596061, 1.01103, 0.0501615
0.0539226, 0.837226, -0.569012
0.0573513, 0.981502, -0.169193
0.0375321, 0.999677, -0.0194885
0.0433559, 1.06755, 0.279067
0.0474442, 0.760404, 0.307093
0.0455397, 0.881989, 0.327211
0.0338499, 0.800015, -0.00629379
0.0380502, 1.21035, -0.0203289
0.0434911, 0.845123, 0.259439
0.0412455, 0.853132, -0.678743
0.0243087, 0.452249, -0.303861
0.0347729, 0.762278, 0.133648
0.0333595, 0.642565, -0.934146
0.0318018, 0.74255, -1.00765
0.0261638, 0.686304, -0.378431
0.0229757, 0.569811, -0.38643
0.0282598, 0.570894, -0.869201
0.0343807, 0.548625, -0.392503
0.0229505, 0.666709, -1.6387
0.0229154, 0.931383, -2.03357
0.0333205, 0.665916, -1.11284
0.0312497, 0.526114, -0.681739
0.0322935, 0.656431, -0.0330988
0.0241964, 0.599605, -0.380182
0.0301747, 0.701943, -0.083114
0.0226856, 0.770234, -0.313716
0.0242249, 0.931714, -3.15754
0.0305868, 0.554198, -0.440951
0.0273285, 0.615697, -0.737232
0.0414182, 0.570602, -0.549562
0.0298948, 0.710891, -0.751412
0.0216571, 0.468448, -0.625685
0.0295263, 0.649066, -0.72951
0.0252518, 0.665194, -0.806928
0.0234746, 0.52071, -0.668247
0.0312988, 0.603169, -0.661314
0.0352148, 0.470938, -0.391322
0.026195, 0.592612, -0.943185
0.0297024, 0.589372, 0.315589
0.0309549, 0.704213, -1.21638
0.0324379, 0.550186, -0.811837
0.0388174, 0.632123, -0.277488
0.0429513, 0.940786, 0.0488148
0.0395033, 0.942392, -0.631053
0.033568, 1.02582, -0.136367
0.0329794, 1.04033, -0.37363
0.024211, 0.792082, -0.158593
0.0269672, 0.99113, -2.12302
0.0278163, 0.850245, -0.571472
0.0390547, 0.932179, -0.752363
0.0301101, 0.89112, -0.394137
0.0265403, 0.597815, -0.922585
0.039934, 0.660676, -1.65626
0.0340804, 0.774461, -0.130907
0.0476604, 0.900911, 0.254534
0.0495247, 0.932269, 0.286939
0.0343266, 0.918366, 0.342181
0.0292827, 0.838446, 0.249762
0.0346272, 0.681398, -0.746017
0.032207, 0.741153, -1.14659
0.042657, 0.679672, -0.021583
0.0285696, 1.19055, -0.440247
0.0311045, 0.960637, -0.721668
0.0421721, 0.755741, -0.660671
0.0294268, 0.660961, -0.186424
0.0306292, 0.808461, -0.158984
0.0341476, 0.976332, 0.129008
0.0493659, 0.954356, -0.000172784
0.0304949, 0.893965, 0.0903099
0.0440257, 0.992371, 0.00860313
0.0373275, 1.24804, 0.464618
0.0448702, 1.33242, -0.139276
0.0383264, 1.03814, -1.02083
0.0319792, 0.696173, -1.63757
0.0378619, 0.918419, -0.494049
0.0305769, 0.951484, -0.375411
0.030725, 0.829958, -0.415203
0.0342695, 0.672894, 0.358478
0.038611, 0.945864, -0.269982
0.0395426, 0.748927, -0.50492
0.0317628, 0.943056, 0.286339
0.0361414, 0.765191, -0.717451
0.0290437, 0.653787, -0.146967
0.0399219, 0.771488, -0.423721
0.0356438, 0.684574, -0.87788
0.0320784, 0.851591, -0.325453
0.0317105, 0.698662, -0.752251
0.0258276, 0.519103, -0.779333
0.0311759, 0.679359, -3.36886
0.0214982, 0.7508, -0.575255
0.0260484, 0.480469, -0.754171
0.0216568, 0.737746, -0.872902
0.0257338, 0.704857, -0.785157
0.0207093, 0.755202, -1.1171
0.0332649, 0.675483, -0.975963
0.0324759, 0.675414, -1.49418
0.0236021, 0.736816, -0.385321
0.0278112, 0.546507, -0.985576
0.0262593, 0.879661, -0.537225
0.0314901, 0.664848, -0.495214
0.0333491, 0.649524, -0.636017
0.0289315, 0.773797, -1.64488
0.0268164, 0.684464, -0.719884
0.0369346, 1.11814, -1.1272
0.034712, 0.700204, -0.260239
0.0395059, 0.683522, -0.147256
0.0281203, 1.01664, -0.0223567
0.0383527, 0.806199, -0.824019
0.0351108, 0.776145, -0.451322
0.0400032, 0.908016, -0.324301
0.0266738, 1.0018, -0.986918
0.0388027, 0.847794, -0.421799
0.0546981, 1.01291, -0.734105
0.0392361, 1.03795, -0.105748
0.0440491, 1.17561, -0.571895
0.0331484, 1.09837, -0.446009
0.0360676, 1.05078, -0.375135
0.0483178, 0.681863, 0.0409464
0.0365056, 0.732562, -0.364087
0.0349499, 0.665024, -0.88838
0.035707, 0.801702, -0.407454
0.0477147, 0.796646, -0.763095
0.0465321, 0.858088, 0.0864121
0.0406955, 0.947153, 0.0520132
0.042295, 0.961696, -0.236033
0.0364418, 1.16836, 0.404432
0.0393673, 0.872773, 0.448628
0.0524503, 0.869309, 0.311119
0.0568272, 1.14036, 0.281003
0.0603361, 1.14404, 0.386782
0.0466878, 0.982057, 0.321486
0.0631392, 1.53586, 0.376424
0.0440003, 1.28555, 0.309837
0.046893, 1.30542, 0.426312
0.0556389, 0.998986, 0.437527
0.0438132, 1.46198, 0.17608
0.0571645, 1.01853, 0.072768
0.049172, 1.38458, 0.449178
0.0425259, 1.0287, -0.106379
0.0361136, 0.728464, 0.0882585
0.0331079, 0.827055, 0.203184
0.0377655, 0.88908, -0.783439
0.0479037, 0.887952, 0.348694
0.0279235, 0.883966, -0.353847
0.0499336, 0.961123, -0.484773
0.0356646, 0.865716, -0.45853
0.0309496, 0.724777, -0.455101
0.0407586, 1.04522, -0.826066
0.0559229, 0.868893, 0.443183
0.0527828, 0.942442, 0.449873
0.0321379, 0.569672, -0.254324
0.0371522, 0.777648, -0.050126
0.0360051, 0.620579, 0.157928
0.0496692, 1.0594, 0.20256
0.0302637, 0.939119, 0.138669
0.0315592, 0.906741, 0.0883052
0.0416035, 1.09381, -0.0509441
0.0383648, 0.751958, -0.325022
0.0296347, 0.883688, 0.0132384
0.0402341, 0.871998, -0.820027
0.0316256, 0.717526, -0.627629
0.0204404, 0.504656, -1.25742
0.0233913, 0.596303, -0.371691
0.0410517, 0.714072, -0.348441
0.0399861, 0.917209, 0.0106241
0.0310756, 0.720226, 0.0249346
0.0402444, 1.00641, -0.0755266
0.0326621, 1.02949, 0.40295
0.0443006, 0.961686, 0.185021
0.0445599, 1.27406, 0.451157
0.0484682, 1.1901, 0.160961
0.0515494, 1.10101, -0.230419
0.0569506, 1.10993, 0.325339
0.0403546, 0.651924, 0.359533
0.0443926, 0.816222, 0.119157
0.0402743, 0.770711, -0.0180727
0.0334274, 0.906313, 0.261148
0.0386716, 0.707839, -0.899028
0.0329864, 1.10337, -0.510418
0.0431333, 0.989434, 0.155507
0.0451359, 0.861858, 0.106582
0.0389315, 1.08755, -0.258041
0.03682, 0.727887, -1.07559
0.034201, 0.788725, 0.133083
0.034604, 0.879209, -0.90715
0.0338631, 0.989341, -0.0648379
0.030378, 0.749561, 0.103695
0.028454, 0.672912, -1.18699
0.0279024, 0.757186, -0.0389249
0.0344852, 0.773826, 0.214191
0.038351, 1.0765, -0.171972
0.0336191, 0.860642, -0.221116
0.0360586, 1.07612, -0.215939
0.0331282, 0.820636, -0.521112
0.0272961, 0.840297, -0.134441
0.0398501, 0.780628, -0.153074
0.038405, 0.828091, -0.280737
0.0251862, 0.914755, -1.1345
0.0362767, 0.888149, -1.81052
0.0290156, 1.08618, -1.13539
0.0342637, 0.696343, -0.878902
0.0291347, 0.627226, -0.0690075
0.033226, 0.686816, -0.763279
0.0260832, 0.602194, -0.675087
0.0333409, 0.628753, -0.973864
0.0272324, 0.768438, -1.91433
0.0274364, 0.788464, -0.531228
0.0267487, 0.750867, -1.9267
0.0271514, 0.80028, -1.58569
0.0257627, 0.608291, -1.49014
0.0229292, 0.745509, -1.12119
0.0318199, 0.949806, -0.802844
0.0311581, 0.882296, -0.946351
0.0357896, 0.656012, -0.654768
0.0341819, 0.724044, -0.80131
0.0350778, 0.996392, -0.808648
0.0384205, 0.981578, 0.170283
0.0338883, 1.0307, 0.247221
0.0529134, 1.10768, 0.437308
0.0467065, 0.948417, 0.440278
0.0384472, 0.919284, -0.0970336
0.0377004, 0.959569, -1.47656
0.0317482, 0.816015, -0.639689
0.036038, 0.923509, -0.1067
0.0438963, 0.88209, 0.219644
0.033226, 0.757823, -0.0443268
0.0402168, 1.04897, -0.0212097
0.0381501, 1.06723, 0.449992
0.0532084, 0.817847, 0.453395
0.0410969, 1.03994, 0.428519
0.0481896, 0.910131, 0.311782
0.0372402, 0.978955, 0.448184
0.039772, 0.686516, -0.174213
0.038411, 0.726901, 0.306446
0.0391008, 0.801634, 0.00144608
0.0406526, 1.07877, 0.349656
0.0415918, 1.0045, 0.485218
0.0482848, 0.884125, 0.352993
0.0466673, 1.05114, 0.422244
0.0387246, 0.739458, 0.353286
0.0293677, 0.974241, 0.325346
0.043222, 1.06253, 0.196701
0.0337215, 0.837402, -0.0763568
0.0537693, 1.27929, -0.588921
0.0359591, 0.829702, 0.192073
0.0421723, 0.776437, 0.396111
0.033231, 0.790387, -0.0280358
0.0492988, 0.793335, 0.209825
0.0388846, 0.994473, 0.111445
0.0291165, 0.913267, -0.126105
0.0288673, 0.760997, -0.619251
0.0342885, 0.879411, -0.560343
0.0326738, 0.483211, -0.0475146
0.0327923, 0.707728, -0.294004
0.0314743, 1.01254, -0.329574
0.0302549, 0.893104, -0.787815
0.0228855, 0.511209, -0.400067
0.0413387, 0.53626, -0.613021
0.0245217, 0.704556, -0.39323
0.0333909, 0.67711, -0.844818
0.0347945, 1.01907, -1.61645
0.0317448, 0.89561, -0.550823
0.0373473, 1.01612, 0.0330648
0.0348726, 0.853627, -0.0990908
0.0399143, 0.860699, -0.875387
0.0372279, 0.921232, -0.0355683
0.0475092, 0.846122, -0.683983
0.0381193, 0.747747, -1.63514
0.0328399, 0.58287, -0.652733
0.0301657, 0.783322, -0.490586
0.0309268, 0.947299, -0.395457
0.03641, 0.891283, -0.489334
0.0457369, 0.983783, -1.51977
0.0417651, 0.939214, -0.729859
0.0287771, 0.921453, -0.346445
0.0316288, 0.845312, -0.832233
0.0281309, 0.672882, -0.19462
0.035358, 0.499001, -0.195853
0.0367934, 0.568058, -0.218993
0.0285677, 0.681601, -0.425809
0.0323478, 0.858427, -0.091726
0.0330271, 0.743823, -0.109518
0.0380517, 0.946292, 0.0519173
0.0429562, 1.00589, -0.192583
0.038447, 1.03275, -0.0371268
0.0375772, 0.931667, 0.140129
0.0394384, 0.747902, 0.395264
0.0352511, 0.663835, 0.453484
0.0337297, 0.922802, 0.208237
0.0289742, 0.796547, -0.542481
