beta, gamma, t0 
0.0306638, 0.905822, -0.667093
0.0400625, 0.855803, -0.0741808
0.0340278, 0.781345, -0.690464
0.0270974, 0.974128, 0.0743133
0.0334891, 0.693295, 0.114074
0.0370136, 0.755529, -0.0149068
0.0339151, 0.692622, -0.259263
0.0312045, 0.812392, -0.460861
0.0334845, 0.663909, -0.326805
0.0283953, 0.694073, -0.0722397
0.0318901, 0.84146, 0.180479
0.0247348, 0.641258, -1.67213
0.0283069, 0.575595, -0.0833607
0.0234313, 0.552914, -0.912639
0.035114, 0.496576, -0.265976
0.0309796, 0.506219, -0.742741
0.0269371, 0.591466, -0.502923
0.039646, 0.686245, 0.0274659
0.0294063, 0.524452, -0.134414
0.0259471, 0.650301, -0.662524
0.0287282, 0.739686, -0.734853
0.0300741, 0.726396, 0.0981131
0.0321613, 0.739369, 0.0125569
0.0313407, 0.587685, -0.0118022
0.0289577, 0.759432, -0.300309
0.0265989, 0.715296, -0.750013
0.0200302, 0.857777, -0.469691
0.0330636, 0.875485, -0.585704
0.0246964, 0.682188, -0.73491
0.0391218, 0.735484, -0.686327
0.0380612, 1.08124, -0.68635
0.0256241, 0.807157, -0.258906
0.0269557, 0.589648, -0.377076
0.0316971, 0.935203, -0.749847
0.0329393, 0.652106, -0.380853
0.0301469, 0.806988, -0.61887
0.0297631, 0.693816, -0.693775
0.0301126, 0.842205, -0.993874
0.0387542, 0.638866, -0.200247
0.0223307, 0.860999, -0.381536
0.0401348, 0.676106, -0.404408
0.0293974, 0.766356, -0.0827416
0.0476241, 0.546552, -0.386331
0.0299274, 0.731122, -0.524497
0.0313704, 0.71508, -0.108908
0.0332695, 0.745735, -0.412383
0.0387263, 0.504449, -0.695689
0.0256674, 0.836253, -1.53241
0.0271632, 0.60794, -0.344168
0.0298166, 0.682159, 0.0638436
0.0334586, 0.745922, -0.811782
0.0313967, 0.753449, -0.835328
0.0357042, 1.08661, -0.502194
0.0302156, 0.714826, -0.26126
0.037149, 0.964887, 0.0866012
0.0332822, 0.705082, -0.00846435
0.0372214, 0.94013, 0.0902016
0.0374201, 1.06138, -0.587153
0.0413646, 1.00334, 0.175704
0.0383852, 0.984111, 0.322518
0.0471023, 0.954914, -0.172483
0.0436735, 0.855254, 0.0378687
0.0422009, 0.885602, -0.132782
0.0437869, 1.24045, -0.665772
0.03319, 1.16413, -0.181544
0.0445398, 0.957395, 0.0366389
0.0357551, 1.02715, -0.316043
0.0271499, 0.799412, -0.575434
0.0270008, 0.818727, -1.08696
0.0291382, 0.641446, -0.28108
0.0395726, 1.05622, -0.277385
0.0410216, 0.888961, -0.273739
0.0377649, 0.927951, -0.709805
0.0492788, 1.17546, -0.0363623
0.0476644, 0.707058, 0.29303
0.0506403, 0.633473, 0.234117
0.0408357, 0.90512, 0.358872
0.0386093, 0.783963, 0.37593
0.0368777, 0.771434, 0.3989
0.0427955, 1.08026, 0.595321
0.026761, 1.00349, 0.585855
0.0380578, 0.977305, 0.492357
0.0375992, 1.0883, 0.403718
0.0382402, 0.999683, 0.577687
0.0487553, 1.08608, 0.579285
0.0478679, 0.920556, 0.482352
0.0436242, 1.00464, 0.164628
0.0449525, 0.742372, 0.0336832
0.0379451, 0.762143, 0.180789
0.0445137, 0.929086, 0.175883
0.0443254, 1.33128, -0.18439
0.0507233, 0.795585, -0.708387
0.0450165, 1.0211, -1.29576
0.0419453, 1.09963, 0.0688811
0.0465361, 0.990104, 0.0649981
0.03864, 1.34535, -0.485672
0.0401134, 0.891859, -1.64297
0.0387996, 0.896295, 0.0934746
0.0360183, 0.657428, -0.0396706
0.0438548, 0.473956, -0.0584393
0.036545, 0.798937, -0.709523
0.0378471, 0.658584, -0.892112
0.0271261, 0.751367, -0.752507
0.0196091, 0.827022, -0.394467
0.0411667, 0.837326, -0.205271
0.0377383, 0.969985, -0.126043
0.0375189, 1.06187, -0.233153
0.0386745, 0.977458, -0.414625
0.0398469, 1.03316, -0.384606
0.028848, 0.827766, -1.54746
0.0267254, 0.744467, -0.892167
0.0234454, 0.53017, -1.19947
0.0307954, 0.687942, -1.41458
0.0320945, 0.557179, -1.10206
0.025017, 0.691742, -1.10199
0.0356832, 0.697853, -0.674873
0.0356555, 0.567893, -0.169429
0.044178, 0.807807, -0.207239
0.0377242, 0.602386, -0.336118
0.0430668, 0.57015, -0.297571
0.0411419, 0.522031, -0.46902
0.0351356, 0.889194, -0.0729994
0.0399488, 0.809406, 0.166767
0.0415803, 0.643349, 0.124854
0.0339239, 0.869288, -0.0917489
0.0436214, 0.874425, -0.292741
0.0329386, 0.713511, -1.08378
0.0286844, 0.654394, -0.802651
0.0296376, 0.652728, 0.0819003
0.0367748, 0.696867, -0.393175
0.0303153, 0.706519, -0.349511
0.0297135, 0.723546, -0.502504
0.03654, 0.830073, -0.84024
0.0340034, 0.769419, -0.403534
0.0415275, 1.15328, -0.0935228
0.0437182, 0.959296, 0.302256
0.0471306, 1.34548, 0.481105
0.0447617, 1.21529, -0.332189
0.0545593, 1.18843, 0.388256
0.0371836, 0.852742, 0.481232
0.0420369, 0.818846, -1.77781
0.0412196, 0.840909, 0.380612
0.0382356, 1.28144, -0.0643106
0.0471977, 1.16746, -0.119768
0.0492011, 1.04399, 0.150499
0.0637764, 1.13925, -0.0756579
0.0529351, 1.17896, 0.277991
0.0497521, 1.23021, 0.169525
0.0521114, 1.11534, 0.4307
0.0518467, 1.24018, 0.418017
0.0500416, 1.09845, 0.482175
0.0369889, 1.00501, -0.362221
0.0518166, 0.927515, -0.142109
0.032747, 0.854612, -0.605742
0.0353451, 1.1371, -0.255813
0.0266155, 0.832864, -1.69221
0.0322341, 0.865735, -0.459886
0.0353213, 0.743132, -0.120831
0.0321358, 1.00533, -0.120438
0.0289061, 0.83853, -0.527766
0.0269965, 0.53058, -0.166841
0.0273678, 0.674085, -0.220084
0.0358791, 0.9803, -0.497176
0.035612, 0.733842, -0.300137
0.0409584, 0.892865, -0.414899
0.0411011, 0.685547, -0.142265
0.030683, 0.72766, -0.279556
0.0333461, 0.774354, -0.104954
0.0239901, 0.787155, -2.55935
0.0241597, 0.867019, -2.22653
0.0250055, 0.878326, -1.59208
0.0407189, 0.717172, -0.279515
0.0297679, 0.840614, -0.780782
0.031038, 0.906803, -0.271951
0.0343671, 0.821876, 0.00983545
0.0319828, 0.888551, -0.294875
0.0349173, 0.670489, -0.392405
0.0185239, 0.709764, -1.60064
0.0251466, 0.806792, -0.590976
0.0291953, 0.652681, -0.695461
0.0476936, 0.73997, -0.491394
0.0396865, 0.521939, -0.073967
0.038871, 0.928277, 0.181085
0.0409113, 0.708043, 0.0234862
0.0345577, 1.03659, 0.278311
0.0509624, 1.00809, 0.0111954
0.0385341, 0.721712, -0.597363
0.0295684, 0.882397, -0.00887824
0.0285567, 0.689752, 0.086703
0.0408782, 0.832455, -0.160672
0.045179, 1.13628, 0.0507861
0.0548406, 1.09959, -0.583273
0.0325143, 1.00421, -0.602635
0.0280657, 1.18245, -0.407684
0.0398632, 0.996898, -0.00897628
0.0319807, 1.1046, -0.549947
0.0414712, 0.800108, -0.75198
0.0340333, 0.796143, -1.30675
0.0191217, 0.609203, -1.19691
0.0277111, 0.60338, -1.21828
0.0212152, 0.621229, -2.07822
0.0265056, 0.371777, -0.70085
0.028082, 0.508422, -1.54532
0.0274806, 0.598412, -1.59196
0.0183743, 0.541246, -0.761173
0.0222682, 0.737531, -0.860521
0.0294242, 0.549083, -0.981108
0.0359726, 0.676981, -0.686985
0.027156, 0.644014, -0.753771
0.0249831, 0.850954, -0.792304
0.0268443, 0.64632, -0.465747
0.028606, 0.695541, -0.452867
0.0297913, 0.546127, -0.613971
0.0375345, 0.670523, -0.552233
0.0233866, 0.581668, -1.72439
0.0296064, 0.654127, -0.993086
0.0312886, 0.551798, -1.02498
0.0204362, 0.520282, -1.21621
0.0330154, 0.49537, -1.29231
0.0185508, 0.401433, -0.846191
0.019283, 0.53021, -1.53718
0.0258288, 0.492145, -1.094
0.0207093, 0.39162, -0.8612
0.020768, 0.458313, -1.17246
0.0213364, 0.430375, -0.893223
0.0279502, 0.413151, -1.14712
0.0229182, 0.498698, -0.724063
0.0231854, 0.773936, -1.09873
0.0246099, 0.600667, -1.1226
0.019445, 0.593204, -0.892593
0.0215921, 0.390858, -1.902
0.0249594, 0.560248, -0.538709
0.023677, 0.537206, -0.906915
0.0286501, 0.476791, -0.951374
0.0260356, 0.689898, -1.16711
0.0261537, 0.624068, -2.44733
0.0274417, 0.590663, -0.537398
0.022037, 0.611183, -0.136995
0.029563, 0.600563, -0.109188
0.0341924, 0.557565, 0.0715611
0.0341893, 0.718889, -1.11724
0.0262296, 0.53904, -0.546986
0.0305057, 0.54435, -1.06116
0.0255463, 0.732227, -0.815469
0.032095, 0.648418, -0.718431
0.0343726, 0.590165, -0.610628
0.0297529, 0.530456, -0.527375
0.0300762, 0.551356, -1.55372
0.0267027, 0.623133, -1.39754
0.0294083, 0.618419, -0.731961
0.0264552, 0.572421, -0.817527
0.0239601, 0.608097, -0.508092
0.0345847, 0.731635, -0.652781
0.0232607, 0.522728, -0.219723
0.0268623, 0.688681, -0.884795
0.0263954, 0.518675, -0.209681
0.0266529, 0.644374, -0.372824
0.0322559, 0.552096, -0.219453
0.0301697, 0.463452, -0.493791
0.0260192, 0.53844, -0.433474
0.0285631, 0.556799, -1.04783
0.0320117, 0.625532, -0.257951
0.0197876, 0.643861, -1.38958
0.0218197, 0.773107, -1.91749
0.0221932, 0.725656, -2.32132
0.0210065, 0.75509, -0.866799
0.0270279, 0.472457, -0.861582
0.0283394, 0.459373, -0.902943
0.0255689, 0.448161, -2.65726
0.0276267, 0.505061, -1.53491
0.0219324, 0.588471, -1.45194
0.0200251, 0.454494, -1.3811
0.0222294, 0.530284, -5.39741
0.0219883, 0.503015, -1.47333
0.0240038, 0.631925, -3.58919
0.0189002, 0.50071, -4.18346
0.0263518, 0.561263, -4.90596
0.0216924, 0.537707, -2.49144
0.0221581, 0.465998, -1.48406
0.0217839, 0.622853, -1.39135
0.0199921, 0.478837, -1.58668
0.0228971, 0.515862, -1.35945
0.0284422, 0.689817, -1.94728
0.0245644, 0.64573, -1.60476
0.0174868, 0.455394, -2.06502
0.0233796, 0.511268, -1.38216
0.0249634, 0.498424, -2.20744
0.0187432, 0.696845, -1.7322
0.0278072, 0.591862, -2.23404
0.0298912, 0.664925, -0.840493
0.0333813, 0.613355, -0.104589
0.0242847, 0.513179, -0.432956
0.0230358, 0.520554, -0.690046
0.0246662, 0.649133, -0.0942621
0.0332256, 0.71109, -0.832734
0.0301503, 0.590113, -1.24767
0.0302784, 0.705991, -0.963901
0.0268796, 0.802497, -1.2746
0.0292456, 0.642422, -0.882521
0.0357462, 1.06497, -0.792323
0.0424229, 0.799802, -1.32989
0.0293191, 0.837621, -0.740991
0.0237255, 0.638742, -0.180447
0.0230126, 0.763669, -1.30763
0.0445705, 0.79502, -0.169774
0.0268816, 0.817688, -0.681415
0.0295761, 0.738688, -0.304276
0.0354994, 0.714157, -1.55181
0.0355865, 0.57436, -1.13056
0.0276614, 0.754251, -1.12705
0.0208133, 0.671966, -1.00508
0.0328328, 0.517645, -0.730679
0.0358705, 0.927497, -0.0126711
0.040481, 0.603289, -0.0713675
0.0407481, 1.17609, -0.0879952
0.0363987, 1.28474, 0.131611
0.0571811, 1.40686, 0.208199
0.0292375, 1.1377, 0.421458
0.0419743, 1.26039, 0.339244
0.0382827, 0.939011, 0.250646
0.0375308, 1.30683, 0.418718
0.0436249, 1.11821, 0.284061
0.0464371, 0.96127, 0.246654
0.0512408, 1.06065, -0.256967
0.0457341, 1.00083, 0.142912
0.0271472, 0.996425, -0.156154
0.035858, 0.772399, 0.3934
0.0297399, 1.0494, 0.195358
0.0429736, 0.837164, 0.400611
0.039967, 1.13217, 0.123048
0.0452519, 0.94716, -0.189628
0.033529, 1.02323, -0.735666
0.0382052, 1.09572, 0.454227
0.0373725, 1.14662, 0.0724963
0.0434754, 0.910072, 0.00849577
0.0401153, 0.865686, 0.485992
0.0457545, 0.836035, 0.171841
0.0430974, 0.551216, 0.354095
0.0370656, 0.578399, 0.420334
0.0354505, 0.784847, 0.0706826
0.0492362, 1.09676, 0.318776
0.0431274, 1.2233, -0.799711
0.0412396, 1.11278, -0.492351
0.0390056, 1.27652, 0.00444662
0.054675, 1.42788, -0.462473
0.0474828, 0.881243, 0.121743
0.0397465, 1.05379, 0.0757401
0.0522883, 0.976619, 0.0143514
0.0400712, 1.57186, -0.330411
0.047558, 0.758312, 0.0155965
0.0406642, 0.661268, -0.0576399
0.0387853, 0.872693, -0.140377
0.0307398, 1.10748, -0.413096
0.0404935, 1.20217, -0.131939
0.0367562, 1.0177, -0.421336
0.0359884, 1.31206, -1.26848
0.0332955, 1.07928, -0.813043
0.028041, 0.483723, -1.28084
0.0294572, 0.926116, -0.584105
0.0310403, 0.748994, -1.11032
0.0291662, 0.59195, -1.57345
0.0227312, 0.954465, -0.92048
0.0269963, 0.811887, -0.590823
0.0226638, 0.668319, -0.360539
0.0272719, 0.739873, -0.548603
0.0267117, 0.755663, -0.407738
0.0320972, 0.771149, -1.24958
0.0238518, 0.804325, -1.65813
0.0277206, 0.819812, -1.20369
0.026618, 0.882228, -0.791162
0.0237619, 0.65542, -1.1348
0.0416183, 0.702694, 0.0363428
0.0349596, 0.897578, 0.0467271
0.0394914, 0.688431, -0.146966
0.0338193, 0.926534, -0.0890275
0.0353252, 1.22791, -0.15037
0.0369374, 0.862734, -0.299377
0.0318098, 0.755336, -1.16095
0.0365408, 0.951435, -0.97604
0.0351118, 0.60522, -0.826695
0.0438779, 0.565385, -1.07035
0.0349521, 1.03131, 0.272214
0.0354412, 0.857933, 0.0295495
0.0314918, 0.590263, 0.156573
0.0374591, 0.654498, -0.375149
0.0393884, 0.789138, -0.453707
0.0241633, 0.688935, -0.622579
0.0241289, 0.484578, -0.700277
0.0306062, 0.693475, -0.56806
0.0297678, 0.81549, -0.559023
0.0319682, 0.530583, -1.07298
0.0254996, 0.548566, -0.740195
0.0245396, 0.580494, -1.28334
0.0236069, 0.624102, -0.844576
0.0313461, 0.573933, -0.168982
0.0309976, 0.567618, 0.201563
0.0334507, 0.679578, 0.0351794
0.0459657, 0.981444, 0.290969
0.0371289, 0.840649, 0.304591
0.044593, 0.874754, 0.0383124
0.0356678, 0.738433, 0.274455
0.0431378, 0.918362, 0.00715669
0.0553107, 1.12198, 0.0206404
0.0318937, 0.987348, -0.861447
0.0364029, 0.766688, 0.156037
0.0357484, 0.873827, 0.103253
0.0348547, 0.896566, -0.141987
0.0317991, 0.560766, 0.0122704
0.0276327, 0.645368, -0.255384
0.0221853, 0.72252, -0.999805
0.0337805, 0.549371, -2.02787
0.0249946, 0.646633, -0.846685
0.0384599, 0.587091, -1.0052
0.0280974, 0.527357, -1.91065
0.0214268, 0.618069, -1.54319
0.028663, 0.489739, -0.960668
0.0297388, 0.505808, -2.08434
0.0224028, 0.515744, -0.824581
0.022937, 0.488151, -1.44719
0.0303156, 0.676629, -0.784068
0.0199167, 0.62304, -2.62901
0.0210115, 0.483721, -2.08905
0.018793, 0.456649, -2.19362
0.0230746, 0.493298, -2.34995
0.0215044, 0.508541, -2.69921
0.020772, 0.48125, -1.66402
0.0306469, 0.53738, -1.49264
0.0204994, 0.466339, -0.817093
0.0252227, 0.566563, -1.69554
0.0287343, 0.57841, -0.624481
0.0263686, 0.483387, -1.51849
0.0232044, 0.399456, -0.48571
0.0177968, 0.483358, -0.984318
0.0215962, 0.454342, -0.810511
0.0214759, 0.464366, -0.384287
0.0261567, 0.690801, -0.584129
0.0296464, 0.738129, -0.928191
0.024378, 0.750245, -0.878062
0.0279424, 0.853021, -0.989584
0.0393092, 0.835337, -0.54895
0.0231422, 0.953295, 0.163921
0.0439032, 0.690783, -0.169622
0.0273839, 0.760918, 0.12645
0.0328073, 0.727006, -1.00904
0.0341182, 0.837281, 0.259608
0.038964, 1.08007, -0.122493
0.0493862, 0.705593, 0.283615
0.0375664, 0.88259, -2.25941
0.0304124, 0.876711, -1.24422
0.0318257, 0.965212, -0.116421
0.0303209, 0.908658, -0.50031
0.027339, 0.830515, 0.130284
0.0358184, 0.769289, -0.0511283
0.0392911, 0.845945, 0.0835492
0.0281721, 0.905953, -0.178018
0.0310774, 0.761399, 0.110809
0.0382156, 0.760148, -0.082282
0.0305331, 0.986267, -0.122626
0.0420762, 1.04125, -0.175473
0.0468186, 1.11424, -0.571322
0.0516892, 0.893382, -1.13632
0.0429813, 1.11768, -0.919075
0.0340373, 0.850491, -0.199911
0.04068, 1.11434, 0.246777
0.0515988, 1.29412, 0.434674
0.0502344, 1.21895, 0.213783
0.0624133, 1.15148, 0.321274
0.0509741, 1.244, 0.467722
0.0405529, 1.19261, -0.458373
0.0451392, 1.00186, 0.170559
0.0417419, 0.711235, -0.169151
0.0297187, 1.02437, 0.373577
0.036315, 0.7663, 0.201576
0.0424186, 0.843248, 0.0982994
0.0470725, 0.982199, 0.00901059
0.0431621, 0.990188, 0.333366
0.0308986, 1.1486, 0.129377
0.028087, 0.723819, 0.0832206
0.0402169, 0.810652, -0.147035
0.0357059, 0.673179, -0.426222
0.0479476, 0.810198, 0.366261
0.036588, 0.853453, -0.33472
0.0447294, 1.08952, -0.0779209
0.037307, 0.996107, -0.622779
0.0361087, 1.01883, -0.219939
0.0303901, 0.891865, 0.278568
0.0538836, 0.720503, 0.15696
0.0441111, 0.655567, 0.118671
0.0375592, 0.798326, -0.0198945
0.0405042, 0.66016, 0.23515
0.0451698, 1.0675, 0.279654
0.0376316, 0.956506, 0.386472
0.0438022, 0.963415, -0.137294
0.0486562, 1.17799, 0.179243
0.0512951, 1.42097, 0.203321
0.0505231, 1.66419, 0.339447
0.0573778, 1.18192, -0.315767
0.0600696, 1.06058, 0.197516
0.0541457, 1.31355, 0.443506
0.0489374, 1.0375, 0.038744
0.0540727, 1.22673, -0.0389074
0.061712, 1.26783, 0.0966245
0.0503004, 0.944464, 0.0194594
0.0438442, 1.27213, 0.0817518
0.0281698, 1.04598, -0.317073
0.0413557, 1.06454, 0.045192
0.0490419, 1.00046, -0.00841833
0.0404716, 0.797451, -0.19855
0.0290811, 0.951226, -0.30949
0.0276993, 0.718198, 0.0555499
0.0385947, 0.965598, -0.154627
0.0334346, 0.524446, -0.162868
0.0337782, 0.529085, -1.09109
0.0373783, 0.608034, -1.29128
0.024093, 0.637864, -1.43213
0.02268, 0.874223, -0.777748
0.0292338, 0.493127, -0.846273
0.0222913, 0.593926, -0.94829
0.0261879, 0.454667, -0.998846
0.0276343, 0.604864, -1.23145
0.0298615, 0.450578, -0.736233
0.028713, 0.619072, -0.652243
0.0285915, 0.699864, -0.847792
0.0274868, 0.610889, -0.677071
0.0284742, 0.637562, -1.13219
0.0354631, 0.767694, -0.80334
0.0287135, 0.896227, -2.52029
0.0323427, 0.90239, -0.883624
0.0447419, 0.73905, -1.39819
0.0353041, 1.02175, -0.53112
0.0453285, 0.845949, -0.0736223
0.040455, 0.908299, -0.173641
0.0283208, 0.790163, 0.0708233
0.030581, 0.777432, -0.892552
0.0334153, 0.753222, -3.25979
0.0295675, 0.609836, 0.309243
0.0345984, 0.616994, 0.149984
0.0336318, 0.716299, 0.0147932
0.0361777, 0.523472, 0.256769
0.0268367, 0.601653, 0.282074
0.0351602, 0.818099, 0.309633
0.0247644, 0.9231, -0.0784291
0.0201973, 0.788652, -1.3537
0.0293607, 0.582922, -2.01995
0.0271392, 0.561463, -1.1816
0.0208911, 0.668011, -3.42923
0.0234995, 0.468194, -2.29902
0.0277764, 0.489616, -1.45388
0.0291228, 0.44821, -1.2217
0.0317871, 0.527337, -1.14907
0.0302511, 0.564793, -1.64592
0.0339801, 0.545752, -0.523661
0.0246582, 0.537839, -1.04659
0.0261273, 0.760501, -0.636435
0.0354847, 0.929072, -1.4996
0.0285635, 1.07847, -0.373227
0.0302799, 0.574777, -1.65203
0.0372928, 0.785, -0.51505
0.0315493, 0.519936, -1.87678
0.0332692, 0.804446, -1.5896
0.0315895, 0.695634, -1.36949
0.0217902, 0.721622, -2.31286
0.029484, 0.696334, -2.29292
0.0332807, 0.744459, -1.44736
0.024999, 0.62774, -0.710267
0.0338202, 0.955898, -1.54535
0.0442152, 0.917282, -0.592367
0.0372036, 0.87091, 0.293677
0.0463871, 0.919216, 0.170235
0.0358172, 0.711276, 0.0665161
0.0368374, 1.16494, 0.538803
0.0476833, 1.24359, 0.508515
0.0535419, 1.24803, 0.419495
0.0439283, 1.16444, 0.265731
0.0352157, 1.07368, 0.188438
0.0505837, 1.19365, 0.59906
0.0510191, 1.22538, 0.488278
0.0459112, 1.68815, 0.509601
0.0537147, 1.35814, 0.42866
0.0469461, 1.09434, 0.278296
0.0483943, 1.35994, 0.288581
0.0565016, 1.46189, 0.48456
0.0457449, 1.24613, 0.57342
0.0496637, 1.07412, 0.467143
0.0432642, 1.49055, -0.019934
0.0593968, 1.04748, 0.505544
0.0380014, 1.14832, 0.219003
0.0426039, 0.975682, 0.39881
0.0435969, 0.857332, 0.483459
0.0427168, 1.01814, -0.519263
0.0621635, 1.35118, 0.22578
0.0504654, 1.05638, 0.308453
0.044207, 1.02645, 0.160544
0.0542526, 1.16387, 0.28834
0.0499985, 1.47822, 0.132289
0.055076, 1.42053, 0.199267
0.0608793, 1.06216, 0.1531
0.0431029, 1.23598, 0.341594
0.0514059, 1.20861, 0.313688
0.0642595, 1.37856, 0.270822
0.0482313, 1.18226, 0.199403
0.0562016, 1.07769, 0.150373
0.0471623, 1.36871, 0.578132
0.0437847, 1.27391, 0.438066
0.0446057, 1.10768, 0.531086
0.0564723, 1.29425, -0.099985
0.0289724, 0.978271, -0.193666
0.0310813, 0.931123, 0.302325
0.0448159, 0.931082, 0.331831
0.0344326, 1.44149, 0.450399
0.0511243, 1.45545, 0.50188
0.0503021, 1.1162, 0.496856
0.0702981, 1.42866, 0.10791
0.0587958, 1.58143, 0.42668
0.0572839, 1.68152, 0.436839
0.045164, 1.2873, 0.355842
0.0490935, 1.29093, 0.235906
0.0521027, 1.01919, 0.429318
0.0523719, 0.872379, 0.415192
0.0515612, 0.992442, 0.194306
0.0543793, 0.941848, 0.204526
0.0520222, 0.935577, 0.211565
0.0550359, 1.31777, 0.317722
0.0431997, 1.32361, 0.192493
0.0740321, 1.3127, 0.377557
0.0613425, 1.11724, 0.178631
0.0598951, 1.26779, 0.0428907
0.0429691, 1.40994, -0.166145
0.0652293, 1.47385, -0.128851
0.0468815, 1.06355, -0.0519198
0.0447803, 1.30261, 0.110027
