beta, gamma, t0 
0.0410739, 1.03133, 0.277868
0.0634397, 0.98883, 0.378175
0.0683736, 0.943108, 0.300361
0.0536713, 1.12379, 0.386313
0.042979, 1.31767, 0.482271
0.0785924, 1.07581, 0.167864
0.0573237, 1.10652, 0.216473
0.0511084, 1.09763, 0.0219078
0.0556916, 0.791926, 0.0832929
0.0362495, 1.01531, -0.184397
0.0483746, 0.804783, 0.275885
0.0507617, 1.27588, -0.0439569
0.0350895, 1.17607, 0.163792
0.0362871, 1.1871, -0.899914
0.0382067, 1.19902, 0.0452838
0.0403799, 1.26559, 0.459379
0.0497378, 0.878516, 0.360709
0.0482145, 1.06691, 0.451904
0.0431708, 1.31061, 0.392656
0.036753, 1.06105, -0.408861
0.041478, 0.942641, -0.506704
0.0466033, 0.989685, -0.462776
0.0477356, 0.880026, -0.273852
0.0413871, 0.93368, -0.721244
0.0346383, 1.1798, -0.862695
0.0291294, 0.978855, -1.93091
0.0426466, 0.943261, -0.0964579
0.0388345, 0.819103, 0.527943
0.0380202, 1.0764, -0.0276633
0.0463457, 1.12375, -0.572362
0.0330703, 1.09765, -0.265336
0.0364201, 0.872885, 0.0402302
0.04338, 1.01299, -0.656455
0.0408784, 1.09542, -0.631006
0.0522759, 0.955437, -0.0808244
0.0358595, 0.913328, 0.0579515
0.0409739, 0.752385, 0.0225648
0.0314308, 1.07094, -0.469525
0.0376887, 0.928601, -0.394438
0.0280254, 0.730039, -0.162077
0.0348582, 1.14209, -0.112095
0.0440007, 0.852897, -1.44411
0.0283505, 0.668643, -1.36258
0.0220402, 0.895438, -0.408698
0.0316508, 0.795655, -0.704757
0.0296092, 1.03544, -0.856747
0.0308789, 0.656231, -0.42254
0.0315268, 0.774423, -0.517536
0.0336883, 0.69488, -0.858245
0.0255645, 0.844384, -0.326906
0.026816, 0.986647, -0.370243
0.0358131, 0.693484, -0.2943
0.0291764, 0.894413, -0.0824349
0.0307793, 0.740373, 0.12614
0.023985, 0.866267, -0.46233
0.031664, 0.711827, -0.0385552
0.0251062, 0.568765, -1.03425
0.0306554, 0.717077, 0.0986412
0.0253696, 1.0578, -0.00557507
0.0367441, 0.695894, 0.250387
0.0414354, 0.862715, 0.177933
0.0265461, 0.799065, -0.392728
0.0393215, 0.924041, -0.356047
0.0320244, 0.861802, -0.313549
0.0285151, 0.608519, -0.268207
0.0372274, 0.6438, -0.567187
0.0287626, 0.724155, -0.487617
0.0360291, 0.750796, -0.773521
0.0411731, 0.623417, -0.651865
0.0370963, 0.886867, -0.424793
0.0323231, 0.955663, -0.0352828
0.0468236, 0.831189, -0.0206166
0.0434365, 1.05058, -0.00875743
0.0351024, 1.11999, -0.174888
0.0311912, 0.877862, -0.30741
0.0259394, 1.02491, -0.0574119
0.0367915, 0.733422, -0.42883
0.0290466, 0.657938, -1.97591
0.024281, 0.800346, -1.60857
0.0227643, 0.753821, -0.447894
0.0281242, 0.639643, -0.474326
0.0205414, 0.752652, -2.10446
0.0261382, 0.56007, -1.94423
0.0289918, 0.529222, -0.851517
0.0322404, 1.04348, -0.972815
0.0302241, 0.581082, -0.324136
0.0319133, 0.790793, -1.00865
0.0457927, 0.735493, -0.515751
0.0325257, 1.02105, -0.289241
0.0448185, 1.08784, -0.36074
0.0414452, 0.841512, 0.0177402
0.0417814, 0.881892, -0.019561
0.0404786, 0.668365, 0.0230787
0.037562, 0.961769, -1.28501
0.0444236, 0.784225, -0.0461759
0.0371932, 0.799528, 0.111121
0.0412567, 0.927891, -0.0543383
0.0413638, 0.736253, -0.0887609
0.0303081, 1.02667, 0.0123003
0.0344837, 0.914139, 0.0771225
0.0358148, 0.823671, -0.11605
0.0304369, 0.829899, 0.369157
0.040831, 0.873764, 0.298987
0.0405514, 1.03609, -0.270226
0.0542761, 1.02189, 0.326741
0.0396513, 0.894896, 0.328981
0.0360587, 0.798556, 0.103635
0.0414606, 1.02448, -0.378201
0.03857, 0.787612, 0.152564
0.0475073, 0.524269, 0.269427
0.0414915, 0.783798, 0.242244
0.0444179, 0.860985, -0.0421915
0.0347194, 1.2836, 0.26135
0.041234, 1.00972, 0.184547
0.0364939, 0.981283, 0.0305172
0.0442282, 0.720412, 0.270354
0.0427527, 0.742493, -0.469069
0.0322763, 0.787477, -0.319882
0.0293423, 0.722615, -0.82657
0.0422149, 0.566872, -0.144174
0.0415972, 0.766821, -0.0604617
0.0275572, 0.671974, -1.26666
0.0330477, 0.68813, -0.690224
0.029407, 0.793697, 0.21562
0.033739, 0.945025, 0.24728
0.0425203, 0.910364, -0.0583217
0.0430407, 0.822383, -0.242753
0.0412548, 1.13471, 0.103211
0.0337856, 0.900849, 0.21467
0.0465533, 0.779607, 0.288795
0.0481316, 0.916658, -0.48679
0.0487493, 0.754837, -0.148939
0.0351691, 0.781807, -0.317058
0.0347018, 0.935949, -0.152089
0.0324754, 0.885855, -1.34875
0.0347378, 0.728437, -0.427854
0.0291096, 1.06347, -0.662648
0.0457594, 0.95031, -0.670403
0.028509, 0.959821, 0.0319608
0.0368939, 1.05138, -0.289916
0.035881, 1.26429, -0.0558718
0.0417013, 1.27877, -0.145502
0.0596117, 1.22884, -0.119699
0.0480462, 1.11011, 0.129873
0.0411623, 0.989231, -0.11359
0.0401052, 0.904065, -0.488669
0.0442931, 0.859846, -0.918479
0.0421213, 1.15698, 0.350541
0.0543885, 1.2947, 0.515732
0.0363818, 1.20881, 0.414721
0.048346, 1.18901, 0.52092
0.0599129, 1.0659, 0.349586
0.0451658, 1.13873, 0.397095
0.0539714, 1.49036, -0.0573982
0.0547518, 1.37753, -0.249351
0.0471026, 1.35192, 0.254913
0.0363272, 1.15999, -0.0791075
0.0467581, 1.28303, 0.16445
0.0464165, 1.01906, 0.136003
0.0482038, 0.743065, -0.00395814
0.0373297, 1.21828, 0.114537
0.0502078, 1.1865, -0.011044
0.0462676, 1.18594, 0.158754
0.0405669, 0.976842, 0.27458
0.034341, 1.22222, -0.00580059
0.0356636, 0.862373, -0.0797027
0.0429721, 1.09177, -0.0898602
0.042035, 1.14002, -0.115984
0.0400173, 0.98674, -0.362667
0.0447171, 0.792709, -0.0918468
0.0366812, 0.835105, -0.250508
0.0413875, 1.11121, -0.408826
0.0403356, 1.17985, 0.349449
0.0544833, 1.13395, 0.245993
0.0515999, 1.00575, 0.123219
0.0389093, 1.05818, -0.429416
0.034298, 0.746651, 0.112424
0.036842, 0.926451, -0.0658119
0.0366011, 0.681939, 0.120764
0.042948, 0.84421, 0.0320824
0.0359167, 0.853975, 0.0498982
0.0412486, 0.972362, 0.0498186
0.0405245, 0.902598, 0.203565
0.0502579, 1.48742, 0.33219
0.0625439, 1.60084, -0.141381
0.0588465, 1.28459, -0.0112121
0.0447581, 0.999295, -0.61196
0.0385597, 1.10113, -0.354735
0.0353436, 1.12247, -0.215408
0.0401356, 0.697981, -0.379292
0.0352342, 0.906064, 0.19688
0.0398341, 1.22384, -0.174738
0.041877, 0.823608, 0.167422
0.0432361, 1.35728, 0.000971655
0.0451269, 0.848195, 0.0464302
0.0313774, 1.30995, -0.0769148
0.0335385, 0.943287, 0.130755
0.037683, 0.785811, 0.11234
0.0255652, 0.689234, -0.117826
0.0254823, 0.69359, -0.160999
0.0327104, 0.71461, -1.06764
0.033238, 0.673685, -0.303462
0.0380854, 0.931002, -0.112757
0.041457, 1.17404, -0.0622328
0.0350702, 1.104, 0.0867189
0.0400983, 1.16547, -0.546406
0.0390623, 1.00102, -0.361931
0.0312229, 0.978826, -0.103239
0.0408092, 1.16319, -0.416966
0.0326678, 0.865052, -0.0194071
