beta, gamma, t0 
0.0241037, 0.64811, -0.923231
0.03427, 0.678547, -0.776496
0.0303588, 0.545414, -0.847657
0.0296768, 0.652627, -0.732474
0.0333465, 0.914447, -0.828613
0.0396082, 0.826279, -0.80345
0.0302845, 0.759767, -0.103031
0.0368685, 0.715886, -0.726954
0.0294489, 0.922504, -0.875834
0.0260596, 0.727942, -1.40343
0.0353314, 0.843351, -1.1334
0.0330972, 0.916005, 0.0334441
0.0437295, 0.815472, -0.799824
0.0295527, 0.719523, -0.493141
0.0401889, 0.630738, -0.236678
0.0324233, 0.8723, 0.41364
0.0360497, 0.995562, -0.406384
0.0491073, 0.74473, 0.547132
0.0392828, 0.740056, 0.449158
0.0344936, 1.03279, -0.411235
0.0390828, 1.22964, -0.324846
0.0388512, 0.793849, 0.529131
0.0371516, 0.740251, -0.0873797
0.0457417, 0.833311, 0.482809
0.043942, 0.893679, -0.149325
0.0408358, 0.905362, 0.515491
0.0430375, 0.883034, 0.30338
0.0300517, 1.02096, 0.227997
0.0431362, 1.18944, 0.0502942
0.0396966, 0.704596, -0.102612
0.0448286, 1.06288, -0.0645063
0.034057, 0.646014, -0.833396
0.0365201, 0.867767, -0.438043
0.0445725, 0.854875, 0.136717
0.0475785, 0.814728, 0.0744984
0.0431547, 0.913393, 0.0900962
0.041389, 1.11634, 0.364197
0.0424849, 1.06928, -0.818518
0.0371014, 0.893808, 0.237378
0.048151, 1.23155, 0.297316
0.0425114, 1.20077, 0.529117
0.0521725, 1.35548, 0.55406
0.0495357, 1.43128, 0.171794
0.0341408, 0.900768, 0.492044
0.0420693, 1.20112, 0.352549
0.0540719, 1.0933, 0.195483
0.0514631, 0.950623, 0.498558
0.0423576, 0.916302, 0.524896
0.0439944, 0.958735, 0.395426
0.0414672, 1.14736, 0.49942
0.0508195, 1.02855, 0.231134
0.0485311, 0.879299, 0.458508
0.033724, 1.03306, -0.605426
0.0353965, 0.947927, -0.340973
0.0465353, 0.858186, -0.0628172
0.036071, 0.920963, -0.149059
0.0281687, 1.20141, -0.344994
0.0373687, 0.734248, -0.34121
0.034236, 0.666329, -0.222487
0.0340153, 1.05333, -0.0173345
0.0322099, 0.727904, -0.185606
0.0368286, 0.87649, -0.300322
0.0414218, 0.920856, -0.555672
0.0297444, 0.985141, 0.116406
0.0485267, 0.686148, -0.648574
0.0410949, 1.05977, -0.552739
0.0323236, 0.736549, -1.43978
0.0307587, 0.805115, -0.141133
0.0337678, 0.634764, -0.430532
0.0310327, 0.763038, -1.7308
0.0333673, 0.563716, -0.0348065
0.0289052, 0.504377, -0.0657546
0.0261985, 0.504304, -0.329937
0.0324739, 0.554882, -0.0193186
0.0363736, 0.654792, -0.336275
0.0306734, 0.776169, -0.618653
0.0300572, 0.73561, -0.837331
0.0297192, 0.73914, 0.125486
0.0410116, 0.786411, -0.272706
0.0251379, 0.886371, 0.284207
0.0396185, 1.01209, 0.155044
0.0470415, 0.613987, 0.455327
0.0326925, 0.807116, -0.465494
0.0401059, 0.729959, -0.834406
0.0354057, 0.616289, -1.32932
0.0288085, 0.576521, -1.36732
0.0222766, 0.504898, -1.65637
0.0270167, 0.433894, -1.47183
0.0229237, 0.55945, -1.9357
0.0230827, 0.640299, -0.692987
0.034435, 0.471455, -0.863552
0.0262145, 0.524726, -1.05304
0.0256164, 0.581031, -1.43508
0.0218009, 0.55371, -1.02245
0.0322679, 0.748279, -0.922962
0.0233789, 0.528653, -1.27355
0.0239942, 0.4691, -1.48202
0.022663, 0.464578, -0.529461
0.0278885, 0.617794, -2.47819
0.0206202, 0.669898, -0.391586
0.035302, 0.604237, -0.955223
0.0264827, 0.471567, -0.297928
0.0234408, 0.590806, -0.452952
0.0401095, 0.56267, -0.271732
0.027012, 0.432428, -0.884293
0.0237728, 0.691233, -0.316474
0.0376218, 0.755753, -0.214425
0.0309047, 0.738285, -0.478169
0.0263551, 0.394198, -0.0703322
0.0294832, 0.487526, -0.378728
0.029014, 0.676235, -0.382323
0.0354053, 0.73327, -0.563544
0.0332457, 0.644404, -0.658731
0.0309577, 0.758153, -0.116587
0.0284163, 0.647583, 0.128877
0.0312999, 0.838081, -1.1523
0.0286403, 0.935241, -1.19644
0.0391603, 0.727481, -0.150833
0.0393441, 0.655043, 0.138478
0.0313408, 0.820207, -0.108767
0.0381797, 0.854911, -0.62462
0.0322738, 0.813324, 0.130046
0.036048, 0.850123, -0.0852777
0.0394246, 1.23957, -0.385066
0.0421644, 1.02109, -0.136024
0.0374657, 0.891525, -0.25131
0.0282214, 0.948268, -0.224034
0.047458, 0.760299, -0.278815
0.0360885, 0.732655, -0.303373
0.0341574, 0.984553, 0.119094
0.0363864, 0.997474, -0.312878
0.0353518, 1.00616, -0.318733
0.0428099, 0.91208, -0.368627
0.0542509, 0.965361, 0.108173
0.050629, 0.96637, -0.766351
0.0409751, 0.921872, -0.0678085
0.0330448, 0.922511, 0.140434
0.0425602, 0.779591, 0.236979
0.0553237, 0.762878, 0.108431
0.0444306, 0.823886, 0.00144542
0.0540792, 1.47565, 0.122517
0.0427789, 1.31724, 0.396308
0.0457973, 1.00016, 0.345115
0.0647241, 1.10118, 0.421392
0.0508277, 1.36741, 0.427934
0.0527467, 1.442, 0.43886
0.0537458, 1.2359, 0.0596995
0.0440632, 1.45518, -0.148926
0.0580701, 1.16034, -0.146905
0.0594857, 1.314, -0.0022095
0.0396564, 1.0282, -0.0477237
0.0460333, 1.08758, 0.115447
0.0402781, 0.984034, -1.45865
0.030671, 0.950258, -0.324527
0.0458835, 0.880433, -0.146094
0.0409878, 1.15239, -0.490378
0.0404477, 0.957581, -1.00973
0.0475962, 1.02092, 0.280642
0.0404454, 0.818939, 0.0962187
0.038327, 0.640881, -0.562406
0.042627, 0.691865, -0.044785
0.0242597, 0.693226, 0.0256988
0.0252963, 0.588074, 0.0259662
0.0259508, 0.700809, 0.250888
0.030287, 0.766073, 0.448808
0.0335829, 0.595307, -0.607279
0.0245549, 0.702142, -1.13552
0.0229654, 0.688799, -1.36772
0.0365618, 0.530542, -0.281404
0.0349432, 0.55914, -0.191063
0.0257828, 0.587165, -1.38308
0.0288501, 0.639556, -0.313377
0.0299541, 0.54752, -0.54357
0.0253585, 0.612993, -0.663714
0.0202982, 0.709585, -1.11712
0.0287612, 0.412784, -1.26477
0.0233514, 0.493808, -1.93724
0.0263406, 0.609314, -3.41805
0.0306501, 0.637972, -1.02353
0.0329576, 0.790282, -0.0819675
0.0407161, 0.826323, -0.116266
0.0413567, 0.599354, -0.0213431
0.0380222, 0.890879, -0.239081
0.0394043, 1.03887, -0.41234
0.0358762, 0.897189, -0.203791
0.0275921, 0.999214, -0.6989
0.0342431, 0.913982, -1.51379
0.0337954, 0.802995, -0.905744
0.0324069, 0.800695, -1.11431
0.027336, 0.774624, -1.09116
0.030164, 0.709287, -1.19257
0.0223461, 0.534041, -0.872477
0.0245728, 0.527158, -1.42286
0.0226216, 0.559005, -2.06637
0.0259244, 0.592645, -1.69857
0.0271558, 0.491799, -1.17133
0.0264797, 0.741724, -0.638128
0.024579, 0.47311, -0.161877
0.0291106, 0.835852, -0.322479
0.0275056, 0.641452, -0.186535
0.0292729, 0.955303, 0.175794
0.0389831, 0.928308, 0.295069
0.0509496, 0.95774, -1.00271
0.0336703, 0.989664, 0.0154228
0.040011, 1.09632, 0.0934896
0.0475783, 0.94136, -0.486021
0.0436789, 0.927626, -0.311161
0.0330789, 1.09386, 0.584208
0.0493977, 0.906061, -0.820253
0.0467236, 1.05515, -0.110833
0.0538792, 1.03278, 0.46535
0.0466539, 0.693961, 0.465533
0.0488503, 1.0072, -0.287948
0.0479542, 1.10214, 0.460173
0.0445101, 0.998171, 0.516224
0.0515538, 1.15873, 0.290966
0.0584937, 1.07703, 0.475788
0.0738876, 1.25901, 0.31903
0.0624086, 1.32501, 0.01922
0.0566548, 1.37158, 0.204137
0.0602431, 1.06213, 0.475885
0.0489573, 0.993907, 0.0667619
0.0358461, 1.17642, 0.0601602
0.0355007, 1.12701, 0.54165
0.045475, 1.16349, -0.962037
0.0455411, 1.29684, -2.29005
0.0341127, 0.918367, -0.182967
0.039299, 1.07331, -0.0383631
0.0416217, 1.07086, -0.027229
0.0424979, 0.989872, -0.73341
0.0518019, 0.857453, 0.161921
0.054495, 0.883858, 0.419677
0.0531754, 1.15329, 0.532549
0.0508064, 1.03169, 0.355867
0.0474963, 1.02939, 0.297359
0.0443538, 0.99487, -1.50175
0.0329942, 1.03383, -1.24663
0.03333, 1.1151, -0.127414
0.0495103, 1.0423, 0.0501389
0.0456312, 0.706987, 0.160693
0.0518148, 1.04701, -0.0461459
0.0456908, 0.94655, -0.813535
0.0265193, 1.10027, -0.0957264
0.0340352, 0.796169, -0.193552
0.0492839, 0.580624, -0.63067
0.0233531, 0.915007, -0.199946
0.0477209, 0.749189, -0.145219
0.0345693, 1.11193, -0.576627
0.0373004, 1.41542, 0.337653
0.0418836, 1.01815, 0.340219
0.0377594, 0.850654, -0.491306
0.0439392, 0.862772, 0.356669
0.044988, 0.858215, 0.080017
0.0433917, 0.874589, -0.811316
0.0378792, 1.16042, 0.201823
0.0412448, 0.922804, 0.161298
0.0388586, 1.05062, -1.01462
0.0357428, 0.961906, -0.343759
0.0394619, 1.05073, -1.37412
0.0391197, 0.853358, -0.825543
0.0401855, 0.601307, -0.259832
0.0407703, 0.773571, 0.135362
0.0286452, 0.846107, -1.20092
0.034978, 0.60723, -0.179411
0.0280854, 0.691286, -0.285805
0.0301392, 0.568322, -0.288543
0.0466034, 0.763314, 0.0206604
0.038933, 0.780946, 0.0957691
0.0345961, 1.043, -0.31796
0.0277348, 1.12744, -0.332384
0.039773, 1.09835, -0.187308
0.0412376, 0.831435, 0.103371
0.037435, 0.992201, 0.0625989
0.0413316, 0.756986, 0.11333
0.0344499, 1.04194, 0.0168948
0.0328056, 0.979343, 0.136326
0.0332405, 0.677432, -0.319028
0.033265, 0.595993, 0.00392529
0.0317102, 0.757691, -0.461806
0.0288006, 0.742559, -0.315129
0.0395978, 0.873246, 0.0858944
0.0377067, 0.747055, 0.23482
0.0371683, 0.733464, -0.275028
0.0253383, 0.786683, -2.43452
0.0246584, 0.418916, -2.33482
0.0267339, 0.637274, -2.15697
0.0233697, 0.523856, -1.70865
0.0268144, 0.532405, -2.11066
0.0272982, 0.616696, -1.21152
0.0220724, 0.376195, -0.983374
0.0233204, 0.408821, -2.26413
0.0205958, 0.51955, -2.32456
0.0202005, 0.382776, -1.60712
0.021303, 0.474153, -1.18314
0.0192952, 0.528328, -1.56241
0.0283008, 0.51656, -1.14297
0.0213168, 0.484837, -4.7239
0.0221614, 0.713483, -0.467552
0.0331725, 0.716953, -0.6982
0.0267802, 0.633718, -0.912698
0.029207, 0.452904, -0.136036
0.0266223, 0.629608, -1.04615
0.0274729, 0.575893, -1.77723
0.0243361, 0.499781, -0.569498
0.0326003, 0.587304, -0.884498
0.0246495, 0.613131, -0.407038
0.0278459, 0.709529, -0.0434394
0.0338202, 0.835484, -0.110246
0.0395872, 1.40242, -0.0110244
0.0390787, 0.986721, 0.0863979
0.0351766, 0.933638, 0.108765
0.0391204, 0.954545, -0.0525219
0.0285555, 1.29402, -0.0436793
0.041224, 1.21318, -1.19352
0.0483984, 1.08498, -0.32928
0.0511481, 1.43284, -0.328336
0.0438517, 1.29007, -0.497705
0.0444471, 1.40603, -0.253414
0.0359671, 0.902657, -0.815219
0.0405497, 0.823409, -0.404106
0.0364054, 0.802336, -0.138079
0.0476933, 0.889923, -0.0232848
0.0390322, 0.991158, -0.0330216
0.0356433, 1.25271, -0.112576
0.0444349, 0.98056, -0.0792595
0.0394407, 0.736276, -0.536702
0.0353727, 0.846283, -0.0464423
0.0390549, 0.747542, -0.268418
0.0406486, 0.684621, -0.120974
0.0327593, 0.630482, -0.344698
0.033954, 0.623066, -0.05999
0.0404351, 0.865121, -0.506601
0.0341528, 0.831738, -0.366608
0.0374521, 0.684602, 0.355164
0.039614, 0.515744, -0.0655897
0.0329509, 0.704293, -1.18498
0.0296365, 0.639696, -0.536041
0.0227839, 0.529795, -0.563489
0.0287265, 0.638576, -0.692097
0.0273562, 0.664942, -0.124369
0.0314442, 0.569303, -0.0828614
0.0350776, 0.724615, -0.122721
0.0341884, 0.542419, 0.0243784
0.0266437, 0.703339, -0.0414161
0.0321815, 0.663191, 0.108405
0.0375764, 0.827372, -0.43334
0.0330451, 0.855676, -0.143188
0.0447101, 0.765573, -0.0326689
0.0261003, 0.841477, 0.174464
0.0360153, 1.06865, -0.300417
0.0419876, 0.912635, 0.11504
0.0387699, 0.88683, 0.191047
0.0331714, 0.741325, 0.0294324
0.0395571, 0.708163, -0.467637
0.0297379, 0.711633, -0.0216209
0.0235402, 0.580979, 0.208218
0.0255026, 0.741023, -0.663156
0.0310329, 0.627725, -1.33049
0.0303576, 0.685825, -0.318548
0.0337348, 0.582779, -0.263614
0.0366677, 0.515741, -0.63278
0.035611, 0.485157, -1.63635
0.0298734, 0.563215, -1.10052
0.0270548, 0.524013, 0.0688975
0.0395309, 0.442135, 0.216163
0.0295833, 0.544495, -0.110678
0.0280735, 0.702769, -0.731273
0.0233149, 0.591755, -0.606393
0.0315066, 0.704709, -0.763166
0.0292395, 0.775991, -0.76714
0.0303874, 0.882241, -0.846574
0.0427103, 0.740582, 0.17892
0.0362301, 1.08882, -0.515901
0.0417052, 0.758206, 0.212606
0.0328106, 0.876902, -0.585146
0.0388628, 0.984859, 0.245607
0.0395859, 0.758715, 0.209292
0.0333269, 0.935213, 0.134879
0.0367339, 0.754634, 0.335545
0.0299354, 0.708055, 0.14997
0.0306564, 1.02073, -0.0510755
0.0368948, 0.718615, -0.875545
0.0357221, 0.876914, -0.130683
0.0349704, 0.532425, -0.489745
0.0300026, 0.902526, 0.0575847
0.0360646, 1.1257, -0.41199
0.0304183, 0.982065, -0.736392
0.0347974, 1.00397, -0.282189
0.0450857, 0.963711, 0.383441
0.0451416, 1.43828, 0.333694
0.0607147, 1.25228, 0.0728726
0.0469328, 0.951662, -0.838674
0.0424648, 0.894219, 0.380522
0.0364506, 0.865403, -0.190413
0.0394638, 0.947317, -0.141146
0.0328091, 1.12548, -0.854175
0.0280574, 0.816063, -0.764633
0.0294573, 0.760716, -0.212574
0.0375822, 0.81005, -0.401549
0.033701, 0.982553, -0.45375
0.0394517, 0.778982, 0.099533
0.0310345, 0.860903, 0.277061
0.0404424, 0.753426, -1.26437
0.0328294, 0.970749, 0.0644224
0.0397208, 0.86845, 0.256106
0.0348296, 1.04404, -0.151524
0.0464899, 0.936109, 0.198258
0.0372024, 0.869068, 0.242629
0.0379035, 1.08442, 0.132083
0.0223321, 0.65932, 0.294872
0.0353577, 0.849697, -0.645854
0.0274184, 0.675364, 0.431858
0.034514, 0.672013, -0.0111166
0.0386897, 0.772063, 0.359333
0.0307439, 0.797282, 0.372539
0.0307776, 0.838559, -0.423147
0.041589, 0.802117, 0.147397
0.0347586, 0.705513, 0.325703
0.0306663, 0.608632, 0.0381225
0.0386681, 1.04494, -0.0196313
0.0433878, 0.687465, -0.164414
0.0482941, 1.03144, 0.204334
0.0391508, 0.738903, 0.276443
0.0296652, 0.880042, 0.107088
0.0438769, 0.727349, 0.249949
0.032512, 0.775915, -0.99269
0.034163, 0.902474, 0.286596
0.0332497, 0.950739, -0.158694
0.0455487, 0.856873, 0.03837
0.0332709, 0.866393, -0.339633
0.0299264, 0.573662, -0.726339
0.030138, 0.612877, -0.865527
0.0262884, 0.506867, -0.523945
0.0228153, 0.671299, -1.39097
0.0329791, 0.65092, -1.00995
0.0365128, 0.538882, -0.761769
0.0215036, 0.630984, -0.984054
0.0239889, 0.591288, -1.23348
0.0247974, 0.447646, -0.770287
0.0234016, 0.506337, -1.21597
0.0247854, 0.494596, -0.984064
0.0244967, 0.493902, -0.789922
0.0219921, 0.607516, -1.44263
0.0237807, 0.459023, -0.589162
0.0406859, 0.664979, -0.719027
0.0281239, 0.565785, -0.46804
0.029723, 0.55949, -0.788835
0.0202791, 0.607285, -0.8726
0.0373722, 0.549806, -0.871066
0.0268408, 0.732196, -0.882815
0.0211383, 0.71894, -0.787291
0.0335752, 0.944945, -0.676016
0.0343375, 0.696228, -0.333159
0.0324277, 0.770755, -0.312398
0.0324058, 0.677159, -0.777276
0.0325031, 0.554138, -0.263908
0.0325767, 0.647716, -0.544592
0.0328056, 0.536371, -0.421109
0.0274341, 0.726581, -0.956712
0.0331107, 0.991588, -1.60869
0.036566, 1.12964, -0.373942
0.0411594, 0.969936, -0.146141
0.0386163, 0.996012, -0.69809
0.0404904, 0.892622, 0.0900842
0.0369629, 0.886386, -0.0453601
0.033993, 1.08559, -0.0247154
0.054909, 1.3182, 0.210706
0.0529766, 1.48418, 0.0913721
0.0557532, 1.17358, -0.142772
0.0358542, 0.961162, -0.900989
0.0396577, 1.28614, -0.128563
0.0354706, 1.46689, 0.0829059
0.0386335, 1.10937, -1.5652
0.0337277, 1.00676, -0.00537238
0.0369538, 0.86686, 0.194833
0.030628, 0.692685, 0.169331
0.0295914, 0.645667, -0.533179
0.0261738, 1.01584, -0.601044
0.0285984, 0.930277, -1.02141
0.0345999, 0.713193, -2.81636
0.0304484, 0.655618, -0.00380771
0.0332686, 0.859522, 0.0353897
0.0500146, 0.866797, 0.0313948
0.0373714, 1.44716, 0.0968376
0.0313142, 1.00422, 0.139858
0.0460594, 0.730224, 0.0668796
0.0405736, 1.07734, 0.129574
0.045414, 1.11588, 0.196259
0.0465003, 0.8244, -0.0336774
0.033602, 0.958454, -0.928325
0.0480122, 1.10955, 0.0331242
0.0372779, 0.969339, 0.0559508
0.0336128, 1.05899, 0.0209886
0.0324551, 0.737945, -0.436749
0.0354756, 0.864123, -0.379881
0.0325329, 0.983872, -0.352259
0.0493518, 1.42793, -0.385774
0.0337179, 0.761965, -0.174311
0.0353208, 1.21298, -0.857989
0.0372001, 1.08659, -0.32492
0.038428, 1.13603, -0.879959
0.0318899, 0.906339, -0.941984
0.0350453, 0.942855, -0.332278
0.0435888, 0.713232, -0.287118
0.0437107, 0.630099, -0.366142
0.0469065, 0.59234, -0.470197
0.0307314, 0.892048, -0.0191213
0.0344448, 0.698609, -0.0568438
0.0302782, 1.31279, -0.140213
0.0315465, 1.09288, -0.466959
0.0454596, 0.650503, 0.356115
0.0311907, 1.02145, -0.0385478
0.0366241, 1.03024, -0.395808
0.0326017, 0.85158, -0.126681
0.0435097, 0.949511, 0.0414557
0.0506288, 1.02829, 0.322369
0.0451451, 1.47211, 0.318104
0.0496434, 0.843608, 0.171447
0.0487588, 1.06546, -0.0134287
0.0439734, 0.871251, -0.0334555
0.044852, 0.758481, 0.248959
0.0322927, 1.00942, -0.0710141
0.0367941, 0.678712, -0.388227
0.0375855, 0.753076, -1.24415
0.0292828, 0.810906, -0.295378
0.0454137, 1.00614, -1.28767
0.0437296, 0.866052, -0.0480754
0.035357, 0.849362, -0.287413
0.0400829, 0.873643, -0.411442
0.030517, 0.717603, -0.069145
0.0371678, 0.851822, -0.0587928
0.0317943, 0.672015, -1.09689
0.0306792, 0.642602, 0.12416
0.0317142, 0.792349, 0.125955
0.0370445, 0.946415, 0.120939
0.0407709, 0.909986, -0.849966
0.0380048, 0.815353, 0.15402
0.0380486, 0.776239, 0.0992015
0.0420011, 0.622184, 0.186463
0.0323846, 0.661628, 0.213719
0.0373118, 0.653225, 0.0517797
0.0400616, 0.731988, 0.242681
0.0332738, 0.976626, -0.173575
0.0468488, 0.718639, 0.375628
0.0343746, 0.82582, -0.0618893
0.0474172, 1.08336, 0.303844
0.0390311, 0.895789, 0.414621
0.0317755, 0.834506, 0.276881
0.0401309, 0.942665, 0.423445
0.0402705, 0.79395, 0.387905
0.0406911, 0.96561, 0.410781
0.0339735, 1.18294, 8.17071e-05
0.0480645, 0.970576, 0.0412932
0.0426047, 1.00379, 0.312634
0.040671, 0.734196, -0.538015
0.0287102, 1.00576, -0.297423
0.0416057, 0.921415, -0.176984
0.0319655, 0.608116, -0.124278
0.0293353, 0.820357, -0.0975867
0.0293788, 0.603113, -0.627013
0.0214836, 0.548255, -0.798388
0.0221626, 0.469024, -0.582767
0.0263865, 0.426561, -1.08665
0.0184651, 0.514813, -0.875893
0.0308355, 0.469867, -0.794049
0.0218191, 0.392761, -1.53534
0.025901, 0.659573, -0.532228
0.0250923, 0.610782, -0.425394
0.0255015, 0.630354, -1.12148
0.0238279, 0.511788, -1.14495
0.0212466, 0.568397, -1.53376
0.0241259, 0.592224, -1.7262
0.0214041, 0.477602, -3.01347
0.0248443, 0.507924, -1.29813
0.0243396, 0.556941, -1.28753
0.033134, 0.855649, -0.321774
0.030346, 0.904573, -1.15406
0.0291264, 0.774256, -1.20578
0.0306412, 0.996958, -0.0963008
0.0368992, 0.700266, -0.0131058
0.0457136, 0.902915, -0.212291
0.0271452, 0.877436, -0.106819
0.0367805, 0.852112, -0.0937796
0.0316819, 0.852342, 0.139756
0.0340775, 1.08844, -0.0734134
0.0493615, 0.806747, -0.18088
0.0359289, 1.25424, -0.163928
0.0446383, 0.818072, 0.121627
0.0381498, 0.759879, 0.0524122
0.0561601, 0.913019, 0.308326
0.0457112, 1.28985, 0.19941
0.0507189, 1.37613, 0.0896572
0.0371269, 1.47274, -0.0237624
0.0451443, 1.26031, -0.68257
0.0580064, 1.22575, -0.457395
0.0601347, 1.47558, 0.246663
0.0533232, 1.065, 0.374343
0.0571009, 1.07139, -0.0462269
0.0532782, 1.24876, 0.159115
0.0519589, 1.05161, 0.0968678
0.0529279, 0.978534, 0.390374
0.06293, 1.13073, 0.494478
0.0356378, 1.06765, 0.506778
0.0458214, 0.80726, -0.917418
0.0382531, 1.08764, -1.27953
0.0393303, 0.938759, -0.205662
0.0388426, 0.97437, -0.931802
0.0383288, 0.996102, -0.226722
0.0436343, 0.769225, 0.277571
0.0460219, 0.961824, 0.335942
0.0411057, 1.56953, 0.282342
0.0488868, 1.36002, -0.342417
0.0401159, 1.36287, -0.54775
0.0460473, 1.3375, 0.326222
0.05392, 1.23765, 0.27708
0.0744181, 0.941437, 0.0255598
0.05366, 1.35188, 0.233553
0.0552767, 1.28123, -0.282743
0.0511733, 1.23489, 0.166952
0.0425064, 1.02919, 0.286677
0.0296665, 0.746207, 0.45078
0.0337902, 0.726446, 0.469925
0.0327738, 0.753687, 0.3001
0.0383408, 0.815535, -0.207781
0.0374396, 0.9663, -0.0435676
0.0404623, 1.05459, 0.505277
0.0328647, 1.00831, 0.443326
0.033834, 0.932517, 0.313295
0.0347604, 0.99745, 0.469102
0.0529776, 1.29983, 0.531378
0.0424699, 1.15272, -0.901859
0.0396443, 1.07662, -0.0600783
0.0401227, 0.89445, 0.305342
0.0433141, 1.24942, -1.22393
0.0360961, 0.992751, -0.585587
0.0524997, 1.03884, 0.150841
0.0465945, 1.08962, -0.293538
0.0410589, 1.15259, 0.519078
0.0618371, 1.40253, 0.436283
0.0724802, 1.2386, 0.490181
0.0596011, 1.51262, 0.507303
0.0639035, 1.28218, -0.731485
0.0406099, 1.08612, 0.0609792
0.0356155, 0.900748, 0.432852
0.0437261, 0.879615, 0.169048
0.0388809, 0.788489, 0.256542
0.037051, 0.81595, 0.121231
0.0385983, 1.17545, 0.197489
0.0384325, 1.21617, -0.492339
0.0373569, 1.15321, -0.12857
0.0365564, 0.900186, -0.175691
0.0353858, 1.09704, -0.523964
0.0343266, 1.0587, 0.10316
0.0351082, 0.821399, -0.097641
0.0487082, 1.002, -0.407197
0.041772, 1.02279, -0.900364
0.0467567, 0.73269, 0.216726
0.0534598, 1.05884, 0.0513819
0.0438256, 0.943351, 0.102678
0.0397968, 1.1281, -0.308596
0.0366988, 0.886755, -1.09662
0.0456887, 0.851643, 0.198164
0.050677, 1.06581, 0.0944909
0.0386186, 0.803965, 0.142649
0.0390632, 0.914994, 0.143587
0.0476331, 0.96872, 0.229892
0.0333926, 1.07848, -0.854244
0.0340689, 0.908528, -1.20151
0.0414076, 0.874469, -1.36857
0.0354306, 0.912287, -0.0160309
0.0334425, 0.837637, 0.0249503
0.0408362, 0.808657, 0.206157
0.0531987, 0.92476, -0.460301
0.0420989, 0.845898, -0.0284535
0.0339601, 0.893513, 0.192989
0.0302226, 0.623034, 0.133076
0.0399953, 1.0511, 0.177003
0.033619, 0.700832, -0.278933
0.0415728, 0.951546, 0.185962
0.0428169, 0.808936, -0.329542
0.0671572, 1.02225, 0.463588
0.0400967, 1.2603, -0.19413
0.0474635, 0.897912, -0.530094
0.0504693, 0.899775, 0.439792
0.0332162, 0.982676, -0.259829
0.0474022, 0.882066, -0.388607
0.0263505, 0.964553, -0.246242
0.0389312, 0.820023, -0.240528
0.0403056, 0.781409, -0.568362
0.0269731, 0.821775, -1.17248
0.0305714, 0.801453, -0.984159
0.029978, 0.682142, -1.00628
0.0299993, 0.815203, -1.11014
0.0431867, 0.80541, -0.404642
0.0261288, 0.660309, -0.0367928
0.022896, 0.584841, -0.0782991
