alpha, beta, delta, gamma 
0.109692, 0.0104993, 0.00919879, 0.0841122
0.0904929, 0.0109894, 0.0115891, 0.0873512
0.0984927, 0.0115158, 0.0116628, 0.0960766
0.11969, 0.012304, 0.0110211, 0.105408
0.102298, 0.0115816, 0.0115301, 0.108524
0.098738, 0.011335, 0.00975254, 0.114644
0.0971051, 0.0109286, 0.0126785, 0.0973004
0.0926293, 0.0118301, 0.011206, 0.101316
0.111775, 0.0135747, 0.0114313, 0.104882
0.132816, 0.0149363, 0.009859, 0.113348
0.125033, 0.0157366, 0.00973313, 0.0988738
0.12123, 0.0157111, 0.00889298, 0.0946665
0.118284, 0.0125965, 0.00987473, 0.0915458
0.128201, 0.0140689, 0.00788051, 0.0754457
0.0829834, 0.0111801, 0.0070472, 0.0689709
0.100681, 0.0109953, 0.00969537, 0.075034
0.100934, 0.0105128, 0.00793704, 0.0758142
0.0821909, 0.00896455, 0.00993526, 0.0833798
0.0757696, 0.0104918, 0.00943852, 0.0925916
0.0831133, 0.0117667, 0.0100407, 0.0828481
0.0776294, 0.0080431, 0.00936999, 0.0886204
0.0740797, 0.0083802, 0.00796042, 0.0935132
0.0801974, 0.00769004, 0.00912672, 0.0913182
0.076004, 0.00930234, 0.00889632, 0.104018
0.0761728, 0.0110008, 0.0104227, 0.0863034
0.0865489, 0.00845456, 0.00876806, 0.0855583
0.0780163, 0.00786201, 0.00980076, 0.0931925
0.0691227, 0.00930254, 0.0119641, 0.108824
0.0753875, 0.00856925, 0.0116806, 0.0964378
0.0895729, 0.00973368, 0.011851, 0.1146
0.0765707, 0.010896, 0.011576, 0.0949193
0.0658482, 0.0106639, 0.0106521, 0.109917
0.0935301, 0.0100679, 0.00967392, 0.10249
0.0927121, 0.00815772, 0.0112404, 0.080111
0.0804306, 0.0110741, 0.0105824, 0.108767
0.0734419, 0.0109975, 0.010899, 0.106166
0.0894231, 0.00998025, 0.0109464, 0.100014
0.0881742, 0.0132941, 0.00928569, 0.0921469
0.0792227, 0.0110858, 0.00940436, 0.0772364
0.0955818, 0.0109456, 0.0104197, 0.0920679
0.121811, 0.0115328, 0.0121118, 0.103037
0.0992789, 0.0116672, 0.0100663, 0.103833
0.0751241, 0.0108026, 0.0113279, 0.087529
0.0817373, 0.0117168, 0.0107199, 0.121019
0.0989797, 0.0106127, 0.0110099, 0.0889961
0.108986, 0.0118811, 0.0114129, 0.116623
0.0800379, 0.0103856, 0.0122401, 0.136816
0.0666638, 0.00922214, 0.0125706, 0.128579
0.0732221, 0.00827427, 0.014125, 0.12781
0.0846975, 0.0114315, 0.0127712, 0.127125
0.0972181, 0.0111213, 0.0104816, 0.111748
0.112695, 0.00861299, 0.010797, 0.103082
0.10801, 0.0110644, 0.0116285, 0.101412
0.0990267, 0.0120794, 0.0114879, 0.10238
0.100915, 0.0136629, 0.0117571, 0.102443
0.0890495, 0.0116171, 0.00868893, 0.080365
0.0811377, 0.010978, 0.00888009, 0.0800423
0.115774, 0.0109631, 0.00774126, 0.0758224
0.0946787, 0.00991406, 0.00799532, 0.0733066
0.100824, 0.0109413, 0.00918164, 0.0770738
0.109158, 0.0121381, 0.00890881, 0.0822618
0.0994096, 0.0116531, 0.00608136, 0.066097
0.0961431, 0.0113178, 0.00584114, 0.0452312
0.103432, 0.0103326, 0.00795927, 0.0456906
0.0869124, 0.010575, 0.00812753, 0.0616643
0.0917077, 0.00923962, 0.00685925, 0.063853
0.100013, 0.0075673, 0.00637381, 0.0552806
0.106034, 0.0108708, 0.00811654, 0.0724126
0.0910578, 0.0114636, 0.00754938, 0.0743033
0.109555, 0.0131002, 0.00793072, 0.0631195
0.118553, 0.0100348, 0.0103526, 0.0708082
0.09149, 0.0120361, 0.00969809, 0.070906
0.0901553, 0.0105606, 0.00990988, 0.0850154
0.0985775, 0.0114554, 0.00975469, 0.0828128
0.111797, 0.0135351, 0.00892686, 0.100241
0.0994453, 0.0134227, 0.0102025, 0.0962002
0.10185, 0.0124223, 0.00901234, 0.0908708
0.110133, 0.0115263, 0.0098203, 0.0758198
0.0972404, 0.0110465, 0.00751251, 0.0732134
0.128247, 0.0140189, 0.00908484, 0.0693054
0.112292, 0.0123621, 0.00618807, 0.06358
0.107635, 0.0114172, 0.00509201, 0.0653772
0.110627, 0.0119199, 0.00664023, 0.0703523
0.110797, 0.0116035, 0.00670754, 0.071332
0.0989982, 0.0110366, 0.00653621, 0.0540824
0.0982156, 0.0118504, 0.00644358, 0.0581082
0.10093, 0.011006, 0.00530943, 0.0791394
0.117496, 0.0121425, 0.00688462, 0.0785685
0.0920341, 0.0126497, 0.00637947, 0.0812402
0.104718, 0.0111863, 0.00885304, 0.0729119
0.102379, 0.0107165, 0.00893587, 0.0827802
0.101496, 0.0125504, 0.00827481, 0.0782935
0.130885, 0.0122012, 0.0075374, 0.0700695
0.112631, 0.0147783, 0.00784445, 0.0691019
0.11223, 0.00977364, 0.0082579, 0.086657
0.0864258, 0.0119709, 0.00852422, 0.0756117
0.0959279, 0.0115927, 0.00902267, 0.0891125
0.0861507, 0.0110065, 0.00719016, 0.076511
0.0934316, 0.0133121, 0.00909218, 0.0854665
0.097416, 0.0122103, 0.0110858, 0.0788118
0.0958171, 0.0102077, 0.00912799, 0.0921058
0.0977371, 0.00943075, 0.00990727, 0.0668113
0.0946178, 0.00859697, 0.00925067, 0.06526
0.0846076, 0.00853943, 0.00775572, 0.073238
0.0775656, 0.00908394, 0.0101107, 0.0848524
0.0686422, 0.00760218, 0.00894383, 0.0958283
0.0772665, 0.00982137, 0.0106465, 0.0819874
0.0765523, 0.00877771, 0.00963426, 0.0860896
0.063521, 0.00786542, 0.00836426, 0.0937024
0.0516326, 0.00920735, 0.00965215, 0.0874993
0.0676125, 0.00987605, 0.00773435, 0.0866029
0.070437, 0.00751625, 0.00834969, 0.0973725
0.0720191, 0.00954742, 0.00733073, 0.101094
0.0726285, 0.00916625, 0.0095401, 0.0970047
0.0835249, 0.00691784, 0.00964986, 0.0944921
0.0836355, 0.00868933, 0.00936137, 0.0979116
0.0976661, 0.0092741, 0.0100286, 0.0927565
0.0718871, 0.00705131, 0.0101771, 0.0881521
0.0597802, 0.007963, 0.00988021, 0.0926133
0.0615426, 0.0071164, 0.0102345, 0.0890182
0.0742844, 0.00846797, 0.00840069, 0.0893355
0.0609987, 0.0105892, 0.00999446, 0.0917232
0.0726782, 0.0069702, 0.00820603, 0.0954345
0.0482034, 0.00729405, 0.00905333, 0.0948072
0.0660103, 0.00697853, 0.010291, 0.102818
0.0588979, 0.00768642, 0.0107324, 0.0810337
0.0759017, 0.00910739, 0.00776757, 0.0714147
0.0715906, 0.00771411, 0.00631104, 0.0674667
0.0764752, 0.00742012, 0.00598018, 0.0824301
0.0703106, 0.0095677, 0.0100923, 0.0767455
0.0523775, 0.00848379, 0.00914408, 0.0890086
0.0642062, 0.00751213, 0.00874205, 0.0968487
0.0675781, 0.00762814, 0.0108299, 0.107238
0.0619128, 0.00790653, 0.0099378, 0.104411
0.0703509, 0.00707008, 0.0085332, 0.084701
0.0761997, 0.00872473, 0.00773867, 0.0983464
0.0739312, 0.00800693, 0.00943838, 0.0826738
0.0713844, 0.0080608, 0.00947885, 0.0920232
0.0993029, 0.00881302, 0.0083089, 0.0938096
0.0780696, 0.0104635, 0.00976314, 0.109702
0.0891297, 0.00736012, 0.0116753, 0.0862127
0.091506, 0.00936501, 0.0116838, 0.0858359
0.0929497, 0.0123004, 0.00826579, 0.0896885
0.0899509, 0.0110834, 0.00808565, 0.0939715
0.11026, 0.00932921, 0.00769937, 0.109881
0.0999446, 0.0106417, 0.00886835, 0.103683
0.0987391, 0.0107263, 0.00875324, 0.104313
0.11286, 0.00785494, 0.00931173, 0.0897602
0.102879, 0.00992565, 0.0084492, 0.0605838
0.112065, 0.011752, 0.00680106, 0.0513847
0.113627, 0.0107014, 0.00503935, 0.0640684
0.0971007, 0.0109481, 0.00681346, 0.0677821
0.115143, 0.0109263, 0.00663533, 0.050331
0.118275, 0.0126377, 0.00594609, 0.0631708
0.125349, 0.0117362, 0.00694171, 0.0505099
0.145463, 0.0131902, 0.00761018, 0.0697343
0.110134, 0.0131274, 0.0088013, 0.0657839
0.133314, 0.0116127, 0.00743051, 0.0671301
0.093427, 0.0116391, 0.00784895, 0.0601172
0.110235, 0.0116526, 0.00747305, 0.055898
0.111591, 0.0107114, 0.00830798, 0.0845106
0.104716, 0.00957479, 0.00982687, 0.0740765
0.118208, 0.0107479, 0.00882613, 0.0964032
0.103232, 0.00816096, 0.00956921, 0.0881876
0.087262, 0.00873843, 0.0104559, 0.0826983
0.0672973, 0.00886641, 0.00905457, 0.0709022
0.089912, 0.00780832, 0.00923866, 0.0599809
0.0790891, 0.00851595, 0.00920468, 0.0748359
0.079489, 0.00948462, 0.00777109, 0.0693529
0.0732426, 0.00814048, 0.0100737, 0.0883776
0.0837148, 0.00586239, 0.00887662, 0.0759343
0.0792764, 0.00883526, 0.00784482, 0.075912
0.0640255, 0.00925239, 0.00877339, 0.065903
0.0777457, 0.00858636, 0.00950987, 0.0722295
0.0932307, 0.00944243, 0.0065038, 0.0693818
0.105176, 0.0106572, 0.00804318, 0.0494204
0.107676, 0.0138876, 0.00542187, 0.062576
0.132238, 0.0119419, 0.00477799, 0.0503108
0.110299, 0.013896, 0.00604469, 0.0491994
0.114267, 0.0108114, 0.00649054, 0.0583773
0.107696, 0.0123161, 0.0054205, 0.0591509
0.106661, 0.0158082, 0.00479541, 0.0541957
0.0999481, 0.0119961, 0.00644141, 0.0702947
0.0922102, 0.0117856, 0.00729023, 0.0705672
0.0918571, 0.00849609, 0.01076, 0.0825448
0.0705904, 0.0096395, 0.0095907, 0.0893513
0.0861042, 0.00830699, 0.0105466, 0.082721
0.0786757, 0.00976085, 0.0107474, 0.0969054
0.0929324, 0.0121633, 0.0117207, 0.0792003
0.0931459, 0.0124494, 0.0103952, 0.0905475
0.105479, 0.0117967, 0.0101738, 0.0869777
0.0951168, 0.010622, 0.00977009, 0.0905388
0.115678, 0.0107163, 0.01147, 0.0709359
0.0891136, 0.0115375, 0.00917936, 0.0727367
0.101315, 0.0117674, 0.00804906, 0.065818
0.115507, 0.0136917, 0.0098924, 0.0714436
0.109632, 0.0138892, 0.00980437, 0.0580072
0.0945259, 0.013639, 0.00824654, 0.0776463
0.111047, 0.0116617, 0.00825835, 0.0677383
0.107805, 0.0124609, 0.00859274, 0.0562023
0.125278, 0.0124141, 0.00792311, 0.0791867
0.110636, 0.0152814, 0.00843395, 0.0863968
0.0919205, 0.0122611, 0.00757757, 0.0817147
0.153877, 0.0104698, 0.00917077, 0.088349
0.108087, 0.0144479, 0.0109242, 0.0905987
0.0975129, 0.0141163, 0.0101489, 0.0883638
0.10825, 0.015563, 0.00780163, 0.0845171
0.118726, 0.0154595, 0.00930321, 0.0773491
0.133889, 0.0135192, 0.00672793, 0.0773204
0.122789, 0.015879, 0.00776197, 0.090422
0.122904, 0.0154366, 0.0087069, 0.08796
0.135246, 0.0174964, 0.00873662, 0.0863875
0.125284, 0.0154926, 0.00912236, 0.0944537
0.127777, 0.0131098, 0.00777156, 0.0831359
0.12194, 0.0126548, 0.00939479, 0.099866
0.120468, 0.012791, 0.0102195, 0.072528
0.126354, 0.0134017, 0.00917496, 0.0900864
0.10275, 0.0138633, 0.00847096, 0.10016
0.104098, 0.0102364, 0.00945283, 0.0749403
0.114364, 0.0140687, 0.0077746, 0.0834837
0.11667, 0.0135708, 0.00769313, 0.0801766
0.143333, 0.0122932, 0.00781407, 0.0920802
0.10434, 0.0153512, 0.010042, 0.0694834
0.114532, 0.0110735, 0.00786019, 0.0985082
0.109379, 0.0144523, 0.00920218, 0.0909753
0.120395, 0.0110428, 0.00982689, 0.0790588
0.123384, 0.011548, 0.0102824, 0.0899417
0.125033, 0.0147657, 0.0097089, 0.131164
0.11128, 0.0151166, 0.0103976, 0.120784
0.136926, 0.0137558, 0.0108364, 0.115833
0.0889644, 0.0150967, 0.0126961, 0.14008
0.102713, 0.0114347, 0.0126369, 0.118853
0.125054, 0.0114803, 0.013015, 0.116868
0.121079, 0.011561, 0.0150608, 0.126396
0.104709, 0.0139625, 0.0110818, 0.111872
0.127391, 0.0113338, 0.0104681, 0.121099
0.113386, 0.0147332, 0.0130833, 0.133058
0.110712, 0.0140294, 0.011297, 0.12862
0.133176, 0.0151751, 0.0125226, 0.12606
0.128755, 0.0147169, 0.0107123, 0.110318
0.125638, 0.0148489, 0.0134184, 0.105166
0.107339, 0.012164, 0.0108221, 0.100088
0.127383, 0.0171948, 0.0099808, 0.0938728
0.133467, 0.0151241, 0.0104911, 0.0945006
0.147528, 0.0189823, 0.00921389, 0.0957902
0.146436, 0.0145568, 0.00931119, 0.0855108
0.113899, 0.0165251, 0.00920768, 0.100046
0.0976355, 0.0111252, 0.00996718, 0.0965892
0.117587, 0.0106678, 0.00957575, 0.0814683
0.109174, 0.0142774, 0.00932394, 0.0849071
0.125315, 0.0129861, 0.00757355, 0.072479
0.146151, 0.0150499, 0.00800949, 0.0816726
0.165049, 0.0143462, 0.00792801, 0.0816916
0.136029, 0.0166346, 0.0113479, 0.0783061
0.166836, 0.018229, 0.00896216, 0.0763206
0.147904, 0.0201455, 0.00833507, 0.0776843
0.181952, 0.0181995, 0.0105258, 0.0857691
0.167038, 0.0164522, 0.0105339, 0.085672
0.13855, 0.0179778, 0.0102428, 0.089814
0.160344, 0.0155825, 0.0108473, 0.0832307
0.174967, 0.0186172, 0.00952827, 0.126757
0.16675, 0.0192322, 0.00961208, 0.0784909
0.172898, 0.0204218, 0.0107179, 0.0917262
0.163495, 0.0172656, 0.00888186, 0.0940876
0.175836, 0.0173693, 0.00959533, 0.0857455
0.165285, 0.0178429, 0.00925885, 0.0856199
0.149058, 0.0176949, 0.00980586, 0.084239
0.144828, 0.0173528, 0.0104131, 0.0733258
0.159421, 0.0174967, 0.0118576, 0.0922355
0.139359, 0.0172845, 0.0115583, 0.0980536
0.157174, 0.0173996, 0.0131709, 0.101323
0.14524, 0.0162847, 0.0125157, 0.1065
0.151144, 0.0171244, 0.014137, 0.129333
0.149923, 0.0157162, 0.0119076, 0.110177
0.120983, 0.0146289, 0.0115784, 0.101602
0.123295, 0.0183206, 0.0104882, 0.0909267
0.14604, 0.0158658, 0.0105529, 0.0938222
0.141716, 0.0189088, 0.0108603, 0.0951611
0.158345, 0.0178029, 0.0114438, 0.0925302
0.145663, 0.0190504, 0.0121118, 0.109579
0.120287, 0.0186175, 0.0125891, 0.107741
0.15029, 0.0151696, 0.0107584, 0.10535
0.139348, 0.01918, 0.0114145, 0.115601
0.142877, 0.0170957, 0.0102923, 0.104109
0.174444, 0.0173693, 0.00961332, 0.111221
0.161262, 0.0209737, 0.0128101, 0.0977174
0.143597, 0.017794, 0.014627, 0.108704
0.163883, 0.0167326, 0.0146135, 0.103233
0.16369, 0.0180967, 0.0121258, 0.10704
0.160883, 0.0178427, 0.0135949, 0.118727
0.168874, 0.0161933, 0.0124582, 0.135491
0.146248, 0.0193627, 0.012809, 0.124823
0.140291, 0.0200842, 0.0143436, 0.137563
0.174699, 0.0183884, 0.0126423, 0.122667
0.167768, 0.0173701, 0.0110729, 0.107202
0.138069, 0.0164924, 0.0115916, 0.10131
0.137894, 0.0163663, 0.0103548, 0.118245
0.145293, 0.0149534, 0.010296, 0.118113
0.139949, 0.0157866, 0.0116912, 0.132123
0.151412, 0.0160811, 0.0133299, 0.139787
0.142845, 0.0161367, 0.0127469, 0.114211
0.156607, 0.0187114, 0.0115268, 0.119692
0.147997, 0.0199528, 0.0107467, 0.102248
0.157974, 0.0211088, 0.0121625, 0.120076
0.129253, 0.016945, 0.0107558, 0.118587
0.14018, 0.0178247, 0.0115646, 0.125132
0.132644, 0.0149114, 0.0140585, 0.145539
0.12039, 0.0143043, 0.0113417, 0.131955
0.13399, 0.015354, 0.0145541, 0.118347
0.143272, 0.0152453, 0.0135498, 0.129712
0.118784, 0.013486, 0.0143433, 0.130028
0.0982948, 0.0141607, 0.0166617, 0.142182
0.107488, 0.0129325, 0.0150342, 0.15079
0.10537, 0.0143468, 0.0124051, 0.144647
0.12221, 0.0145937, 0.0145957, 0.184755
0.112185, 0.0152304, 0.0177521, 0.193165
0.111069, 0.0132689, 0.0180633, 0.176531
0.0951065, 0.0126951, 0.018216, 0.167605
0.114049, 0.0110951, 0.0184742, 0.145351
0.110837, 0.0125131, 0.016315, 0.163377
0.107707, 0.0116692, 0.0148548, 0.149561
0.0930449, 0.0112358, 0.0154902, 0.154858
0.087067, 0.010723, 0.0157183, 0.181185
0.0977933, 0.0110144, 0.015543, 0.184078
0.111426, 0.0112601, 0.0168128, 0.159279
0.107179, 0.0158476, 0.0165835, 0.185522
0.0959135, 0.0117596, 0.0150803, 0.155119
0.0995297, 0.0116955, 0.0145835, 0.1725
0.127338, 0.0136622, 0.0122971, 0.161853
0.126984, 0.014065, 0.0135643, 0.126877
0.117517, 0.0146696, 0.0112559, 0.130715
0.132411, 0.0135278, 0.0116437, 0.110532
0.122437, 0.0161799, 0.0104516, 0.108332
0.137728, 0.0137589, 0.00959239, 0.114442
0.119156, 0.0149699, 0.0118244, 0.137418
0.105677, 0.013216, 0.0147488, 0.135021
0.100286, 0.0138931, 0.01388, 0.132168
0.116121, 0.0124172, 0.0120562, 0.15787
0.109412, 0.0134422, 0.0151861, 0.129188
0.0947516, 0.0155377, 0.013302, 0.134951
0.105262, 0.0129215, 0.011958, 0.144136
0.109797, 0.0108546, 0.0119011, 0.140972
0.124267, 0.0110442, 0.0150906, 0.10737
0.112679, 0.0137666, 0.0137307, 0.103076
0.112578, 0.0118156, 0.0136263, 0.103016
0.126456, 0.0109595, 0.0103203, 0.0969808
0.10706, 0.0133411, 0.0118455, 0.0879733
0.127745, 0.0127169, 0.00954551, 0.0989619
0.0987108, 0.0128246, 0.0112932, 0.107534
0.100694, 0.013749, 0.0113224, 0.108993
0.0902882, 0.00957226, 0.0102776, 0.113311
0.0863348, 0.00839914, 0.0133697, 0.121167
0.0721126, 0.00828944, 0.0142351, 0.12017
0.0991748, 0.00906252, 0.013805, 0.128182
0.0877245, 0.00857808, 0.0160472, 0.123601
0.0872998, 0.00860225, 0.0156168, 0.160087
0.0734854, 0.00990101, 0.0153874, 0.15655
0.0629867, 0.00844787, 0.0144352, 0.149032
0.0678898, 0.00889243, 0.0152538, 0.150619
0.0712599, 0.00983077, 0.013805, 0.126543
0.0844715, 0.00841822, 0.0129928, 0.112601
0.0804595, 0.00905897, 0.0122782, 0.103187
0.0581811, 0.00919601, 0.0113848, 0.100713
0.0788926, 0.00969401, 0.0118989, 0.130734
0.0686384, 0.00717406, 0.0107367, 0.117217
0.0620795, 0.00843583, 0.0138479, 0.132318
0.0471952, 0.00836233, 0.012125, 0.0971372
0.0542297, 0.00791034, 0.0111873, 0.0990181
0.0660324, 0.00716314, 0.0104009, 0.103983
0.0558894, 0.00630724, 0.00834903, 0.115898
0.0448745, 0.00848049, 0.0117612, 0.121091
0.0477774, 0.00795137, 0.00926153, 0.139653
0.0634422, 0.00707411, 0.010205, 0.102607
0.0636536, 0.00617863, 0.0112309, 0.0970315
0.0645262, 0.00609793, 0.010218, 0.10178
0.0544774, 0.00654673, 0.0106596, 0.0864066
0.0539688, 0.00823174, 0.00815655, 0.0611773
0.0595883, 0.00874615, 0.00880625, 0.0894243
0.0693565, 0.00995753, 0.00859465, 0.0634334
0.0683759, 0.00927105, 0.0076338, 0.0686469
0.097583, 0.0126946, 0.00862857, 0.0766698
0.0904443, 0.0109614, 0.0118109, 0.0685888
0.0989952, 0.0105834, 0.00998746, 0.104172
0.103544, 0.0107591, 0.0129779, 0.0968203
0.0948298, 0.016122, 0.0107372, 0.091901
0.13744, 0.0162549, 0.00852176, 0.0641141
0.145776, 0.015849, 0.00811923, 0.0800134
0.120184, 0.0136247, 0.00829783, 0.0858527
0.101276, 0.0140992, 0.0104721, 0.0887173
0.136655, 0.0115179, 0.0117557, 0.128143
0.1159, 0.0150018, 0.0126829, 0.137889
0.118043, 0.0159664, 0.0150973, 0.152059
0.111521, 0.0145356, 0.0166679, 0.140836
0.107044, 0.0156212, 0.0141402, 0.147893
0.122902, 0.0144712, 0.0137128, 0.15312
0.119452, 0.0160088, 0.0152152, 0.11744
0.12331, 0.0137164, 0.0147543, 0.141142
0.117101, 0.0168208, 0.0122994, 0.137067
0.126965, 0.0155087, 0.0143494, 0.134358
0.105209, 0.012449, 0.01261, 0.105396
0.10043, 0.0150897, 0.0159904, 0.130495
0.109596, 0.0145145, 0.0149413, 0.139977
0.0830611, 0.0141751, 0.01268, 0.123655
0.102111, 0.0155791, 0.0161863, 0.12195
0.101061, 0.0137434, 0.0134005, 0.104629
0.0957597, 0.0172771, 0.0108154, 0.109486
0.125239, 0.0129742, 0.0132844, 0.096343
0.0976214, 0.0122205, 0.0140825, 0.117768
0.100892, 0.012422, 0.014971, 0.105842
0.0843657, 0.0130571, 0.0114356, 0.127492
0.111391, 0.0103808, 0.0139369, 0.115594
0.0869679, 0.0106537, 0.0120476, 0.116045
0.0843385, 0.0127747, 0.0154778, 0.113223
0.0766958, 0.0112577, 0.013026, 0.132098
0.0831184, 0.0105257, 0.0122323, 0.102085
0.11598, 0.0121267, 0.0128942, 0.118759
0.0870614, 0.0130809, 0.0147765, 0.109963
0.0721514, 0.012842, 0.0143914, 0.14181
0.0753924, 0.0105972, 0.0163281, 0.148473
0.0713398, 0.00803317, 0.0172285, 0.157954
0.0628736, 0.0122911, 0.0187029, 0.142059
0.0812814, 0.00866592, 0.0146893, 0.138785
0.0691912, 0.00824567, 0.0142006, 0.141462
0.0719921, 0.00926563, 0.0129205, 0.116248
0.0704735, 0.00879443, 0.0142711, 0.131454
0.0838435, 0.00809011, 0.0148536, 0.112184
0.0727578, 0.0137519, 0.011658, 0.106612
0.0825168, 0.0128749, 0.0121049, 0.117037
0.107361, 0.0140362, 0.0125911, 0.0887134
0.110097, 0.0141688, 0.0111569, 0.0956954
0.0996196, 0.0131019, 0.00884659, 0.0950471
0.0782022, 0.0114898, 0.0115082, 0.0929177
0.104949, 0.0124439, 0.0102708, 0.0921976
0.102463, 0.0118853, 0.0106587, 0.0835899
0.109617, 0.0144466, 0.00973253, 0.0935156
0.105135, 0.0117262, 0.00948376, 0.0996101
0.0900999, 0.0100442, 0.00926573, 0.0864938
0.113504, 0.0102479, 0.0101737, 0.111213
0.0995305, 0.0117047, 0.0097234, 0.105627
0.102561, 0.0120544, 0.0124858, 0.0900279
0.0923548, 0.0116581, 0.00963833, 0.106488
0.0798362, 0.00914307, 0.0121433, 0.109775
0.0609754, 0.00894013, 0.0110602, 0.133424
0.0944049, 0.0120238, 0.0137496, 0.122979
0.107657, 0.0117474, 0.0112935, 0.11417
0.0997334, 0.0119644, 0.0110093, 0.104684
0.0971578, 0.011489, 0.0105077, 0.0790532
0.114006, 0.0135948, 0.00930943, 0.112565
0.104737, 0.0129086, 0.00949007, 0.0882208
0.100051, 0.0121146, 0.00927362, 0.102674
0.0928443, 0.0106484, 0.0108581, 0.0954722
0.0803751, 0.00853967, 0.00961905, 0.0958938
0.0552115, 0.00793675, 0.0129486, 0.106016
0.0577961, 0.00847294, 0.0146114, 0.110185
0.0801053, 0.00780833, 0.0132157, 0.118174
0.0693646, 0.00695807, 0.011591, 0.118049
0.0657453, 0.0074407, 0.0108587, 0.126735
0.0649849, 0.0088658, 0.0137695, 0.130042
0.059521, 0.00699546, 0.0105256, 0.113422
0.0512138, 0.00915949, 0.0115604, 0.0968951
0.0796036, 0.00836344, 0.0119282, 0.0908692
0.0786768, 0.00802054, 0.00991552, 0.0832006
0.0698199, 0.0100026, 0.00965148, 0.0752839
0.0815608, 0.00880704, 0.00923804, 0.0880776
0.0586044, 0.00839417, 0.0107584, 0.113755
0.0476957, 0.0074553, 0.0100625, 0.084321
0.0510459, 0.00678009, 0.0108336, 0.100424
0.0536674, 0.00680061, 0.0110331, 0.0866211
0.0512894, 0.0072418, 0.0112795, 0.0933751
0.056003, 0.00843676, 0.0105585, 0.115102
0.0678998, 0.00788146, 0.0101797, 0.10741
0.0679332, 0.00673624, 0.0113802, 0.104175
0.0603173, 0.00877439, 0.0123698, 0.0843959
0.0684033, 0.00759613, 0.00989271, 0.0876583
0.0663039, 0.0079213, 0.00978641, 0.0653581
0.066513, 0.00781789, 0.00740742, 0.061311
0.0676401, 0.00808397, 0.00703417, 0.0861408
0.063422, 0.00866268, 0.00743922, 0.0822566
0.0508705, 0.00723799, 0.00929805, 0.084365
0.0694736, 0.00658924, 0.00994351, 0.107713
0.0632313, 0.00896767, 0.0122478, 0.10824
0.0778813, 0.0108691, 0.0103375, 0.101742
0.0778595, 0.0104102, 0.0102528, 0.0820005
0.0715231, 0.00970721, 0.0114939, 0.115528
0.0699278, 0.00655541, 0.0116986, 0.0953689
0.0729945, 0.00988383, 0.0108477, 0.120165
0.076314, 0.0073218, 0.0109239, 0.133035
0.0676264, 0.00737702, 0.0143851, 0.143125
0.0637831, 0.00729924, 0.0132441, 0.122787
0.0616068, 0.00782169, 0.0120857, 0.124937
0.0626544, 0.00585217, 0.0143224, 0.128663
0.0504525, 0.00631759, 0.0135565, 0.132531
0.0471641, 0.00732275, 0.0148319, 0.14595
0.0527761, 0.00733783, 0.0145679, 0.131751
0.0577761, 0.00715259, 0.0169188, 0.135906
0.0552204, 0.0053644, 0.0147752, 0.149504
0.0480575, 0.00646806, 0.0139306, 0.120268
0.062219, 0.00841359, 0.0101375, 0.123337
0.0657193, 0.00833316, 0.0114034, 0.124058
0.052377, 0.00762727, 0.0136473, 0.0916071
0.0528376, 0.00678091, 0.0118317, 0.124731
0.0557206, 0.00626725, 0.012484, 0.100108
0.0554628, 0.00827819, 0.0109366, 0.105986
0.0635104, 0.00737799, 0.011308, 0.108926
0.0752522, 0.0114879, 0.0100605, 0.114866
0.0654198, 0.00830109, 0.00952122, 0.0846628
0.0730083, 0.0107184, 0.011251, 0.0960362
0.0764486, 0.010325, 0.00922988, 0.0943899
0.0831447, 0.00943142, 0.012221, 0.0815271
0.0675642, 0.008477, 0.010077, 0.107847
0.0757056, 0.00896779, 0.0122325, 0.104661
0.0736259, 0.00848836, 0.0153689, 0.102075
0.0741464, 0.0099348, 0.0116858, 0.155211
0.0780125, 0.0107394, 0.0130438, 0.128079
0.0923831, 0.0109349, 0.0132921, 0.141757
0.0897342, 0.0125434, 0.0134226, 0.118318
0.085502, 0.0123728, 0.0124829, 0.098722
0.0876144, 0.00970872, 0.0122565, 0.133875
0.0554861, 0.0103312, 0.0124747, 0.116955
0.0786603, 0.0108868, 0.0125517, 0.130365
0.0784469, 0.00949754, 0.0121122, 0.120507
0.0737897, 0.00832309, 0.0121317, 0.114557
0.0642093, 0.00808909, 0.0127409, 0.110726
0.0722033, 0.0088858, 0.0138555, 0.117609
0.0780808, 0.00774685, 0.01388, 0.128552
0.0810823, 0.00843358, 0.0141372, 0.119645
0.0843291, 0.0114152, 0.0132529, 0.123478
0.110026, 0.0128701, 0.0137243, 0.147029
0.092263, 0.0110231, 0.0157001, 0.121941
0.0797663, 0.0129225, 0.0145783, 0.106958
0.101636, 0.0128627, 0.0111403, 0.109443
0.0896633, 0.0120877, 0.0120403, 0.0924894
0.0777378, 0.0132545, 0.0106443, 0.112009
0.0893761, 0.0127249, 0.00925879, 0.115838
0.109321, 0.0116847, 0.0121318, 0.121455
0.106076, 0.0102386, 0.0119057, 0.114131
0.113333, 0.0138844, 0.0149034, 0.133482
0.108808, 0.0111406, 0.0157084, 0.101872
0.113737, 0.0109429, 0.014115, 0.10944
0.122574, 0.0151323, 0.0113878, 0.111377
0.119449, 0.0155835, 0.0159257, 0.0945873
0.117346, 0.0136315, 0.0138443, 0.118305
