alpha, beta, delta, gamma 
0.102424, 0.01505, 0.00705692, 0.0900696
0.127768, 0.0150727, 0.00861493, 0.0902488
0.138749, 0.0142134, 0.00869571, 0.0941659
0.126181, 0.0146455, 0.00862642, 0.0700263
0.118159, 0.0174597, 0.00777541, 0.0713253
0.118783, 0.0158836, 0.0080286, 0.0833903
0.128873, 0.0153079, 0.00883767, 0.0709894
0.139291, 0.0152894, 0.00890222, 0.0677125
0.129733, 0.0145724, 0.00753487, 0.0794067
0.112903, 0.0163195, 0.0107954, 0.0790106
0.10672, 0.0138491, 0.00994895, 0.0768954
0.126177, 0.012437, 0.010754, 0.0962817
0.119495, 0.012399, 0.0106346, 0.0882865
0.102935, 0.0145695, 0.0126333, 0.0961118
0.103298, 0.0120638, 0.0105564, 0.0963534
0.135127, 0.013772, 0.0102721, 0.079505
0.150989, 0.0142738, 0.0103021, 0.0810754
0.134344, 0.0146692, 0.0108039, 0.0926294
0.144868, 0.0127353, 0.0118457, 0.105813
0.0938598, 0.0114447, 0.0119772, 0.0957129
0.101988, 0.0123791, 0.00949122, 0.0903746
0.0991058, 0.0123784, 0.0104509, 0.092474
0.125542, 0.013895, 0.00894813, 0.0881259
0.111536, 0.0126867, 0.0110326, 0.115655
0.092938, 0.013542, 0.0116956, 0.0916283
0.0858731, 0.00939746, 0.0112344, 0.123731
0.0855243, 0.00827232, 0.0117371, 0.12552
0.0678666, 0.00982378, 0.0133749, 0.120501
0.0724916, 0.0103784, 0.0132698, 0.121226
0.0766133, 0.00794789, 0.0134312, 0.156457
0.0697547, 0.00784979, 0.0138161, 0.120506
0.0703457, 0.00832317, 0.0151661, 0.150858
0.0746655, 0.00943722, 0.0135937, 0.144951
0.0820774, 0.0103491, 0.0134883, 0.15056
0.0845211, 0.0105638, 0.0155776, 0.124735
0.0777517, 0.00708792, 0.0119444, 0.104131
0.0778885, 0.00812552, 0.0128679, 0.108516
0.0749665, 0.00867581, 0.0109392, 0.105803
0.0779802, 0.0100264, 0.0109572, 0.0946572
0.0912513, 0.0112192, 0.0117992, 0.111611
0.0824186, 0.0090044, 0.00992802, 0.118683
0.0940959, 0.00814982, 0.0101029, 0.101837
0.0822624, 0.0103838, 0.01211, 0.0948168
0.0753832, 0.00924113, 0.00905656, 0.102816
0.0871663, 0.00849499, 0.0107525, 0.0877997
0.0764967, 0.0108922, 0.00957137, 0.127655
0.0828627, 0.00844367, 0.0103403, 0.119172
0.0910081, 0.00823106, 0.010413, 0.0915326
0.0735208, 0.00940879, 0.0102783, 0.101478
0.0769278, 0.00681825, 0.00999112, 0.104424
0.068816, 0.0091105, 0.00969513, 0.0911271
0.09486, 0.00859077, 0.00904272, 0.0827014
0.0943989, 0.0107549, 0.0106214, 0.0985626
0.0924092, 0.0110329, 0.00962122, 0.101437
0.108783, 0.00997592, 0.0109573, 0.0925037
0.0867978, 0.0107085, 0.0115794, 0.0974148
0.0876458, 0.0106254, 0.0144035, 0.115302
0.0981911, 0.0107179, 0.0140688, 0.104075
0.075931, 0.0112362, 0.0124865, 0.0904813
0.0874123, 0.0110643, 0.0119693, 0.103559
0.092569, 0.0116084, 0.00998431, 0.0929116
0.105261, 0.0105697, 0.00961809, 0.106254
0.0731818, 0.00920353, 0.0124927, 0.0904752
0.0748942, 0.00809071, 0.00947002, 0.103407
0.075217, 0.00894366, 0.0109323, 0.106952
0.0742147, 0.007124, 0.0109571, 0.125664
0.0773529, 0.00726651, 0.012009, 0.131477
0.0823542, 0.00928245, 0.0122715, 0.152022
0.0810453, 0.0103034, 0.0155939, 0.155942
0.0812099, 0.00973969, 0.0137418, 0.150925
0.0752904, 0.00959296, 0.0181967, 0.141987
0.0895014, 0.00726442, 0.0182458, 0.14196
0.0879912, 0.00831901, 0.0156827, 0.165476
0.105292, 0.00799224, 0.0186077, 0.139229
0.0620336, 0.0118193, 0.0155311, 0.174039
0.0996401, 0.00891881, 0.0151257, 0.165498
0.089057, 0.00965997, 0.0157621, 0.14672
0.0693867, 0.00854669, 0.0151539, 0.16158
0.0760331, 0.00970138, 0.0185398, 0.139872
0.0690753, 0.00801202, 0.018755, 0.159689
0.100436, 0.0091178, 0.0148466, 0.189732
0.0866183, 0.011146, 0.01792, 0.167018
0.0990059, 0.00829249, 0.0201637, 0.193045
0.0910526, 0.010032, 0.0180781, 0.181555
0.0673788, 0.0102857, 0.01599, 0.179169
0.0676707, 0.00877609, 0.0165677, 0.160638
0.0567116, 0.0075517, 0.0200548, 0.171668
0.070296, 0.00810969, 0.0173305, 0.15439
0.0732733, 0.00672507, 0.0156146, 0.142554
0.0706878, 0.00632355, 0.0189399, 0.162258
0.0778844, 0.00673467, 0.0179282, 0.169119
0.0585497, 0.00705237, 0.0182181, 0.165864
0.0685203, 0.00800537, 0.015232, 0.15543
0.0583016, 0.00574818, 0.0183436, 0.146526
0.0432799, 0.00571935, 0.0190297, 0.184515
0.0276582, 0.00568015, 0.0179555, 0.170062
0.0355297, 0.00699417, 0.0164506, 0.173004
0.0620444, 0.00707039, 0.0172488, 0.151775
0.0716024, 0.00761785, 0.0155138, 0.156072
0.0589836, 0.00820412, 0.0165602, 0.155712
0.0521365, 0.0056741, 0.0160007, 0.147009
0.0672526, 0.00775001, 0.0157194, 0.117028
0.0570413, 0.00763229, 0.0133143, 0.127897
0.0813699, 0.0100657, 0.0119866, 0.128166
0.0896266, 0.0105142, 0.0133265, 0.112648
0.077268, 0.0084912, 0.0124646, 0.100844
0.0606989, 0.00841803, 0.013274, 0.100034
0.0708319, 0.0100383, 0.0131363, 0.1243
0.0686535, 0.00943588, 0.0120838, 0.0957378
0.0776156, 0.00938573, 0.0116198, 0.0950024
0.0651266, 0.00863763, 0.00968319, 0.0930913
0.071803, 0.00921241, 0.0104886, 0.085202
0.0759838, 0.00998261, 0.0103741, 0.0926878
0.076315, 0.00961665, 0.0110141, 0.11425
0.0813714, 0.00945944, 0.0106358, 0.0832461
0.0901639, 0.0100117, 0.0096267, 0.0863564
0.0973795, 0.00907944, 0.0107657, 0.0725658
0.0725454, 0.0106558, 0.00982738, 0.0752382
0.0746518, 0.00773056, 0.00825463, 0.0930893
0.0657614, 0.0112685, 0.0092351, 0.0942511
0.0722597, 0.0102167, 0.00739501, 0.0745103
0.0849387, 0.0107913, 0.00956066, 0.0974839
0.0584075, 0.00920353, 0.0104598, 0.0706313
0.076298, 0.00916655, 0.0110033, 0.108021
0.0910548, 0.0109452, 0.00900053, 0.112142
0.0842661, 0.00948817, 0.00923798, 0.0740634
0.0820915, 0.0110925, 0.0106385, 0.0924386
0.0810353, 0.0109744, 0.0112793, 0.0999837
0.063005, 0.0102993, 0.0094639, 0.0847945
0.0625957, 0.00968584, 0.0084065, 0.0796942
0.0893785, 0.0103283, 0.00871596, 0.0779094
0.0948091, 0.00946993, 0.00905507, 0.0733066
0.102407, 0.00957156, 0.00618949, 0.0812945
0.0843014, 0.0107469, 0.00900625, 0.0792915
0.0927084, 0.010005, 0.00861843, 0.0606619
0.0879868, 0.00875703, 0.00865326, 0.055444
0.0745613, 0.00749498, 0.00606133, 0.0648455
0.0696073, 0.0111945, 0.00630113, 0.0910911
0.0851465, 0.00881583, 0.01053, 0.0910936
0.0667728, 0.00755403, 0.00978147, 0.110392
0.0642331, 0.00793961, 0.00983085, 0.0987229
0.0893638, 0.00823593, 0.0102813, 0.0862877
0.0947459, 0.0100682, 0.00945683, 0.0910459
0.086439, 0.0103919, 0.00789708, 0.0733895
0.0798998, 0.0114313, 0.00830518, 0.0935958
0.0833451, 0.00904352, 0.00933249, 0.0722125
0.0980096, 0.00909959, 0.00864586, 0.0749369
0.0887833, 0.0104277, 0.00914779, 0.076752
0.0788765, 0.0099763, 0.00833284, 0.0899277
0.0820956, 0.0103581, 0.00860946, 0.106369
0.0778664, 0.0111604, 0.00899792, 0.0926153
0.091078, 0.0125163, 0.00962834, 0.0870968
0.115579, 0.0107583, 0.0102457, 0.0951122
0.117413, 0.0129435, 0.0102589, 0.08668
0.112636, 0.0139336, 0.00900035, 0.093135
0.127474, 0.015033, 0.0100132, 0.0837279
0.112513, 0.0121578, 0.0107499, 0.100181
0.104863, 0.010797, 0.0125504, 0.105696
0.0837202, 0.0151861, 0.0114018, 0.119597
0.0823407, 0.0132086, 0.0118645, 0.0975617
0.0963122, 0.012039, 0.0114193, 0.103213
0.097727, 0.0125906, 0.00918852, 0.098489
0.0809655, 0.0113555, 0.0106493, 0.102645
0.0941321, 0.0118931, 0.0111901, 0.108681
0.0764961, 0.0100979, 0.0114952, 0.0946796
0.0791257, 0.0100564, 0.0121812, 0.0857835
0.0780818, 0.00841317, 0.0101641, 0.108343
0.0777971, 0.00965939, 0.0103741, 0.105935
0.0761415, 0.00838848, 0.0104507, 0.103342
0.0561597, 0.00686179, 0.0119401, 0.103203
0.0459778, 0.00628617, 0.0147686, 0.126909
0.0386436, 0.00588894, 0.0122884, 0.135659
0.0455524, 0.00625342, 0.0121298, 0.127285
0.0454062, 0.00581946, 0.0113913, 0.127262
0.0661282, 0.00572263, 0.0137048, 0.143734
0.0496742, 0.00738862, 0.0140491, 0.118338
0.0435816, 0.00778833, 0.0139638, 0.146823
0.0530983, 0.00729073, 0.0119661, 0.105022
0.0662574, 0.00823913, 0.0115956, 0.113325
0.0726129, 0.00930882, 0.00945448, 0.104673
0.0798043, 0.0081301, 0.0120651, 0.10098
0.0732031, 0.00924538, 0.013508, 0.121502
0.070184, 0.0097926, 0.0114665, 0.103911
0.070307, 0.0102351, 0.0119207, 0.12395
0.0705565, 0.00889717, 0.0119153, 0.135749
0.0586246, 0.0071367, 0.0146638, 0.116754
0.076537, 0.00979824, 0.0125813, 0.124499
0.0829047, 0.0118425, 0.0139989, 0.139298
0.076107, 0.00868088, 0.0112641, 0.135739
0.0653947, 0.00918893, 0.0129302, 0.122029
0.0708329, 0.00738951, 0.0125603, 0.140956
0.0594915, 0.00912762, 0.0145525, 0.114153
0.0595674, 0.00788495, 0.0111446, 0.126102
0.0468322, 0.00736122, 0.012784, 0.122764
0.0525873, 0.00692468, 0.0106869, 0.13636
0.0694884, 0.00643532, 0.0127846, 0.101845
0.0735405, 0.00685883, 0.0104271, 0.111635
0.0703912, 0.00927097, 0.0118777, 0.100768
0.0646713, 0.00772374, 0.00913587, 0.0742578
0.0504402, 0.00935921, 0.00934657, 0.0733422
0.0615968, 0.00704154, 0.0104118, 0.0793908
0.0438539, 0.00703572, 0.00872672, 0.087202
0.0645075, 0.00718307, 0.0096996, 0.0911325
0.066493, 0.00685456, 0.00788177, 0.0878777
0.0670334, 0.0081572, 0.00840439, 0.0988267
0.0852686, 0.00829493, 0.00825615, 0.0812275
0.0859079, 0.0104079, 0.00875778, 0.0986418
0.0805174, 0.00862646, 0.00850666, 0.0850399
0.127421, 0.0119058, 0.00811119, 0.0952737
0.0822075, 0.0120904, 0.0113721, 0.0860747
0.0832759, 0.0108493, 0.0112635, 0.103757
0.106946, 0.0101553, 0.0121464, 0.124108
0.108603, 0.0108902, 0.0107471, 0.134895
0.0881113, 0.0128622, 0.0118721, 0.0976322
0.0960167, 0.0124946, 0.00991843, 0.100767
0.101559, 0.0117989, 0.00882559, 0.103556
0.131236, 0.0120908, 0.0116797, 0.117424
0.111081, 0.0134413, 0.0131725, 0.107594
0.118837, 0.0140129, 0.0117843, 0.0998625
0.121879, 0.0146437, 0.0135636, 0.118535
0.109924, 0.0110489, 0.0151377, 0.133007
0.10367, 0.0109938, 0.0137011, 0.139723
0.116484, 0.0102216, 0.0128262, 0.11585
0.0928788, 0.0103395, 0.0139149, 0.1525
0.085169, 0.0103675, 0.012853, 0.150283
0.0766842, 0.00968405, 0.0114422, 0.129884
0.0913338, 0.00868013, 0.0144325, 0.124191
0.0710044, 0.011484, 0.0131053, 0.115367
0.0863926, 0.00983376, 0.0122717, 0.132406
0.0967627, 0.00894456, 0.0132622, 0.13049
0.0837133, 0.0105699, 0.0133586, 0.115381
0.0974959, 0.00912132, 0.0124544, 0.151918
0.0777628, 0.00933509, 0.0109816, 0.0986372
0.0801529, 0.0100168, 0.0108596, 0.112325
0.0833178, 0.0096523, 0.0120724, 0.10903
0.085474, 0.00972668, 0.0126942, 0.108931
0.0814914, 0.0102497, 0.0131563, 0.134227
0.0788427, 0.0112602, 0.0125591, 0.113496
0.0762342, 0.0129276, 0.0127374, 0.133228
0.0980446, 0.0122029, 0.010729, 0.123088
0.106273, 0.0119538, 0.0108898, 0.0905406
0.0896772, 0.0111641, 0.0134746, 0.115612
0.0782278, 0.00927686, 0.0132705, 0.119772
0.0708034, 0.00924282, 0.0116895, 0.105541
0.0730776, 0.00691645, 0.0113005, 0.0880224
0.0742883, 0.00788221, 0.0108262, 0.0958863
0.0698845, 0.0100818, 0.00909286, 0.0817491
0.0750369, 0.00889756, 0.0103702, 0.11226
0.0711981, 0.00856429, 0.0122351, 0.0824654
0.0687381, 0.0101989, 0.00941196, 0.0862683
0.0740741, 0.00985699, 0.00689354, 0.0815224
0.115086, 0.00910757, 0.00846526, 0.081111
0.0729242, 0.0084331, 0.00833195, 0.0929677
0.0715258, 0.00761216, 0.00922453, 0.0727695
0.0707994, 0.0114452, 0.00845302, 0.0675699
0.0774089, 0.00957292, 0.00635725, 0.0789707
0.0754041, 0.00872655, 0.00848475, 0.0741257
0.0875689, 0.00873776, 0.00831101, 0.0973741
0.0751784, 0.00678675, 0.0099657, 0.108811
0.0543125, 0.00670412, 0.00967116, 0.0907637
0.0496307, 0.00644408, 0.00887414, 0.10013
0.0647099, 0.0072396, 0.0079665, 0.0779764
0.061737, 0.00700489, 0.00992441, 0.0690118
0.0506652, 0.00803252, 0.00877248, 0.0864433
0.0525136, 0.00694754, 0.00898753, 0.0657
0.0760136, 0.00648999, 0.00997341, 0.08211
0.0604824, 0.00550797, 0.00762108, 0.0722443
0.060509, 0.00601367, 0.00685485, 0.0604201
0.0775847, 0.0072723, 0.00729046, 0.0542252
0.087128, 0.0115582, 0.00723491, 0.0679132
0.0797423, 0.00892663, 0.00841524, 0.0686779
0.103668, 0.00847915, 0.00677605, 0.0920378
0.0579805, 0.00936769, 0.00851859, 0.0994391
0.0834796, 0.0100141, 0.00886874, 0.0937744
0.083485, 0.0107593, 0.00905578, 0.0939183
0.099028, 0.00848386, 0.0099413, 0.0768926
0.0996354, 0.0110613, 0.0103669, 0.102076
0.0904163, 0.00930048, 0.0100811, 0.100784
0.0766992, 0.0114602, 0.0119075, 0.112297
0.0934024, 0.0111722, 0.0111928, 0.0927145
0.0810931, 0.0102268, 0.0108307, 0.0966809
0.0846205, 0.0104913, 0.00823842, 0.0912115
0.0923591, 0.00866228, 0.0122768, 0.095955
0.0832874, 0.00902718, 0.0108773, 0.100139
0.0844872, 0.00890852, 0.0117466, 0.110391
0.0887191, 0.00895753, 0.011012, 0.109853
0.0808578, 0.00965301, 0.0100011, 0.108023
0.0907579, 0.0107954, 0.00949713, 0.0819334
0.0874635, 0.0113823, 0.00867482, 0.0852751
0.0857093, 0.0104804, 0.00807948, 0.0912002
0.0845902, 0.0097602, 0.00946214, 0.0799432
0.105685, 0.0105282, 0.0117166, 0.106269
0.0987648, 0.0115491, 0.0120815, 0.100975
0.0893237, 0.0113694, 0.0114708, 0.119938
0.119587, 0.0125432, 0.0113296, 0.120314
0.106221, 0.0145898, 0.0101993, 0.115766
0.0987083, 0.012907, 0.0105557, 0.12355
0.119719, 0.0128511, 0.00979969, 0.112744
0.131901, 0.0144015, 0.0109008, 0.138813
0.114436, 0.0121221, 0.0106114, 0.116732
0.101486, 0.0133417, 0.0109486, 0.113622
0.086108, 0.0109251, 0.00953178, 0.0841962
0.0848061, 0.0097162, 0.0113078, 0.119071
0.100019, 0.00877827, 0.0111106, 0.110305
0.115908, 0.0100179, 0.0125275, 0.119387
0.0725218, 0.0137138, 0.0119328, 0.107618
0.102169, 0.0122119, 0.0110262, 0.135442
0.112026, 0.0126508, 0.0129522, 0.119683
0.108058, 0.0128644, 0.0131183, 0.0877963
0.103605, 0.0133298, 0.0117605, 0.093367
0.0843159, 0.012131, 0.00948888, 0.090384
0.0798734, 0.0121263, 0.010126, 0.106854
0.111436, 0.0106562, 0.0110657, 0.114909
0.0782458, 0.0103715, 0.0130517, 0.122689
0.0811577, 0.00927026, 0.0144593, 0.120686
0.0868783, 0.00993446, 0.0145008, 0.10405
0.0874057, 0.0111261, 0.0127858, 0.102968
0.0853265, 0.0111254, 0.0100085, 0.0777272
0.0929278, 0.0100746, 0.00853094, 0.105096
0.104469, 0.00865713, 0.0120867, 0.0893096
0.0913247, 0.0112554, 0.0116738, 0.094604
0.0845589, 0.012095, 0.0128443, 0.103027
0.0948133, 0.01241, 0.0113338, 0.108196
0.0953933, 0.0104103, 0.0102986, 0.0921608
0.104514, 0.0124164, 0.0109916, 0.0836371
0.0788978, 0.00973917, 0.00839349, 0.102547
0.0904223, 0.0117099, 0.00942549, 0.0909011
0.0791119, 0.0090185, 0.00940194, 0.0924973
0.0886462, 0.00941093, 0.00976008, 0.0855959
0.103581, 0.0106578, 0.00773448, 0.0795372
0.0781504, 0.0120282, 0.00732988, 0.0808161
0.0598494, 0.0106874, 0.00789304, 0.0761712
0.0637896, 0.00896487, 0.00816099, 0.0807278
0.0712767, 0.00838448, 0.0102439, 0.0832699
0.0636643, 0.00780346, 0.00792531, 0.0620389
0.0554585, 0.00735913, 0.00867631, 0.0734605
0.0764337, 0.0108286, 0.0100271, 0.0776599
0.0705414, 0.0107959, 0.00958476, 0.105404
0.0818713, 0.00952186, 0.0090771, 0.0937321
0.0792086, 0.00881644, 0.0105098, 0.108246
0.079647, 0.011463, 0.00966001, 0.0945052
0.0877643, 0.0108896, 0.0132888, 0.093994
0.07977, 0.00959764, 0.010779, 0.0996424
0.0786128, 0.00650479, 0.0104181, 0.105771
0.0736157, 0.00887029, 0.00946552, 0.105278
0.071871, 0.00998372, 0.0100603, 0.0994956
0.0613925, 0.00897897, 0.0124107, 0.103622
0.0665624, 0.00765571, 0.0137813, 0.0994384
0.0430848, 0.00658771, 0.0106673, 0.125824
0.046416, 0.00869826, 0.0131614, 0.111275
0.0572129, 0.00732268, 0.0121513, 0.133787
0.0513427, 0.00737943, 0.0127505, 0.115204
0.0657574, 0.00929627, 0.00825682, 0.10563
0.0615594, 0.00901476, 0.00959193, 0.0910408
0.0836543, 0.00767572, 0.00930444, 0.106806
0.0799731, 0.00857978, 0.0125657, 0.106927
0.0673223, 0.00993385, 0.0101807, 0.0894876
0.0782703, 0.00901191, 0.0115701, 0.0946172
0.087905, 0.0078605, 0.0100352, 0.0851888
0.0849363, 0.0104996, 0.00757531, 0.092745
0.0798975, 0.00899713, 0.0110481, 0.0770229
0.0905786, 0.0113452, 0.0107333, 0.0835381
0.0788894, 0.0110142, 0.0102806, 0.0936055
0.0839131, 0.0111732, 0.0107299, 0.0835398
0.0818679, 0.0100837, 0.0100992, 0.0946677
0.0807852, 0.00751189, 0.0112441, 0.101746
0.0575352, 0.00810613, 0.00911148, 0.127986
0.0708911, 0.0105579, 0.0102705, 0.0950009
0.0720844, 0.00931459, 0.00846662, 0.0871445
0.0628125, 0.00848319, 0.0087257, 0.0914782
0.0649803, 0.0103465, 0.00756462, 0.0790703
0.0658422, 0.010784, 0.00689784, 0.0772651
0.0855187, 0.0113412, 0.00704904, 0.060811
0.090938, 0.0109962, 0.0059164, 0.0730767
0.0882202, 0.0112806, 0.00754831, 0.0653569
0.093014, 0.0106355, 0.00611932, 0.0619314
0.0726274, 0.0112771, 0.00749055, 0.0722501
0.078618, 0.00993017, 0.00606342, 0.0550012
0.0826673, 0.00907549, 0.00671733, 0.0694545
0.0529337, 0.00646212, 0.00856971, 0.083611
0.0550269, 0.00750513, 0.00811464, 0.0768972
0.0609905, 0.00759897, 0.00886723, 0.0668175
0.0696177, 0.00861815, 0.00784871, 0.0546152
0.0730599, 0.0101194, 0.00696756, 0.0610905
0.0702682, 0.0101029, 0.010099, 0.0755785
0.0669852, 0.00892157, 0.0110824, 0.0791687
0.10956, 0.00807255, 0.00902251, 0.0898825
0.0922773, 0.0101689, 0.00911301, 0.0740122
0.0807297, 0.00937961, 0.0117161, 0.0793855
0.0744339, 0.00998265, 0.0121261, 0.0861885
0.0748806, 0.010699, 0.0103607, 0.0924428
0.0894857, 0.00875899, 0.0115378, 0.113025
0.0678229, 0.012789, 0.00973535, 0.100252
0.055752, 0.00831974, 0.0135614, 0.103459
0.075295, 0.00797973, 0.0114242, 0.127294
0.0487067, 0.008585, 0.0133812, 0.0868899
0.0499438, 0.00838076, 0.0102382, 0.109056
0.0518175, 0.00877707, 0.0131913, 0.119161
0.0659411, 0.00728233, 0.0115104, 0.128382
0.0806753, 0.00919801, 0.00983928, 0.121984
0.0776046, 0.00849564, 0.0102665, 0.0965861
0.0755308, 0.00867321, 0.0112873, 0.129376
0.0670222, 0.00763912, 0.0111334, 0.109264
0.0625888, 0.00724314, 0.0114881, 0.112071
0.0632364, 0.00712504, 0.0143273, 0.104046
0.0599441, 0.00828075, 0.0126377, 0.0826851
0.0521746, 0.00902061, 0.0112183, 0.114169
0.0666643, 0.00911194, 0.0119165, 0.081056
0.0495636, 0.00711576, 0.00998098, 0.112468
0.0558603, 0.00752955, 0.011034, 0.109959
0.0602665, 0.00842367, 0.00896932, 0.109028
0.061597, 0.00708914, 0.0125495, 0.113782
0.0660581, 0.00608751, 0.0127999, 0.111374
0.0734332, 0.00806563, 0.010214, 0.110392
0.0831458, 0.00725749, 0.0101341, 0.0952941
0.0766344, 0.00917346, 0.00918312, 0.0830337
0.0896342, 0.00989979, 0.0103324, 0.067879
0.0856812, 0.00916551, 0.00888871, 0.0703761
0.077541, 0.00796125, 0.00689002, 0.0983904
0.0840889, 0.0101138, 0.00883571, 0.0565734
0.0864065, 0.00983558, 0.00750743, 0.073279
0.0960153, 0.0100561, 0.00872474, 0.092966
0.0839903, 0.0118816, 0.00886363, 0.0797177
0.0948889, 0.00963666, 0.00947047, 0.0807879
0.0713085, 0.0103512, 0.00905613, 0.0831499
0.0965658, 0.0109588, 0.00931656, 0.0761572
0.0827854, 0.0109729, 0.00824768, 0.0724191
0.0749462, 0.00913255, 0.0095595, 0.0874606
0.0889183, 0.0100928, 0.00877293, 0.0701274
0.0860167, 0.0105503, 0.0083133, 0.078573
0.0922198, 0.0101411, 0.00741851, 0.0714338
0.110251, 0.0121097, 0.00857253, 0.0570664
0.0845856, 0.0118303, 0.00688749, 0.069498
0.0998968, 0.0125127, 0.00865842, 0.0640942
0.0901516, 0.0127515, 0.00794906, 0.0762741
0.0862534, 0.0132769, 0.00677099, 0.0698577
0.0833469, 0.0115591, 0.00611968, 0.0520349
0.103382, 0.0104695, 0.00989643, 0.0653415
0.0821508, 0.013296, 0.00617998, 0.0654351
0.0879972, 0.0110471, 0.00605206, 0.0529522
0.0998603, 0.0128204, 0.00804793, 0.0632517
0.0767392, 0.011089, 0.0071445, 0.0641408
0.0826295, 0.0120405, 0.00846637, 0.0568226
0.0775981, 0.0108775, 0.00816521, 0.0560289
0.0769351, 0.00828301, 0.00994845, 0.0734636
0.0839254, 0.00911711, 0.00982501, 0.0959572
0.0755552, 0.0124849, 0.0100815, 0.0969156
0.0797802, 0.0100746, 0.00906713, 0.0900519
0.0686767, 0.0106145, 0.0125057, 0.100471
0.0552368, 0.0111129, 0.0103241, 0.0832702
0.0802278, 0.00885445, 0.0110435, 0.0596235
0.0623087, 0.0115541, 0.00832054, 0.0780054
0.0649356, 0.00871526, 0.00951035, 0.0881871
0.0595904, 0.00891922, 0.0116087, 0.0831014
0.0705662, 0.00999494, 0.00969591, 0.0801239
0.0658114, 0.00874075, 0.0094846, 0.0724369
0.0626804, 0.00688983, 0.00941816, 0.0855489
0.0600194, 0.00814551, 0.0100992, 0.0947556
0.0490338, 0.00731495, 0.009063, 0.0724078
0.0788441, 0.00740005, 0.00995232, 0.0878181
0.0561577, 0.00827814, 0.0103643, 0.0893975
0.0640818, 0.0099774, 0.0107158, 0.10322
0.0923571, 0.0111847, 0.00970135, 0.0970659
0.097903, 0.0112437, 0.010611, 0.095029
0.074326, 0.0106217, 0.0125266, 0.098412
0.0749495, 0.0106613, 0.00866631, 0.09219
0.0891008, 0.0116943, 0.0107489, 0.101588
0.0723019, 0.00854403, 0.0109228, 0.0990443
0.0837664, 0.0112774, 0.0101153, 0.107911
0.0737807, 0.00838463, 0.0108427, 0.0936704
0.0800005, 0.0100678, 0.0100546, 0.113531
0.0980188, 0.0105028, 0.0126678, 0.117552
0.0912101, 0.0100989, 0.01123, 0.112957
0.0629173, 0.00974513, 0.0139993, 0.123165
0.0606731, 0.00977571, 0.0126106, 0.136192
0.0783924, 0.00900635, 0.0148311, 0.146177
0.074997, 0.0076633, 0.0146853, 0.12112
0.0739402, 0.00845137, 0.0104931, 0.125112
0.0654118, 0.00908711, 0.0105202, 0.112442
0.0695384, 0.00972385, 0.0128629, 0.110419
0.081726, 0.0102837, 0.0125723, 0.110224
0.0697441, 0.0102967, 0.0103602, 0.129068
0.0919613, 0.0114889, 0.00991536, 0.0947115
0.0868213, 0.0131591, 0.00851251, 0.104129
0.0820818, 0.0112566, 0.00868774, 0.0592482
0.102714, 0.0132356, 0.00844177, 0.0710655
0.0934601, 0.0124195, 0.00857278, 0.0635215
0.115604, 0.0117426, 0.00993745, 0.0854975
0.0995668, 0.0100283, 0.0107806, 0.0896845
0.104388, 0.010168, 0.00953373, 0.0962597
0.101127, 0.0110652, 0.00972824, 0.0912893
0.0687885, 0.00898844, 0.0122712, 0.113406
0.0735413, 0.00920221, 0.0105105, 0.11984
0.0936238, 0.0105292, 0.0111986, 0.113313
0.0848484, 0.0113404, 0.0110903, 0.106197
0.0812563, 0.0134264, 0.010212, 0.105231
0.108494, 0.013467, 0.00896533, 0.0836793
0.101872, 0.0122166, 0.00808354, 0.071168
0.12498, 0.0134121, 0.00844384, 0.096029
0.138709, 0.0110442, 0.0080635, 0.0690958
0.112439, 0.0111141, 0.0073529, 0.0750835
0.122441, 0.0141806, 0.0085614, 0.0938922
0.112213, 0.0134565, 0.00804498, 0.0921618
0.112424, 0.0122126, 0.00839815, 0.0830738
0.11071, 0.0127436, 0.0104571, 0.0871635
0.134383, 0.0152523, 0.00766756, 0.0920764
0.10186, 0.0123691, 0.00991719, 0.0736946
0.110722, 0.0121544, 0.0106376, 0.10385
0.121411, 0.0116543, 0.0089228, 0.0822324
0.115075, 0.0119221, 0.00944239, 0.0793194
0.132991, 0.0113215, 0.00812981, 0.0959028
0.135579, 0.0128215, 0.0090271, 0.0766119
0.10731, 0.0106725, 0.00772209, 0.0759358
0.11639, 0.0125503, 0.00661411, 0.0784987
0.129248, 0.0150742, 0.00871951, 0.084528
0.116003, 0.0134118, 0.00748144, 0.0803823
0.12655, 0.0124687, 0.0085045, 0.0757133
0.107128, 0.0121772, 0.00831899, 0.0955087
0.0931337, 0.013675, 0.0117143, 0.0795093
0.115301, 0.0106177, 0.0099157, 0.0886839
0.0933285, 0.0116474, 0.00763925, 0.0712272
0.110276, 0.0123057, 0.0098882, 0.0955735
0.126456, 0.0126377, 0.00889195, 0.075964
0.0948954, 0.0152223, 0.00759014, 0.0764323
0.101871, 0.0127206, 0.00696241, 0.0779912
0.106973, 0.0128619, 0.00957304, 0.0847676
0.0905205, 0.0114839, 0.00756347, 0.0735169
0.096365, 0.0118448, 0.0106578, 0.0906645
0.0847655, 0.010329, 0.0114825, 0.0873669
0.0957741, 0.00812109, 0.00916837, 0.0910995
0.0671804, 0.00889952, 0.00947806, 0.0849834
0.0665763, 0.00841786, 0.00949861, 0.0956523
0.0717503, 0.00988575, 0.00969813, 0.11541
0.0785012, 0.0099003, 0.0110953, 0.112034
0.0791997, 0.0103931, 0.00865583, 0.0963424
