alpha, beta, delta, gamma 
0.108306, 0.0128085, 0.00987352, 0.0859792
0.108152, 0.01071, 0.00906728, 0.0971562
0.0991318, 0.0117778, 0.0091041, 0.100124
0.107986, 0.0107889, 0.0082491, 0.11258
0.131126, 0.0104058, 0.0099762, 0.092427
0.0948678, 0.0111733, 0.00989875, 0.109282
0.114118, 0.0113722, 0.00985711, 0.110583
0.0796675, 0.00771096, 0.0106584, 0.107217
0.0777584, 0.00793652, 0.0105844, 0.103501
0.0950706, 0.007947, 0.010555, 0.112576
0.0869863, 0.00896414, 0.0122836, 0.1131
0.0732544, 0.00972911, 0.00967419, 0.104559
0.0742188, 0.00848747, 0.0127239, 0.104414
0.0746187, 0.00759716, 0.0100837, 0.101249
0.0553445, 0.00954402, 0.0111819, 0.0928936
0.0629706, 0.0077714, 0.00951848, 0.100198
0.0747335, 0.00836207, 0.00948677, 0.0939123
0.0672584, 0.00800838, 0.00798272, 0.0901242
0.0848314, 0.0106084, 0.00928208, 0.0745051
0.0719654, 0.00940714, 0.00872905, 0.0832099
0.062391, 0.00961762, 0.00846925, 0.0750904
0.0813661, 0.0101673, 0.00902801, 0.0911054
0.0901127, 0.00755184, 0.00996913, 0.0733387
0.075176, 0.00840085, 0.00919265, 0.0818561
0.0683281, 0.011742, 0.0121461, 0.0832488
0.0846507, 0.00827489, 0.0114947, 0.0913876
0.0610684, 0.00822702, 0.011449, 0.100365
0.0832374, 0.00898979, 0.00976146, 0.0977097
0.0718775, 0.0106531, 0.0119477, 0.0892621
0.0799792, 0.0105063, 0.0122489, 0.099803
0.0747221, 0.00702416, 0.0128567, 0.115326
0.0572386, 0.00835811, 0.0143055, 0.102817
0.0648919, 0.00698458, 0.0145219, 0.118075
0.0661362, 0.0064497, 0.012051, 0.123209
0.067889, 0.0092171, 0.0131401, 0.119466
0.0818379, 0.0103813, 0.0109548, 0.148867
0.0909755, 0.0084322, 0.0127861, 0.108317
0.0710671, 0.00906375, 0.0133699, 0.131017
0.0750862, 0.00907792, 0.0148946, 0.11837
0.0925694, 0.00971074, 0.0134226, 0.139798
0.0962796, 0.0110053, 0.0141529, 0.106572
0.107543, 0.0116226, 0.0143766, 0.128104
0.15055, 0.0106809, 0.0145343, 0.120017
0.119912, 0.0138807, 0.0136913, 0.132705
0.109022, 0.0122302, 0.0111406, 0.135626
0.0861426, 0.0130626, 0.0129085, 0.138664
0.101449, 0.0116207, 0.0130534, 0.128826
0.0975361, 0.0115103, 0.0127258, 0.141894
0.106575, 0.0101095, 0.010954, 0.108214
0.0925023, 0.00994163, 0.0114674, 0.0962094
0.104985, 0.0112254, 0.0123526, 0.0977235
0.0978283, 0.0113718, 0.0114579, 0.114498
0.102787, 0.0100554, 0.00994346, 0.0961388
0.099779, 0.0103805, 0.0104981, 0.120808
0.0915137, 0.010938, 0.0106715, 0.0983839
0.112155, 0.010857, 0.0127875, 0.123845
0.103225, 0.0108434, 0.0116755, 0.118864
0.106417, 0.0126064, 0.012651, 0.14524
0.0884559, 0.0127009, 0.0110473, 0.100974
0.113549, 0.0119396, 0.011284, 0.108863
0.104421, 0.012148, 0.012808, 0.10683
0.0899995, 0.00878429, 0.012963, 0.10872
0.089057, 0.00831417, 0.0155391, 0.121515
0.0847757, 0.00994079, 0.0142107, 0.148548
0.0655355, 0.0077237, 0.0135495, 0.153987
0.0732414, 0.00918229, 0.0154349, 0.140461
0.0746891, 0.00892146, 0.0165353, 0.156377
0.0615309, 0.0082653, 0.0145522, 0.139198
0.0487749, 0.00774098, 0.0160134, 0.130608
0.0576931, 0.00800212, 0.0163081, 0.133501
0.065233, 0.00826231, 0.0145299, 0.117122
0.0492305, 0.00755034, 0.0158513, 0.114296
0.0543903, 0.00723199, 0.0139146, 0.14024
0.0652832, 0.00766549, 0.0122749, 0.126691
0.050564, 0.00912659, 0.0133956, 0.128472
0.0461057, 0.00834549, 0.0150236, 0.11464
0.0520916, 0.0075698, 0.0149591, 0.107883
0.0810291, 0.00772903, 0.0149115, 0.116416
0.0646468, 0.00665866, 0.012818, 0.136088
0.062198, 0.00813389, 0.014236, 0.10606
0.0787034, 0.00728571, 0.0144134, 0.11279
0.0598593, 0.00820962, 0.0135437, 0.138121
0.0588677, 0.00771536, 0.0126878, 0.119288
0.0663671, 0.00736472, 0.0122793, 0.119539
0.0462705, 0.0103785, 0.0122474, 0.0906282
0.0668695, 0.0092543, 0.0110579, 0.0994073
0.0861356, 0.00730016, 0.0120585, 0.103738
0.0674628, 0.00713489, 0.0122214, 0.0919161
0.0529133, 0.0076516, 0.0108102, 0.112332
0.0601448, 0.00774411, 0.00996056, 0.10711
0.0878358, 0.00777914, 0.00893434, 0.0870099
0.0810724, 0.0093209, 0.0106676, 0.0868818
0.097824, 0.0104722, 0.00903468, 0.0862045
0.0832718, 0.0114568, 0.0104513, 0.0940094
0.105025, 0.0109617, 0.00758595, 0.0785267
0.100661, 0.011206, 0.00741807, 0.0832075
0.0989532, 0.0107196, 0.00843608, 0.100109
0.0845475, 0.0132642, 0.00861371, 0.069071
0.0878653, 0.00937502, 0.0079233, 0.0598204
0.0800829, 0.00989585, 0.0078693, 0.0769703
0.072567, 0.00925347, 0.0078982, 0.082474
0.0841358, 0.00959666, 0.00922622, 0.0921624
0.0767604, 0.00881096, 0.00925574, 0.0883654
0.0800556, 0.0115536, 0.00773484, 0.079572
0.0809787, 0.0115558, 0.00583841, 0.0683083
0.089399, 0.0105727, 0.00481254, 0.0619024
0.0794779, 0.0109153, 0.00595007, 0.0576523
0.0834725, 0.0111644, 0.00614786, 0.0482488
0.0696454, 0.0102722, 0.0067266, 0.0556887
0.0717749, 0.00916353, 0.00669297, 0.0568451
0.071814, 0.00939451, 0.00752329, 0.0702918
0.0793023, 0.00845851, 0.00755822, 0.074534
0.0713522, 0.00847311, 0.00879723, 0.067729
0.0937018, 0.00920756, 0.00692445, 0.0910021
0.0913738, 0.00833959, 0.00818162, 0.0996534
0.0810159, 0.0088617, 0.00644668, 0.0830093
0.084757, 0.0101097, 0.0094926, 0.0855838
0.0832845, 0.0104304, 0.00788963, 0.10336
0.0874773, 0.00832496, 0.00823299, 0.097199
0.069606, 0.00771088, 0.00778771, 0.0880182
0.0711384, 0.00888856, 0.00995979, 0.0801492
0.072566, 0.00775023, 0.00813675, 0.0914703
0.0871111, 0.00910234, 0.00802709, 0.0789117
0.0650887, 0.00915672, 0.0081193, 0.0801812
0.084952, 0.00780069, 0.0116927, 0.086993
0.0637554, 0.00995916, 0.00833898, 0.0813858
0.0614528, 0.00869146, 0.00940388, 0.0689139
0.0633826, 0.0092876, 0.00775261, 0.0848547
0.0695707, 0.00776254, 0.00851147, 0.0748287
0.0748764, 0.00786569, 0.00707868, 0.0707637
0.0759263, 0.00744849, 0.00558549, 0.0669386
0.0793352, 0.00828083, 0.00813913, 0.0795163
0.068617, 0.00730767, 0.00585519, 0.0798285
0.0824446, 0.00902616, 0.00709046, 0.0672855
0.0878974, 0.00902837, 0.00752093, 0.0800461
0.0932759, 0.0113232, 0.00948719, 0.0926335
0.106925, 0.0119103, 0.00898769, 0.0845472
0.0882124, 0.0112946, 0.00906513, 0.103742
0.10491, 0.0109523, 0.010456, 0.0919329
0.112308, 0.0118625, 0.00897003, 0.0999407
0.144563, 0.011986, 0.00999081, 0.08877
0.13763, 0.0130431, 0.0079752, 0.0920555
0.107209, 0.0138052, 0.00820186, 0.0898966
0.0964079, 0.0122095, 0.00804445, 0.0813373
0.123238, 0.0117106, 0.00917062, 0.106413
0.132126, 0.0139452, 0.00909202, 0.0897028
0.148466, 0.014247, 0.00682506, 0.0959039
0.146814, 0.0144639, 0.00700665, 0.0864729
0.146949, 0.0153177, 0.00889893, 0.0790175
0.121412, 0.016244, 0.00868389, 0.0914531
0.136262, 0.0162312, 0.00712481, 0.068446
0.129957, 0.0130933, 0.00716246, 0.0737987
0.122324, 0.0160298, 0.00588148, 0.062752
0.111512, 0.0163635, 0.00726607, 0.074477
0.139238, 0.017087, 0.00758789, 0.0627603
0.14532, 0.0199054, 0.00924677, 0.0700832
0.129948, 0.0161686, 0.00789824, 0.0633098
0.128007, 0.0162208, 0.0103839, 0.064404
0.13038, 0.0139007, 0.00850881, 0.0823598
0.138262, 0.0147022, 0.00974573, 0.0979279
0.129807, 0.0180947, 0.00942186, 0.114629
0.154493, 0.017223, 0.0109866, 0.102999
0.145271, 0.0166262, 0.00866957, 0.0934037
0.155761, 0.0160258, 0.00885683, 0.0921445
0.134356, 0.0160739, 0.00917512, 0.0802174
0.158903, 0.0167021, 0.0114595, 0.107031
0.157609, 0.0148153, 0.0101184, 0.0884185
0.148545, 0.013747, 0.00832439, 0.0923145
0.144811, 0.0132098, 0.00978769, 0.070174
0.11675, 0.0120985, 0.00945376, 0.0861935
0.100313, 0.0107152, 0.00949275, 0.0928609
0.113397, 0.0118717, 0.0110798, 0.0863773
0.100797, 0.0115385, 0.0116337, 0.104542
0.124326, 0.0126793, 0.0110909, 0.103277
0.128541, 0.0140183, 0.0110411, 0.142407
0.108719, 0.0125383, 0.0132697, 0.126154
0.111474, 0.0127792, 0.0110652, 0.144889
0.137691, 0.0125399, 0.0152492, 0.141544
0.103598, 0.0119442, 0.011498, 0.127968
0.0993266, 0.0110748, 0.0137827, 0.125677
0.097374, 0.0111903, 0.0109773, 0.12686
0.110269, 0.0120871, 0.0132358, 0.131831
0.13553, 0.0135497, 0.0111241, 0.118788
0.135243, 0.0141383, 0.0108046, 0.083235
0.164703, 0.0155112, 0.00912763, 0.0871776
0.174832, 0.0199203, 0.0105479, 0.0868517
0.167819, 0.0178608, 0.0114857, 0.0951504
0.156327, 0.0178677, 0.0131584, 0.0950749
0.162965, 0.016701, 0.0124112, 0.130593
0.138652, 0.0172483, 0.0141388, 0.135525
0.131016, 0.0152039, 0.0137797, 0.121606
0.154119, 0.0147663, 0.0145186, 0.123004
0.141695, 0.0170209, 0.0134721, 0.122215
0.137272, 0.0200885, 0.0152306, 0.13215
0.138373, 0.0184567, 0.0146669, 0.122386
0.134089, 0.0160599, 0.0116374, 0.122118
0.120726, 0.0146973, 0.0155899, 0.138691
0.115327, 0.01367, 0.0157251, 0.156051
0.115307, 0.0133956, 0.0140093, 0.162512
0.121919, 0.0146889, 0.015128, 0.160051
0.136641, 0.0138018, 0.0136683, 0.155369
0.11388, 0.0138278, 0.0147109, 0.161967
0.10038, 0.0136311, 0.0146501, 0.138216
0.102797, 0.0127556, 0.0154525, 0.133404
0.101577, 0.0128685, 0.0157755, 0.123759
0.108804, 0.0132397, 0.0143375, 0.153507
0.136229, 0.0128696, 0.0139098, 0.129859
0.120278, 0.0117467, 0.0145477, 0.115589
0.131937, 0.012582, 0.0143254, 0.136869
0.102696, 0.0140616, 0.0128595, 0.138016
0.09836, 0.0138077, 0.013028, 0.125634
0.107855, 0.0130119, 0.0134432, 0.141739
0.0929227, 0.0132599, 0.0136805, 0.121594
0.0936323, 0.0138665, 0.012859, 0.123251
0.10186, 0.0132453, 0.0126791, 0.104618
0.102347, 0.0125949, 0.0115613, 0.136723
0.105508, 0.0110078, 0.0123403, 0.142611
0.0891869, 0.0112939, 0.0147778, 0.130736
0.0849497, 0.0122647, 0.0123607, 0.138542
0.104, 0.0103271, 0.0144586, 0.135358
0.0833568, 0.00919874, 0.015653, 0.127918
0.0746322, 0.0101443, 0.0141498, 0.156223
0.0791548, 0.00921483, 0.0160301, 0.176986
0.0859347, 0.00935958, 0.0182049, 0.195287
0.0944016, 0.0132563, 0.0163402, 0.181933
0.0908094, 0.0128954, 0.0168441, 0.197266
0.110694, 0.0122348, 0.0200157, 0.197148
0.123841, 0.0114348, 0.0206383, 0.202708
0.121166, 0.0130403, 0.0174813, 0.183352
0.103409, 0.0139892, 0.0203386, 0.19447
0.0873307, 0.0103302, 0.018948, 0.198655
0.0846363, 0.00890199, 0.0197864, 0.197823
0.0820598, 0.0100797, 0.0210662, 0.198451
0.0840798, 0.0110236, 0.0233428, 0.19379
0.0958824, 0.0099786, 0.0222136, 0.212052
0.0892501, 0.0126871, 0.0188386, 0.206025
0.097375, 0.0111123, 0.0197682, 0.190309
0.113025, 0.0110654, 0.0195286, 0.184006
0.102573, 0.0116795, 0.017715, 0.174904
0.102034, 0.0104497, 0.0169929, 0.202878
0.0999526, 0.0100093, 0.0194136, 0.149579
0.0948986, 0.0116353, 0.0183779, 0.203256
0.0852212, 0.0103721, 0.016902, 0.192662
0.0970745, 0.0112457, 0.017595, 0.183228
0.103318, 0.0112295, 0.0209573, 0.172277
0.112279, 0.0122666, 0.0157904, 0.160894
0.0984107, 0.0110499, 0.0131334, 0.16824
0.0928159, 0.0111444, 0.0176239, 0.143648
0.0873911, 0.00945764, 0.0121599, 0.175099
0.0969657, 0.00905264, 0.0123642, 0.14516
0.0903976, 0.0113643, 0.014244, 0.141973
0.0917796, 0.0109663, 0.0140883, 0.148175
0.0761716, 0.00980661, 0.0150739, 0.161818
0.0862912, 0.00922615, 0.0121474, 0.156874
0.0889523, 0.0107188, 0.0149995, 0.134886
0.102865, 0.0140329, 0.0135151, 0.143586
0.107373, 0.0138177, 0.0117796, 0.12852
0.129133, 0.0140561, 0.0126149, 0.129987
0.118386, 0.014112, 0.0131941, 0.126719
0.118613, 0.0141795, 0.0139329, 0.118419
0.115293, 0.0131246, 0.0115741, 0.148056
0.114189, 0.0129938, 0.0124569, 0.11763
0.113212, 0.0137839, 0.0123972, 0.10563
0.10447, 0.0135818, 0.0117366, 0.118589
0.122439, 0.0127172, 0.0106269, 0.129261
0.108545, 0.012052, 0.0112871, 0.122923
0.102829, 0.0145881, 0.0102346, 0.125034
0.137466, 0.0161906, 0.0109162, 0.0965827
0.133303, 0.0137031, 0.00783407, 0.108039
0.100857, 0.011363, 0.00914881, 0.0780882
0.12298, 0.0108455, 0.00944157, 0.0818993
0.117319, 0.0122814, 0.0102387, 0.0876208
0.112881, 0.0115378, 0.00976419, 0.111842
0.120009, 0.0145763, 0.0114426, 0.0903318
0.151168, 0.0139509, 0.00976819, 0.115979
0.119087, 0.0156908, 0.00877509, 0.0791567
0.143384, 0.0145196, 0.00756748, 0.0843679
0.15832, 0.016902, 0.00710323, 0.0674323
0.193634, 0.0184217, 0.00576142, 0.0616497
0.175557, 0.0175468, 0.00691971, 0.0705228
0.171973, 0.0195208, 0.00798482, 0.0729913
0.177204, 0.0168181, 0.00875908, 0.0855148
0.181217, 0.0184319, 0.00739681, 0.0811403
0.210931, 0.0208064, 0.00837243, 0.0770785
0.215652, 0.0227712, 0.00932909, 0.100821
0.200998, 0.0223256, 0.00843737, 0.109302
0.19776, 0.019587, 0.0118297, 0.0830587
0.18756, 0.0190586, 0.010444, 0.0976004
0.185764, 0.0184602, 0.0113304, 0.119378
0.172655, 0.0211248, 0.0128333, 0.11037
0.172508, 0.017615, 0.0135185, 0.147611
0.158533, 0.018816, 0.0146034, 0.135481
0.152235, 0.018999, 0.0155898, 0.16677
0.151339, 0.0176827, 0.0142634, 0.149591
0.166503, 0.0198427, 0.0183816, 0.163381
0.185291, 0.0168736, 0.0172194, 0.185949
0.151271, 0.0178512, 0.0219721, 0.204811
0.14648, 0.0150171, 0.0186689, 0.202674
0.161068, 0.0180054, 0.0180041, 0.179706
0.140514, 0.0178082, 0.0186653, 0.17878
0.143897, 0.0171246, 0.0178833, 0.172011
0.177197, 0.0161065, 0.0153651, 0.168224
0.161397, 0.0166096, 0.0166762, 0.141592
0.149506, 0.0167854, 0.014171, 0.144168
0.140438, 0.0149052, 0.014765, 0.160352
0.125172, 0.0159382, 0.0140988, 0.152334
0.147181, 0.0146803, 0.0139971, 0.128945
0.15435, 0.0176536, 0.0139653, 0.121484
0.153402, 0.01383, 0.0145797, 0.140964
0.17403, 0.0152664, 0.0134938, 0.127578
0.131991, 0.0151963, 0.0130273, 0.142315
0.142539, 0.0118815, 0.0148977, 0.160342
0.129627, 0.0147339, 0.0168136, 0.167265
0.119438, 0.0148399, 0.0143056, 0.182485
0.142044, 0.0120175, 0.0162593, 0.150645
0.127461, 0.0149441, 0.0141448, 0.145545
0.148246, 0.0159957, 0.0131323, 0.123764
0.157384, 0.013909, 0.0136131, 0.132402
0.165659, 0.0149927, 0.0121076, 0.137546
0.159139, 0.0147827, 0.0157666, 0.133686
0.145478, 0.0143155, 0.0120917, 0.142898
0.160996, 0.0135272, 0.0121045, 0.135952
0.1529, 0.0154621, 0.0114289, 0.113
0.166893, 0.0144443, 0.0121959, 0.116854
0.143015, 0.0152727, 0.0102376, 0.0955277
0.137745, 0.0127816, 0.00889204, 0.0649814
0.150767, 0.0156618, 0.00622757, 0.0858564
0.157593, 0.0126158, 0.00665225, 0.0510249
0.148583, 0.0143954, 0.00695228, 0.0654348
0.173825, 0.0152692, 0.00618121, 0.0645756
0.146682, 0.0144868, 0.00593563, 0.0687096
0.115896, 0.0168476, 0.0045714, 0.0717466
0.134454, 0.0146623, 0.00731157, 0.0592609
0.158155, 0.0138122, 0.00613182, 0.055923
0.177029, 0.0164997, 0.00674947, 0.0533286
0.141443, 0.0170344, 0.0065038, 0.0573149
0.15537, 0.0165183, 0.00642474, 0.0829146
0.190947, 0.0174147, 0.00631716, 0.0769913
0.165081, 0.0187055, 0.00646422, 0.054369
0.167167, 0.0181776, 0.00540435, 0.0606005
0.180433, 0.0189509, 0.00829841, 0.0538122
0.195155, 0.0170537, 0.00717988, 0.0678943
0.177798, 0.0159244, 0.00901595, 0.0731164
0.175837, 0.0195917, 0.0106231, 0.0921085
0.157735, 0.0163617, 0.00960808, 0.0863219
0.159217, 0.0158946, 0.00849649, 0.0637294
0.151332, 0.0164415, 0.00868969, 0.0659876
0.181128, 0.0185601, 0.00815121, 0.061119
0.19127, 0.016917, 0.00752283, 0.0800041
0.188466, 0.0198789, 0.00890024, 0.0866477
0.184694, 0.0194913, 0.00843867, 0.101641
0.157798, 0.0182427, 0.00939686, 0.081382
0.175813, 0.0161611, 0.00784829, 0.0857251
0.189336, 0.0197993, 0.0083557, 0.085939
0.176167, 0.0172639, 0.00938753, 0.0855989
0.170725, 0.0183023, 0.00658884, 0.0910487
0.185294, 0.0150174, 0.00719923, 0.0885981
0.164932, 0.0150861, 0.00751372, 0.0915169
0.17525, 0.01648, 0.00881476, 0.106229
0.155922, 0.0153664, 0.00970102, 0.105955
0.139651, 0.0141363, 0.0111583, 0.101374
0.140975, 0.0124071, 0.0121216, 0.120343
0.118207, 0.011637, 0.0108074, 0.121191
0.112903, 0.0131952, 0.0113212, 0.0987696
0.115957, 0.0131191, 0.0109925, 0.115713
0.135663, 0.013375, 0.0120328, 0.119936
0.0930266, 0.0129533, 0.0133852, 0.129021
0.13117, 0.012698, 0.0121595, 0.115865
0.116289, 0.0123613, 0.0119566, 0.118335
0.0979568, 0.0111649, 0.00906199, 0.110022
0.120274, 0.0116777, 0.00949095, 0.109319
0.101835, 0.0121885, 0.0113552, 0.0986495
0.133844, 0.0112248, 0.0114389, 0.0868555
0.104927, 0.0101031, 0.0113915, 0.101377
0.0857522, 0.00977599, 0.0103792, 0.0953016
0.0941967, 0.0100416, 0.0106487, 0.106584
0.113893, 0.00943197, 0.0109054, 0.121799
0.10433, 0.0114529, 0.0102882, 0.0981152
0.114631, 0.0116755, 0.0115071, 0.092467
0.115935, 0.00867259, 0.0118651, 0.101548
0.102768, 0.011903, 0.0112213, 0.0974223
0.0838321, 0.0116642, 0.0104412, 0.101434
0.0940093, 0.0108756, 0.0118896, 0.112675
0.0813446, 0.00892277, 0.0106833, 0.109249
0.0941626, 0.0101023, 0.0116756, 0.0872145
0.073953, 0.0114169, 0.00966419, 0.0885191
0.0896809, 0.0122775, 0.0081616, 0.0846049
