alpha, beta, delta, gamma 
0.126132, 0.0115544, 0.00977777, 0.100005
0.108945, 0.0141621, 0.00925565, 0.0863468
0.106389, 0.0158427, 0.0113359, 0.111995
0.121766, 0.0124395, 0.0101559, 0.0948382
0.111783, 0.0132291, 0.00860197, 0.0965302
0.118502, 0.0135852, 0.0111568, 0.108736
0.112548, 0.0136696, 0.0109582, 0.105973
0.119565, 0.0138218, 0.00964609, 0.116227
0.102615, 0.0143842, 0.00789752, 0.0734397
0.144585, 0.0152332, 0.0111155, 0.0770596
0.122693, 0.0128002, 0.0081775, 0.0920526
0.123832, 0.0134448, 0.00905445, 0.101666
0.116342, 0.0135125, 0.00821889, 0.0726235
0.110425, 0.0131867, 0.00924426, 0.0819519
0.111371, 0.0128163, 0.0105907, 0.0871827
0.129273, 0.0126056, 0.00897051, 0.0834831
0.124917, 0.0144895, 0.0107456, 0.0857899
0.127038, 0.0166631, 0.00796445, 0.0794413
0.156741, 0.0143038, 0.00678116, 0.0549664
0.126329, 0.0153605, 0.0087341, 0.0794537
0.130207, 0.012545, 0.0076065, 0.0637937
0.106029, 0.0136772, 0.00627206, 0.0507496
0.106509, 0.0119546, 0.005177, 0.0570735
0.106447, 0.0113593, 0.00836039, 0.0613454
0.10178, 0.0114767, 0.00734617, 0.0698188
0.10817, 0.0115755, 0.00673604, 0.0754107
0.10309, 0.0105628, 0.00726097, 0.0666816
0.100008, 0.0105398, 0.00850944, 0.0760104
0.113975, 0.0106086, 0.00885762, 0.0735564
0.0728612, 0.0117722, 0.0107508, 0.0795826
0.0872299, 0.0092517, 0.00869709, 0.0967059
0.0913115, 0.0107337, 0.010004, 0.109266
0.0705919, 0.00847038, 0.01242, 0.103166
0.0672303, 0.0104456, 0.010764, 0.0946894
0.0727815, 0.00804922, 0.0105205, 0.108254
0.0608534, 0.00720108, 0.0134004, 0.106369
0.0503235, 0.00750743, 0.0124825, 0.132372
0.0590039, 0.00669494, 0.0109019, 0.118705
0.0771134, 0.00569744, 0.00962204, 0.107978
0.0615397, 0.00877312, 0.00903507, 0.0935829
0.0714825, 0.0104105, 0.00972649, 0.0807376
0.0761937, 0.00741125, 0.00828494, 0.084147
0.0715209, 0.00956142, 0.0116646, 0.0849735
0.0785418, 0.00937433, 0.008986, 0.077967
0.0972761, 0.0104899, 0.0101222, 0.0807954
0.0747854, 0.0119609, 0.00970171, 0.0903545
0.0705919, 0.00900208, 0.0106701, 0.113601
0.0746006, 0.0103484, 0.0111945, 0.0747904
0.0884358, 0.00954239, 0.0101504, 0.0857292
0.081768, 0.0104728, 0.00998971, 0.100539
0.0899783, 0.0106374, 0.0104946, 0.11062
0.0964764, 0.0106716, 0.00896599, 0.105861
0.0808125, 0.0113588, 0.0117955, 0.109674
0.0800872, 0.00993522, 0.0106193, 0.0925536
0.0885925, 0.0112121, 0.0102046, 0.0984711
0.0927431, 0.0135252, 0.0110161, 0.0981567
0.116239, 0.0113879, 0.0103503, 0.0799398
0.113199, 0.0153728, 0.0101014, 0.0847129
0.141291, 0.0138167, 0.00823966, 0.0979585
0.125183, 0.0165635, 0.00904798, 0.0969664
0.113405, 0.0137809, 0.0114181, 0.106505
0.11477, 0.0130913, 0.0111561, 0.116156
0.111482, 0.0127816, 0.0118475, 0.127759
0.11065, 0.0128119, 0.0149222, 0.126591
0.0965967, 0.0127967, 0.0102372, 0.119849
0.116908, 0.0119215, 0.0108129, 0.10876
0.117136, 0.0109324, 0.0122796, 0.0921914
0.120607, 0.0128915, 0.0117539, 0.13429
0.104525, 0.0103518, 0.0105962, 0.104208
0.104262, 0.0108981, 0.010028, 0.0847318
0.0883628, 0.0112528, 0.00919754, 0.0829779
0.104108, 0.00991201, 0.00721683, 0.0766373
0.102854, 0.00964114, 0.00645999, 0.0843187
0.071833, 0.00914898, 0.00942763, 0.0778792
0.0908907, 0.00857816, 0.0084134, 0.0981349
0.0734604, 0.00831005, 0.00934682, 0.0928148
0.0589757, 0.00846873, 0.00943743, 0.105179
0.0692645, 0.00763104, 0.011408, 0.0963845
0.0609694, 0.00938443, 0.0139735, 0.0921444
0.0594823, 0.00714016, 0.0104631, 0.116594
0.0698435, 0.00788159, 0.0109932, 0.0896847
0.0697826, 0.00942793, 0.0108559, 0.0984125
0.0699106, 0.00667235, 0.00894465, 0.1014
0.065448, 0.00748998, 0.010728, 0.117976
0.0530565, 0.00604216, 0.00988733, 0.116613
0.0568016, 0.00614402, 0.01083, 0.11669
0.0672876, 0.00637603, 0.0128045, 0.103486
0.0546284, 0.00766998, 0.00899301, 0.107765
0.0631842, 0.00977306, 0.00855354, 0.0975243
0.0757075, 0.00782395, 0.0108436, 0.103115
0.0761992, 0.00912206, 0.0128306, 0.101
0.0611982, 0.00973895, 0.0109923, 0.0961051
0.0666032, 0.00835942, 0.0108642, 0.0882122
0.0749623, 0.0094794, 0.0103879, 0.094395
0.0700488, 0.00747045, 0.00870284, 0.106073
0.0622437, 0.00789326, 0.0103352, 0.0931002
0.0715628, 0.00993958, 0.0105717, 0.0907264
0.0699249, 0.00810621, 0.00929366, 0.0908993
0.0743598, 0.009632, 0.00899927, 0.110577
0.114771, 0.0100565, 0.00884944, 0.111856
0.0938986, 0.0159353, 0.0118757, 0.101743
0.110654, 0.0117595, 0.00966944, 0.094757
0.115784, 0.0144962, 0.0119896, 0.0897799
0.109034, 0.0125257, 0.0105744, 0.131889
0.12766, 0.0129175, 0.0110167, 0.10079
0.102524, 0.0123041, 0.00910836, 0.072066
0.119261, 0.0146183, 0.00639133, 0.103024
0.128067, 0.0130802, 0.00824538, 0.0888375
0.105427, 0.0126694, 0.00974704, 0.0743893
0.111258, 0.0141605, 0.00953167, 0.0993777
0.126116, 0.0149013, 0.0101975, 0.112275
0.0906241, 0.0143381, 0.0102025, 0.094282
0.0983856, 0.0129134, 0.0109214, 0.103873
0.103218, 0.0112309, 0.00988936, 0.102115
0.122821, 0.0109757, 0.0103384, 0.107704
0.0850046, 0.0101748, 0.01168, 0.0857702
0.0945447, 0.0128581, 0.0111131, 0.126168
0.114546, 0.00941669, 0.0105441, 0.0737279
0.0954058, 0.0111208, 0.0103483, 0.0841478
0.0956763, 0.010823, 0.0109626, 0.0819678
0.0849049, 0.0127024, 0.00980432, 0.109323
0.0906373, 0.0117391, 0.0114132, 0.0965244
0.0883226, 0.0111948, 0.00958174, 0.0808496
0.083656, 0.0120315, 0.00964849, 0.0861204
0.110181, 0.0119898, 0.00794081, 0.0607091
0.105025, 0.0108849, 0.00862338, 0.0681709
0.0757075, 0.00902622, 0.00634958, 0.0516919
0.075279, 0.0111622, 0.00688626, 0.0723935
0.0946076, 0.00985789, 0.00820546, 0.0742944
0.0882463, 0.0115379, 0.00925874, 0.0578414
0.0998213, 0.0116292, 0.00709561, 0.0695876
0.100885, 0.0117785, 0.0075756, 0.0743209
0.108906, 0.0134865, 0.00723569, 0.0688301
0.0951514, 0.0119742, 0.00739661, 0.09009
0.113861, 0.0136164, 0.00822606, 0.0879664
0.131606, 0.0139341, 0.00839143, 0.0799205
0.131238, 0.0131146, 0.00581329, 0.0819654
0.123065, 0.0152128, 0.00638907, 0.0645638
0.111658, 0.0122779, 0.00752152, 0.0795656
0.105289, 0.0159823, 0.0091924, 0.0638747
0.13711, 0.0142582, 0.00731053, 0.0646994
0.146686, 0.0130774, 0.00654158, 0.0865238
0.152611, 0.0123092, 0.00813624, 0.0792005
0.119269, 0.0141786, 0.00687805, 0.0629463
0.12112, 0.0138644, 0.00653697, 0.0600816
0.128543, 0.0140733, 0.00608692, 0.0765337
0.13035, 0.0134868, 0.00794713, 0.0639368
0.109391, 0.0143564, 0.00868062, 0.0704073
0.107208, 0.0127582, 0.00783474, 0.0907558
0.111569, 0.0135462, 0.0100565, 0.105873
0.110885, 0.0124526, 0.010704, 0.090241
0.108166, 0.0114263, 0.00911502, 0.0894877
0.0857022, 0.014845, 0.008105, 0.1018
0.105825, 0.0138452, 0.00907776, 0.110334
0.0883882, 0.0122173, 0.00974282, 0.0712334
0.112218, 0.011725, 0.00729808, 0.081224
0.104399, 0.0117798, 0.00930774, 0.0818138
0.108499, 0.0107409, 0.00906068, 0.0562122
0.0930304, 0.0135213, 0.00830347, 0.0765044
0.0891035, 0.013137, 0.00778827, 0.0685649
0.104315, 0.0145614, 0.00741764, 0.0789281
0.0979442, 0.0142031, 0.00625719, 0.0725102
0.100298, 0.0139721, 0.00684817, 0.0773555
0.102162, 0.0146376, 0.0068397, 0.0773308
0.123545, 0.0137305, 0.00681935, 0.0647093
0.124286, 0.0151499, 0.0091642, 0.0796001
0.139192, 0.0138731, 0.00666448, 0.0709047
0.122809, 0.0156219, 0.00740283, 0.0701004
0.136726, 0.0132405, 0.00943073, 0.0631408
0.127284, 0.0170456, 0.00933334, 0.109673
0.125452, 0.0165631, 0.00680114, 0.0784044
0.137608, 0.016094, 0.00861644, 0.0611083
0.116458, 0.0144608, 0.00799108, 0.0793543
0.116397, 0.0143304, 0.00917674, 0.0745958
0.110495, 0.0132271, 0.00844142, 0.0652705
0.0812588, 0.0115752, 0.00543751, 0.0657648
0.0853064, 0.00792879, 0.00772023, 0.0485118
0.0722301, 0.00905618, 0.00837654, 0.0558582
0.0576946, 0.00821895, 0.00622757, 0.0537262
0.0733756, 0.011499, 0.00680375, 0.0594598
0.0733642, 0.00937453, 0.00760062, 0.0598234
0.0766906, 0.00995554, 0.00754369, 0.0754319
0.0859225, 0.00897464, 0.00778518, 0.0757816
0.0832096, 0.009511, 0.00873919, 0.0868944
0.0906384, 0.00919269, 0.0107253, 0.0877145
0.0659515, 0.0108814, 0.0107986, 0.0949941
0.0572681, 0.00919912, 0.00904654, 0.0891086
0.0728888, 0.00878584, 0.00923109, 0.0877972
0.0770257, 0.00931931, 0.00929659, 0.102208
0.0700975, 0.0110604, 0.00940962, 0.0922446
0.0803798, 0.00724241, 0.009177, 0.0923023
0.0711658, 0.00781718, 0.0102083, 0.0959532
0.0689917, 0.00915872, 0.0104881, 0.103711
0.0745237, 0.01045, 0.0104235, 0.0993143
0.0598677, 0.00799389, 0.00933424, 0.131773
0.0589416, 0.00872053, 0.0148181, 0.102417
0.0701055, 0.00814551, 0.0117784, 0.119062
0.063211, 0.00821335, 0.0115307, 0.0933849
0.0574628, 0.00877236, 0.0102524, 0.0884994
0.0786352, 0.00872718, 0.0103737, 0.0750676
0.0946999, 0.0105291, 0.00792668, 0.0859334
0.0841949, 0.00972466, 0.00912225, 0.0723431
0.0651109, 0.0100011, 0.00900951, 0.0803326
0.0843218, 0.010176, 0.00827773, 0.0890937
0.073878, 0.0109566, 0.00804113, 0.0625446
0.103263, 0.0108803, 0.00773001, 0.0636864
0.0666495, 0.00923304, 0.00603196, 0.0709529
0.0753467, 0.010467, 0.0079204, 0.0793019
0.0914012, 0.0096892, 0.0097934, 0.0759141
0.0897691, 0.0100058, 0.00829834, 0.0870929
0.0828871, 0.0133935, 0.00805964, 0.0761058
0.0837984, 0.0128285, 0.00967076, 0.0641409
0.088813, 0.00907684, 0.00921505, 0.0651444
0.104869, 0.0099829, 0.00924777, 0.0764039
0.104217, 0.0100361, 0.00810985, 0.0858961
0.0901773, 0.0136415, 0.0107877, 0.0830587
0.0760206, 0.00980529, 0.00962055, 0.102861
0.0758324, 0.008565, 0.00972689, 0.115118
0.0686921, 0.0115674, 0.0101087, 0.0925944
0.0967086, 0.0145935, 0.0108056, 0.106009
0.0910773, 0.0108948, 0.0105713, 0.101858
0.0884119, 0.00967169, 0.01045, 0.0930097
0.088382, 0.0102722, 0.0101276, 0.11314
0.0834096, 0.00971073, 0.00846106, 0.0964622
0.094881, 0.00986652, 0.0102018, 0.0731259
0.0885535, 0.00975329, 0.00813113, 0.0795659
0.0844228, 0.0123355, 0.0105114, 0.117357
0.0827067, 0.0118835, 0.0104206, 0.101421
0.073524, 0.0107821, 0.0102804, 0.115916
0.0774721, 0.00981221, 0.010987, 0.0992517
0.0820715, 0.00936065, 0.0102927, 0.116761
0.0957185, 0.0111571, 0.0134942, 0.123531
0.0881217, 0.0111894, 0.0117835, 0.133943
0.0726925, 0.0110495, 0.0129842, 0.120931
0.0694977, 0.00948872, 0.0123353, 0.11237
0.0765018, 0.0101358, 0.0134089, 0.121545
0.0704705, 0.00730325, 0.0137783, 0.136566
0.0873007, 0.00792037, 0.0132372, 0.139024
0.0888468, 0.00933867, 0.0120528, 0.131057
0.0734157, 0.00954431, 0.0138164, 0.129623
0.08633, 0.00966355, 0.0107992, 0.11652
0.0808693, 0.00989483, 0.0120975, 0.099889
0.071317, 0.00971687, 0.0125834, 0.124902
0.0729282, 0.00856629, 0.0108594, 0.11963
0.0878368, 0.0107639, 0.0102169, 0.138355
0.0746755, 0.00884914, 0.0107978, 0.117514
0.0817458, 0.00918918, 0.0121003, 0.109384
0.0904121, 0.00840652, 0.0142647, 0.119648
0.0763434, 0.0100828, 0.0128053, 0.0867512
0.0626443, 0.00952165, 0.00920063, 0.125134
0.0723337, 0.00802718, 0.0114693, 0.113107
0.0515693, 0.00974618, 0.00984477, 0.0963083
0.0523203, 0.00764219, 0.0116878, 0.0814467
0.0601148, 0.00770294, 0.0102847, 0.0893932
0.0758213, 0.00802631, 0.00881984, 0.102322
0.0798132, 0.00584695, 0.00932714, 0.120139
0.0759462, 0.00833773, 0.0103366, 0.103584
0.0794393, 0.00857991, 0.011826, 0.114816
0.0642471, 0.00923721, 0.00888931, 0.0898736
0.0630739, 0.0107726, 0.00830413, 0.0820441
0.0865113, 0.0110069, 0.00865799, 0.0883607
0.0956207, 0.0108386, 0.0079568, 0.0821492
0.0872055, 0.0108841, 0.00951709, 0.0736297
0.0823093, 0.0122118, 0.00839155, 0.0705391
0.0766115, 0.0104036, 0.00650471, 0.0714506
0.0959101, 0.011303, 0.00942612, 0.081994
0.0795338, 0.0100156, 0.00716724, 0.0793436
0.0690669, 0.00937769, 0.00857793, 0.104931
0.0598958, 0.00947179, 0.00784607, 0.0787373
0.0800354, 0.00901066, 0.00947679, 0.0621736
0.0788346, 0.00970031, 0.00913154, 0.0884504
0.0801015, 0.0116721, 0.00780799, 0.0850736
0.0907797, 0.00805924, 0.00789047, 0.0741633
0.0764663, 0.0102958, 0.00863564, 0.0734637
0.0796715, 0.0083673, 0.00861405, 0.0965161
0.075395, 0.0100704, 0.0103116, 0.0782988
0.0703226, 0.00976448, 0.0104734, 0.0809447
0.0594701, 0.00753599, 0.0124589, 0.0770487
0.0606878, 0.00659722, 0.010014, 0.107169
0.0484249, 0.00797628, 0.0100868, 0.116957
0.059636, 0.00760144, 0.010021, 0.109833
0.0632447, 0.00608982, 0.0114781, 0.108796
0.0880156, 0.00752778, 0.0120802, 0.136462
0.0827614, 0.00784279, 0.0100046, 0.103172
0.0802359, 0.00776428, 0.0107035, 0.0996204
0.0792013, 0.00828475, 0.00933865, 0.0828749
0.0603554, 0.00715284, 0.0108323, 0.0881639
0.0543049, 0.00730265, 0.0108163, 0.0874621
0.0566687, 0.00727294, 0.0128147, 0.102272
0.0611715, 0.00737618, 0.00903223, 0.105537
0.0913343, 0.0108697, 0.00747247, 0.0807853
0.0770436, 0.00937186, 0.00763499, 0.0639284
0.0515218, 0.00670332, 0.00763206, 0.0611823
0.0614681, 0.0081515, 0.00783273, 0.088595
0.0618911, 0.00896578, 0.00731872, 0.0602113
0.0862958, 0.010337, 0.00723565, 0.0678038
0.101403, 0.0121131, 0.00613497, 0.0815469
0.0794841, 0.0104933, 0.00822068, 0.0769686
0.0968277, 0.0117939, 0.00960395, 0.0773745
0.0892677, 0.011789, 0.00794207, 0.0834361
0.126412, 0.0108752, 0.00964435, 0.0821556
0.0775442, 0.0125941, 0.00854181, 0.0830474
0.0825491, 0.0111287, 0.00786532, 0.0841082
0.0841148, 0.0121383, 0.00813948, 0.0835041
0.0746808, 0.0118601, 0.00907795, 0.0758635
0.069362, 0.0110438, 0.00972615, 0.0911017
0.0793812, 0.0111166, 0.00950853, 0.0913022
0.0794975, 0.00958653, 0.00901188, 0.0724046
0.08822, 0.0082419, 0.00872153, 0.0829754
0.0816596, 0.010545, 0.00857749, 0.0708104
0.0965546, 0.0100041, 0.00789811, 0.0699006
0.0901492, 0.0116011, 0.00746516, 0.0470043
0.10519, 0.0151042, 0.00551281, 0.0466344
0.0962246, 0.0119174, 0.00586435, 0.0422911
0.0997473, 0.0139234, 0.00649335, 0.0520179
0.112321, 0.0129409, 0.00547676, 0.0526794
0.0996404, 0.0134051, 0.00567407, 0.0454444
0.108115, 0.0140483, 0.00675727, 0.0741695
0.118138, 0.0115538, 0.00743195, 0.0525523
0.0975622, 0.0124418, 0.00499009, 0.0615671
0.111533, 0.0131655, 0.00673232, 0.0639839
0.102002, 0.0111951, 0.00686235, 0.0539417
0.0784032, 0.0121443, 0.00757151, 0.0694307
0.0889085, 0.0111204, 0.0083311, 0.0731707
0.0925303, 0.00962082, 0.00809736, 0.100469
0.0753541, 0.0125952, 0.00929366, 0.0986749
0.0900386, 0.0107866, 0.0110667, 0.067145
0.105028, 0.0108518, 0.00882581, 0.085653
0.0876818, 0.0123929, 0.00852666, 0.0730414
0.0869109, 0.0108563, 0.011436, 0.0932766
0.0814152, 0.0119066, 0.0109535, 0.106944
0.091859, 0.00943463, 0.0089345, 0.0832811
0.066103, 0.0108535, 0.0111798, 0.0934865
0.0865912, 0.00745086, 0.0104282, 0.0851781
0.0850941, 0.00977817, 0.0112486, 0.0707081
0.0751715, 0.00838509, 0.00950102, 0.0700549
0.0791976, 0.0114892, 0.00746373, 0.0737694
0.0662571, 0.0110649, 0.00718952, 0.067636
0.0849569, 0.00994839, 0.00865417, 0.0835409
0.101907, 0.0100338, 0.00804402, 0.0652363
0.0959572, 0.0111544, 0.00775767, 0.0531302
0.0998849, 0.0125279, 0.0063931, 0.0596741
0.102729, 0.0118883, 0.00877834, 0.0650591
0.12157, 0.0135287, 0.00794265, 0.0785387
0.100917, 0.0146021, 0.00621308, 0.0698437
0.11778, 0.0101894, 0.00707065, 0.0806781
0.098765, 0.0123266, 0.00845117, 0.0654963
0.113332, 0.0123806, 0.00704076, 0.0619069
0.112596, 0.0121387, 0.00774868, 0.0614056
0.0974005, 0.0105082, 0.00714586, 0.0576083
0.0825061, 0.01253, 0.00639313, 0.066693
0.0880247, 0.0120149, 0.00649704, 0.0626454
0.0893266, 0.00842896, 0.0097503, 0.0687396
0.0658878, 0.011152, 0.0079729, 0.071948
0.0794794, 0.00897815, 0.00911654, 0.074916
0.0639997, 0.0085681, 0.00879773, 0.0763928
0.0894887, 0.0100531, 0.00925371, 0.0654863
0.091154, 0.00910495, 0.00756345, 0.0756142
0.0798714, 0.00923825, 0.00613118, 0.057077
0.108532, 0.0111876, 0.00764721, 0.0618297
0.104786, 0.0116689, 0.00686238, 0.0631339
0.10818, 0.0138918, 0.00827306, 0.065436
0.101179, 0.0126649, 0.00657752, 0.0529889
0.0833304, 0.0124311, 0.00859233, 0.0501442
0.0768138, 0.0117834, 0.00879073, 0.0579617
0.105451, 0.012521, 0.00759299, 0.0646679
0.118002, 0.0134858, 0.00726466, 0.0969041
0.123215, 0.0111763, 0.0116536, 0.0932985
0.12427, 0.0117307, 0.00885694, 0.0770783
0.108915, 0.0130573, 0.0116781, 0.0905136
0.11513, 0.0134296, 0.00983196, 0.111191
0.0879049, 0.0131901, 0.0103342, 0.111343
0.0868245, 0.0113805, 0.0130916, 0.1252
0.0977286, 0.0108691, 0.0159879, 0.15357
0.102658, 0.0137014, 0.0148362, 0.146161
0.0979455, 0.0126875, 0.0144815, 0.14504
0.114451, 0.0125831, 0.0154778, 0.14146
0.102865, 0.0137763, 0.0167619, 0.12733
0.107416, 0.0134178, 0.0138835, 0.122391
0.113706, 0.013011, 0.0124045, 0.134163
0.121465, 0.012294, 0.016465, 0.130602
0.114414, 0.0132615, 0.0163593, 0.162229
0.152995, 0.0149447, 0.0162228, 0.176664
0.132581, 0.0155352, 0.0162385, 0.162339
0.129155, 0.0137864, 0.0166861, 0.166404
0.134743, 0.0130092, 0.0141622, 0.139958
0.11721, 0.013693, 0.0150853, 0.170962
0.13273, 0.0119275, 0.0126478, 0.145631
0.131232, 0.0136783, 0.014126, 0.136227
0.12025, 0.0144537, 0.0143131, 0.137843
0.112891, 0.0123536, 0.0132333, 0.12259
0.13045, 0.0134164, 0.0129303, 0.111415
0.122563, 0.013888, 0.0105091, 0.121279
0.1228, 0.0145071, 0.0135875, 0.0897101
0.130993, 0.0160271, 0.00921887, 0.105388
0.140501, 0.0169294, 0.0109375, 0.0797415
0.127897, 0.0135447, 0.00621871, 0.0716701
0.127332, 0.0138649, 0.00784646, 0.0730572
0.11976, 0.0162621, 0.00785025, 0.0773504
0.139276, 0.0153675, 0.00566722, 0.0685633
0.125558, 0.0163435, 0.00748635, 0.0554624
0.128597, 0.0156379, 0.00759624, 0.0703808
0.107117, 0.0137579, 0.00640903, 0.0626112
0.113666, 0.0135144, 0.00715389, 0.0585845
0.125322, 0.0140125, 0.010967, 0.0670222
0.101914, 0.0123997, 0.0106153, 0.093884
0.086019, 0.011196, 0.00804713, 0.0883792
0.0890538, 0.0099599, 0.0101764, 0.0871031
0.088824, 0.0115769, 0.00914005, 0.109305
0.0865005, 0.00894855, 0.00947758, 0.0839719
0.0980778, 0.0105503, 0.0107779, 0.100445
0.112933, 0.00990897, 0.00877282, 0.0857663
0.100271, 0.0126911, 0.0104202, 0.0938884
0.0958467, 0.0100134, 0.0113392, 0.0795257
0.0882151, 0.00926023, 0.00929378, 0.0974601
0.0948391, 0.0118291, 0.0131865, 0.107627
0.101421, 0.0124565, 0.0110034, 0.092362
0.116935, 0.0117098, 0.0115797, 0.0941592
0.123775, 0.0165264, 0.00753032, 0.0882451
0.0873903, 0.011889, 0.00843514, 0.0857727
0.0996023, 0.0123089, 0.00837405, 0.0649329
0.134257, 0.0129256, 0.0085768, 0.0661755
0.12365, 0.0131746, 0.00781116, 0.0756075
0.098368, 0.015406, 0.00894993, 0.068408
0.108166, 0.0136254, 0.0085799, 0.0763611
0.0957393, 0.0125412, 0.00759056, 0.0491399
0.0924148, 0.0115218, 0.00883129, 0.0701234
0.107359, 0.0104198, 0.00859856, 0.0564175
0.113322, 0.0127893, 0.00891566, 0.0609014
0.109044, 0.0153031, 0.00861619, 0.0686582
0.124313, 0.0139003, 0.00751071, 0.0869954
0.122199, 0.0143554, 0.00889423, 0.086055
0.148878, 0.0162153, 0.0100698, 0.0624109
0.132902, 0.0140606, 0.00952936, 0.0852912
0.144433, 0.0154421, 0.0092403, 0.0690478
0.139138, 0.0145149, 0.0101541, 0.0894316
0.139615, 0.0158773, 0.00902416, 0.0953728
0.128093, 0.0164109, 0.00874026, 0.0657688
0.131454, 0.0145772, 0.00749164, 0.0993275
0.143732, 0.0192331, 0.00830118, 0.0807938
0.132153, 0.0179743, 0.00958054, 0.0776806
0.133864, 0.0177922, 0.008927, 0.0786998
0.14199, 0.0164356, 0.00781566, 0.0566544
0.133628, 0.0147145, 0.0069936, 0.0679321
0.142324, 0.0157677, 0.00910098, 0.0691098
0.129811, 0.0152359, 0.00837835, 0.0750645
0.102156, 0.0152387, 0.00854321, 0.0820858
0.156556, 0.0139588, 0.00957953, 0.0860351
0.118394, 0.0155417, 0.00876838, 0.0546458
0.112501, 0.0171167, 0.00938901, 0.0569397
0.130191, 0.0148611, 0.00768509, 0.0681235
0.120012, 0.0145808, 0.00741795, 0.0570069
0.115616, 0.0138694, 0.0091647, 0.0677375
0.113781, 0.0155594, 0.00723247, 0.0810792
0.107446, 0.0128027, 0.0093996, 0.0775813
0.0970319, 0.0158966, 0.00819031, 0.0803904
0.114222, 0.0174006, 0.00716766, 0.0713322
0.144334, 0.0151299, 0.00807064, 0.0495046
0.131903, 0.0134768, 0.00801799, 0.061399
0.117624, 0.0142949, 0.00637596, 0.0720463
0.11573, 0.0129296, 0.00795607, 0.0614822
0.110301, 0.0128428, 0.00860573, 0.0720215
0.130337, 0.012782, 0.00760899, 0.0731256
0.0997688, 0.0131021, 0.00804482, 0.101855
0.130362, 0.0107656, 0.00824226, 0.0743055
0.115822, 0.0106571, 0.0108179, 0.0830086
0.0942433, 0.0123773, 0.0121116, 0.08414
0.108713, 0.0132909, 0.0123832, 0.11377
0.1232, 0.0131089, 0.0105026, 0.0941114
0.139585, 0.0130349, 0.0108765, 0.0930383
0.107647, 0.0145954, 0.010027, 0.0827624
0.0979722, 0.0123542, 0.00885848, 0.0989857
0.0900951, 0.00984573, 0.0101397, 0.0633662
0.0752223, 0.0114838, 0.00971083, 0.0775876
0.0871394, 0.00845429, 0.0101453, 0.0764634
0.0677485, 0.00993809, 0.0092534, 0.0836013
0.0710076, 0.00830352, 0.0115326, 0.109379
0.0595499, 0.0108595, 0.00932757, 0.100107
0.0607818, 0.008966, 0.0106279, 0.0953789
0.0719177, 0.009962, 0.0108677, 0.0765955
0.0744033, 0.00851468, 0.00907737, 0.0854567
0.0707326, 0.00834285, 0.00964281, 0.103612
0.0680179, 0.00716709, 0.0125944, 0.087139
0.0635872, 0.00820437, 0.0130112, 0.0942908
0.0640414, 0.00956482, 0.0100914, 0.114196
0.0583948, 0.00840101, 0.010474, 0.105135
0.0681924, 0.00708106, 0.0121156, 0.105131
0.0630644, 0.0104045, 0.00943421, 0.115167
0.0758853, 0.00820517, 0.0113687, 0.0938913
0.079879, 0.00909654, 0.0105107, 0.1001
0.0794988, 0.0112022, 0.0098867, 0.124243
0.0764406, 0.00938847, 0.0106873, 0.102181
0.0860083, 0.0103102, 0.0111383, 0.0934163
0.0926872, 0.0100075, 0.0100816, 0.11042
0.086669, 0.0102747, 0.0112955, 0.0862336
0.0817592, 0.00907872, 0.0102945, 0.0923882
0.0714002, 0.00804109, 0.00912914, 0.105992
0.0698295, 0.00755778, 0.0111522, 0.100195
0.0736489, 0.00801669, 0.00988785, 0.077288
0.0701237, 0.00844394, 0.0080527, 0.0710144
0.0488778, 0.00680789, 0.00797684, 0.0863645
0.0650136, 0.0088706, 0.00917013, 0.0963498
0.0616, 0.00803801, 0.00933276, 0.0970426
0.0586461, 0.0073488, 0.0100512, 0.085298
0.0584223, 0.0087374, 0.00894842, 0.106662
0.0629699, 0.00885777, 0.0114564, 0.0982074
0.0596954, 0.00811595, 0.0111966, 0.094829
0.0806322, 0.0111862, 0.00952069, 0.0807439
0.0854937, 0.00900296, 0.00914163, 0.103567
0.0843791, 0.0105618, 0.0107355, 0.105041
0.0892508, 0.00965565, 0.0100783, 0.100568
0.0759923, 0.0104146, 0.0115559, 0.117291
0.0647567, 0.00995137, 0.014434, 0.133305
0.0784773, 0.00620269, 0.0157121, 0.142735
0.0847321, 0.00848192, 0.0134596, 0.183137
0.0754159, 0.00993419, 0.0167061, 0.161723
0.0842331, 0.00883045, 0.014991, 0.159328
0.112575, 0.0112576, 0.0135027, 0.138369
0.0985687, 0.0121382, 0.00995034, 0.117412
0.112777, 0.0126516, 0.00918118, 0.110856
0.0970121, 0.0135519, 0.0116088, 0.121638
0.101135, 0.016553, 0.0122104, 0.11538
0.111621, 0.0149885, 0.0116205, 0.104551
0.120952, 0.0138383, 0.011367, 0.095988
0.103622, 0.0129535, 0.0117817, 0.120051
0.100623, 0.0117879, 0.0111574, 0.132637
0.10193, 0.00982772, 0.0127999, 0.145561
0.0776481, 0.010025, 0.0146682, 0.124842
0.0721207, 0.00791042, 0.0147352, 0.138616
0.0530693, 0.00907887, 0.0129187, 0.126122
0.0499074, 0.00873667, 0.0122452, 0.120807
0.0646607, 0.00838695, 0.0128562, 0.117182
0.0596155, 0.00763667, 0.0149343, 0.108556
0.0673497, 0.00785532, 0.0110678, 0.114432
0.0662865, 0.00854151, 0.0105027, 0.0854402
0.0729245, 0.00886527, 0.0134381, 0.115693
