alpha, beta, delta, gamma 
0.0811245, 0.00924967, 0.0088844, 0.0735573
0.0935118, 0.00972287, 0.00817261, 0.0819168
0.0774436, 0.0111636, 0.00797792, 0.0791904
0.0793306, 0.0133498, 0.0108729, 0.077769
0.0897562, 0.0100868, 0.012077, 0.0928592
0.0776639, 0.0105983, 0.00928479, 0.0774344
0.0838489, 0.00972119, 0.00971485, 0.0878207
0.0732299, 0.0087421, 0.0101381, 0.0785746
0.0813759, 0.00956986, 0.00847574, 0.087695
0.086063, 0.008945, 0.00784192, 0.065319
0.100172, 0.00976396, 0.00952482, 0.0812771
0.0695156, 0.00955486, 0.0103541, 0.0860528
0.0861753, 0.00988545, 0.00998694, 0.0828475
0.0781893, 0.0116822, 0.0114448, 0.0859575
0.0607704, 0.00853943, 0.00872837, 0.104594
0.062979, 0.00904906, 0.00824511, 0.121769
0.0484811, 0.0108014, 0.0103046, 0.103068
0.0681339, 0.00925512, 0.00997852, 0.100209
0.0847519, 0.00949317, 0.010124, 0.11284
0.0723362, 0.00871446, 0.012593, 0.0979112
0.0802136, 0.00991036, 0.0112279, 0.0936967
0.0755389, 0.00931904, 0.0119844, 0.0951226
0.0715649, 0.00790882, 0.00909675, 0.118453
0.0665404, 0.00941825, 0.011032, 0.119744
0.064268, 0.00809389, 0.0129352, 0.121425
0.064701, 0.00802284, 0.0117019, 0.0951108
0.084373, 0.00946618, 0.0111885, 0.0965354
0.0741283, 0.00919202, 0.0106526, 0.123486
0.0642219, 0.00816454, 0.0100973, 0.105007
0.0649696, 0.00816874, 0.00756587, 0.105622
0.069184, 0.00802038, 0.00948029, 0.0858515
0.078822, 0.00854317, 0.00938704, 0.101229
0.0804598, 0.00600737, 0.0102844, 0.10135
0.0670787, 0.0091206, 0.0122682, 0.110558
0.0700394, 0.00911259, 0.0130592, 0.113633
0.0810528, 0.0101195, 0.0144075, 0.125194
0.0857068, 0.010398, 0.0143044, 0.13999
0.0935049, 0.0121535, 0.0140056, 0.131121
0.0754128, 0.0122343, 0.0140217, 0.112715
0.0655239, 0.0112542, 0.0142369, 0.114861
0.0778186, 0.0107365, 0.0153409, 0.151128
0.0565757, 0.0125928, 0.0135461, 0.132586
0.0867913, 0.0106265, 0.0148866, 0.110087
0.090232, 0.0111655, 0.0141686, 0.125646
0.0638638, 0.0092816, 0.013768, 0.106323
0.0894925, 0.0113394, 0.0163582, 0.133059
0.0828601, 0.0113246, 0.01419, 0.120196
0.0748343, 0.00937474, 0.0117781, 0.127954
0.082361, 0.0107314, 0.0118915, 0.115513
0.0926389, 0.0130723, 0.0155577, 0.115939
0.0856957, 0.0118646, 0.0124105, 0.0944203
0.0776472, 0.0113807, 0.0122234, 0.106914
0.0876164, 0.0119868, 0.0122624, 0.0923302
0.0980511, 0.01274, 0.0109909, 0.108043
0.099733, 0.0125077, 0.0119307, 0.0888129
0.104938, 0.0128125, 0.0106816, 0.10265
0.0889845, 0.0118, 0.0124526, 0.0908443
0.0782166, 0.0096203, 0.0114449, 0.0968374
0.0863167, 0.0110486, 0.0115608, 0.106886
0.0930042, 0.0141695, 0.0115657, 0.0828582
0.0914897, 0.014168, 0.00977662, 0.112463
0.0877009, 0.00946229, 0.0107552, 0.0986633
0.067146, 0.0109958, 0.0101909, 0.109937
0.0702701, 0.00822796, 0.0145814, 0.08847
0.0770833, 0.0104301, 0.011943, 0.119215
0.0827194, 0.00953948, 0.01298, 0.119796
0.0689558, 0.0098341, 0.0116012, 0.105035
0.0627725, 0.00891069, 0.0111659, 0.100116
0.0732486, 0.00839746, 0.00785237, 0.100373
0.0490442, 0.00819189, 0.00946535, 0.075978
0.0443754, 0.00712461, 0.00920107, 0.0754652
0.0619968, 0.0069792, 0.00793963, 0.0960595
0.0559647, 0.00962564, 0.00889139, 0.0827798
0.0793042, 0.00802449, 0.00922439, 0.0758791
0.0887787, 0.00868585, 0.0105142, 0.0719804
0.0892995, 0.0103613, 0.00910212, 0.0725868
0.0884909, 0.00883433, 0.00750241, 0.0787377
0.0933269, 0.00875061, 0.00984574, 0.0705639
0.0826412, 0.00790572, 0.00944626, 0.0701496
0.0685532, 0.009204, 0.0104486, 0.0698501
0.074984, 0.00887551, 0.00775204, 0.0662672
0.0595465, 0.00696092, 0.0101466, 0.088876
0.0938004, 0.00757345, 0.0101406, 0.0819015
0.0754114, 0.00724926, 0.00776035, 0.0685772
0.0536154, 0.00703876, 0.00680179, 0.0653077
0.0567265, 0.00794624, 0.00736942, 0.0709472
0.0537385, 0.00800828, 0.0069853, 0.0824758
0.0866498, 0.00799985, 0.00724575, 0.0764418
0.0710293, 0.00816909, 0.00576776, 0.0703623
0.0803618, 0.00721007, 0.00841611, 0.0760967
0.0816224, 0.00774449, 0.00798811, 0.0674067
0.06496, 0.0102498, 0.00764347, 0.071079
0.0675195, 0.00950135, 0.00894485, 0.0710254
0.0693965, 0.00848201, 0.00864796, 0.0808204
0.0808309, 0.00846387, 0.00880239, 0.0658707
0.0775987, 0.0103521, 0.010794, 0.0632688
0.0939782, 0.00902732, 0.00685218, 0.0788097
0.0848408, 0.011024, 0.00835332, 0.0643859
0.110371, 0.0120874, 0.00734423, 0.0438363
0.101066, 0.0133068, 0.00716277, 0.0497737
0.108444, 0.0124747, 0.00656888, 0.068249
0.0836838, 0.00918802, 0.008279, 0.0632323
0.0899017, 0.00971248, 0.0085038, 0.0681995
0.0875118, 0.00992457, 0.00780869, 0.0648054
0.0764257, 0.0098066, 0.00794037, 0.0798148
0.101574, 0.00856664, 0.00673023, 0.0770503
0.100724, 0.00966679, 0.0101453, 0.07929
0.0870112, 0.00938705, 0.00853271, 0.0914886
0.0935013, 0.0114945, 0.00936638, 0.0821083
0.0942776, 0.0126468, 0.00798699, 0.0740013
0.0970582, 0.0114634, 0.0103581, 0.0940183
0.0787361, 0.0104047, 0.00722698, 0.0865624
0.0853599, 0.0122976, 0.00833773, 0.0692847
0.110417, 0.0127347, 0.00784899, 0.0691964
0.103739, 0.0134736, 0.00995919, 0.0781678
0.102327, 0.0129347, 0.00886992, 0.0753225
0.0852222, 0.012986, 0.00971362, 0.091981
0.0683755, 0.0106264, 0.0071024, 0.079758
0.0859601, 0.0077928, 0.0101059, 0.0843939
0.0749118, 0.00872991, 0.00843347, 0.0838057
0.0990731, 0.0116203, 0.00948841, 0.0948596
0.0789457, 0.0117178, 0.0106922, 0.0917347
0.102044, 0.0119454, 0.0114794, 0.109607
0.0972145, 0.0120972, 0.0112315, 0.0859069
0.125636, 0.0101537, 0.00927319, 0.0844115
0.110715, 0.0136626, 0.0080485, 0.0765341
0.112599, 0.0127057, 0.0100157, 0.0885761
0.086893, 0.0136416, 0.0113281, 0.100532
0.112751, 0.0120643, 0.00936819, 0.0819732
0.0924306, 0.0136677, 0.00698681, 0.0751196
0.127545, 0.0112487, 0.00711667, 0.0807349
0.100806, 0.0137967, 0.0067925, 0.0811475
0.11251, 0.0125819, 0.00893714, 0.0668561
0.0887335, 0.0113567, 0.00916694, 0.0829076
0.0946669, 0.0104421, 0.00683261, 0.0777087
0.0957506, 0.012399, 0.00608649, 0.0709742
0.0741831, 0.0115136, 0.00612693, 0.0822526
0.0555091, 0.0091163, 0.00703871, 0.059441
0.0845188, 0.00965951, 0.0067079, 0.0709473
0.075629, 0.0109252, 0.00804508, 0.0616652
0.107041, 0.0121209, 0.00695595, 0.0621467
0.0862393, 0.0117085, 0.00735641, 0.0747519
0.104173, 0.0150961, 0.0104717, 0.0794631
0.123026, 0.0122019, 0.0105568, 0.0682223
0.102298, 0.014375, 0.00860127, 0.0738248
0.0803863, 0.0113904, 0.00868529, 0.0973452
0.0855655, 0.0115288, 0.00843556, 0.0957495
0.0685663, 0.0108632, 0.00927653, 0.0986928
0.0777907, 0.0111906, 0.00958093, 0.101945
0.0889055, 0.00942379, 0.0130407, 0.118655
0.0813979, 0.00889028, 0.0109791, 0.0940559
0.070892, 0.0108946, 0.0117374, 0.116185
0.071051, 0.0103829, 0.0107657, 0.111544
0.0693194, 0.00824978, 0.0124041, 0.115002
0.0701937, 0.0100031, 0.012194, 0.0920086
0.0588476, 0.00972951, 0.0109761, 0.112366
0.0693609, 0.00907854, 0.0115164, 0.111494
0.0723623, 0.00767952, 0.0136447, 0.115555
0.0702917, 0.0102969, 0.0126977, 0.145314
0.0603023, 0.00885335, 0.0117209, 0.123246
0.0758782, 0.00800637, 0.012399, 0.127726
0.0621523, 0.00952482, 0.0142293, 0.145454
0.0757255, 0.00918787, 0.0154026, 0.147099
0.0763376, 0.00882941, 0.0146442, 0.132958
0.0822038, 0.00932068, 0.0124367, 0.140124
0.0780788, 0.00943279, 0.0134586, 0.137775
0.0956609, 0.00940971, 0.012323, 0.125086
0.0901715, 0.00895222, 0.0110698, 0.124769
0.0941819, 0.010152, 0.0125758, 0.105687
0.0987909, 0.00824739, 0.0120544, 0.123148
0.0939565, 0.0111396, 0.0115921, 0.117179
0.0824135, 0.0117779, 0.00966743, 0.0988997
0.0903819, 0.0106433, 0.0093527, 0.108101
0.0992707, 0.00965185, 0.00980447, 0.10156
0.0781016, 0.0108427, 0.00965458, 0.118618
0.0734052, 0.00782626, 0.0117121, 0.108008
0.0829331, 0.00932477, 0.0110113, 0.113273
0.0602833, 0.00815331, 0.0127969, 0.0957718
0.0688204, 0.00889433, 0.00923812, 0.103617
0.0638956, 0.00858782, 0.00908255, 0.0982854
0.0762504, 0.00889056, 0.0100029, 0.096577
0.0584114, 0.0086334, 0.00938878, 0.0910272
0.0699526, 0.00647641, 0.00776484, 0.0890013
0.0562512, 0.00908971, 0.0106347, 0.0882391
0.0612257, 0.00710963, 0.0084089, 0.0754833
0.0686349, 0.0105925, 0.00781675, 0.0864935
0.0735619, 0.00845291, 0.00930751, 0.0813927
0.0740121, 0.0091848, 0.010555, 0.0943294
0.0802339, 0.00959513, 0.0110923, 0.107923
0.0840138, 0.00976096, 0.00932118, 0.0825648
0.0643515, 0.0105353, 0.0111243, 0.0915079
0.0797808, 0.0100506, 0.0116962, 0.114169
0.087338, 0.0104187, 0.00957569, 0.118931
0.0798444, 0.00867654, 0.0104918, 0.124155
0.0795679, 0.00709455, 0.0122663, 0.117968
0.07869, 0.00702886, 0.0097656, 0.116051
0.0676612, 0.0102373, 0.0105169, 0.10377
0.0759341, 0.0115205, 0.0123846, 0.0976782
0.106235, 0.0108401, 0.00897809, 0.11224
0.0780929, 0.00949393, 0.0110874, 0.0903514
0.0966811, 0.0105144, 0.0104455, 0.122787
0.067084, 0.00957122, 0.0115968, 0.0975099
0.0727604, 0.0089903, 0.0090346, 0.104588
0.0966691, 0.00869705, 0.0105737, 0.0792033
0.0752453, 0.00951483, 0.00790888, 0.0765954
0.103952, 0.0105509, 0.00995726, 0.0898262
0.107657, 0.01073, 0.00839377, 0.0917653
0.100266, 0.0119751, 0.00967816, 0.0825546
0.111571, 0.0120566, 0.00881665, 0.0925642
0.108809, 0.00881389, 0.00776932, 0.0802774
0.109061, 0.0119216, 0.00674519, 0.0906964
0.10434, 0.0106264, 0.00960704, 0.0650316
0.073614, 0.00918534, 0.00989838, 0.0892447
0.0762564, 0.00999493, 0.00979566, 0.0968278
0.0671446, 0.00846244, 0.00895588, 0.0679376
0.085562, 0.00980476, 0.0076078, 0.0807458
0.0887481, 0.00935382, 0.00934086, 0.0846673
0.0930719, 0.00976407, 0.00707186, 0.078947
0.113819, 0.0119582, 0.0104614, 0.0805593
0.120468, 0.0133217, 0.00748293, 0.0707448
0.0921604, 0.0127995, 0.00934814, 0.0854662
0.0941084, 0.0118958, 0.00982515, 0.0939651
0.093142, 0.0105844, 0.0104154, 0.112863
0.0771531, 0.0117445, 0.0118028, 0.0983999
0.0784719, 0.0123077, 0.0114417, 0.0922904
0.0831743, 0.0101351, 0.00933821, 0.116549
0.0842849, 0.0113204, 0.012341, 0.115939
0.0979702, 0.0126309, 0.0123438, 0.110114
0.094625, 0.0120312, 0.0112175, 0.0950381
0.0828614, 0.00938335, 0.0117028, 0.118347
0.0926754, 0.0101913, 0.0105978, 0.125843
0.0682145, 0.00920919, 0.0132836, 0.128799
0.0775959, 0.00976979, 0.0148669, 0.154815
0.0626482, 0.00918903, 0.0133267, 0.150897
0.0667058, 0.00916407, 0.0158648, 0.155394
0.0458017, 0.00909573, 0.0154982, 0.149989
0.0765976, 0.00796018, 0.0170909, 0.163402
0.0610755, 0.00785241, 0.0175568, 0.126939
0.0599267, 0.0080567, 0.0138542, 0.138333
0.0477311, 0.00764165, 0.0149648, 0.138494
0.0596676, 0.00725598, 0.0160691, 0.15569
0.0535362, 0.00687386, 0.0167535, 0.139876
0.059873, 0.00708305, 0.0138207, 0.149835
0.0543491, 0.00855947, 0.0137605, 0.145872
0.0543859, 0.00801679, 0.0176126, 0.150375
0.0628305, 0.00728289, 0.0180034, 0.132095
0.0643278, 0.00821422, 0.0160182, 0.160653
0.0684402, 0.00731121, 0.0183111, 0.156667
0.0572669, 0.009595, 0.0179196, 0.170654
0.0869877, 0.00933958, 0.0181387, 0.162322
0.0895348, 0.0109306, 0.017918, 0.159879
0.0865146, 0.0111498, 0.016715, 0.171256
0.105872, 0.00983377, 0.0165147, 0.165352
0.0714996, 0.00980072, 0.0182457, 0.179467
0.0747601, 0.0101443, 0.014988, 0.1678
0.0902076, 0.00903804, 0.0168367, 0.142854
0.0726526, 0.00899565, 0.0153062, 0.137426
0.0743431, 0.00875943, 0.0130762, 0.157016
0.0730217, 0.00914131, 0.0160337, 0.144192
0.0665103, 0.0107107, 0.0148815, 0.144978
0.0784372, 0.00811087, 0.0141079, 0.153371
0.0868152, 0.0113959, 0.012714, 0.125832
0.0935563, 0.0101062, 0.0126383, 0.121385
0.0820556, 0.00912576, 0.0124064, 0.122033
0.103612, 0.0097498, 0.0141829, 0.138013
0.0994693, 0.00853758, 0.0129053, 0.12159
0.0941548, 0.0109654, 0.011166, 0.12396
0.105792, 0.00978467, 0.0108042, 0.102716
0.110044, 0.0108928, 0.0112593, 0.10643
0.0997066, 0.00996861, 0.0118838, 0.104942
0.0850907, 0.00848738, 0.0112347, 0.142691
0.0811635, 0.00877531, 0.0148873, 0.159239
0.0804894, 0.00903501, 0.0137033, 0.129454
0.0769569, 0.0079651, 0.0132496, 0.118374
0.0723677, 0.00891778, 0.0118788, 0.103824
0.0720002, 0.00894214, 0.0111445, 0.132417
0.062455, 0.0089038, 0.0132395, 0.10832
0.0595051, 0.0103894, 0.0143711, 0.10883
0.0757523, 0.00847301, 0.0136907, 0.124182
0.057731, 0.00667736, 0.0130233, 0.118409
0.0487174, 0.00831724, 0.0127132, 0.152065
0.0565937, 0.00814591, 0.012227, 0.157078
0.0557742, 0.00870557, 0.0134453, 0.122565
0.0576772, 0.00813837, 0.0120822, 0.127947
0.0576102, 0.00773577, 0.0116075, 0.133827
0.0748699, 0.00843552, 0.0115687, 0.118056
0.0901708, 0.0110308, 0.00925248, 0.0918793
0.0925219, 0.00865651, 0.00858829, 0.0976568
0.0763985, 0.0103688, 0.00945553, 0.0956158
0.063842, 0.00730956, 0.00855776, 0.106375
0.0780663, 0.00658796, 0.0102386, 0.11908
0.0690914, 0.00793427, 0.0115325, 0.111192
0.0747539, 0.00852554, 0.0124506, 0.123546
0.0683454, 0.0101065, 0.0136435, 0.102393
0.0791612, 0.0104064, 0.0116524, 0.124507
0.0905199, 0.00868374, 0.0126421, 0.11745
0.0746996, 0.00930828, 0.0119992, 0.152264
0.0724179, 0.00810973, 0.0120108, 0.136097
0.0703732, 0.00868071, 0.015303, 0.147654
0.0859057, 0.00939108, 0.0151714, 0.119546
0.0730915, 0.00863758, 0.0157753, 0.145375
0.0829546, 0.00957342, 0.0173568, 0.127622
0.098141, 0.0122402, 0.0155388, 0.15405
0.0981982, 0.0095634, 0.0118893, 0.139949
0.0886637, 0.01254, 0.012487, 0.125774
0.0772968, 0.0114469, 0.0155287, 0.128268
0.0718146, 0.0100551, 0.0145438, 0.133027
0.103584, 0.0099188, 0.015695, 0.129254
0.0787848, 0.00949968, 0.0142093, 0.132755
0.076075, 0.010215, 0.0156748, 0.138489
0.0825237, 0.00989398, 0.014009, 0.135974
0.106174, 0.0121868, 0.0156287, 0.137346
0.109883, 0.0107746, 0.0148191, 0.122694
0.13145, 0.0113889, 0.0136288, 0.110942
0.120793, 0.0115825, 0.0136801, 0.111393
0.124189, 0.01218, 0.0132947, 0.139781
0.101771, 0.0122645, 0.0111107, 0.129087
0.109922, 0.0120623, 0.0131554, 0.106893
0.117976, 0.0117504, 0.0110182, 0.0916018
0.118849, 0.0114974, 0.0105117, 0.0914213
0.105131, 0.0123086, 0.00943465, 0.11306
0.121692, 0.0113691, 0.0108027, 0.0955953
0.0970648, 0.012362, 0.00905037, 0.0778514
0.106205, 0.0106869, 0.010856, 0.106733
0.0750893, 0.0108723, 0.0105157, 0.0857524
0.0961904, 0.0123937, 0.0106959, 0.115159
0.0722183, 0.0100942, 0.0101247, 0.0962188
0.0865434, 0.0103108, 0.0113804, 0.115502
0.0821639, 0.0116722, 0.0109868, 0.114092
0.110624, 0.0102593, 0.0131581, 0.0980872
0.106312, 0.0134526, 0.0121578, 0.111732
0.107783, 0.0111076, 0.0115868, 0.0942831
0.116471, 0.011597, 0.0118169, 0.0925338
0.109739, 0.0117721, 0.0122518, 0.107829
0.0972852, 0.0110203, 0.0111664, 0.102123
0.0818601, 0.0113041, 0.0125272, 0.112764
0.107375, 0.0123675, 0.0116861, 0.10852
0.0957391, 0.011459, 0.011857, 0.103172
0.11187, 0.013852, 0.0100439, 0.0938746
0.123208, 0.0129034, 0.00937382, 0.0881513
0.114167, 0.0119741, 0.00977687, 0.0827263
0.0998336, 0.0118461, 0.0100537, 0.101999
0.0917699, 0.0102844, 0.00853599, 0.101698
0.0898569, 0.011005, 0.0098282, 0.104715
0.0925365, 0.0116958, 0.0109432, 0.115195
0.090072, 0.0107627, 0.0103332, 0.104047
0.0944517, 0.0109676, 0.0116454, 0.0874782
0.109025, 0.0112873, 0.0092018, 0.107863
0.0804733, 0.0115305, 0.00938665, 0.0957035
0.0800376, 0.0120068, 0.0107472, 0.0918378
0.0931968, 0.0100211, 0.0114281, 0.0870476
0.0874656, 0.0109733, 0.00989733, 0.0994278
0.0879141, 0.0101786, 0.00901325, 0.0955539
0.0770219, 0.0100044, 0.00858298, 0.0731195
0.0706529, 0.0114728, 0.0101539, 0.122816
0.0686886, 0.0115402, 0.0102929, 0.106632
0.0795702, 0.00901948, 0.0106801, 0.0874228
0.0870754, 0.00957724, 0.0120721, 0.100473
0.075988, 0.00944636, 0.00931385, 0.110324
0.0670557, 0.00888129, 0.0108559, 0.0934202
0.0720927, 0.00875125, 0.0116305, 0.115627
0.0713282, 0.00727362, 0.0101681, 0.109723
0.0754849, 0.00788013, 0.0109343, 0.117776
0.0880566, 0.00901228, 0.00962233, 0.118579
0.068902, 0.0084725, 0.00912073, 0.0938899
0.083254, 0.00864303, 0.010915, 0.105461
0.073142, 0.00910128, 0.0103929, 0.104782
0.0700885, 0.00835907, 0.010122, 0.114816
0.0770194, 0.010569, 0.0107194, 0.111166
0.0906835, 0.00956276, 0.0124539, 0.123507
0.0665245, 0.00982278, 0.0123166, 0.112635
0.0679844, 0.00861587, 0.0121881, 0.128248
0.0702194, 0.00855506, 0.0139709, 0.107925
0.0864708, 0.0086427, 0.0125399, 0.140334
0.0709736, 0.00818394, 0.0135948, 0.133177
0.0656709, 0.0065256, 0.0151876, 0.145871
0.061229, 0.0101659, 0.0125637, 0.119915
0.096785, 0.00862061, 0.014364, 0.134242
0.0558046, 0.0076473, 0.0128513, 0.113297
0.0845637, 0.00848428, 0.01194, 0.131553
0.0700758, 0.00816814, 0.0104251, 0.087121
0.0780033, 0.00931902, 0.00911019, 0.0847249
0.0941522, 0.00909931, 0.00944384, 0.0758839
0.0622581, 0.010386, 0.00828851, 0.110577
0.0782458, 0.00780091, 0.011897, 0.0817778
0.0733461, 0.00834398, 0.00972649, 0.0794471
0.0852426, 0.0112719, 0.00912681, 0.103751
0.0989244, 0.0109025, 0.0103935, 0.104244
0.0936472, 0.00852277, 0.0111152, 0.106094
0.103487, 0.0114887, 0.0126709, 0.113089
0.0935508, 0.0100586, 0.0101124, 0.127223
0.0740867, 0.00925196, 0.0105884, 0.0927094
0.0890785, 0.00844415, 0.0101557, 0.0959508
0.0785888, 0.00704941, 0.00880582, 0.0806141
0.0874306, 0.0107152, 0.00766957, 0.0702137
0.0954403, 0.0119581, 0.00754648, 0.0703699
0.0965953, 0.0101955, 0.00659878, 0.069163
0.0960534, 0.0100148, 0.00852741, 0.0821301
0.0829201, 0.0103369, 0.0078359, 0.0742167
0.102596, 0.0108154, 0.00857302, 0.0743881
0.0854149, 0.0106013, 0.00925611, 0.104824
0.0753011, 0.0102559, 0.010209, 0.085536
0.0685386, 0.00823655, 0.00906022, 0.0995375
0.0631999, 0.00843508, 0.0113944, 0.0924602
0.0600027, 0.0073715, 0.0115742, 0.117765
0.0649986, 0.0094458, 0.0123715, 0.088814
0.0755878, 0.00834731, 0.0117024, 0.0962751
0.082999, 0.00968595, 0.00987146, 0.124822
0.074021, 0.0108177, 0.00839867, 0.0893029
0.0718458, 0.0098469, 0.00965954, 0.117261
0.0704254, 0.00588211, 0.00992026, 0.0979429
0.0650272, 0.00783032, 0.0119148, 0.113891
0.0540032, 0.00720597, 0.011002, 0.0960103
0.0569356, 0.00834427, 0.0100253, 0.0845763
0.0519993, 0.00724017, 0.0098711, 0.0933145
0.064838, 0.00741901, 0.00978399, 0.103693
0.05809, 0.00904585, 0.0112622, 0.0858835
0.060005, 0.00903837, 0.0111819, 0.0976895
0.0476854, 0.00772191, 0.00730151, 0.0853529
0.0518559, 0.00747225, 0.0101006, 0.0803429
0.0548334, 0.00966635, 0.0103333, 0.0710569
0.0580333, 0.00734347, 0.0115131, 0.092825
0.076455, 0.00891866, 0.012344, 0.0888318
0.0669819, 0.0108943, 0.00905742, 0.0831922
0.064675, 0.00725372, 0.0117087, 0.0950405
0.0557886, 0.00787143, 0.0122264, 0.11804
0.0535572, 0.00721319, 0.0121887, 0.101357
0.0596128, 0.00795016, 0.0132768, 0.113083
0.0611416, 0.00845093, 0.013686, 0.0992072
0.0580365, 0.00835621, 0.0125386, 0.0998863
0.0702934, 0.00766037, 0.0100898, 0.0890945
0.0508895, 0.00853444, 0.011934, 0.0801047
0.0592559, 0.00671637, 0.0106561, 0.107816
0.0488923, 0.00699549, 0.0108181, 0.0944153
0.060015, 0.00716985, 0.00798197, 0.0947979
0.0564385, 0.0085684, 0.0110048, 0.0861182
0.0595798, 0.00872563, 0.00887826, 0.105154
0.0660034, 0.0091277, 0.0104304, 0.0874644
0.0696167, 0.00908918, 0.00718222, 0.0910857
0.0924928, 0.00902912, 0.00962793, 0.104731
0.0693862, 0.00733586, 0.0101718, 0.096133
0.0552032, 0.0072109, 0.00913885, 0.0881977
0.0492132, 0.00804905, 0.0105048, 0.088876
0.0600951, 0.00632108, 0.00961994, 0.12561
0.0577461, 0.00820764, 0.0110681, 0.118575
0.0584982, 0.0051988, 0.013477, 0.113383
0.0451214, 0.00563237, 0.0125512, 0.117284
0.0469192, 0.00454097, 0.0131245, 0.121247
0.0355917, 0.00475331, 0.0134256, 0.137558
0.045851, 0.00546233, 0.0127886, 0.124562
0.0443923, 0.00623891, 0.0119057, 0.10946
0.0380288, 0.00656307, 0.0114973, 0.128888
0.0386309, 0.00648923, 0.0120779, 0.109883
0.0484926, 0.00570125, 0.0116351, 0.131672
0.0617518, 0.00682519, 0.0143717, 0.114963
0.0554797, 0.00771893, 0.0130065, 0.0967861
0.0590114, 0.00893207, 0.0111626, 0.100956
0.0759066, 0.0070292, 0.0116649, 0.114116
0.0722497, 0.00657153, 0.0145924, 0.0999707
0.0657206, 0.00778792, 0.0119277, 0.120112
0.0767471, 0.00930888, 0.0109242, 0.108646
0.0677338, 0.00958174, 0.0117534, 0.121649
0.0651967, 0.00887695, 0.0102653, 0.107247
0.0776813, 0.00810603, 0.0101573, 0.0794508
0.0921258, 0.00764015, 0.00875423, 0.0790843
0.0906309, 0.00919789, 0.0087638, 0.0878604
0.0972668, 0.010048, 0.0098094, 0.0752185
0.0925829, 0.00848072, 0.00822231, 0.0837476
0.0805203, 0.00996697, 0.00800383, 0.0989341
0.103721, 0.0112923, 0.0082663, 0.10038
0.0988677, 0.0118239, 0.0097164, 0.100857
0.117675, 0.00934074, 0.00914442, 0.0978633
0.0947759, 0.00976342, 0.00871321, 0.100163
0.0838686, 0.0102772, 0.0107936, 0.0900058
0.104528, 0.0112163, 0.0105691, 0.104788
0.1008, 0.0107219, 0.0121145, 0.114666
0.0854389, 0.0129975, 0.0125364, 0.0903241
0.0912715, 0.0122452, 0.0106296, 0.105044
0.0792219, 0.00921654, 0.00886104, 0.100947
0.0847644, 0.00932809, 0.00868541, 0.0870416
0.0739669, 0.00839643, 0.00893204, 0.0788584
0.0608883, 0.0102518, 0.00820887, 0.0850103
0.0723517, 0.007854, 0.00759741, 0.0723843
0.0836045, 0.00891046, 0.00703045, 0.0927113
