alpha, beta, delta, gamma 
0.0548027, 0.00684721, 0.0098671, 0.116432
0.0489752, 0.00719388, 0.0104504, 0.125541
0.0512218, 0.00659518, 0.0114291, 0.1114
0.0658203, 0.00740093, 0.00985694, 0.116232
0.0590807, 0.00819808, 0.0110167, 0.108419
0.0591831, 0.00883616, 0.0109256, 0.0912812
0.0675765, 0.0103956, 0.0124471, 0.0947613
0.0597534, 0.00795447, 0.0108261, 0.101223
0.0633204, 0.00786229, 0.00954273, 0.0877358
0.0686779, 0.00925785, 0.0111854, 0.0699587
0.075856, 0.00944906, 0.0103223, 0.0853392
0.0760674, 0.0105145, 0.0108051, 0.0676509
0.0837135, 0.009937, 0.00763727, 0.07888
0.0742622, 0.00910326, 0.00716582, 0.0592384
0.0801252, 0.00976, 0.00908499, 0.0648148
0.103527, 0.00911009, 0.0087686, 0.081381
0.0768871, 0.00972078, 0.00809676, 0.0810256
0.0779078, 0.0101055, 0.0089166, 0.0941044
0.0921171, 0.00926185, 0.0104697, 0.0862066
0.0925838, 0.00980569, 0.00807275, 0.0876533
0.105517, 0.0102753, 0.00927353, 0.0730006
0.0727926, 0.00961736, 0.0117494, 0.10583
0.0733264, 0.00822093, 0.0112874, 0.10525
0.0859644, 0.0102626, 0.0103769, 0.0953236
0.0880321, 0.0101503, 0.0125182, 0.0992795
0.0935883, 0.00986867, 0.0097123, 0.0743266
0.0932066, 0.0129718, 0.0082, 0.0770501
0.0690776, 0.0104001, 0.0121575, 0.0967478
0.0696253, 0.0111597, 0.0108088, 0.114766
0.0620725, 0.00856193, 0.0110538, 0.0977861
0.0753387, 0.00754122, 0.0112661, 0.104997
0.0748568, 0.00647974, 0.0134124, 0.115205
0.069426, 0.00816653, 0.0143526, 0.110843
0.0657747, 0.00744976, 0.0115736, 0.106796
0.052728, 0.00780078, 0.0105366, 0.110259
0.0729447, 0.00891112, 0.0126437, 0.109023
0.0696058, 0.00945265, 0.0123654, 0.117006
0.0846987, 0.00778332, 0.0107362, 0.0949891
0.058575, 0.00665611, 0.007946, 0.0881144
0.0862669, 0.00702709, 0.00976894, 0.09861
0.061922, 0.00782972, 0.0106807, 0.0988735
0.072047, 0.00952206, 0.0104762, 0.103414
0.0818155, 0.00779304, 0.0100499, 0.123097
0.0858066, 0.00849309, 0.010827, 0.104832
0.0639243, 0.00862725, 0.0094812, 0.110073
0.0690103, 0.00859524, 0.0100394, 0.0936198
0.0763186, 0.00921222, 0.00957772, 0.0910164
0.0810385, 0.0128668, 0.0108307, 0.0763948
0.0903241, 0.0117431, 0.0112822, 0.0980735
0.0953666, 0.0111371, 0.0102907, 0.100051
0.0922756, 0.0121525, 0.013789, 0.107761
0.107551, 0.011978, 0.0148743, 0.121972
0.102657, 0.0119114, 0.0132076, 0.127967
0.0987241, 0.0121085, 0.0140865, 0.133105
0.083069, 0.0109097, 0.014559, 0.122024
0.0832503, 0.0115097, 0.0152579, 0.137173
0.0955056, 0.0136886, 0.0166901, 0.144751
0.101872, 0.0112271, 0.0170131, 0.150593
0.0786188, 0.0104891, 0.0177887, 0.147214
0.087588, 0.0121904, 0.0198555, 0.184281
0.0871883, 0.00990164, 0.0200661, 0.168775
0.0882329, 0.00960553, 0.0206133, 0.19899
0.0830473, 0.00864644, 0.0208047, 0.174094
0.0813901, 0.0117761, 0.0189991, 0.195009
0.0738729, 0.0130497, 0.0149671, 0.188465
0.114192, 0.0122451, 0.0166159, 0.146055
0.0941226, 0.0122072, 0.0152766, 0.166658
0.109963, 0.0116041, 0.020798, 0.196274
0.0967736, 0.0116621, 0.0168117, 0.157898
0.0905813, 0.0135671, 0.0181505, 0.204967
0.0948882, 0.010496, 0.0166361, 0.162747
0.098263, 0.0112621, 0.0158449, 0.165643
0.0899466, 0.0133282, 0.0153653, 0.167546
0.130401, 0.0159631, 0.0170665, 0.135502
0.112748, 0.0150692, 0.0143712, 0.15021
0.1188, 0.0138273, 0.0159615, 0.116364
0.0941535, 0.0157095, 0.012292, 0.102575
0.153761, 0.0209606, 0.0149685, 0.137249
0.127213, 0.0173055, 0.0134072, 0.140971
0.13037, 0.016591, 0.0138034, 0.152547
0.129778, 0.0160753, 0.0129948, 0.137483
0.12903, 0.0165092, 0.0131466, 0.135195
0.115496, 0.0197067, 0.0143887, 0.112824
0.114983, 0.0132808, 0.0143398, 0.155602
0.125203, 0.0159438, 0.0133274, 0.11589
0.130013, 0.0142491, 0.0159201, 0.13454
0.119324, 0.0128685, 0.0139061, 0.142854
0.122966, 0.0139881, 0.0128894, 0.127849
0.0985742, 0.0166462, 0.0147581, 0.130005
0.0998329, 0.0130555, 0.0145235, 0.116595
0.0999529, 0.0131907, 0.0160779, 0.112823
0.099633, 0.0129456, 0.0171018, 0.133172
0.116187, 0.0130448, 0.0141909, 0.139028
0.122404, 0.0135353, 0.0134914, 0.123003
0.12198, 0.0161109, 0.00993859, 0.0996512
0.106162, 0.0153033, 0.00752863, 0.0857896
0.141871, 0.0165917, 0.00975343, 0.0992505
0.119512, 0.0140486, 0.00849937, 0.0727172
0.137149, 0.0167418, 0.00861419, 0.0728814
0.149739, 0.0147733, 0.00725658, 0.0766561
0.142865, 0.0144735, 0.00807302, 0.0640992
0.135995, 0.014769, 0.00636935, 0.0951778
0.127522, 0.0145595, 0.00894026, 0.0619593
0.11936, 0.0158566, 0.0102878, 0.0848656
0.145652, 0.0160279, 0.00955062, 0.0926364
0.140625, 0.0176649, 0.00978512, 0.0946602
0.136598, 0.0180852, 0.00826699, 0.0885961
0.140081, 0.0158926, 0.00720137, 0.0974555
0.103505, 0.0157382, 0.0119973, 0.0903103
0.125404, 0.0142377, 0.0121013, 0.111149
0.110101, 0.0165914, 0.0129356, 0.113979
0.128384, 0.0139277, 0.0129604, 0.134412
0.0916135, 0.0154479, 0.0129405, 0.146609
0.123238, 0.0162202, 0.0137999, 0.108178
0.113209, 0.0146184, 0.0126606, 0.134155
0.0881298, 0.0142049, 0.0133327, 0.142839
0.106694, 0.0116902, 0.0135143, 0.143053
0.106377, 0.0140349, 0.0135165, 0.145002
0.104157, 0.0113795, 0.014177, 0.153357
0.115558, 0.0116529, 0.0160429, 0.132592
0.117196, 0.0118217, 0.01246, 0.117124
0.111976, 0.0104557, 0.0106175, 0.10447
0.104327, 0.0128057, 0.0111236, 0.116596
0.101909, 0.0121551, 0.0112209, 0.0843403
0.13377, 0.0153679, 0.010527, 0.102673
0.130879, 0.0113801, 0.00799078, 0.0857032
0.126671, 0.014289, 0.00814627, 0.0940732
0.104648, 0.0149294, 0.00921776, 0.0861226
0.119731, 0.0160193, 0.0102686, 0.0889245
0.122619, 0.0176889, 0.00903209, 0.10099
0.1521, 0.0148314, 0.00937321, 0.104341
0.12797, 0.0142927, 0.0109645, 0.0863413
0.124766, 0.0147127, 0.0118702, 0.10153
0.12943, 0.0152641, 0.0105617, 0.0987296
0.152121, 0.0160531, 0.0152918, 0.0954707
0.136844, 0.0131842, 0.0114003, 0.0977592
0.133606, 0.0132853, 0.00916523, 0.0999066
0.136642, 0.014114, 0.00899741, 0.106738
0.115147, 0.0152477, 0.0101431, 0.0909667
0.135542, 0.0142971, 0.0102966, 0.0746537
0.117959, 0.0134673, 0.00958194, 0.082811
0.140234, 0.0147519, 0.00926505, 0.0991384
0.114158, 0.012808, 0.00866914, 0.0903803
0.117825, 0.0133891, 0.00869351, 0.0943603
0.106427, 0.012321, 0.00954267, 0.076233
0.115842, 0.0139108, 0.00934692, 0.0863168
0.117822, 0.0143226, 0.00994122, 0.0921196
0.0897017, 0.0138093, 0.0098807, 0.107301
0.108392, 0.0119633, 0.0104638, 0.107006
0.0979749, 0.0115702, 0.0119455, 0.102688
0.102167, 0.0130313, 0.011639, 0.0827976
0.112491, 0.0122248, 0.00974307, 0.1165
0.101074, 0.0119384, 0.0115327, 0.10521
0.105936, 0.0120321, 0.0110615, 0.0841995
0.121287, 0.0120644, 0.0106424, 0.112165
0.104953, 0.011786, 0.00806136, 0.076171
0.10723, 0.0134584, 0.00652033, 0.0635754
0.112705, 0.0120444, 0.00594522, 0.0687543
0.097663, 0.0118958, 0.00717165, 0.0678804
0.0907771, 0.0104825, 0.00645604, 0.0771898
0.0778241, 0.0107248, 0.00877767, 0.0594682
0.126433, 0.0102125, 0.00692585, 0.0733665
0.111764, 0.0109065, 0.00744556, 0.0660751
0.0913917, 0.010577, 0.00685444, 0.060494
0.0934622, 0.00895, 0.00536387, 0.0591021
0.0874975, 0.00938823, 0.00519011, 0.0482199
0.0885605, 0.0110642, 0.00552639, 0.054468
0.082439, 0.00931087, 0.00502368, 0.0660954
0.0649249, 0.00741715, 0.00744296, 0.0589179
0.0912548, 0.00856765, 0.00700091, 0.0602463
0.0636842, 0.0104734, 0.00556362, 0.046606
0.0675446, 0.0092041, 0.00631363, 0.0561191
0.0885567, 0.0097342, 0.00493394, 0.0551199
0.0742559, 0.00948136, 0.00562158, 0.0506066
0.0951127, 0.0105177, 0.00575245, 0.0570882
0.097023, 0.00979235, 0.00668253, 0.0588318
0.0827833, 0.00838551, 0.00634773, 0.0676576
0.0873164, 0.010767, 0.00769994, 0.0702651
0.0730131, 0.00961476, 0.00943224, 0.0779013
0.0704738, 0.0087491, 0.00824446, 0.0892562
0.0618396, 0.0109106, 0.0077753, 0.090988
0.0665704, 0.00912459, 0.00886984, 0.0665015
0.064112, 0.00768782, 0.00622187, 0.0698119
0.0767849, 0.00784055, 0.00823929, 0.076165
0.073225, 0.00894626, 0.00676951, 0.0910962
0.0769591, 0.0102449, 0.00542788, 0.0530639
0.0703421, 0.00890325, 0.00689994, 0.0625149
0.0693118, 0.0085891, 0.00604483, 0.0746619
0.0794853, 0.0105661, 0.0073496, 0.0822771
0.0723401, 0.0100482, 0.00934144, 0.0778019
0.0671783, 0.00948161, 0.00915657, 0.0985755
0.0708369, 0.00771419, 0.0103274, 0.0813693
0.0723929, 0.0104007, 0.00875468, 0.0668996
0.0637473, 0.0107761, 0.00880227, 0.0727085
0.0627239, 0.00940161, 0.00774437, 0.0703955
0.0709531, 0.00943895, 0.00776413, 0.0987168
0.102779, 0.0116765, 0.0088973, 0.0917105
0.109514, 0.0102307, 0.0109545, 0.0769579
0.116828, 0.010553, 0.0101806, 0.0979284
0.107989, 0.0107939, 0.010508, 0.0855427
0.109986, 0.00894196, 0.00988628, 0.107279
0.0991017, 0.0121105, 0.0109472, 0.125723
0.111513, 0.011859, 0.0119758, 0.109046
0.108036, 0.0126105, 0.0109454, 0.103623
0.108485, 0.0126807, 0.0108801, 0.115403
0.127073, 0.014256, 0.00989532, 0.109894
0.110889, 0.0143322, 0.00953185, 0.0872684
0.082538, 0.0127702, 0.00983143, 0.11198
0.0909101, 0.0117423, 0.0110387, 0.0971535
0.114802, 0.0146322, 0.0120141, 0.103613
0.0848552, 0.0156061, 0.0102963, 0.0941344
0.127246, 0.0102894, 0.0103405, 0.101463
0.101064, 0.010821, 0.00963265, 0.0787213
0.103039, 0.0120913, 0.0114872, 0.0885197
0.0775468, 0.013852, 0.0113757, 0.0930504
0.113746, 0.0120701, 0.0108664, 0.0793439
0.102498, 0.011245, 0.010723, 0.0697682
0.0707829, 0.0138447, 0.0091871, 0.0887848
0.0785139, 0.0088626, 0.00864083, 0.0773198
0.0663989, 0.00967287, 0.010018, 0.0783972
0.0763009, 0.0095393, 0.00803728, 0.0889362
0.073867, 0.0100734, 0.00929671, 0.102189
0.0893327, 0.0091037, 0.0105159, 0.0817905
0.104302, 0.00993877, 0.00972897, 0.0909938
0.0785956, 0.0115505, 0.0103037, 0.079652
0.0891005, 0.0106663, 0.00940811, 0.0766775
0.0777095, 0.0109832, 0.00934961, 0.0932975
0.0913072, 0.0107696, 0.00868597, 0.10112
0.0922259, 0.011871, 0.00798324, 0.108775
0.0700083, 0.00868638, 0.00733024, 0.0730323
0.0771466, 0.00824561, 0.0102786, 0.0896415
0.0738091, 0.0119408, 0.00813207, 0.100847
0.075761, 0.00844273, 0.0088334, 0.111342
0.0709041, 0.00779304, 0.00865065, 0.0804265
0.0924286, 0.0102281, 0.0100522, 0.0893259
0.0668447, 0.00871378, 0.0101351, 0.0918575
0.0624322, 0.00725685, 0.00991551, 0.0815926
0.058151, 0.00816014, 0.00919787, 0.0935438
0.056658, 0.0066477, 0.00822944, 0.0907665
0.049397, 0.00640113, 0.00753996, 0.0716672
0.0579054, 0.00782248, 0.0080662, 0.0760099
0.0442769, 0.00510584, 0.00749479, 0.0989971
0.0536944, 0.00800546, 0.00871364, 0.0810179
0.0601541, 0.00725521, 0.0100774, 0.0822442
0.0582062, 0.00937584, 0.00813607, 0.0919773
0.0460316, 0.00669541, 0.00718802, 0.0599516
0.0581967, 0.00689541, 0.00783126, 0.0836897
0.0677686, 0.0090887, 0.00983002, 0.0945187
0.048676, 0.00744587, 0.00850848, 0.0734656
0.0568081, 0.0083822, 0.00757772, 0.0681544
0.0646759, 0.00896121, 0.00733451, 0.0729968
0.0759847, 0.00858177, 0.00723322, 0.0932451
0.0652438, 0.010145, 0.010305, 0.0932668
0.0636612, 0.00918497, 0.011218, 0.0863735
0.0786442, 0.00928831, 0.00697958, 0.0595253
0.0565433, 0.010717, 0.00930004, 0.0756746
0.0689919, 0.00789026, 0.00827971, 0.0714715
0.0608107, 0.00984423, 0.00892256, 0.0778538
0.0717316, 0.00886716, 0.00971268, 0.0667431
0.06267, 0.00971523, 0.00797011, 0.0695642
0.0776168, 0.00806474, 0.0073876, 0.0681538
0.0661533, 0.0118143, 0.0082688, 0.066917
0.078809, 0.00829565, 0.00989457, 0.073815
0.0791617, 0.00712569, 0.00910934, 0.0687248
0.102541, 0.00809487, 0.00678297, 0.0691198
0.0877358, 0.00867701, 0.00826084, 0.0627409
0.0858403, 0.0106121, 0.00885971, 0.0862891
0.0865448, 0.0103248, 0.00805279, 0.0801766
0.0672021, 0.0103983, 0.00819844, 0.0768066
0.080284, 0.0134479, 0.0107824, 0.116403
0.0679485, 0.00916768, 0.0114749, 0.100031
0.0518636, 0.00650705, 0.0126819, 0.0981617
0.0567718, 0.007846, 0.0129553, 0.121819
0.048958, 0.00738736, 0.0119574, 0.11993
0.0614539, 0.00801215, 0.00942561, 0.0874528
0.0777073, 0.00928238, 0.00873255, 0.0772782
0.0737989, 0.0102156, 0.00935154, 0.0783839
0.0877274, 0.010179, 0.00959455, 0.0657886
0.0985913, 0.0109292, 0.00659751, 0.0664548
0.0828684, 0.0113513, 0.00955381, 0.0860018
0.077281, 0.0129919, 0.00847466, 0.104292
0.0887021, 0.0136656, 0.00983555, 0.0819538
0.0907997, 0.00888991, 0.00782001, 0.0931574
0.0732481, 0.00976621, 0.00954118, 0.0848964
0.0848591, 0.00972671, 0.0106058, 0.0697452
0.0551336, 0.00768353, 0.0108019, 0.0939724
0.0675793, 0.00738407, 0.0103096, 0.0920233
0.0617008, 0.0109967, 0.00859208, 0.0984113
0.083111, 0.0112859, 0.0112279, 0.0903214
0.101505, 0.00906397, 0.010075, 0.0915458
0.0837494, 0.0117307, 0.00958673, 0.115165
0.0671764, 0.010877, 0.0120861, 0.105093
0.0791047, 0.0073095, 0.00915154, 0.121745
0.0843565, 0.0109209, 0.00932261, 0.0962485
0.0789751, 0.00994018, 0.00910802, 0.0848851
0.0797052, 0.00973068, 0.00964252, 0.0733061
0.0906198, 0.0121606, 0.00913097, 0.0595172
0.0942433, 0.0110639, 0.00831088, 0.0772884
0.105185, 0.0117578, 0.00761268, 0.0803478
0.119688, 0.0131149, 0.00815639, 0.0636645
0.0929668, 0.0109513, 0.00794565, 0.0563937
0.103491, 0.00970001, 0.0076853, 0.0602304
0.0844185, 0.00974185, 0.00684425, 0.0763393
0.0876096, 0.00926682, 0.00954804, 0.075274
0.0673467, 0.00752165, 0.00727845, 0.0825955
0.073019, 0.00765775, 0.00736065, 0.071825
0.0601556, 0.00832585, 0.00836419, 0.0847064
0.0641039, 0.00809753, 0.0080439, 0.0633408
0.0568475, 0.00742413, 0.0110071, 0.0731903
0.0593561, 0.00834812, 0.010364, 0.0918387
0.0601332, 0.0066454, 0.0110382, 0.0802106
0.0502534, 0.00789783, 0.0100872, 0.0793264
0.0552694, 0.00649924, 0.0113049, 0.0954618
0.062554, 0.00734392, 0.00988759, 0.0922368
0.0706525, 0.00640465, 0.00981669, 0.0756825
0.0616367, 0.0103515, 0.00900638, 0.0797956
0.0494045, 0.00934431, 0.00937897, 0.0811704
0.0525549, 0.00887901, 0.00904468, 0.0783448
0.0641882, 0.00726824, 0.00969069, 0.0756468
0.0673361, 0.00953911, 0.00885665, 0.0913972
0.0828993, 0.0112098, 0.00799197, 0.0691388
0.0969524, 0.0089552, 0.00990539, 0.078882
0.100404, 0.0120786, 0.00772088, 0.0717717
0.101732, 0.0112514, 0.00786284, 0.053215
0.108868, 0.0121153, 0.00756592, 0.0759894
0.123047, 0.0125303, 0.00768364, 0.0768592
0.10608, 0.0129513, 0.00707291, 0.0697118
0.102807, 0.00874475, 0.00837767, 0.0557551
0.105453, 0.0112378, 0.00840113, 0.0737062
0.10585, 0.00999569, 0.00957993, 0.0985223
0.0842549, 0.0114431, 0.00688622, 0.0825208
0.113941, 0.0107951, 0.00786752, 0.0681864
0.0990219, 0.0132126, 0.00746153, 0.0767453
0.112303, 0.0124217, 0.00908234, 0.0771375
0.125361, 0.0141817, 0.00700539, 0.0910616
0.112132, 0.012488, 0.00839454, 0.0866894
0.11634, 0.0132677, 0.00806644, 0.0979353
0.0953585, 0.0134956, 0.00696598, 0.0932549
0.108868, 0.0140921, 0.00857433, 0.0845948
0.0913375, 0.0124968, 0.0100013, 0.088252
0.0913261, 0.0103245, 0.0107966, 0.0826733
0.0885171, 0.0124736, 0.0113021, 0.107667
0.0753629, 0.00770854, 0.0106912, 0.114979
0.0924015, 0.00898964, 0.0117572, 0.101301
0.0737936, 0.00897518, 0.0110566, 0.113089
0.0646433, 0.0095923, 0.0143976, 0.121984
0.0577541, 0.009283, 0.0151665, 0.13259
0.0630706, 0.00778314, 0.012701, 0.144643
0.0705162, 0.00871138, 0.0137796, 0.124581
0.088424, 0.0111285, 0.0115567, 0.117122
0.087139, 0.0116576, 0.0112636, 0.0919946
0.106035, 0.0116726, 0.0111263, 0.096106
0.10527, 0.0131961, 0.0113197, 0.0968771
0.136563, 0.0132307, 0.0152331, 0.092267
0.115894, 0.0131891, 0.0118709, 0.0998678
0.0976328, 0.0139453, 0.00996219, 0.080866
0.118085, 0.013373, 0.0110967, 0.0940274
0.116929, 0.0116754, 0.0110452, 0.113143
0.103544, 0.014407, 0.00943921, 0.102993
0.113379, 0.0125566, 0.0101725, 0.0955906
0.0905997, 0.0122881, 0.0114974, 0.114549
0.108411, 0.0117486, 0.0142572, 0.105645
0.0960742, 0.0112843, 0.0111681, 0.132841
0.0911463, 0.0109057, 0.0117713, 0.12626
0.102425, 0.0115747, 0.0111983, 0.120414
0.0965125, 0.0116273, 0.0127664, 0.113168
0.09051, 0.0113793, 0.0133946, 0.121586
0.0814958, 0.0142856, 0.0146512, 0.133662
0.0915234, 0.0103895, 0.013839, 0.121761
0.0900795, 0.0109849, 0.0152453, 0.138912
0.114162, 0.0120273, 0.0133319, 0.123141
0.124684, 0.0142766, 0.0138682, 0.104799
0.158982, 0.0115184, 0.0116199, 0.11677
0.135833, 0.0128665, 0.0112682, 0.108344
0.130647, 0.0136266, 0.0104878, 0.0964818
0.135296, 0.0116681, 0.00949972, 0.0786043
0.15641, 0.0160939, 0.0125825, 0.101727
0.129386, 0.0174895, 0.0140759, 0.116225
0.135008, 0.0140011, 0.010769, 0.126849
0.123123, 0.0151437, 0.0114726, 0.0883085
0.136672, 0.0148753, 0.00967955, 0.108149
0.119738, 0.0151854, 0.00933336, 0.0939613
0.118956, 0.0145, 0.00841433, 0.0843561
0.0991498, 0.0137743, 0.00869449, 0.0867453
0.10575, 0.0138905, 0.0116913, 0.105524
0.104052, 0.0116424, 0.00858548, 0.0776774
0.0950917, 0.0134171, 0.0101313, 0.0905171
0.111135, 0.0141177, 0.00908998, 0.123429
0.108679, 0.0137776, 0.0102842, 0.10025
0.104439, 0.0106769, 0.0115149, 0.0960084
0.0943336, 0.011155, 0.0097783, 0.103117
0.0986561, 0.0104311, 0.0106837, 0.0921284
0.105406, 0.0142459, 0.0106956, 0.0953418
0.10539, 0.0111747, 0.0107936, 0.0996069
0.0780005, 0.0124338, 0.00798568, 0.0979951
0.0957862, 0.00923878, 0.00910135, 0.0888498
0.0972527, 0.011459, 0.0100059, 0.101028
0.0950401, 0.01215, 0.00953084, 0.0722633
0.0968878, 0.0124463, 0.00908697, 0.0766728
0.117809, 0.0111758, 0.0055655, 0.0740245
0.0996097, 0.0107949, 0.00688208, 0.0665623
0.0930594, 0.012485, 0.00930497, 0.0683748
0.100239, 0.0128269, 0.00895952, 0.105935
0.076658, 0.0125118, 0.00727619, 0.0609665
0.0628611, 0.0118783, 0.00773561, 0.0741854
0.0588494, 0.00982, 0.0107117, 0.0757293
0.0607043, 0.00983189, 0.00904961, 0.100806
0.0603335, 0.00989919, 0.00745916, 0.0769121
0.0681871, 0.00833792, 0.00888653, 0.0885332
0.0726093, 0.00822018, 0.0105172, 0.105885
0.0571691, 0.00788036, 0.00999374, 0.0814495
0.0679567, 0.00785888, 0.0111276, 0.104257
0.0569279, 0.00607508, 0.0102252, 0.100504
0.0639132, 0.0080469, 0.0111608, 0.102878
0.0544377, 0.00857061, 0.00766372, 0.10422
0.056234, 0.0068034, 0.00860992, 0.107526
0.0522905, 0.00848291, 0.0105308, 0.116974
0.0590808, 0.00836025, 0.0106134, 0.113028
0.0655207, 0.00738472, 0.00968813, 0.113119
0.0666821, 0.00703586, 0.00905006, 0.0866032
0.0664915, 0.00757669, 0.00810948, 0.0874975
0.0732123, 0.00805508, 0.00791119, 0.103479
0.0602636, 0.0072237, 0.00915225, 0.0886928
0.0456339, 0.00608996, 0.010826, 0.106024
0.0504315, 0.00703636, 0.0100793, 0.0950805
0.0565844, 0.00584986, 0.0104565, 0.0980227
0.0579343, 0.00737354, 0.00845655, 0.0781738
0.0693218, 0.0101309, 0.00865974, 0.104709
0.0743988, 0.00896024, 0.00915806, 0.0877843
0.0601989, 0.00815081, 0.0106371, 0.0971931
0.0610614, 0.00869477, 0.0114458, 0.114143
0.057007, 0.00701936, 0.0105413, 0.0870708
0.0832406, 0.00646428, 0.0100551, 0.0687843
0.091019, 0.0067713, 0.00919068, 0.097298
0.0705949, 0.00700668, 0.0118154, 0.0926219
0.0740031, 0.00728629, 0.00878507, 0.102986
0.073388, 0.00753452, 0.00847381, 0.0885514
0.0955797, 0.0116374, 0.0104551, 0.119052
0.106852, 0.0103658, 0.0121068, 0.132383
0.113764, 0.0097557, 0.0123066, 0.117664
0.0941469, 0.00999948, 0.0121233, 0.121237
0.0952207, 0.00920882, 0.0123986, 0.109281
0.0906992, 0.00857544, 0.0111545, 0.136222
0.100933, 0.00894891, 0.0114425, 0.110125
0.0927577, 0.0111637, 0.0100471, 0.0992026
0.107463, 0.0112019, 0.0120599, 0.0941791
0.126914, 0.0130503, 0.0124094, 0.102485
0.100856, 0.0125065, 0.0125545, 0.0848658
0.120896, 0.0119351, 0.00963327, 0.0823978
0.108838, 0.0110181, 0.0100787, 0.100405
0.119829, 0.00894465, 0.00912418, 0.0985421
0.093827, 0.0109542, 0.00960491, 0.11023
0.092531, 0.00921913, 0.0096372, 0.0858887
0.0849302, 0.0100738, 0.00943041, 0.105598
0.0955449, 0.00821593, 0.0103024, 0.117711
0.0622615, 0.0075697, 0.0121164, 0.11165
0.083919, 0.00929805, 0.0111303, 0.12995
0.079193, 0.00921628, 0.0110866, 0.123167
0.0736863, 0.0103657, 0.0125399, 0.124481
0.072149, 0.00746228, 0.0142537, 0.136416
0.0616561, 0.00806455, 0.0148661, 0.115877
0.043886, 0.00718396, 0.0132991, 0.147875
0.0412852, 0.00754393, 0.0139561, 0.12828
0.0618983, 0.00611247, 0.0145482, 0.12834
0.0701528, 0.00766818, 0.0128677, 0.139354
0.0727591, 0.00743884, 0.014442, 0.115068
0.0895131, 0.00940051, 0.0131292, 0.116149
0.0702232, 0.00770651, 0.0114102, 0.111909
0.0834245, 0.00723963, 0.014807, 0.110122
0.0647213, 0.00665109, 0.0102662, 0.126147
0.0611439, 0.00729375, 0.0130944, 0.104444
0.0685098, 0.0086876, 0.0103421, 0.102183
0.0531834, 0.00822998, 0.01337, 0.112766
0.0691204, 0.00920392, 0.0136837, 0.105687
0.0949467, 0.011058, 0.0105781, 0.0994504
0.0737072, 0.0104308, 0.0105985, 0.0945853
0.0824964, 0.00908869, 0.0110334, 0.115562
0.0893264, 0.00944389, 0.0112843, 0.108207
0.0819495, 0.0109704, 0.0119918, 0.106248
0.0778676, 0.0102886, 0.0113389, 0.117436
0.075519, 0.00856622, 0.0142524, 0.111199
0.08583, 0.00749645, 0.0164065, 0.132368
0.0894387, 0.00837477, 0.0169237, 0.187547
0.0655263, 0.00708694, 0.0176865, 0.14462
0.070606, 0.00922381, 0.0149795, 0.150879
0.0628782, 0.00964026, 0.0149606, 0.145765
0.0707172, 0.00782982, 0.0143139, 0.137301
0.0574147, 0.00836052, 0.0150194, 0.112602
0.061769, 0.00838037, 0.0151239, 0.124033
0.0659514, 0.00763789, 0.0151441, 0.119264
0.063884, 0.00832401, 0.0119932, 0.106981
0.0744724, 0.0101847, 0.0104118, 0.108258
0.0733829, 0.0089104, 0.014901, 0.103216
0.0742147, 0.00787668, 0.0106837, 0.10622
0.0747649, 0.00912964, 0.0122431, 0.109845
0.0676504, 0.00842767, 0.0111937, 0.0831814
0.0769349, 0.00833602, 0.00885344, 0.0877059
0.0682391, 0.00819953, 0.00861323, 0.0963768
0.0608103, 0.00700857, 0.0108073, 0.108463
0.0668073, 0.00636598, 0.0106168, 0.106911
0.0693183, 0.0063875, 0.0101034, 0.109501
0.0602797, 0.00718153, 0.0118979, 0.0886759
0.072551, 0.00852438, 0.0128395, 0.0936859
0.0748902, 0.00773769, 0.0125305, 0.0862892
0.0741149, 0.00939477, 0.0118487, 0.097298
0.0702628, 0.00852679, 0.012796, 0.119906
0.0663727, 0.00797013, 0.0104773, 0.0886089
0.0732045, 0.00826519, 0.0124736, 0.105774
0.0739921, 0.0106411, 0.0103677, 0.0925776
0.0761238, 0.00979313, 0.00952484, 0.0793069
0.0883727, 0.0106243, 0.00829659, 0.0815201
0.0574852, 0.00905027, 0.00838379, 0.0611685
0.066024, 0.00901472, 0.00845754, 0.0954182
0.0664938, 0.00909091, 0.00957936, 0.069477
0.0570856, 0.00729303, 0.00932928, 0.0783181
0.0604935, 0.00682287, 0.00928753, 0.0774741
0.0416575, 0.00568794, 0.0082245, 0.0754767
0.0484977, 0.00624525, 0.009908, 0.079974
0.0673075, 0.00656242, 0.0108227, 0.0784455
0.0656744, 0.00708725, 0.0115199, 0.0964955
0.0530398, 0.00787751, 0.0112464, 0.106506
0.0506528, 0.00847255, 0.0108929, 0.0996603
0.0578698, 0.00729449, 0.0108125, 0.113241
0.0687554, 0.0088269, 0.0105441, 0.0922454
0.0639058, 0.00761916, 0.0109407, 0.077292
0.0752175, 0.00922283, 0.0102948, 0.0792344
0.075805, 0.00935807, 0.0106969, 0.0753458
0.0768544, 0.00976324, 0.00970168, 0.0832147
0.082452, 0.00853904, 0.00898408, 0.0889934
0.0893907, 0.00907496, 0.0111343, 0.0833323
0.0894855, 0.00891985, 0.0103383, 0.0951416
0.075802, 0.00954526, 0.00988714, 0.0859521
0.0641617, 0.00845546, 0.0108398, 0.12176
0.0809578, 0.00939946, 0.0122297, 0.115014
0.0853307, 0.0132077, 0.0124808, 0.100257
0.0894367, 0.0102788, 0.00988955, 0.128228
0.082836, 0.010939, 0.0111803, 0.100866
