alpha, beta, delta, gamma 
0.049926, 0.008016, 0.0111227, 0.11905
0.0571613, 0.00763554, 0.0113927, 0.109234
0.063909, 0.00749911, 0.0117867, 0.105224
0.0648108, 0.00816004, 0.0133174, 0.11301
0.0579389, 0.00785709, 0.00938009, 0.101703
0.0402124, 0.00660283, 0.0108649, 0.082905
0.0546662, 0.00649227, 0.0104492, 0.0729517
0.0620706, 0.0061237, 0.0090715, 0.0791665
0.0607047, 0.00702607, 0.00988609, 0.107764
0.044508, 0.00872368, 0.00993741, 0.0903811
0.0600382, 0.00854073, 0.00887415, 0.0959352
0.0767855, 0.00913863, 0.00996691, 0.0706488
0.065345, 0.00819173, 0.0087932, 0.072941
0.0504657, 0.00662824, 0.00900081, 0.0848735
0.0692755, 0.00786058, 0.00763051, 0.0808264
0.0743245, 0.00842449, 0.00865502, 0.0862333
0.0694291, 0.00967508, 0.0104942, 0.0843353
0.0692591, 0.0090604, 0.0109422, 0.10179
0.0960048, 0.00872353, 0.0130256, 0.105115
0.0817089, 0.0100396, 0.0098636, 0.103118
0.0688144, 0.0119475, 0.00939595, 0.107465
0.0926207, 0.00903544, 0.00935494, 0.110968
0.0742175, 0.0082162, 0.0110077, 0.0995195
0.0618972, 0.00797893, 0.0106192, 0.0958794
0.0490363, 0.00720932, 0.0123936, 0.122439
0.0401143, 0.00631529, 0.012972, 0.104161
0.0374195, 0.0065121, 0.011769, 0.106865
0.0439293, 0.006826, 0.0144827, 0.135778
0.0456135, 0.00560294, 0.0150536, 0.145903
0.041936, 0.00600131, 0.0133058, 0.170597
0.0512554, 0.00647997, 0.016115, 0.133615
0.0426309, 0.00700745, 0.0136067, 0.148578
0.0627746, 0.00586396, 0.0123266, 0.129522
0.0575299, 0.00702869, 0.0126564, 0.116831
0.0682164, 0.00530521, 0.0118399, 0.133217
0.042046, 0.00847292, 0.0131706, 0.11276
0.052933, 0.00641428, 0.0129251, 0.112901
0.0506563, 0.00655747, 0.0120733, 0.0902444
0.0516996, 0.00558831, 0.0111557, 0.0899698
0.043356, 0.00513196, 0.0109042, 0.10148
0.0351724, 0.0059483, 0.0102566, 0.0948065
0.0414253, 0.00666949, 0.00930299, 0.0890593
0.0536503, 0.00636353, 0.0081169, 0.0937608
0.0564828, 0.00669222, 0.00988151, 0.090953
0.0492796, 0.00810075, 0.00817792, 0.0850931
0.0520563, 0.00728281, 0.00802954, 0.0738084
0.0601705, 0.00832035, 0.00991783, 0.0717106
0.0687723, 0.00893105, 0.0107759, 0.0897777
0.0676451, 0.00793143, 0.00989145, 0.0868758
0.0602584, 0.00821189, 0.00852751, 0.0638812
0.0859816, 0.00923101, 0.00899647, 0.0784424
0.0720384, 0.00721623, 0.00852896, 0.0614211
0.0615028, 0.00842967, 0.00793195, 0.0881708
0.0727125, 0.00961173, 0.0071144, 0.076084
0.0613067, 0.0099498, 0.00604031, 0.0701044
0.0813161, 0.0108043, 0.00796897, 0.054042
0.0801773, 0.0100304, 0.00809238, 0.039911
0.0613005, 0.00791868, 0.00711927, 0.0573566
0.0557342, 0.00813303, 0.00604551, 0.0576624
0.0793589, 0.00829853, 0.00553057, 0.0477929
0.0753921, 0.00891136, 0.00457921, 0.0450226
0.0705683, 0.00885498, 0.005041, 0.0422743
0.074088, 0.00835902, 0.00482975, 0.0488972
0.0517467, 0.00759368, 0.0069405, 0.0630307
0.0541467, 0.00697435, 0.0074697, 0.0548665
0.0617443, 0.00792378, 0.00787772, 0.0602857
0.0605997, 0.00723364, 0.00684415, 0.0508985
0.0649387, 0.00615456, 0.00772634, 0.0882687
0.0749824, 0.00855708, 0.00873199, 0.0639374
0.0805464, 0.00922807, 0.00744271, 0.0607222
0.0622317, 0.00857103, 0.00517621, 0.0751307
0.0696455, 0.00767478, 0.00692948, 0.0670402
0.058957, 0.00913994, 0.00815822, 0.0753898
0.0693433, 0.00767527, 0.00783139, 0.0811639
0.0632516, 0.00844699, 0.0105788, 0.0872799
0.0731718, 0.0103571, 0.0106396, 0.0721746
0.0710302, 0.0111049, 0.00868464, 0.0872029
0.0568786, 0.00958271, 0.00875881, 0.0788166
0.0773372, 0.00804397, 0.00865911, 0.0900172
0.0503639, 0.00992831, 0.00871857, 0.0905162
0.061086, 0.0100524, 0.010481, 0.0940446
0.0637665, 0.00759811, 0.00929985, 0.102284
0.0616928, 0.00706063, 0.00847669, 0.0740298
0.0635535, 0.010126, 0.00843064, 0.0972973
0.0494549, 0.00752609, 0.0105849, 0.0849589
0.0387497, 0.00760593, 0.0112618, 0.103275
0.0628093, 0.00737999, 0.0101395, 0.125963
0.0670542, 0.00714961, 0.00977734, 0.106289
0.0734596, 0.00795648, 0.00896328, 0.0830784
0.0626836, 0.00806565, 0.0102764, 0.0826001
0.0573464, 0.00743489, 0.00872511, 0.0822087
0.0717463, 0.00839675, 0.0102461, 0.0931041
0.054813, 0.00732409, 0.00916639, 0.0931396
0.0557164, 0.00769053, 0.00952863, 0.0958848
0.0662368, 0.00576572, 0.00833714, 0.0856827
0.0648177, 0.00669615, 0.0097654, 0.0894237
0.0536896, 0.00688449, 0.00775482, 0.102059
0.0468391, 0.00831546, 0.0080439, 0.0773546
0.0680233, 0.00678429, 0.00820538, 0.0915675
0.0620782, 0.00578509, 0.00728089, 0.0782371
0.0560491, 0.00776292, 0.00817452, 0.0776635
0.0723942, 0.010174, 0.00796333, 0.0862672
0.072869, 0.00943662, 0.0104505, 0.0883177
0.0801175, 0.0092669, 0.0104511, 0.104211
0.0722756, 0.0109458, 0.00913627, 0.113938
0.0844659, 0.00909844, 0.0109346, 0.120569
0.10009, 0.01098, 0.0126731, 0.118942
0.0739075, 0.0101379, 0.0133019, 0.11427
0.102845, 0.00893159, 0.0129958, 0.111302
0.0860969, 0.0133106, 0.0117915, 0.126476
0.074678, 0.0114844, 0.0116002, 0.103957
0.0885765, 0.00965822, 0.0102836, 0.0934453
0.0981307, 0.00894996, 0.0114429, 0.108828
0.0853281, 0.00865997, 0.00927469, 0.114348
0.0767321, 0.010048, 0.00875232, 0.122365
0.0845916, 0.00996404, 0.0096241, 0.106842
0.0774832, 0.00851055, 0.0111033, 0.0872036
0.0930166, 0.0086373, 0.00954397, 0.101707
0.0853915, 0.00702966, 0.010745, 0.0948882
0.0838345, 0.00894004, 0.0116688, 0.101341
0.0968489, 0.0100904, 0.0105123, 0.104155
0.11667, 0.0085281, 0.0110718, 0.104708
0.0994251, 0.010569, 0.0100663, 0.0990283
0.0876001, 0.00806108, 0.00948731, 0.0858218
0.0842964, 0.0094174, 0.00944764, 0.0985688
0.0985036, 0.00663972, 0.00874424, 0.0713068
0.099626, 0.0110512, 0.00618766, 0.0733453
0.0850022, 0.00853228, 0.00652131, 0.0742067
0.0779725, 0.0093781, 0.00791416, 0.0752326
0.0887804, 0.0115135, 0.00812245, 0.0793444
0.0823488, 0.0102262, 0.00943911, 0.0771263
0.0928141, 0.0104226, 0.00894847, 0.0932101
0.0942149, 0.00964904, 0.00930867, 0.0884911
0.0798255, 0.0105118, 0.0121243, 0.103042
0.0783194, 0.00930108, 0.0113679, 0.113348
0.0759904, 0.00943903, 0.0101836, 0.0828752
0.0851489, 0.00721858, 0.00826869, 0.0882863
0.0668784, 0.00819776, 0.00796856, 0.0965116
0.0563853, 0.00970225, 0.00927491, 0.0995357
0.0595464, 0.00676765, 0.0100461, 0.113934
0.064202, 0.00653764, 0.0104376, 0.105903
0.0698683, 0.00698895, 0.00869315, 0.08581
0.0636907, 0.00786955, 0.0118505, 0.0964653
0.0659792, 0.00831931, 0.0116295, 0.0965246
0.0625879, 0.00675062, 0.0118666, 0.0951437
0.061623, 0.010585, 0.0139863, 0.117287
0.0515426, 0.00743106, 0.0123247, 0.130729
0.0730385, 0.0082406, 0.0128683, 0.115168
0.0770919, 0.00982365, 0.0122016, 0.101413
0.0753943, 0.00777391, 0.0122644, 0.107026
0.076303, 0.00849137, 0.0113352, 0.115959
0.0738752, 0.0108089, 0.0136731, 0.0986283
0.0781431, 0.00928005, 0.0136918, 0.115245
0.0789191, 0.010589, 0.0137268, 0.123293
0.0985462, 0.0103358, 0.0122483, 0.128092
0.101072, 0.0102554, 0.0114497, 0.133071
0.12246, 0.0110064, 0.0116174, 0.0955016
0.12025, 0.0117507, 0.0108365, 0.0955562
0.118362, 0.0111612, 0.00982699, 0.0937601
0.105179, 0.013246, 0.0101891, 0.111334
0.129775, 0.0129849, 0.0134778, 0.125968
0.0953086, 0.0122221, 0.0116568, 0.139533
0.08906, 0.0121163, 0.0131303, 0.144607
0.109366, 0.0124854, 0.0141917, 0.147719
0.0806651, 0.0120867, 0.0106841, 0.123912
0.0949679, 0.0105747, 0.0123221, 0.103551
0.118635, 0.0116174, 0.0103659, 0.105979
0.113001, 0.0124245, 0.00988062, 0.109998
0.105849, 0.0123676, 0.0101227, 0.0879273
0.126211, 0.0127169, 0.00952341, 0.0800409
0.110731, 0.0130785, 0.00949115, 0.097425
0.101744, 0.0116294, 0.0107021, 0.106155
0.107686, 0.0116213, 0.0108929, 0.100729
0.101268, 0.0123823, 0.0101371, 0.0748195
0.129231, 0.0118475, 0.0100843, 0.0959749
0.0937962, 0.0115544, 0.0113415, 0.116608
0.104143, 0.0114331, 0.00992601, 0.128652
0.0846768, 0.00956932, 0.0123728, 0.108106
0.0864979, 0.0104336, 0.0105422, 0.120439
0.0714752, 0.00965943, 0.0111447, 0.115115
0.075359, 0.0100905, 0.0110374, 0.10944
0.0712093, 0.00976578, 0.0107678, 0.122539
0.065043, 0.00835091, 0.0110153, 0.118038
0.0818487, 0.0107571, 0.0115113, 0.128042
0.0733194, 0.00814536, 0.01321, 0.120432
0.0821723, 0.0116254, 0.0129825, 0.10842
0.092407, 0.00850379, 0.0124443, 0.108054
0.0747693, 0.0095727, 0.0143234, 0.0988139
0.0864502, 0.00999458, 0.0118606, 0.0967674
0.0988044, 0.00995819, 0.0113418, 0.111049
0.0996331, 0.00905438, 0.011526, 0.121943
0.0989174, 0.0109359, 0.0103756, 0.0982883
0.0857136, 0.0107877, 0.00965866, 0.105596
0.0807023, 0.00921801, 0.00876949, 0.109221
0.0854113, 0.0124795, 0.0127723, 0.108551
0.0728698, 0.00923715, 0.013233, 0.105286
0.0846612, 0.00824583, 0.0123327, 0.126167
0.0711432, 0.00819972, 0.012051, 0.12085
0.0694226, 0.00842674, 0.0118038, 0.114325
0.0860136, 0.00808109, 0.0110518, 0.126581
0.0687733, 0.00950833, 0.0119759, 0.103952
0.057901, 0.00781887, 0.0115892, 0.108669
0.0701704, 0.00977229, 0.0142247, 0.145026
0.0679786, 0.00743805, 0.0144842, 0.133924
0.0620943, 0.00917942, 0.0127405, 0.122784
0.080917, 0.00987788, 0.011619, 0.12617
0.0915696, 0.0122081, 0.0117189, 0.130205
0.0868284, 0.0108271, 0.011942, 0.104685
0.0969275, 0.0133187, 0.00965196, 0.119943
0.104799, 0.0107833, 0.0111653, 0.0861702
0.108411, 0.0122977, 0.0114524, 0.112194
0.0980941, 0.0114126, 0.0103805, 0.0968244
0.119233, 0.0150858, 0.00976136, 0.0983033
0.112112, 0.0164608, 0.0103938, 0.0804905
0.109572, 0.0141106, 0.010058, 0.0897648
0.115872, 0.0128422, 0.0111825, 0.104517
0.117275, 0.0132553, 0.0122071, 0.111289
0.106128, 0.0120455, 0.0113584, 0.124634
0.107265, 0.012441, 0.0126299, 0.0914271
0.112513, 0.0118109, 0.0136285, 0.0982268
0.0831122, 0.0137234, 0.0125222, 0.121067
0.107118, 0.0118443, 0.0108078, 0.110912
0.105184, 0.0144366, 0.0102359, 0.0984514
0.112333, 0.0119129, 0.0112092, 0.0865471
0.120063, 0.0120458, 0.0115241, 0.110071
0.100012, 0.0130314, 0.00959278, 0.102203
0.108262, 0.0140189, 0.011633, 0.125121
0.0974316, 0.0140047, 0.0109161, 0.108654
0.110746, 0.0136619, 0.0117414, 0.108448
0.110651, 0.0114878, 0.0112476, 0.101255
0.114, 0.0145661, 0.00911555, 0.100656
0.0990873, 0.0130945, 0.00997741, 0.0929886
0.110647, 0.0143953, 0.00903646, 0.0872482
0.128383, 0.015078, 0.00820014, 0.0535836
0.122117, 0.0179325, 0.00785661, 0.0688064
0.126343, 0.0157902, 0.0102052, 0.0989183
0.113303, 0.0149207, 0.00867559, 0.0851565
0.111463, 0.0148511, 0.012945, 0.115805
0.093833, 0.0141306, 0.0117604, 0.12618
0.107092, 0.0115205, 0.0143744, 0.119626
0.10674, 0.0122686, 0.013083, 0.139374
0.0818465, 0.012144, 0.0143641, 0.138299
0.0819442, 0.0121494, 0.0133987, 0.130607
0.0704683, 0.0124732, 0.0126199, 0.107842
0.0875822, 0.0107126, 0.0175968, 0.13612
0.0661575, 0.0117547, 0.0154059, 0.125457
0.0750381, 0.00999937, 0.0142187, 0.12637
0.0666705, 0.00977658, 0.0150522, 0.140123
0.08844, 0.0093306, 0.0162335, 0.158379
0.0895715, 0.00907323, 0.0189162, 0.157758
0.0926113, 0.00931509, 0.0174074, 0.170759
0.119478, 0.0125847, 0.0157643, 0.167325
0.0912092, 0.0138736, 0.0146559, 0.136209
0.107031, 0.0121709, 0.013066, 0.120547
0.0986876, 0.0156188, 0.0142105, 0.12035
0.12236, 0.0140271, 0.0118438, 0.113681
0.121175, 0.0136998, 0.0132575, 0.118282
0.110366, 0.0114122, 0.0121332, 0.100932
0.0975633, 0.0120832, 0.0125254, 0.108827
0.091331, 0.011914, 0.0134847, 0.114446
0.0912844, 0.0142469, 0.0116688, 0.122583
0.103541, 0.0140499, 0.0124946, 0.115183
0.101409, 0.0136481, 0.0111156, 0.125045
0.0902249, 0.0114034, 0.0132576, 0.135374
0.0752459, 0.0119218, 0.0123902, 0.113469
0.0900544, 0.00985639, 0.0127445, 0.108717
0.0809394, 0.0118265, 0.0132793, 0.128994
0.0978919, 0.0124127, 0.0143806, 0.122348
0.104766, 0.0129481, 0.0121546, 0.124652
0.11834, 0.0146448, 0.0131706, 0.104555
0.106205, 0.0142193, 0.0138699, 0.122453
0.0880824, 0.0125655, 0.0142048, 0.129705
0.104449, 0.0119879, 0.0148506, 0.12769
0.136427, 0.0137352, 0.0145963, 0.170463
0.134609, 0.0131733, 0.0153769, 0.145443
0.13292, 0.0149286, 0.0156575, 0.149205
0.121477, 0.0155516, 0.0143187, 0.135232
0.106055, 0.0133381, 0.0160394, 0.147491
0.103125, 0.0122213, 0.0130649, 0.163031
0.108157, 0.0159956, 0.0132622, 0.137031
0.102566, 0.0138872, 0.0108338, 0.106467
0.139496, 0.0138848, 0.0102278, 0.113796
0.140559, 0.0144105, 0.0130682, 0.104074
0.106736, 0.0145821, 0.0128654, 0.0919801
0.11751, 0.0150075, 0.0125289, 0.115015
0.106387, 0.0126998, 0.0117822, 0.102235
0.105231, 0.0119161, 0.0114454, 0.108382
0.0902556, 0.00897346, 0.0143389, 0.129246
0.076094, 0.00919085, 0.0147394, 0.110587
0.0846253, 0.00938622, 0.0123303, 0.147151
0.0696198, 0.00893001, 0.0137373, 0.119046
0.0818048, 0.00999646, 0.0132573, 0.145272
0.100225, 0.0105067, 0.014693, 0.125045
0.099348, 0.0115952, 0.0143088, 0.153405
0.0858355, 0.0100914, 0.0145489, 0.138396
0.0807965, 0.0121106, 0.0118729, 0.133214
0.0888026, 0.0095021, 0.00950565, 0.125034
0.0971529, 0.0121606, 0.0104135, 0.114951
0.142605, 0.0114041, 0.0105972, 0.0944835
0.115772, 0.0109371, 0.00898117, 0.100896
0.108101, 0.0122582, 0.010622, 0.0972687
0.138523, 0.0128924, 0.00857697, 0.0848146
0.112238, 0.0136622, 0.00732548, 0.0827709
0.101213, 0.0111934, 0.00820595, 0.0849485
0.0949002, 0.0148895, 0.00774795, 0.0843339
0.116673, 0.0160717, 0.0085327, 0.0750084
0.0990725, 0.0132322, 0.00969866, 0.096548
0.123602, 0.0138452, 0.00915061, 0.105438
0.118361, 0.0119385, 0.0105029, 0.0934629
0.108288, 0.0124573, 0.0089623, 0.0907089
0.119512, 0.0111589, 0.00795434, 0.0942926
0.0787024, 0.00959171, 0.00789325, 0.0833602
0.0852164, 0.00940904, 0.00955328, 0.0682575
0.0978315, 0.00807808, 0.00894385, 0.0833612
0.0707187, 0.00979525, 0.0112354, 0.0946773
0.0919432, 0.00863517, 0.0123191, 0.138976
0.0912116, 0.00827165, 0.0120309, 0.128756
0.105294, 0.00653316, 0.0124687, 0.120573
0.0858103, 0.0111388, 0.0115347, 0.11647
0.104299, 0.00924632, 0.0104326, 0.114366
0.097804, 0.0101334, 0.0111917, 0.110046
0.0978465, 0.0105928, 0.00976539, 0.113724
0.0663723, 0.0104545, 0.0111112, 0.112559
0.100639, 0.0110534, 0.0108894, 0.120265
0.0735716, 0.00816674, 0.0107025, 0.122295
0.0612516, 0.00990765, 0.0118649, 0.114215
0.0688168, 0.00973911, 0.0124534, 0.106134
0.0731308, 0.00887769, 0.0101121, 0.110373
0.0868218, 0.00875266, 0.00954884, 0.103372
0.0756273, 0.010794, 0.0123781, 0.101199
0.0738161, 0.0103262, 0.0115815, 0.120139
0.0878602, 0.0081851, 0.0114168, 0.0854244
0.0649634, 0.0103945, 0.00939449, 0.0988446
0.0832092, 0.0112105, 0.0103077, 0.0795045
0.0979466, 0.0104668, 0.0104482, 0.0791274
0.0819037, 0.0109735, 0.00995552, 0.102095
0.0938845, 0.00998314, 0.00691633, 0.106507
0.0791737, 0.00923042, 0.00838391, 0.102696
0.076311, 0.00801631, 0.0102635, 0.10089
0.071692, 0.00744309, 0.00964376, 0.111007
0.0817791, 0.00773915, 0.00907841, 0.0944667
0.0886687, 0.00766739, 0.011202, 0.105082
0.0651256, 0.00614595, 0.00971271, 0.109638
0.0667153, 0.0081147, 0.0111366, 0.0992794
0.0702506, 0.00778671, 0.0128389, 0.096417
0.0757013, 0.00801098, 0.0093773, 0.0975216
0.0697643, 0.00631796, 0.0117822, 0.111437
0.0715267, 0.00762348, 0.0111248, 0.105848
0.0642801, 0.0072573, 0.0121584, 0.131867
0.0659545, 0.00829816, 0.0134691, 0.0990469
0.045553, 0.00742497, 0.010316, 0.122177
0.0488879, 0.00628112, 0.0123375, 0.12595
0.0383436, 0.00667663, 0.0132242, 0.124901
0.0544963, 0.00625802, 0.0109956, 0.115282
0.0505816, 0.00762029, 0.0103854, 0.093914
0.0655191, 0.00897937, 0.00877594, 0.0977661
0.067833, 0.00791891, 0.01128, 0.0998538
0.0639172, 0.00904771, 0.0106811, 0.111983
0.07572, 0.00818892, 0.012325, 0.104043
0.0644194, 0.00944848, 0.0108873, 0.092051
0.0653255, 0.00951185, 0.0101855, 0.0928578
0.0779555, 0.00946353, 0.0103671, 0.0920747
0.0776089, 0.0100416, 0.00936905, 0.0855126
0.0779983, 0.00999405, 0.00908625, 0.0762327
0.0779653, 0.00916545, 0.00920708, 0.0967609
0.0767264, 0.0105891, 0.00848132, 0.0801009
0.0708211, 0.00913449, 0.00850989, 0.0626567
0.060059, 0.00938253, 0.00992379, 0.08551
0.071515, 0.00911249, 0.00795037, 0.0815782
0.0729231, 0.00801204, 0.0078961, 0.0644049
0.0694408, 0.00863913, 0.00712144, 0.0603252
0.0771901, 0.00886929, 0.00516959, 0.0644598
0.05246, 0.00901848, 0.00620291, 0.049895
0.0618095, 0.00629574, 0.00617199, 0.0647843
0.0628798, 0.00979789, 0.00655597, 0.0691121
0.0572532, 0.006924, 0.00599499, 0.0754705
0.0755956, 0.00662005, 0.0065779, 0.0852799
0.0758532, 0.00746725, 0.00807452, 0.061926
0.0602912, 0.00817855, 0.00748913, 0.0722566
0.0727487, 0.0100966, 0.00604566, 0.0704032
0.0715177, 0.00707006, 0.0060784, 0.0632384
0.0615137, 0.00686438, 0.00839755, 0.0563596
0.0498312, 0.00559088, 0.00774674, 0.0686844
0.061816, 0.00716829, 0.00891466, 0.0667211
0.0533693, 0.00595231, 0.00785037, 0.0784744
0.0402747, 0.00640218, 0.00677576, 0.0976644
0.0641175, 0.00592018, 0.00771207, 0.0795816
0.0349884, 0.0065788, 0.00996234, 0.0844066
0.0424463, 0.00635846, 0.00913, 0.0782121
0.0490399, 0.00541475, 0.00957293, 0.094653
0.0564707, 0.00551149, 0.0115398, 0.0793881
0.0418323, 0.00650758, 0.00981095, 0.100238
0.0539467, 0.00618152, 0.00976493, 0.0915371
0.0412144, 0.0060086, 0.00827986, 0.0858831
0.0480626, 0.00749942, 0.00901474, 0.0984387
0.0582824, 0.00749983, 0.00879533, 0.0760788
0.0573422, 0.00831813, 0.00851444, 0.086996
0.0758198, 0.00750368, 0.00890311, 0.102849
0.0730138, 0.0102336, 0.00905409, 0.0966413
0.0740438, 0.00851763, 0.0100071, 0.081643
0.080889, 0.010171, 0.0103683, 0.109225
0.0689537, 0.00822445, 0.0108363, 0.0891506
0.0636358, 0.00830862, 0.0118295, 0.0886559
0.0845715, 0.00751208, 0.0101733, 0.0885574
0.101258, 0.00825, 0.00869641, 0.079276
0.0906732, 0.0117713, 0.0061123, 0.0826276
0.0858719, 0.0115373, 0.00750143, 0.0907517
0.0900249, 0.0126752, 0.00788899, 0.0797349
0.0972068, 0.0123468, 0.00939181, 0.0759385
0.105103, 0.0112585, 0.00754338, 0.0666328
0.108352, 0.0138044, 0.00840114, 0.0538844
0.102456, 0.0115252, 0.00734084, 0.0638037
0.104471, 0.0133974, 0.00598373, 0.0488993
0.0944663, 0.0124659, 0.00716495, 0.0508108
0.112491, 0.012216, 0.00671131, 0.0649627
0.0990652, 0.011731, 0.00563123, 0.0683886
0.10427, 0.0116367, 0.00688542, 0.0866644
0.100525, 0.0113601, 0.00846321, 0.0771094
0.0992325, 0.012413, 0.0076954, 0.0569818
0.0886075, 0.0101789, 0.0077145, 0.0766293
0.113217, 0.0119346, 0.00908866, 0.0852221
0.101732, 0.0111315, 0.00810062, 0.0681659
0.0922453, 0.0132147, 0.00695767, 0.0658133
0.0870944, 0.0127227, 0.00599933, 0.0634988
0.117927, 0.0131044, 0.00682095, 0.0609597
0.107209, 0.0113461, 0.00653059, 0.0498711
0.0653353, 0.00858267, 0.00659974, 0.0651413
0.0724322, 0.00876616, 0.00841829, 0.0666569
0.0648643, 0.00902071, 0.00643251, 0.0692838
0.0717941, 0.0087226, 0.00610954, 0.0669325
0.0802338, 0.00851676, 0.00737525, 0.0678452
0.0829314, 0.00969, 0.00762882, 0.0623139
0.0985654, 0.0103717, 0.00571105, 0.0828971
0.086115, 0.00912511, 0.00653093, 0.0594706
0.0862212, 0.00967508, 0.00686525, 0.0744769
0.099587, 0.0108766, 0.008789, 0.0665295
0.0847576, 0.0100356, 0.00690145, 0.0598074
0.079758, 0.00923043, 0.00668177, 0.052447
0.0844039, 0.0102387, 0.00677971, 0.0662283
0.0903604, 0.00961606, 0.00740546, 0.0753787
0.0765727, 0.0127288, 0.00762908, 0.0994849
0.104459, 0.010126, 0.00873679, 0.0884596
0.095191, 0.00855158, 0.0080527, 0.0718538
0.0979694, 0.0119623, 0.00926392, 0.0874895
0.0929147, 0.0105679, 0.00801476, 0.0913129
0.0930842, 0.0118845, 0.00813009, 0.0907286
0.118106, 0.0124169, 0.0079844, 0.0690422
0.131297, 0.0152161, 0.00829273, 0.0855996
0.129694, 0.012742, 0.00817002, 0.0790095
0.110252, 0.0158945, 0.00687677, 0.0601117
0.136148, 0.0123511, 0.00851964, 0.0932344
0.105886, 0.0130184, 0.00782472, 0.111561
0.123828, 0.0123194, 0.00927055, 0.0845083
0.102614, 0.0149074, 0.00718683, 0.0920615
0.114918, 0.0142204, 0.0094034, 0.0853097
0.100604, 0.0117887, 0.00996144, 0.0926096
0.113263, 0.0124358, 0.00963913, 0.112519
0.102323, 0.0117834, 0.0111196, 0.0991285
0.0926258, 0.0152767, 0.00975274, 0.0812985
0.111333, 0.0123909, 0.0083604, 0.0960376
0.116711, 0.0124058, 0.00806086, 0.0814897
0.11951, 0.0119074, 0.00935817, 0.0725414
0.11411, 0.0124076, 0.00820725, 0.090328
0.104379, 0.0127869, 0.00998473, 0.0766063
0.128003, 0.0128654, 0.00943943, 0.0932535
0.136428, 0.0140013, 0.011036, 0.0940865
0.11675, 0.0143396, 0.00991723, 0.0810321
0.106759, 0.0132084, 0.00950149, 0.0891696
0.108712, 0.012402, 0.0099781, 0.0860021
0.113601, 0.0141756, 0.00945558, 0.076132
0.099506, 0.013093, 0.00811006, 0.0810834
0.107736, 0.0127864, 0.00936069, 0.0681926
0.10955, 0.0113882, 0.00922876, 0.0750849
0.0862336, 0.0121593, 0.00649588, 0.062775
0.099391, 0.00881022, 0.00822168, 0.0709919
0.0979743, 0.00925176, 0.00815715, 0.0758848
0.100239, 0.0114094, 0.00948785, 0.0863567
0.107798, 0.0124526, 0.00728199, 0.0805127
0.114515, 0.0113394, 0.00672123, 0.0582549
0.122297, 0.0123323, 0.00753088, 0.0692015
0.09845, 0.0106575, 0.00869346, 0.0757282
0.0835996, 0.00996321, 0.00952149, 0.0871672
0.0810758, 0.00977451, 0.0094456, 0.0851164
0.0630077, 0.0104352, 0.00926342, 0.0840977
0.0705778, 0.0087924, 0.00995996, 0.110771
0.0840834, 0.00915395, 0.0105646, 0.0796109
0.0947338, 0.00970225, 0.00783062, 0.0801198
0.110218, 0.0119945, 0.00947938, 0.073944
0.106476, 0.0131201, 0.007573, 0.0803397
0.110625, 0.0126222, 0.0090529, 0.069728
0.0873618, 0.0116741, 0.00790969, 0.0631156
0.10363, 0.011382, 0.00794298, 0.0703581
0.0862926, 0.0112009, 0.00756922, 0.0654712
0.0863449, 0.0123592, 0.00744938, 0.0708558
0.0880053, 0.0107218, 0.0103951, 0.084029
0.0957826, 0.00911519, 0.00938577, 0.0860813
0.0743109, 0.0100222, 0.0102573, 0.0841512
0.0715148, 0.00926862, 0.0102954, 0.0922074
0.0982407, 0.00966915, 0.00901758, 0.0906032
0.0775047, 0.0125542, 0.00898597, 0.086852
0.0890971, 0.013259, 0.0107747, 0.0845215
0.0903366, 0.0110077, 0.00916639, 0.08618
0.0866064, 0.00756328, 0.00779523, 0.0824905
0.0604542, 0.00898545, 0.00836112, 0.0576422
0.0666865, 0.00785424, 0.00802152, 0.0692633
0.0798098, 0.00917606, 0.00789608, 0.0513398
0.0845056, 0.0123017, 0.00805661, 0.0547154
0.0690706, 0.0108567, 0.00688142, 0.0606447
0.0654117, 0.00790587, 0.011438, 0.0766531
0.0623874, 0.00713937, 0.0109696, 0.100689
0.0859996, 0.00781748, 0.0110122, 0.0975793
0.0732705, 0.0100729, 0.00912362, 0.0797996
0.0653622, 0.00882838, 0.00964274, 0.0683786
0.0870309, 0.00934215, 0.00866024, 0.0850361
0.0775173, 0.00872245, 0.00763916, 0.082351
0.0827925, 0.00811745, 0.00832382, 0.0788453
0.084804, 0.00855135, 0.00776058, 0.0818257
0.0789866, 0.00820031, 0.0104651, 0.0710733
0.0689667, 0.00888262, 0.0100617, 0.0792258
0.0647451, 0.00567959, 0.00933569, 0.0826253
0.0635509, 0.00622468, 0.010805, 0.0690649
0.0516694, 0.00665829, 0.00935181, 0.0901182
0.0397896, 0.00698979, 0.00862092, 0.0738479
0.04401, 0.00598187, 0.00788827, 0.082909
0.0474799, 0.00602822, 0.0078568, 0.0655002
0.0410231, 0.0076422, 0.0101127, 0.0773484
0.0566263, 0.00654529, 0.00828747, 0.0788114
0.0476984, 0.00639345, 0.00727175, 0.0556537
0.0659795, 0.00744147, 0.00790373, 0.0592781
0.0584681, 0.00833921, 0.00683204, 0.0406844
0.0922456, 0.00853232, 0.00616764, 0.0714589
0.0686396, 0.00771387, 0.00737049, 0.061679
0.0815257, 0.00956679, 0.00768653, 0.0717748
0.0892376, 0.0103893, 0.00825143, 0.0786432
0.0769057, 0.00905423, 0.00782413, 0.0846151
0.0617676, 0.00678928, 0.00900043, 0.0730037
