alpha, beta, delta, gamma 
0.0933308, 0.0127329, 0.0103333, 0.0989434
0.0813099, 0.0146302, 0.0111621, 0.0988302
0.0821462, 0.0114685, 0.0112884, 0.10744
0.0816649, 0.0141904, 0.00859283, 0.129368
0.118712, 0.012228, 0.0121291, 0.0933851
0.127658, 0.0135644, 0.0107367, 0.103341
0.094455, 0.0107974, 0.0137273, 0.104381
0.0925214, 0.0113029, 0.0141559, 0.119069
0.0883228, 0.0107779, 0.012635, 0.124608
0.0815269, 0.011608, 0.0140708, 0.116204
0.0854718, 0.0135986, 0.0112261, 0.128494
0.0991617, 0.0110807, 0.0100299, 0.0961888
0.0997302, 0.0125475, 0.0123747, 0.100581
0.108, 0.010993, 0.0117352, 0.111137
0.105536, 0.011885, 0.0121987, 0.129145
0.0991076, 0.0124764, 0.0120715, 0.117805
0.093504, 0.00940928, 0.0147658, 0.125823
0.0938157, 0.0103463, 0.0139498, 0.137926
0.0779904, 0.010756, 0.015682, 0.129832
0.0760497, 0.0105953, 0.0139441, 0.107725
0.0821614, 0.00941553, 0.01324, 0.113032
0.0836378, 0.0100279, 0.014596, 0.128352
0.0801139, 0.0105901, 0.0126251, 0.129701
0.0939664, 0.0120581, 0.0117749, 0.129168
0.0873177, 0.0111242, 0.0139535, 0.136415
0.0729761, 0.0102081, 0.0106817, 0.13153
0.0917042, 0.0129351, 0.0135039, 0.130128
0.108182, 0.0129818, 0.0113566, 0.124909
0.116062, 0.0147463, 0.0132422, 0.122945
0.125749, 0.0154787, 0.0112712, 0.10953
0.138557, 0.0153511, 0.0132318, 0.0958405
0.125713, 0.0173069, 0.0138612, 0.0997663
0.131887, 0.0174943, 0.0119311, 0.110465
0.110674, 0.0151926, 0.0137414, 0.112079
0.149786, 0.0163686, 0.0133688, 0.111258
0.146155, 0.0185696, 0.0133904, 0.107817
0.13988, 0.0158872, 0.0128227, 0.122056
0.122459, 0.0160438, 0.0137803, 0.102874
0.121247, 0.0140607, 0.0103183, 0.120282
0.11385, 0.0142818, 0.00987546, 0.109122
0.0908247, 0.0124354, 0.00943086, 0.102537
0.10975, 0.00954457, 0.0112134, 0.0859149
0.102798, 0.0125775, 0.0105218, 0.103355
0.10877, 0.0117072, 0.0105387, 0.100651
0.0980069, 0.0140935, 0.0113859, 0.0903705
0.0873608, 0.0118153, 0.0106255, 0.091636
0.0845779, 0.0118675, 0.0107502, 0.104614
0.108043, 0.0119309, 0.0102581, 0.112004
0.115795, 0.0134813, 0.0122307, 0.109461
0.12263, 0.0112298, 0.0111979, 0.12023
0.117151, 0.0131883, 0.0111091, 0.127507
0.128508, 0.0128098, 0.0114709, 0.142717
0.0995319, 0.0134746, 0.0109984, 0.115032
0.106693, 0.0137778, 0.0138008, 0.119653
0.089404, 0.0109542, 0.0124829, 0.109528
0.0962373, 0.0116768, 0.014943, 0.12943
0.0993116, 0.0103515, 0.0148694, 0.143907
0.106048, 0.0122536, 0.0153119, 0.148171
0.0960802, 0.0099795, 0.0154795, 0.152462
0.0818461, 0.0124864, 0.0149526, 0.160293
0.104926, 0.0115014, 0.0173281, 0.159659
0.0827469, 0.0141994, 0.0172748, 0.146363
0.0882282, 0.0104503, 0.0168881, 0.156536
0.101376, 0.0121357, 0.0154579, 0.155292
0.092641, 0.0113246, 0.016049, 0.130925
0.102611, 0.0119504, 0.0121477, 0.146225
0.0906799, 0.0127748, 0.0125606, 0.148502
0.124796, 0.0150173, 0.0144255, 0.136893
0.132286, 0.0146793, 0.0136941, 0.143925
0.13, 0.0153668, 0.0144463, 0.155356
0.10572, 0.0114611, 0.0135863, 0.154241
0.12613, 0.010784, 0.0159555, 0.158982
0.101045, 0.0119263, 0.017793, 0.146066
0.123497, 0.0106017, 0.0147397, 0.146947
0.12316, 0.012325, 0.0139311, 0.148539
0.0941282, 0.0104295, 0.0150435, 0.148689
0.097863, 0.0104968, 0.0118357, 0.138194
0.0878778, 0.0119618, 0.0117174, 0.140094
0.0976369, 0.00991892, 0.0161425, 0.141421
0.0753947, 0.00920569, 0.0127648, 0.153088
0.0750692, 0.0113728, 0.0159471, 0.163537
0.0708176, 0.00910154, 0.014601, 0.150207
0.0703014, 0.0108313, 0.0149001, 0.181972
0.0650678, 0.00942355, 0.0158357, 0.151088
0.0700857, 0.00966053, 0.0168151, 0.150763
0.0738937, 0.00872288, 0.0145332, 0.133558
0.0717897, 0.00809091, 0.0157023, 0.153387
0.0798489, 0.00723686, 0.0143318, 0.119255
0.0614652, 0.00911375, 0.014486, 0.134644
0.0600839, 0.00814086, 0.0158383, 0.150999
0.0818381, 0.00917166, 0.0147206, 0.170386
0.0780865, 0.00938818, 0.0151609, 0.144578
0.089096, 0.00771256, 0.0141899, 0.137646
0.074334, 0.00935624, 0.0155174, 0.175344
0.101672, 0.0101423, 0.0165069, 0.174354
0.0739262, 0.0094337, 0.0199068, 0.158709
0.0772134, 0.0108958, 0.0193621, 0.189892
0.0878309, 0.0128449, 0.0172115, 0.154425
0.111524, 0.0126399, 0.0137843, 0.148194
0.114447, 0.0109807, 0.0164021, 0.159327
0.104379, 0.0115374, 0.0178428, 0.152696
0.0868771, 0.0108211, 0.0139965, 0.142654
0.110321, 0.013455, 0.0147521, 0.143768
0.122534, 0.0140721, 0.0152312, 0.172752
0.114454, 0.0124711, 0.0148032, 0.157183
0.124395, 0.0143512, 0.0133266, 0.121068
0.1217, 0.0144861, 0.0150943, 0.121459
0.117493, 0.016126, 0.0121235, 0.128797
0.121629, 0.012241, 0.012108, 0.12718
0.110495, 0.0130679, 0.012207, 0.138513
0.125091, 0.0136346, 0.0133926, 0.135943
0.109404, 0.0134926, 0.0119312, 0.124648
0.116551, 0.0149879, 0.0153512, 0.111836
0.104715, 0.012512, 0.0133801, 0.130344
0.0912283, 0.013799, 0.0151405, 0.140659
0.112619, 0.0121677, 0.0154252, 0.137586
0.0943375, 0.0136606, 0.0141653, 0.137868
0.106567, 0.0114013, 0.0148394, 0.143506
0.102475, 0.0127214, 0.0161881, 0.142902
0.109837, 0.00946746, 0.0148079, 0.118634
0.108162, 0.0106796, 0.013774, 0.139515
0.07022, 0.0101989, 0.0150249, 0.135693
0.062889, 0.00767692, 0.0129092, 0.10973
0.0676733, 0.00821021, 0.0182988, 0.125986
0.0617207, 0.00894564, 0.017037, 0.130101
0.0610515, 0.0083431, 0.0121663, 0.104233
0.0703051, 0.00869852, 0.0111781, 0.101738
0.0828202, 0.0109167, 0.0132867, 0.106514
0.077814, 0.00990722, 0.00897316, 0.0955199
0.0718316, 0.00927176, 0.00944027, 0.0812004
0.0750729, 0.00988742, 0.0105646, 0.0885678
0.0839523, 0.00759269, 0.0107048, 0.0915118
0.0767914, 0.0115112, 0.0110992, 0.102791
0.0900756, 0.011871, 0.0106875, 0.130265
0.0856078, 0.0129356, 0.0118078, 0.107697
0.0760246, 0.0128773, 0.0139992, 0.0997389
0.0803003, 0.00999617, 0.0112999, 0.140882
0.0759587, 0.0114021, 0.0136058, 0.127894
0.0812103, 0.0113211, 0.0123597, 0.107978
0.0911988, 0.0136057, 0.0107459, 0.0908288
0.0929447, 0.0129493, 0.00860964, 0.101136
0.0930575, 0.0101134, 0.0101894, 0.0951409
0.112801, 0.0119956, 0.011659, 0.0959816
0.0896633, 0.0131753, 0.0107548, 0.0968918
0.0650021, 0.00754549, 0.0107141, 0.108883
0.0518426, 0.00949445, 0.0118227, 0.122313
0.0767065, 0.00855889, 0.0115127, 0.140401
0.0839489, 0.00858299, 0.0128042, 0.0909023
0.0688807, 0.00929736, 0.0112084, 0.12641
0.0734681, 0.00835226, 0.0137855, 0.116791
0.0529622, 0.00791425, 0.0130033, 0.123198
0.0575829, 0.00822443, 0.0155073, 0.127568
0.0696688, 0.0100532, 0.0151295, 0.129057
0.0748775, 0.00932689, 0.0145798, 0.124508
0.0771657, 0.0105891, 0.0136346, 0.114937
0.0742429, 0.00917358, 0.0137634, 0.137762
0.103505, 0.0125809, 0.0151502, 0.107604
0.0878044, 0.0128852, 0.00956339, 0.101247
0.115321, 0.0106056, 0.0101492, 0.0933432
0.0841658, 0.0100032, 0.00966642, 0.0945244
0.0720709, 0.0106408, 0.0110939, 0.0931348
0.0820541, 0.0103295, 0.0099408, 0.0707859
0.0965687, 0.00986477, 0.00839024, 0.0706452
0.0902239, 0.0110131, 0.00924495, 0.0651688
0.0979063, 0.0101327, 0.0114313, 0.0623481
0.101724, 0.0108297, 0.00974034, 0.0903757
0.0889975, 0.00980259, 0.0126843, 0.132583
0.0782912, 0.00949729, 0.0107485, 0.106925
0.0830799, 0.00910661, 0.0124918, 0.0993186
0.0772802, 0.00948491, 0.010555, 0.103405
0.0803157, 0.00984217, 0.00982003, 0.101742
0.0807608, 0.008297, 0.0101457, 0.0775676
0.0897446, 0.00852529, 0.010568, 0.0686458
0.0972339, 0.00973424, 0.00803478, 0.0645309
0.0815468, 0.0110967, 0.00776015, 0.0695741
0.089903, 0.0111797, 0.00818166, 0.0716137
0.081615, 0.0120223, 0.00975258, 0.0569132
0.114547, 0.0109673, 0.00781872, 0.0650353
0.0884144, 0.0108424, 0.010416, 0.0766351
0.0886246, 0.0115391, 0.0117808, 0.101051
0.0908566, 0.0108476, 0.0112259, 0.0910717
0.109297, 0.00921996, 0.0113255, 0.0956626
0.087028, 0.0109489, 0.0075394, 0.0953656
0.0887848, 0.00915915, 0.00660487, 0.0830742
0.0848843, 0.0107884, 0.00695833, 0.0762085
0.0806109, 0.00937385, 0.0087929, 0.0687177
0.0725138, 0.0111196, 0.00810531, 0.0720458
0.113053, 0.0116423, 0.00913846, 0.0787022
0.0875297, 0.0110089, 0.00851853, 0.0774742
0.0826664, 0.010006, 0.00725222, 0.0835256
0.0821526, 0.0103096, 0.00814448, 0.0685817
0.089984, 0.0101724, 0.00778908, 0.0692139
0.101796, 0.0101674, 0.00877452, 0.0821694
0.119682, 0.0122405, 0.00726185, 0.06123
0.137369, 0.0128364, 0.00625031, 0.0699216
0.133642, 0.016066, 0.00682914, 0.0658916
0.0995874, 0.0131116, 0.00864887, 0.0573981
0.10347, 0.0128038, 0.00770577, 0.0643498
0.107396, 0.0129829, 0.0073338, 0.0643651
0.0986578, 0.0116169, 0.00744182, 0.0794662
0.114943, 0.00988927, 0.00765347, 0.0878705
0.111462, 0.0118053, 0.0099188, 0.0898765
0.0942178, 0.0112208, 0.0103448, 0.0825757
0.084696, 0.0117664, 0.0124963, 0.10131
0.102038, 0.0103692, 0.00961024, 0.0912588
0.0946479, 0.0123972, 0.00948317, 0.0808864
0.0796521, 0.0130588, 0.00863914, 0.0833686
0.0770094, 0.0129408, 0.0106208, 0.103736
0.0708633, 0.0125581, 0.00858894, 0.104619
0.0926051, 0.00979462, 0.00884535, 0.0896668
0.0783504, 0.00963543, 0.00992621, 0.0822452
0.0671275, 0.00836716, 0.0104637, 0.0894217
0.0741202, 0.00916443, 0.00879946, 0.0760431
0.0652324, 0.0106077, 0.00729501, 0.0774113
0.091926, 0.0110748, 0.00816884, 0.0682709
0.0864222, 0.00795472, 0.00917084, 0.072067
0.100228, 0.00939015, 0.00834603, 0.0990956
0.102305, 0.00888406, 0.00899706, 0.0635071
0.0809073, 0.0109885, 0.00954255, 0.062293
0.0724265, 0.0100454, 0.00858819, 0.0950066
0.0618383, 0.00838665, 0.0105948, 0.0830337
0.0765066, 0.00816338, 0.00904616, 0.0826734
0.0718821, 0.00813282, 0.00902555, 0.112719
0.0660764, 0.00902056, 0.00957948, 0.0912393
0.074291, 0.00870873, 0.00859902, 0.101528
0.0674278, 0.00823105, 0.0116463, 0.0920802
0.0580662, 0.0107736, 0.00986754, 0.0831942
0.0689547, 0.00873529, 0.0112728, 0.112309
0.0701414, 0.00769309, 0.011367, 0.12481
0.0531926, 0.00970664, 0.0129929, 0.103651
0.0609497, 0.00778944, 0.0105137, 0.114817
0.0519478, 0.00978119, 0.0123718, 0.117919
0.0694586, 0.00793237, 0.0128574, 0.131713
0.0714719, 0.00673569, 0.0124034, 0.133774
0.0667463, 0.00925789, 0.0144479, 0.106564
0.0562461, 0.008875, 0.0106073, 0.10915
0.0659825, 0.00843801, 0.0123424, 0.132167
0.0648548, 0.00664586, 0.0144084, 0.1196
0.0484911, 0.00753068, 0.0135373, 0.146827
0.0575863, 0.00903922, 0.0145087, 0.130952
0.0541806, 0.00808436, 0.0143687, 0.148633
0.0665968, 0.00910304, 0.0154408, 0.149892
0.071234, 0.00908754, 0.016552, 0.158276
0.0740989, 0.0102472, 0.0156224, 0.167992
0.0684247, 0.00934544, 0.0177977, 0.179647
0.080207, 0.0108138, 0.0161968, 0.177799
0.0588471, 0.00985011, 0.0162081, 0.177163
0.0642721, 0.0110761, 0.0179781, 0.148097
0.0873043, 0.0106161, 0.01575, 0.152559
0.0831913, 0.0104024, 0.0144072, 0.153258
0.0782705, 0.0102974, 0.0147587, 0.134274
0.0907385, 0.0105657, 0.0140521, 0.156277
0.0837413, 0.0108862, 0.0144175, 0.137849
0.081809, 0.00912523, 0.0164855, 0.14318
0.0776311, 0.00818799, 0.0136076, 0.135209
0.0964465, 0.00907332, 0.0121987, 0.142667
0.0896411, 0.00937764, 0.0150667, 0.122818
0.0754859, 0.0117198, 0.0143225, 0.117773
0.0698468, 0.0087873, 0.0156579, 0.113529
0.0750936, 0.00854933, 0.0128021, 0.110215
0.082774, 0.00941909, 0.0114238, 0.106959
0.073497, 0.0118014, 0.00988861, 0.0962669
0.0917543, 0.00993828, 0.00867335, 0.0975959
0.0873654, 0.00936841, 0.012088, 0.0980054
0.0747236, 0.00827011, 0.0110542, 0.129689
0.0850979, 0.00774411, 0.0119801, 0.125043
0.0876489, 0.00923513, 0.010855, 0.112444
0.0710329, 0.0101415, 0.0119251, 0.10149
0.091118, 0.00970333, 0.00990603, 0.0968403
0.0833997, 0.0106068, 0.0109815, 0.09511
0.0788175, 0.0109267, 0.0106371, 0.0909827
0.0794657, 0.00862216, 0.0110938, 0.121181
0.0731678, 0.00983231, 0.0112719, 0.0921741
0.096233, 0.010637, 0.00977789, 0.0902264
0.0971327, 0.0106757, 0.0128812, 0.108591
0.114475, 0.0123644, 0.0105328, 0.101793
0.110364, 0.0121472, 0.00912511, 0.0983988
0.11975, 0.0109933, 0.0099447, 0.0823704
0.098963, 0.00969837, 0.00873172, 0.0803241
0.0750066, 0.00957257, 0.0104472, 0.0734589
0.082059, 0.00976339, 0.00894364, 0.0693378
0.081808, 0.00880836, 0.00901329, 0.0821569
0.0660677, 0.00894529, 0.00855914, 0.0924738
0.0678982, 0.0104666, 0.00832363, 0.0624344
0.0639444, 0.0102012, 0.00907032, 0.0992982
0.0545974, 0.00942632, 0.0105073, 0.105122
0.0565324, 0.00780544, 0.0115248, 0.115894
0.069493, 0.00661956, 0.0124112, 0.091657
0.0615685, 0.00754975, 0.0114451, 0.0952548
0.0585906, 0.0078329, 0.0100522, 0.096737
0.0653123, 0.00698821, 0.0114311, 0.0842433
0.0701201, 0.00682226, 0.0112813, 0.112179
0.0537473, 0.00799657, 0.0115925, 0.0972236
0.0570351, 0.00893599, 0.0122569, 0.0816217
0.0696057, 0.00669904, 0.00870141, 0.101766
0.0644471, 0.00767695, 0.0101025, 0.0986884
0.0764393, 0.00846816, 0.0114186, 0.0899284
0.0811592, 0.0083637, 0.00985278, 0.0764224
0.070567, 0.0100711, 0.00810901, 0.0759545
0.0778402, 0.00965078, 0.00642042, 0.0681455
0.0931972, 0.0122877, 0.00683321, 0.0608461
0.0683774, 0.0105357, 0.00938999, 0.0653767
0.0724306, 0.00993195, 0.00796575, 0.0844114
0.0549704, 0.00775383, 0.00780417, 0.0941594
0.0613663, 0.00808813, 0.0119032, 0.0764938
0.0742539, 0.00908551, 0.0101633, 0.0999355
0.0811317, 0.00915894, 0.00935186, 0.0878255
0.0636014, 0.010214, 0.00769375, 0.0816203
0.0604964, 0.0103782, 0.00973378, 0.094507
0.0893327, 0.00791147, 0.0104875, 0.0774488
0.0802114, 0.00990857, 0.00953894, 0.0877071
0.0753281, 0.01036, 0.00867481, 0.0896486
0.0944601, 0.00909683, 0.0083779, 0.0726187
0.110416, 0.0102725, 0.00922936, 0.0742663
0.0759651, 0.0103526, 0.00840902, 0.103806
0.0850583, 0.010867, 0.0108601, 0.0875616
0.0890899, 0.0121918, 0.00966196, 0.103892
0.0889114, 0.00972167, 0.00995725, 0.0957857
0.0709324, 0.00952616, 0.0115103, 0.0937452
0.0621871, 0.00882465, 0.0105292, 0.102775
0.0726808, 0.00880689, 0.0108986, 0.0875531
0.0685521, 0.0104802, 0.00855164, 0.0793523
0.0727844, 0.0104526, 0.00808404, 0.0802995
0.0513275, 0.0110245, 0.00811657, 0.0811469
0.0648455, 0.00898553, 0.0109771, 0.103392
0.0493671, 0.006976, 0.010558, 0.0773018
0.0581363, 0.00785305, 0.00756833, 0.0905743
0.0443254, 0.00668007, 0.00779347, 0.0839934
0.0438419, 0.00735738, 0.00909907, 0.0880036
0.0507998, 0.00652594, 0.00933083, 0.092764
0.0573348, 0.00681926, 0.0097687, 0.104752
0.061702, 0.00760324, 0.00833055, 0.100254
0.065198, 0.00820129, 0.00938826, 0.0817536
0.0905653, 0.00735432, 0.0111586, 0.0794081
0.0733476, 0.00911715, 0.00859617, 0.0885526
0.0690294, 0.00984185, 0.00693786, 0.0617752
0.0905943, 0.0104935, 0.00852603, 0.0628116
0.0992764, 0.0114306, 0.00893441, 0.0779477
0.101936, 0.0105237, 0.00862814, 0.0937042
0.0739787, 0.00779252, 0.0104664, 0.0905343
0.0835462, 0.00831879, 0.00885189, 0.0720901
0.0771759, 0.0104694, 0.00826873, 0.0957355
0.0665618, 0.00865697, 0.00980764, 0.102667
0.0811164, 0.0097542, 0.0102462, 0.107483
0.0848348, 0.00990599, 0.00888569, 0.0812112
0.0860674, 0.00968549, 0.00876624, 0.0774814
0.0816259, 0.00965475, 0.00842269, 0.0704426
0.088569, 0.0086958, 0.00722398, 0.0793037
0.0848466, 0.00861677, 0.00915103, 0.0650005
0.074085, 0.00983101, 0.00797315, 0.101222
0.0576945, 0.00914322, 0.00962422, 0.097791
0.0695635, 0.0093321, 0.00911271, 0.0931909
0.0651884, 0.00889325, 0.00833688, 0.0791028
0.0565162, 0.00810522, 0.00957753, 0.0692163
0.0596629, 0.00772167, 0.00908533, 0.1008
0.0757309, 0.00719033, 0.00945972, 0.0782674
0.0558306, 0.00698548, 0.00959232, 0.0745582
0.0711787, 0.00630362, 0.00805723, 0.0714376
0.06262, 0.00853242, 0.00851737, 0.074993
0.0735833, 0.0102749, 0.00942955, 0.0773555
0.0685987, 0.00870313, 0.00784785, 0.0693938
0.0884345, 0.00908318, 0.00912264, 0.0960682
0.0713619, 0.00761935, 0.0101296, 0.0780045
0.0827457, 0.00788969, 0.00825956, 0.098573
0.0713162, 0.00937401, 0.0102956, 0.0926506
0.076475, 0.0108298, 0.00979369, 0.100247
0.0822572, 0.00951932, 0.0105241, 0.10672
0.0694466, 0.009633, 0.0142207, 0.0898168
0.0674986, 0.00892987, 0.0123622, 0.0996539
0.0783004, 0.00909708, 0.0108413, 0.0993709
0.0788835, 0.00870783, 0.0108761, 0.108764
0.0664816, 0.00797612, 0.00987292, 0.099413
0.0696655, 0.00671018, 0.00997719, 0.108937
0.0424525, 0.00685556, 0.0113527, 0.0881485
0.0520213, 0.00732484, 0.0118258, 0.081111
0.0624315, 0.00842761, 0.0114478, 0.10675
0.0698973, 0.009857, 0.0130313, 0.0941502
0.0796782, 0.00834889, 0.0122653, 0.102024
0.0568443, 0.00822631, 0.0106603, 0.0881743
0.077851, 0.00975583, 0.00857866, 0.0785722
0.0830984, 0.00929518, 0.00592036, 0.0771353
0.0730101, 0.0087884, 0.0106697, 0.0992264
0.0727768, 0.00995449, 0.00818995, 0.0756217
0.0573663, 0.00812912, 0.00699552, 0.0649796
0.0821932, 0.00839746, 0.0065381, 0.0472199
0.0657804, 0.00824935, 0.00741652, 0.0572055
0.0794295, 0.0119314, 0.00804347, 0.0658009
0.0792752, 0.00659381, 0.00806588, 0.05952
0.0500298, 0.00738361, 0.00892788, 0.0568551
0.0519406, 0.00727502, 0.00965865, 0.0624474
0.0570867, 0.0071035, 0.00938224, 0.0739761
0.0576672, 0.00981972, 0.00946579, 0.0731812
0.0719284, 0.00787773, 0.00719606, 0.0826483
0.075127, 0.00735257, 0.0102169, 0.0612323
0.0762039, 0.00939099, 0.00779798, 0.0597384
0.0834238, 0.0119608, 0.00500231, 0.0582984
0.108741, 0.00890037, 0.0045462, 0.0615109
0.101572, 0.0111445, 0.0047383, 0.0532555
0.0919676, 0.0110138, 0.00614451, 0.0459338
0.0886434, 0.00887204, 0.00551013, 0.0439513
0.10758, 0.012534, 0.00500764, 0.0464884
0.108771, 0.0119561, 0.00764634, 0.0511248
0.11326, 0.0115175, 0.00835767, 0.074693
0.0911106, 0.0131525, 0.00959048, 0.0686611
0.113674, 0.0119206, 0.0101168, 0.0943554
0.120583, 0.0124704, 0.0105693, 0.0765945
0.119216, 0.0124827, 0.009409, 0.0741676
0.126614, 0.0136089, 0.00794678, 0.0646994
0.115574, 0.0141285, 0.00886177, 0.069097
0.120879, 0.0147278, 0.00677574, 0.0590262
0.133885, 0.0135754, 0.00773102, 0.0655112
0.113878, 0.0150681, 0.00504263, 0.0673482
0.1387, 0.0126295, 0.00705268, 0.071878
0.13208, 0.0148629, 0.00737251, 0.0773704
0.127535, 0.0150241, 0.00910027, 0.082786
0.132667, 0.0149876, 0.00764514, 0.0827424
0.168125, 0.0158061, 0.00809746, 0.0735331
0.156392, 0.0166915, 0.0103612, 0.0848968
0.172675, 0.0144812, 0.00880092, 0.0814546
0.160739, 0.0165401, 0.00865766, 0.0802592
0.147496, 0.0157153, 0.00905613, 0.110415
0.130238, 0.0148019, 0.0105645, 0.0959449
0.145723, 0.0166249, 0.00862532, 0.0916674
0.15456, 0.0148255, 0.00685859, 0.085242
0.134466, 0.0143168, 0.00866008, 0.0863932
0.137663, 0.012124, 0.00871717, 0.0859155
0.138422, 0.0131653, 0.00856942, 0.0914119
0.165266, 0.0134947, 0.0106427, 0.0857839
0.121963, 0.0144552, 0.0107963, 0.077149
0.128443, 0.0138815, 0.0081362, 0.0602706
0.13247, 0.0143257, 0.00934026, 0.0924158
0.130699, 0.0156233, 0.00880821, 0.0909844
0.165362, 0.0169713, 0.011278, 0.0789968
0.155403, 0.0156542, 0.0102304, 0.0884926
0.131855, 0.0140436, 0.00910764, 0.101961
0.133711, 0.0158967, 0.0130318, 0.0996833
0.153101, 0.0157649, 0.01003, 0.101949
0.145274, 0.0162646, 0.00958162, 0.0850945
0.142825, 0.0153719, 0.00922736, 0.0760382
0.127864, 0.014233, 0.00999559, 0.0837413
0.127393, 0.0116057, 0.00800168, 0.10618
0.0889993, 0.0127002, 0.0100113, 0.0806298
0.136213, 0.0114326, 0.00824088, 0.089162
0.125267, 0.0142338, 0.00959165, 0.083255
0.118917, 0.0147462, 0.0093425, 0.0825404
0.114333, 0.0150472, 0.00902856, 0.0826358
0.124392, 0.0132789, 0.0100003, 0.0958832
0.138274, 0.013211, 0.00955018, 0.106611
0.120479, 0.0144715, 0.0105448, 0.0871539
0.146447, 0.0140814, 0.00982194, 0.097861
0.142817, 0.0147547, 0.0103405, 0.0908952
0.144586, 0.0126794, 0.0113297, 0.0869923
0.142579, 0.0139035, 0.00965787, 0.0761749
0.117926, 0.0124802, 0.00990974, 0.0852782
0.126425, 0.0132162, 0.0107574, 0.0840214
0.105747, 0.0125934, 0.0089904, 0.0797065
0.120979, 0.0112799, 0.00991793, 0.0922115
0.100695, 0.0106946, 0.00908661, 0.07756
0.099103, 0.0113547, 0.00795785, 0.0554233
0.0920245, 0.0112329, 0.00738797, 0.0895146
0.089611, 0.0115994, 0.00736813, 0.0700359
0.083197, 0.00968157, 0.00749047, 0.0817459
0.0917152, 0.00838015, 0.00889122, 0.0813337
0.0907476, 0.00966688, 0.0110127, 0.101716
0.0841403, 0.00895669, 0.0137399, 0.107933
0.0734433, 0.00928089, 0.0150404, 0.13506
0.0737195, 0.00890868, 0.014177, 0.167408
0.0816214, 0.0110788, 0.0175663, 0.130926
0.0937122, 0.0113336, 0.0144619, 0.154191
0.125938, 0.012671, 0.0159883, 0.131339
0.120078, 0.0134202, 0.0133598, 0.151395
0.0970769, 0.0108643, 0.0139016, 0.140895
0.0926778, 0.00913564, 0.0143641, 0.132735
0.111947, 0.00998575, 0.0139672, 0.152236
0.135661, 0.0123728, 0.0117748, 0.10998
0.103504, 0.0122835, 0.0139972, 0.0812887
0.099682, 0.0106659, 0.0124396, 0.100833
0.0824872, 0.0111998, 0.0118729, 0.100306
0.0665921, 0.0112214, 0.00939621, 0.0753544
0.0843809, 0.0103648, 0.00842983, 0.077992
0.0838111, 0.0105504, 0.00998719, 0.0792318
0.0835345, 0.0112086, 0.00684237, 0.0879793
0.0871901, 0.0107614, 0.00808684, 0.079261
0.094392, 0.0104882, 0.00737934, 0.0673199
0.0823907, 0.00950411, 0.00672604, 0.070202
0.0800828, 0.0111496, 0.00831342, 0.0803533
0.077486, 0.010142, 0.00797414, 0.107572
0.0923568, 0.0113463, 0.0104521, 0.0862569
0.0931222, 0.0106043, 0.00845586, 0.092774
0.101809, 0.0102969, 0.00868746, 0.0893721
0.111318, 0.0114112, 0.00888574, 0.0855908
0.0951942, 0.0103225, 0.00912711, 0.0791558
0.104118, 0.0117741, 0.00981325, 0.0807381
0.104933, 0.0115227, 0.00914069, 0.0704982
0.10474, 0.010941, 0.00954739, 0.065504
0.096941, 0.0110061, 0.00956718, 0.0829352
0.0973942, 0.0134215, 0.00905811, 0.0830053
0.10238, 0.0144844, 0.00958084, 0.069273
0.117229, 0.0109201, 0.0102821, 0.091422
0.108422, 0.0131828, 0.00942309, 0.103342
0.103619, 0.0110988, 0.00728564, 0.0805865
0.108268, 0.0118679, 0.00912232, 0.0981933
0.114893, 0.012745, 0.00814439, 0.0985838
0.108832, 0.0139294, 0.00900896, 0.0859547
0.110587, 0.0168376, 0.0104003, 0.0966989
0.127745, 0.012618, 0.00954825, 0.100701
0.12123, 0.012928, 0.0104822, 0.117106
0.104019, 0.0137567, 0.0118413, 0.115076
0.104151, 0.0128649, 0.0104519, 0.134101
0.0885144, 0.0151952, 0.0124331, 0.111708
0.113913, 0.0108132, 0.0133414, 0.158594
0.116518, 0.0106167, 0.0147897, 0.148321
0.0885007, 0.00971585, 0.0145343, 0.158667
0.0771189, 0.00998061, 0.0137228, 0.159826
0.0651014, 0.00888632, 0.0156761, 0.155966
0.0643434, 0.00708869, 0.0154137, 0.189546
0.0675637, 0.00849506, 0.0150839, 0.152908
0.0704937, 0.00776378, 0.0155589, 0.148528
0.0689824, 0.0090732, 0.0135921, 0.156294
0.0537507, 0.00841446, 0.0128068, 0.130406
0.0647083, 0.00800583, 0.0124276, 0.162202
0.0531977, 0.00861544, 0.0108589, 0.125581
0.0730635, 0.00774576, 0.0116221, 0.127832
0.0761579, 0.00812122, 0.0146103, 0.103143
0.0585471, 0.00831236, 0.0134509, 0.0982534
0.0707636, 0.00890039, 0.00932084, 0.117433
0.0683155, 0.00952833, 0.0110289, 0.0833894
0.0818796, 0.00922741, 0.011981, 0.112714
0.0571433, 0.0084241, 0.0118784, 0.124834
0.0512103, 0.00683723, 0.0114848, 0.122027
0.0612429, 0.00834079, 0.0141716, 0.127705
0.0542542, 0.00898436, 0.0150264, 0.122894
0.0641762, 0.00658482, 0.0117805, 0.127038
0.0487937, 0.00703378, 0.0137164, 0.110877
0.0689784, 0.00879429, 0.0138322, 0.121082
0.0622397, 0.00889248, 0.0138208, 0.133917
0.0724242, 0.00781901, 0.0130415, 0.144164
0.0671116, 0.00872257, 0.0141581, 0.158294
