alpha, beta, delta, gamma 
0.107223, 0.00834634, 0.0111696, 0.0938169
0.0897361, 0.0095993, 0.00798069, 0.0841498
0.114762, 0.0105632, 0.00998694, 0.0795333
0.127395, 0.0127347, 0.00827761, 0.079191
0.123653, 0.0144487, 0.00767007, 0.0897988
0.118186, 0.0152841, 0.00945152, 0.0888517
0.101308, 0.0126418, 0.0122764, 0.107344
0.108166, 0.0120072, 0.0141693, 0.113741
0.0996389, 0.0123392, 0.012099, 0.106016
0.0863307, 0.0114778, 0.013389, 0.146657
0.0809899, 0.0118305, 0.0153862, 0.150043
0.108422, 0.0116045, 0.0147182, 0.142637
0.0907012, 0.0111392, 0.0155246, 0.147943
0.0806654, 0.0105658, 0.0168409, 0.182563
0.0691062, 0.00903223, 0.0156252, 0.169443
0.0719399, 0.00882054, 0.016085, 0.155766
0.0587313, 0.00906514, 0.0166092, 0.12893
0.0659267, 0.00890838, 0.0172072, 0.147647
0.0581279, 0.0100324, 0.0177545, 0.164681
0.0801535, 0.00899463, 0.0188932, 0.185786
0.0708889, 0.00972897, 0.0204053, 0.167582
0.0724853, 0.00847151, 0.0191491, 0.217976
0.0765985, 0.00940781, 0.0185509, 0.151667
0.0616396, 0.00866982, 0.0170775, 0.166722
0.0642544, 0.0102903, 0.0181405, 0.165407
0.0743797, 0.0125969, 0.0190844, 0.16635
0.0743532, 0.0107506, 0.0122066, 0.142428
0.0809661, 0.0143632, 0.0162409, 0.128773
0.097691, 0.0093419, 0.0162694, 0.108882
0.0989317, 0.013539, 0.0134863, 0.14126
0.112164, 0.013008, 0.0143344, 0.139425
0.113197, 0.017079, 0.017189, 0.141221
0.100168, 0.0152286, 0.0149708, 0.142728
0.107229, 0.0148834, 0.0144099, 0.154313
0.112413, 0.0143859, 0.0184982, 0.134863
0.117568, 0.0155013, 0.0158547, 0.15822
0.148899, 0.0159476, 0.0168983, 0.163659
0.142955, 0.0147855, 0.0178046, 0.131717
0.121559, 0.0158541, 0.0144903, 0.172734
0.107283, 0.0161027, 0.0160563, 0.153168
0.0819356, 0.0122718, 0.0159257, 0.161021
0.0891537, 0.0131365, 0.0169702, 0.143861
0.11615, 0.0118574, 0.0132701, 0.127759
0.092359, 0.0119356, 0.0153817, 0.127693
0.0797738, 0.0108504, 0.0142466, 0.146474
0.0856557, 0.0109598, 0.0146068, 0.139868
0.0688334, 0.0137387, 0.0149233, 0.155996
0.0755462, 0.0110568, 0.0156696, 0.178464
0.0618892, 0.00877763, 0.0148615, 0.15831
0.0664594, 0.00842154, 0.0159034, 0.123983
0.0746141, 0.0101057, 0.0149381, 0.115036
0.0909529, 0.0110526, 0.012142, 0.100347
0.0980654, 0.0109563, 0.0135898, 0.109148
0.0919724, 0.0117545, 0.0150164, 0.115387
0.081123, 0.00975794, 0.0118243, 0.15374
0.0650625, 0.00962994, 0.0135072, 0.127166
0.0810971, 0.00868732, 0.0136144, 0.103451
0.0545346, 0.00669541, 0.0102784, 0.090875
0.0689694, 0.00666639, 0.012045, 0.105412
0.0853008, 0.00822863, 0.0107884, 0.0890885
0.0861439, 0.0102316, 0.0110434, 0.0972696
0.099716, 0.0109009, 0.00970399, 0.0894859
0.117097, 0.0133137, 0.0112279, 0.104751
0.080352, 0.0114528, 0.00750689, 0.0970175
0.0988323, 0.0121994, 0.00860145, 0.0976943
0.0894411, 0.0126911, 0.0123373, 0.112631
0.0885053, 0.0128281, 0.013635, 0.112363
0.0820685, 0.0138966, 0.0107991, 0.110856
0.100661, 0.010789, 0.010329, 0.126929
0.0863052, 0.0125225, 0.0125863, 0.10897
0.0903575, 0.012781, 0.0166469, 0.0982895
0.117596, 0.0123271, 0.0124773, 0.111168
0.106469, 0.0115863, 0.00961846, 0.0876924
0.104628, 0.0135417, 0.0096919, 0.125422
0.11184, 0.0124855, 0.011611, 0.109095
0.114682, 0.011729, 0.0137981, 0.0917496
0.112773, 0.0119855, 0.0108107, 0.0968555
0.129919, 0.0143236, 0.00997473, 0.09314
0.0986464, 0.0134028, 0.00988444, 0.100842
0.130757, 0.0159987, 0.00992668, 0.0780692
0.135295, 0.0163008, 0.00881017, 0.0856879
0.13952, 0.013798, 0.0107609, 0.0668033
0.115853, 0.0160416, 0.010346, 0.084587
0.126483, 0.0136343, 0.00942813, 0.103664
0.156674, 0.0155127, 0.0112235, 0.0883963
0.137216, 0.0145951, 0.00987036, 0.109283
0.110462, 0.0147175, 0.0111093, 0.104708
0.115104, 0.0146917, 0.0125685, 0.0886377
0.124743, 0.012981, 0.0100902, 0.0913368
0.123559, 0.0148771, 0.0095638, 0.0944639
0.133179, 0.0121019, 0.00833774, 0.0914825
0.117931, 0.0135152, 0.00925568, 0.0956437
0.0944653, 0.0124344, 0.00890252, 0.0775121
0.103447, 0.0109393, 0.00918645, 0.090186
0.12271, 0.0151966, 0.00718089, 0.0772455
0.0972187, 0.0140304, 0.0100427, 0.0795249
0.108812, 0.0138272, 0.0104241, 0.0843477
0.101465, 0.0125473, 0.0082851, 0.104654
0.0994927, 0.012224, 0.0104551, 0.124619
0.106339, 0.0109654, 0.0115077, 0.0977625
0.107057, 0.0130494, 0.00919496, 0.113769
0.0879238, 0.0111781, 0.00985566, 0.103222
0.0844701, 0.0109241, 0.0116307, 0.1037
0.0766779, 0.0109298, 0.00968551, 0.11052
0.103543, 0.0118252, 0.0112749, 0.0943733
0.102206, 0.0150452, 0.0105163, 0.101594
0.118906, 0.0124461, 0.0102961, 0.0916824
0.107074, 0.0126718, 0.0134253, 0.0898095
0.109045, 0.0116507, 0.0105728, 0.0983536
0.0961365, 0.0113057, 0.00929521, 0.107356
0.107705, 0.0126581, 0.0106912, 0.0919862
0.125005, 0.0119283, 0.0103778, 0.116031
0.11924, 0.0118592, 0.0112306, 0.0800215
0.103474, 0.0117287, 0.0104021, 0.102415
0.116176, 0.0116703, 0.0112104, 0.113686
0.101193, 0.0128509, 0.0114055, 0.101247
0.118365, 0.012032, 0.0119064, 0.10312
0.120953, 0.012369, 0.011296, 0.127544
0.111195, 0.0120746, 0.0121205, 0.115282
0.120685, 0.00971574, 0.0122376, 0.10854
0.112472, 0.0126699, 0.0104164, 0.0925749
0.136961, 0.0142228, 0.0103115, 0.0888096
0.137947, 0.016538, 0.00796475, 0.0917576
0.136678, 0.0166691, 0.00937016, 0.0841451
0.131019, 0.0131747, 0.00899546, 0.103303
0.114701, 0.0124393, 0.00930312, 0.0844575
0.102836, 0.0115418, 0.00953336, 0.0943433
0.0925272, 0.011888, 0.0106936, 0.111886
0.0893768, 0.0109126, 0.012464, 0.0981031
0.0798834, 0.00966225, 0.0140545, 0.128341
0.0916399, 0.0110528, 0.0139692, 0.132399
0.0853241, 0.0108572, 0.012002, 0.111401
0.0810842, 0.012242, 0.0109697, 0.108217
0.092071, 0.010707, 0.0130656, 0.0949223
0.0989611, 0.00929125, 0.0110674, 0.110283
0.0823447, 0.0117903, 0.0105746, 0.119989
0.124737, 0.0109159, 0.011501, 0.108951
0.106426, 0.0110887, 0.0100098, 0.107756
0.0879063, 0.0139452, 0.00945575, 0.104411
0.110265, 0.0110156, 0.0106222, 0.116179
0.0817178, 0.0117446, 0.010768, 0.0909294
0.111494, 0.0102058, 0.0101362, 0.0973629
0.0968552, 0.00961054, 0.00860712, 0.0858958
0.0894726, 0.010715, 0.00982251, 0.10908
0.0815278, 0.0121832, 0.00910364, 0.0967429
0.0859196, 0.0114777, 0.00832864, 0.0878468
0.0894475, 0.0111781, 0.00945457, 0.103706
0.0788889, 0.00810027, 0.00826828, 0.097751
0.075624, 0.00834599, 0.00805018, 0.0987923
0.0671555, 0.00792664, 0.00933834, 0.0877186
0.0588325, 0.0089339, 0.00692178, 0.0697241
0.0638832, 0.00855314, 0.0101139, 0.0851005
0.0855213, 0.00736378, 0.0108975, 0.0896603
0.0499512, 0.00911724, 0.00942325, 0.103772
0.0582238, 0.0088145, 0.00832029, 0.0875003
0.0678098, 0.00820214, 0.0100698, 0.100665
0.0538737, 0.00655448, 0.00994827, 0.114951
0.0579491, 0.00746363, 0.00853684, 0.0950321
0.0511024, 0.00603508, 0.00842306, 0.0878863
0.0636174, 0.00856112, 0.00978571, 0.0893885
0.0563081, 0.00793042, 0.0101918, 0.0915782
0.0715762, 0.00755578, 0.00944079, 0.0898671
0.0549801, 0.00802989, 0.0121171, 0.0971635
0.0572648, 0.00744251, 0.00992837, 0.091581
0.0574466, 0.00886443, 0.00920471, 0.0893689
0.0668766, 0.00858805, 0.00933866, 0.0964506
0.0762159, 0.00760077, 0.00981169, 0.103256
0.0657, 0.00848338, 0.00991009, 0.0938945
0.0716107, 0.00951068, 0.01077, 0.120468
0.0649838, 0.00774713, 0.0100977, 0.107117
0.0670915, 0.00731002, 0.00841417, 0.128183
0.0536923, 0.0074294, 0.0121591, 0.106295
0.0799079, 0.00865401, 0.0101702, 0.0834735
0.0962544, 0.0100437, 0.00868914, 0.0810773
0.112011, 0.0102632, 0.00961671, 0.0893649
0.0856124, 0.00951719, 0.0108649, 0.0911422
0.0936968, 0.00951984, 0.0100952, 0.0872379
0.0901775, 0.00922165, 0.00846105, 0.0998963
0.0964312, 0.00892274, 0.00786908, 0.0911169
0.0889438, 0.00916171, 0.00938025, 0.0785069
0.0872936, 0.00926553, 0.00973421, 0.0901195
0.0822236, 0.00930974, 0.0107513, 0.0892707
0.0642249, 0.00977211, 0.0101212, 0.0952186
0.0724067, 0.00697577, 0.0107263, 0.105807
0.059246, 0.00772617, 0.00963309, 0.106687
0.0572835, 0.00858154, 0.011553, 0.101001
0.0810376, 0.00812989, 0.0124124, 0.0915203
0.074751, 0.00895885, 0.0110437, 0.113039
0.0792178, 0.00945241, 0.00981945, 0.10671
0.0660934, 0.00649131, 0.0116893, 0.101143
0.0685725, 0.00924897, 0.0119714, 0.120522
0.0783738, 0.0103179, 0.0107899, 0.123632
0.0954401, 0.0106132, 0.0107405, 0.093663
0.0937573, 0.0114688, 0.00876395, 0.073089
0.0981, 0.0111647, 0.00819562, 0.0765786
0.0982163, 0.00903497, 0.00959919, 0.0808398
0.0763851, 0.0105496, 0.00965347, 0.080685
0.110302, 0.011365, 0.00875092, 0.0911546
0.0871579, 0.00809535, 0.010058, 0.0921774
0.0959987, 0.0103902, 0.0101487, 0.0952958
0.0964572, 0.0114386, 0.0111243, 0.0826624
0.102678, 0.0145492, 0.0118555, 0.0910101
0.12259, 0.0126823, 0.0113646, 0.0838805
0.127918, 0.0122, 0.00936585, 0.0902305
0.117024, 0.0133008, 0.0110409, 0.100446
0.117102, 0.0141443, 0.00881978, 0.0717239
0.117017, 0.0109366, 0.00710421, 0.0515586
0.119074, 0.0130087, 0.00910729, 0.0758146
0.117344, 0.0129177, 0.00860443, 0.0759132
0.103866, 0.01227, 0.00729252, 0.0764806
0.103376, 0.0121984, 0.00935866, 0.0982245
0.102239, 0.011796, 0.00940358, 0.0719781
0.101318, 0.00835812, 0.00885846, 0.0774602
0.0778514, 0.0102625, 0.00840967, 0.0856222
0.0858607, 0.00873797, 0.00745765, 0.0692132
0.086346, 0.0107872, 0.00657147, 0.067209
0.108644, 0.00924741, 0.0069009, 0.0698795
0.111539, 0.00994859, 0.00876138, 0.0684834
0.109723, 0.0113421, 0.0058149, 0.0731841
0.0978176, 0.0118736, 0.007683, 0.0655017
0.101684, 0.0142537, 0.00763248, 0.057045
0.121428, 0.012365, 0.00628154, 0.0676597
0.111747, 0.0131882, 0.00920186, 0.0697773
0.119471, 0.0156487, 0.00887547, 0.0778003
0.109828, 0.0127869, 0.00827732, 0.0698433
0.122248, 0.011932, 0.00958949, 0.0891138
0.114806, 0.0123854, 0.00843357, 0.0987438
0.105978, 0.0108995, 0.00845285, 0.0875405
0.118803, 0.0110365, 0.0117917, 0.0985315
0.124432, 0.0114619, 0.0110588, 0.0889091
0.120242, 0.0112601, 0.0102949, 0.0884166
0.0960477, 0.0142477, 0.0104834, 0.0965591
0.127185, 0.0131135, 0.0123719, 0.127085
0.127478, 0.0148037, 0.0111053, 0.0875017
0.112877, 0.0151092, 0.0108015, 0.0969952
0.140714, 0.0140737, 0.0134839, 0.111738
0.124289, 0.0150975, 0.0115833, 0.11892
0.135681, 0.014275, 0.0106085, 0.102253
0.115438, 0.0141299, 0.0125644, 0.0949971
0.0907352, 0.0109297, 0.01045, 0.111069
0.111433, 0.0130701, 0.0102917, 0.109758
0.104912, 0.0133142, 0.0149892, 0.100049
0.102919, 0.0116731, 0.0140611, 0.132759
0.0960625, 0.0117696, 0.0150822, 0.129307
0.109814, 0.012696, 0.0134495, 0.103426
0.115415, 0.0117815, 0.013342, 0.145172
0.124164, 0.0100648, 0.0140214, 0.135729
0.112344, 0.0154941, 0.015675, 0.144745
0.0945611, 0.0121407, 0.0153619, 0.124156
0.101151, 0.0124832, 0.0151201, 0.140133
0.102503, 0.0123067, 0.0151977, 0.154796
0.120838, 0.0124837, 0.0173066, 0.140023
0.1158, 0.0133719, 0.0173398, 0.168398
0.152156, 0.0149266, 0.0161718, 0.140583
0.14477, 0.0156553, 0.0159047, 0.13508
0.158716, 0.019216, 0.0138385, 0.129296
0.156415, 0.0173547, 0.0122476, 0.123734
0.133711, 0.0199478, 0.0123842, 0.106245
0.125581, 0.0193, 0.0128377, 0.120287
0.0994484, 0.0144489, 0.0122991, 0.119244
0.091385, 0.0139179, 0.013415, 0.144836
0.1164, 0.0105484, 0.0148258, 0.119961
0.103959, 0.0141981, 0.0125893, 0.121035
0.0970046, 0.0136149, 0.0108725, 0.120088
0.111219, 0.0137509, 0.0151147, 0.113024
0.0964646, 0.0115451, 0.0157851, 0.126076
0.10184, 0.013518, 0.0142617, 0.136376
0.113605, 0.0139897, 0.015421, 0.120644
0.121085, 0.0132386, 0.0170081, 0.15935
0.107123, 0.0102819, 0.0137274, 0.100536
0.088125, 0.0121927, 0.0130066, 0.105809
0.0898647, 0.00864415, 0.0112862, 0.122875
0.0682028, 0.0101832, 0.0117284, 0.113407
0.0752335, 0.0102654, 0.0119056, 0.125276
0.0644401, 0.00746908, 0.0117684, 0.137859
0.067702, 0.00773934, 0.012131, 0.132623
0.0689128, 0.00764498, 0.0126763, 0.118882
0.0827428, 0.00867018, 0.0128269, 0.119684
0.0775058, 0.0106115, 0.0132819, 0.102306
0.0697062, 0.00987312, 0.012766, 0.125985
0.0848948, 0.0104711, 0.0141052, 0.143992
0.0806481, 0.0102286, 0.0134514, 0.124058
0.104506, 0.0121776, 0.00910235, 0.109257
0.0960129, 0.0114891, 0.00916186, 0.103362
0.0889792, 0.0102386, 0.0103585, 0.125852
0.0852801, 0.0111905, 0.0150954, 0.126734
0.0742874, 0.00976034, 0.0108271, 0.0979569
0.0778732, 0.00843016, 0.0105429, 0.0904436
0.0906545, 0.0112551, 0.00981408, 0.101249
0.0821182, 0.0106343, 0.0096797, 0.109435
0.077068, 0.0109976, 0.0129883, 0.109832
0.094197, 0.0118738, 0.0101144, 0.102663
0.117675, 0.0121723, 0.0103076, 0.0965258
0.109331, 0.0112301, 0.0106475, 0.076874
0.102461, 0.0124974, 0.00952341, 0.0837883
0.123346, 0.0123419, 0.00986759, 0.0797862
0.127374, 0.0157181, 0.0097081, 0.0844079
0.10759, 0.0149971, 0.00744476, 0.0844228
0.133604, 0.0120428, 0.00697754, 0.0671732
0.111542, 0.0131396, 0.00648906, 0.0724056
0.119051, 0.0154829, 0.00914796, 0.0868956
0.127138, 0.0127914, 0.00957717, 0.0881736
0.130049, 0.013551, 0.00939367, 0.0904834
0.122579, 0.0142132, 0.00967738, 0.0903423
0.130656, 0.0144215, 0.0119327, 0.0965519
0.129161, 0.0160419, 0.0105357, 0.101114
0.116166, 0.0153319, 0.0107648, 0.0961776
0.124118, 0.0165024, 0.0120044, 0.120732
0.129477, 0.0154128, 0.0116124, 0.120771
0.125103, 0.0161106, 0.010477, 0.114209
0.127874, 0.0143841, 0.0100656, 0.0999495
0.13318, 0.0129688, 0.00943534, 0.0813041
0.152941, 0.0174954, 0.0113436, 0.0782637
0.151876, 0.0153974, 0.0100066, 0.0803336
0.141887, 0.0161118, 0.00909141, 0.082144
0.153547, 0.0173377, 0.0109616, 0.0917109
0.142551, 0.0188522, 0.00957926, 0.0840572
0.147749, 0.0163245, 0.0104714, 0.0761533
0.170346, 0.0179568, 0.00814602, 0.0781916
0.139355, 0.018874, 0.00935151, 0.0708702
0.171837, 0.0206667, 0.00723054, 0.0719319
0.159579, 0.0234881, 0.00814719, 0.0562837
0.197436, 0.0221653, 0.00655885, 0.083321
0.217958, 0.0210908, 0.00829145, 0.0765473
0.173237, 0.0188349, 0.00967385, 0.0776635
0.172629, 0.017295, 0.00915369, 0.0937819
0.197111, 0.0181758, 0.00970077, 0.0786683
0.188757, 0.0185815, 0.00875614, 0.068975
0.139901, 0.0177379, 0.00858394, 0.104239
0.144124, 0.0193961, 0.0118236, 0.0899769
0.133141, 0.0166462, 0.0105346, 0.075399
0.122643, 0.0148163, 0.00880021, 0.0922973
0.110918, 0.0139475, 0.00912183, 0.0812694
0.098127, 0.0140331, 0.00959596, 0.0639045
0.108815, 0.0125142, 0.00931293, 0.0885193
0.088829, 0.0106903, 0.00981493, 0.105553
0.0862852, 0.0102548, 0.0118521, 0.0983925
0.0916226, 0.00990018, 0.0132265, 0.10959
0.0939754, 0.0113468, 0.0104142, 0.107965
0.0876039, 0.0113648, 0.0096139, 0.0873814
0.0946733, 0.0113326, 0.0101557, 0.116905
0.0880923, 0.0108713, 0.0115552, 0.0966441
0.0896617, 0.011244, 0.00937012, 0.12193
0.0884946, 0.0127066, 0.0103594, 0.0931981
0.114172, 0.0105488, 0.0121609, 0.100048
0.101618, 0.0123532, 0.00979201, 0.101196
0.0889835, 0.0113677, 0.00985117, 0.0909113
0.0905302, 0.00945568, 0.00758809, 0.081908
0.10397, 0.0106523, 0.0102315, 0.0779874
0.109074, 0.0124771, 0.00834977, 0.0767027
0.105532, 0.0129721, 0.00712659, 0.0609792
0.122717, 0.0137046, 0.00703778, 0.0691639
0.0977284, 0.0130642, 0.00723669, 0.0731163
0.0976995, 0.0110594, 0.00986112, 0.0862951
0.0951072, 0.00930714, 0.00910615, 0.0960709
0.0971379, 0.00989123, 0.0110774, 0.0770851
0.089004, 0.0130507, 0.00886539, 0.0725598
0.0973067, 0.00941577, 0.00825331, 0.0568236
0.0621276, 0.0122598, 0.00768275, 0.0792906
0.0659882, 0.00855743, 0.00895938, 0.0904651
0.0670177, 0.00855645, 0.0100743, 0.0816932
0.0667677, 0.00824476, 0.00808075, 0.0820319
0.0615964, 0.00748868, 0.0083904, 0.103783
0.057551, 0.0077551, 0.00879461, 0.0912654
0.0650631, 0.00715096, 0.00898446, 0.0860138
0.0787289, 0.00610642, 0.00905032, 0.0908906
0.0717188, 0.00917663, 0.0077542, 0.0777558
0.0694085, 0.0118626, 0.0109354, 0.054637
0.0863756, 0.00897902, 0.0076718, 0.073388
0.0952409, 0.0111594, 0.0073584, 0.0754164
0.0809801, 0.00920821, 0.00706003, 0.0689284
0.0687189, 0.0089309, 0.00822049, 0.0816891
0.0592995, 0.00810751, 0.00837919, 0.0790919
0.0707746, 0.0106083, 0.0092459, 0.0835554
0.0885221, 0.0110203, 0.00827119, 0.0645897
0.0758023, 0.00980818, 0.00684555, 0.0516162
0.0589783, 0.0096962, 0.00697959, 0.0539404
0.0941037, 0.0104326, 0.00768742, 0.0730117
0.0822645, 0.00982722, 0.0072145, 0.0978523
0.0606215, 0.00855648, 0.00848693, 0.0734455
0.0652366, 0.00860053, 0.00795671, 0.0891396
0.0621257, 0.00809647, 0.0082693, 0.0626698
0.083124, 0.00908947, 0.00973411, 0.0769636
0.0901902, 0.0105125, 0.00718231, 0.0719314
0.109065, 0.0128973, 0.00844036, 0.0843752
0.0773053, 0.0124855, 0.00865242, 0.0856933
0.0911355, 0.00982932, 0.00922849, 0.0892126
0.0749397, 0.00972397, 0.00737615, 0.0789146
0.074438, 0.0124644, 0.00874486, 0.0709996
0.0713542, 0.0110362, 0.00995706, 0.089154
0.0668074, 0.0111384, 0.0104924, 0.0911713
0.0751465, 0.00885458, 0.00966865, 0.101565
0.0758863, 0.00966262, 0.0109825, 0.111286
0.0654735, 0.0103551, 0.0128993, 0.107069
0.0538128, 0.00902015, 0.0102878, 0.101174
0.0834511, 0.00801301, 0.0109743, 0.0936126
0.0776173, 0.00832108, 0.0100945, 0.093685
0.0786445, 0.00815632, 0.00869278, 0.0881873
0.0584271, 0.00890766, 0.0105392, 0.0864603
0.0696556, 0.00672401, 0.00871856, 0.0827287
0.0758719, 0.00861161, 0.00894582, 0.0748449
0.0727308, 0.00724831, 0.00722767, 0.0706709
0.0650376, 0.00868046, 0.00894083, 0.0883533
0.0557446, 0.00819215, 0.00813029, 0.0724226
0.0559004, 0.00845907, 0.00939419, 0.0753581
0.0551587, 0.00848902, 0.00870055, 0.0787894
0.063797, 0.00715672, 0.00993821, 0.083152
0.0535203, 0.00731662, 0.00800486, 0.0813292
0.0464252, 0.0082364, 0.0083036, 0.0769519
0.0466399, 0.00779665, 0.00869279, 0.0669247
0.0650312, 0.00680765, 0.00749345, 0.0796731
0.0586021, 0.00938791, 0.00912222, 0.0667819
0.0799025, 0.00831919, 0.00825214, 0.0808507
0.0514568, 0.00885509, 0.00602641, 0.0654975
0.0650601, 0.00924151, 0.00698766, 0.0547347
0.0911764, 0.00797841, 0.00737596, 0.0609262
0.0738217, 0.0097526, 0.00827856, 0.0650151
0.0908395, 0.0104797, 0.00843436, 0.0462504
0.0855827, 0.00956796, 0.00504222, 0.0538307
0.113903, 0.00992809, 0.0053208, 0.0397723
0.0950842, 0.0107903, 0.00554576, 0.0464347
0.099812, 0.00983392, 0.0072755, 0.0606016
0.10345, 0.0107919, 0.00801838, 0.0617452
0.0934177, 0.0105392, 0.00748136, 0.0696054
0.0965742, 0.0108773, 0.00746728, 0.0714102
0.0877426, 0.0105679, 0.00783086, 0.0707576
0.0770349, 0.0106285, 0.00810219, 0.0715695
0.0810735, 0.00862684, 0.00771946, 0.0693675
0.0881563, 0.0100395, 0.0101957, 0.0759952
0.0702893, 0.00732543, 0.010079, 0.0894025
0.0605426, 0.00790127, 0.00808652, 0.0994468
0.0779034, 0.00885955, 0.00838852, 0.09251
0.0709577, 0.00888288, 0.00987555, 0.100722
0.0899397, 0.0120466, 0.00950265, 0.0871149
0.0811629, 0.0117061, 0.00989853, 0.0799859
0.0864778, 0.0103245, 0.0100937, 0.0893453
0.0832622, 0.0106914, 0.010911, 0.103304
0.0853561, 0.0120691, 0.011504, 0.107871
0.0597537, 0.00837556, 0.0115075, 0.0925272
0.0777855, 0.00894043, 0.0120025, 0.0993457
0.0852232, 0.00930217, 0.0106361, 0.105759
0.0956654, 0.010623, 0.0116757, 0.123948
0.0855566, 0.0102839, 0.0112796, 0.102177
0.0971888, 0.0102024, 0.0125615, 0.141008
0.0839568, 0.0124049, 0.0105194, 0.11231
0.0999506, 0.0128877, 0.00858994, 0.115033
0.0968314, 0.00957388, 0.0103044, 0.0792145
0.118391, 0.0115065, 0.00901556, 0.0919497
0.106882, 0.0119714, 0.00935976, 0.090104
0.0985047, 0.0121355, 0.0101919, 0.0984806
0.0967404, 0.0138802, 0.0109621, 0.101011
0.110463, 0.0123067, 0.011356, 0.0879004
0.120484, 0.0121482, 0.0111722, 0.110402
0.0837782, 0.0102465, 0.011264, 0.0971042
0.0850263, 0.00842295, 0.0128498, 0.11627
0.0777918, 0.00972829, 0.0129849, 0.113783
0.0749926, 0.0096043, 0.0135429, 0.124486
0.0895044, 0.0112109, 0.0142023, 0.119592
0.100642, 0.0110875, 0.0143387, 0.137946
0.121131, 0.0120401, 0.0165358, 0.123821
0.118534, 0.0105625, 0.0125285, 0.130967
0.0965254, 0.0139639, 0.0105684, 0.118545
0.107605, 0.012732, 0.0147894, 0.101291
0.11163, 0.013501, 0.0118601, 0.120475
0.122196, 0.0146504, 0.0100558, 0.11676
0.124712, 0.0145759, 0.014001, 0.104926
0.117898, 0.0141487, 0.011594, 0.115687
0.107275, 0.0109913, 0.0129226, 0.12071
0.0754939, 0.011562, 0.0120972, 0.101218
0.118828, 0.0117532, 0.0101303, 0.118369
0.107881, 0.0122209, 0.0101473, 0.0828816
0.109522, 0.0107964, 0.0105611, 0.115869
0.0834107, 0.0136747, 0.013587, 0.127248
0.0728486, 0.00955846, 0.0107237, 0.101579
0.0911052, 0.0098168, 0.0121834, 0.0947137
0.0825064, 0.0110198, 0.0116343, 0.0963308
0.0746819, 0.0122685, 0.00999681, 0.117101
0.100772, 0.0144586, 0.0118248, 0.105017
0.0895495, 0.0127527, 0.0103053, 0.0953769
0.0955754, 0.0112929, 0.01387, 0.0996703
0.110472, 0.0145617, 0.0101955, 0.101483
0.101268, 0.0117921, 0.010366, 0.0971027
0.0923966, 0.0115384, 0.00867203, 0.0841489
0.109823, 0.0118947, 0.00962176, 0.0867441
0.100513, 0.0113637, 0.00768101, 0.106958
0.0705254, 0.00997195, 0.00920213, 0.0984721
0.106471, 0.00839991, 0.00876822, 0.10448
0.0941698, 0.0116941, 0.0114101, 0.108345
0.0753191, 0.00842917, 0.0107868, 0.117138
0.0824972, 0.0096365, 0.0112971, 0.113588
0.0779608, 0.0110214, 0.0127585, 0.12013
0.0793935, 0.0111467, 0.0110224, 0.105571
0.0830039, 0.0120969, 0.0122118, 0.117853
0.0961155, 0.0122828, 0.0111043, 0.112929
0.110587, 0.0116723, 0.00873102, 0.0885278
0.126229, 0.0137188, 0.0114177, 0.102127
0.119714, 0.013921, 0.0117278, 0.129643
0.111716, 0.0149672, 0.0108414, 0.127075
0.116748, 0.0141753, 0.0116065, 0.100711
0.113198, 0.0138573, 0.0105295, 0.112506
0.0945314, 0.0131101, 0.0124726, 0.118041
0.106206, 0.0122633, 0.0132839, 0.139045
0.107162, 0.0102038, 0.014829, 0.128938
0.107958, 0.0114261, 0.0136373, 0.124612
0.11278, 0.0115899, 0.0124218, 0.129437
0.128189, 0.0140267, 0.0132201, 0.129921
0.125686, 0.0151368, 0.0109513, 0.118061
0.134508, 0.0139335, 0.0120632, 0.109844
0.0942325, 0.0137899, 0.0134397, 0.124816
0.092579, 0.0111898, 0.0121895, 0.164209
0.115642, 0.0147231, 0.0133999, 0.105575
0.121282, 0.0139747, 0.0126269, 0.13239
0.108135, 0.0139497, 0.0121057, 0.104309
0.114512, 0.0152181, 0.0112571, 0.10932
0.102758, 0.0136227, 0.0118683, 0.120415
0.116635, 0.0155652, 0.0132119, 0.108159
0.122015, 0.0147218, 0.0125001, 0.109405
0.129193, 0.0153614, 0.012587, 0.131552
0.137268, 0.0153735, 0.013595, 0.107455
0.114563, 0.0140057, 0.01477, 0.107057
0.134176, 0.0130736, 0.0131181, 0.153093
0.12517, 0.0135181, 0.0116699, 0.112141
0.104593, 0.0132404, 0.0153886, 0.102852
0.117544, 0.0123704, 0.0147278, 0.13309
0.0856106, 0.0121759, 0.0133808, 0.107052
0.0914606, 0.0125902, 0.0119497, 0.13708
0.103807, 0.0151463, 0.0118789, 0.108305
0.127155, 0.0130749, 0.0133564, 0.123375
0.132386, 0.0148798, 0.0120855, 0.140185
0.129437, 0.0166838, 0.0135955, 0.113274
0.153835, 0.0153232, 0.0116093, 0.117179
0.153376, 0.0138035, 0.0120184, 0.126367
0.125849, 0.016303, 0.0114286, 0.143434
0.140067, 0.0121202, 0.0141682, 0.115102
0.110058, 0.0146635, 0.0105768, 0.1312
0.115677, 0.0117351, 0.013122, 0.121261
0.141264, 0.0128966, 0.0123765, 0.127303
0.119004, 0.0144276, 0.0123961, 0.119717
0.109446, 0.0136972, 0.0123904, 0.118522
0.133658, 0.0124912, 0.0119717, 0.120955
0.108407, 0.0128809, 0.0115276, 0.127418
0.113486, 0.0130085, 0.0141324, 0.126657
