alpha, beta, delta, gamma 
0.0466815, 0.00732718, 0.0075581, 0.0823164
0.0570826, 0.00908575, 0.00826021, 0.0891962
0.0612961, 0.0073415, 0.00836478, 0.0992318
0.0760729, 0.00921201, 0.0100357, 0.0969945
0.073878, 0.0094743, 0.0103389, 0.0937423
0.0859178, 0.0104131, 0.00932054, 0.0843668
0.109413, 0.0105615, 0.00842971, 0.0989755
0.0903888, 0.0101865, 0.0120006, 0.0956358
0.0837613, 0.0118566, 0.00922097, 0.0943462
0.104516, 0.0119669, 0.00863349, 0.0846542
0.0695163, 0.00998727, 0.0101213, 0.0820533
0.0707988, 0.00989795, 0.00878504, 0.0902329
0.072671, 0.00963328, 0.00914554, 0.0996074
0.0719044, 0.00884442, 0.0123467, 0.0928863
0.0845906, 0.00991591, 0.0126335, 0.102425
0.122169, 0.0090008, 0.0101526, 0.0978087
0.0775694, 0.0105561, 0.00888431, 0.101795
0.0834873, 0.011679, 0.0103985, 0.091704
0.109896, 0.0128644, 0.00973157, 0.113134
0.0916016, 0.0117139, 0.0120819, 0.107885
0.0802414, 0.0112088, 0.012684, 0.110248
0.083673, 0.00937057, 0.0102402, 0.116269
0.0916794, 0.00916228, 0.00867622, 0.0852749
0.0967898, 0.0116617, 0.00743695, 0.0924964
0.0949199, 0.0132872, 0.00912157, 0.0848457
0.0858398, 0.0116361, 0.00771598, 0.0701351
0.088007, 0.00897345, 0.00949186, 0.071567
0.0888489, 0.0107907, 0.00786908, 0.0834705
0.0913391, 0.00860412, 0.00772414, 0.0982267
0.107256, 0.00908663, 0.0100492, 0.0964261
0.0808101, 0.0103405, 0.0110153, 0.108485
0.0975858, 0.00819203, 0.011037, 0.101527
0.0979042, 0.00933232, 0.0101977, 0.0973384
0.08205, 0.00983573, 0.0111631, 0.106279
0.0851021, 0.0108654, 0.0114378, 0.093923
0.0836241, 0.00867467, 0.0114341, 0.0777028
0.0716626, 0.0107551, 0.00805963, 0.0806156
0.0940191, 0.0138836, 0.00762032, 0.0854021
0.0899205, 0.0119186, 0.00794258, 0.0730823
0.103406, 0.0103138, 0.0103704, 0.0766131
0.112778, 0.0122003, 0.0129011, 0.0736689
0.111077, 0.0121117, 0.00952477, 0.0948132
0.0986518, 0.0114143, 0.0105813, 0.103138
0.0985717, 0.0117334, 0.0115897, 0.123967
0.0977648, 0.0104476, 0.0121622, 0.100806
0.102783, 0.0120489, 0.0126462, 0.104688
0.105575, 0.010312, 0.00993195, 0.0909654
0.126033, 0.0129567, 0.00836426, 0.0946232
0.141486, 0.0170593, 0.00907836, 0.0855009
0.120575, 0.0151928, 0.00975778, 0.0947084
0.150017, 0.0150562, 0.00986409, 0.0915626
0.126658, 0.013552, 0.00845931, 0.0893991
0.140808, 0.0137233, 0.010721, 0.100058
0.13153, 0.0164935, 0.0118978, 0.103935
0.157772, 0.0176229, 0.0122694, 0.111177
0.160043, 0.0152984, 0.0101754, 0.102018
0.14587, 0.0177725, 0.0109431, 0.0746552
0.146649, 0.0182677, 0.0115559, 0.10363
0.158733, 0.0171075, 0.00973264, 0.10157
0.173708, 0.0184818, 0.0089909, 0.0744602
0.157092, 0.0205813, 0.00857954, 0.0716104
0.171508, 0.0193613, 0.00883103, 0.0640224
0.179727, 0.0174507, 0.00763021, 0.0622374
0.162415, 0.0155881, 0.00873799, 0.0656241
0.162129, 0.0184816, 0.0092356, 0.0807756
0.157644, 0.0160793, 0.00832499, 0.0883682
0.156927, 0.0197872, 0.00836198, 0.071941
0.166359, 0.0178716, 0.00793378, 0.0928368
0.166009, 0.0168969, 0.00974062, 0.0942619
0.168041, 0.017255, 0.0113014, 0.0946116
0.161961, 0.0162924, 0.00917447, 0.10372
0.15552, 0.0146508, 0.0136899, 0.095608
0.101158, 0.0148598, 0.0104873, 0.116999
0.128525, 0.0135547, 0.0140268, 0.125109
0.117118, 0.0125819, 0.0128889, 0.120067
0.108098, 0.012582, 0.010787, 0.132986
0.136722, 0.0140867, 0.0133822, 0.106795
0.127066, 0.0169184, 0.0142356, 0.108803
0.137494, 0.0170448, 0.0129216, 0.109726
0.150448, 0.0160441, 0.0141947, 0.107266
0.128018, 0.0146523, 0.0124215, 0.117552
0.123334, 0.0162544, 0.0105011, 0.106682
0.136365, 0.0148915, 0.00944111, 0.0811079
0.144189, 0.0146999, 0.00891921, 0.0712507
0.119577, 0.015666, 0.00709673, 0.072
0.132696, 0.0166575, 0.00827322, 0.0809483
0.111334, 0.0165203, 0.00786313, 0.079681
0.132769, 0.0147496, 0.00930894, 0.0643096
0.14591, 0.0167255, 0.00746737, 0.0830303
0.113178, 0.0141278, 0.00905155, 0.0929338
0.108242, 0.0134721, 0.00893395, 0.0770077
0.116293, 0.0141125, 0.00917999, 0.0641731
0.126636, 0.0134345, 0.00644592, 0.0595336
0.108169, 0.0135164, 0.00682553, 0.0842095
0.129244, 0.0136301, 0.00857511, 0.0735157
0.118867, 0.0145207, 0.00999002, 0.096018
0.107657, 0.0127324, 0.012175, 0.0976809
0.105417, 0.0106193, 0.00998301, 0.0957383
0.0994883, 0.0113487, 0.0115681, 0.126793
0.0886218, 0.0122035, 0.0113982, 0.101608
0.129951, 0.0157506, 0.00970739, 0.110934
0.12589, 0.0160114, 0.00991962, 0.0886231
0.136402, 0.0139113, 0.00822997, 0.107822
0.120151, 0.0104557, 0.0101699, 0.128462
0.0967022, 0.010479, 0.0101711, 0.145358
0.112292, 0.0112641, 0.0105737, 0.122818
0.107226, 0.012797, 0.010722, 0.114943
0.123992, 0.0121986, 0.0122054, 0.121926
0.109021, 0.0137366, 0.0125171, 0.132571
0.110472, 0.012111, 0.0131968, 0.129429
0.0849694, 0.0125621, 0.0123992, 0.12316
0.0925308, 0.00940238, 0.0152807, 0.111121
0.0809368, 0.00845732, 0.0157752, 0.141066
0.0875044, 0.00959971, 0.0130552, 0.160591
0.0835336, 0.0105796, 0.0153184, 0.13867
0.0875422, 0.0104, 0.0177207, 0.158233
0.079758, 0.0101839, 0.0129659, 0.162072
0.0693036, 0.00842104, 0.0151728, 0.159595
0.0658828, 0.00953443, 0.0156999, 0.164621
0.0853844, 0.00895154, 0.0168009, 0.16111
0.0840316, 0.0105618, 0.0128961, 0.157292
0.0938772, 0.0108352, 0.0137666, 0.137838
0.103468, 0.0114081, 0.0128566, 0.107853
0.118546, 0.0122738, 0.0119647, 0.0940481
0.106282, 0.0132378, 0.0123271, 0.124549
0.114883, 0.0121489, 0.0124449, 0.126153
0.117904, 0.0130899, 0.0131755, 0.0993579
0.113025, 0.0126393, 0.0109085, 0.116514
0.094299, 0.0125253, 0.00983693, 0.0940174
0.0923461, 0.0107672, 0.0109028, 0.110839
0.0838278, 0.0101154, 0.00986003, 0.0975324
0.103873, 0.00894726, 0.0118857, 0.106838
0.113845, 0.0113024, 0.013364, 0.122611
0.105999, 0.0112797, 0.0141662, 0.134513
0.0983813, 0.0081592, 0.0147852, 0.131359
0.0864734, 0.00788554, 0.0150327, 0.126234
0.0975946, 0.00940273, 0.0148791, 0.135196
0.0799531, 0.0114645, 0.0150198, 0.110163
0.100457, 0.010488, 0.0148076, 0.121334
0.0895237, 0.00818236, 0.0150972, 0.123439
0.0799287, 0.00902446, 0.013009, 0.124913
0.0875239, 0.00902323, 0.0108506, 0.15551
0.0667302, 0.00937607, 0.0127668, 0.142906
0.0915747, 0.0115243, 0.0139685, 0.146432
0.0851276, 0.0111136, 0.0133204, 0.143262
0.113995, 0.013395, 0.0145307, 0.148157
0.121045, 0.013857, 0.0155522, 0.151809
0.107805, 0.0152569, 0.0150485, 0.133233
0.147373, 0.0108083, 0.0153995, 0.155895
0.115705, 0.0128385, 0.0152142, 0.14376
0.0906992, 0.0123466, 0.0133124, 0.14571
0.106488, 0.0126564, 0.0143767, 0.131383
0.117848, 0.0131757, 0.0174674, 0.174143
0.112276, 0.0118761, 0.0165597, 0.147494
0.108289, 0.0121904, 0.0174146, 0.161459
0.120729, 0.0131183, 0.0185477, 0.183829
0.0925486, 0.0107921, 0.0186527, 0.172855
0.103049, 0.0108793, 0.023667, 0.180698
0.0858853, 0.0108545, 0.0196481, 0.185484
0.0913716, 0.0098881, 0.0212505, 0.205302
0.0925985, 0.0097205, 0.0204082, 0.202035
0.0721773, 0.0082895, 0.018257, 0.215673
0.0749667, 0.00908829, 0.0206184, 0.207831
0.081529, 0.00886936, 0.0219099, 0.202889
0.0947491, 0.0115926, 0.0199648, 0.197343
0.0673259, 0.0106503, 0.0206105, 0.17584
0.070303, 0.00951987, 0.0176862, 0.225405
0.0877608, 0.0116424, 0.0216856, 0.161134
0.0835668, 0.0120962, 0.0199834, 0.19154
0.0822829, 0.0118504, 0.0145519, 0.162865
0.118828, 0.0109925, 0.0172182, 0.177118
0.0991683, 0.0116657, 0.0169694, 0.163554
0.113958, 0.0109744, 0.018694, 0.115301
0.106933, 0.00911933, 0.0203453, 0.154197
0.0820066, 0.0102664, 0.0176667, 0.166318
0.0760415, 0.0118139, 0.0183982, 0.179499
0.0794682, 0.01001, 0.0211547, 0.191103
0.0544155, 0.0076207, 0.0207514, 0.215182
0.0542592, 0.00900981, 0.022007, 0.208221
0.0540119, 0.00959322, 0.0230857, 0.203417
0.0553691, 0.0096069, 0.0189695, 0.196854
0.0817555, 0.0094397, 0.0190355, 0.198227
0.0784012, 0.00995696, 0.0161246, 0.151038
0.0710199, 0.0088964, 0.0185647, 0.167471
0.0837872, 0.00935872, 0.0194763, 0.186443
0.0733146, 0.0101919, 0.0176675, 0.159073
0.0590335, 0.0095164, 0.0178415, 0.165914
0.0772101, 0.00921389, 0.017079, 0.157785
0.0642676, 0.00761301, 0.0171264, 0.147421
0.0850157, 0.0113162, 0.0172494, 0.150402
0.0719932, 0.00951789, 0.0184572, 0.163159
0.083511, 0.00842159, 0.0196355, 0.161189
0.0791534, 0.00906981, 0.0166012, 0.164867
0.0683626, 0.00919262, 0.0170343, 0.170337
0.0792359, 0.0108219, 0.0196486, 0.153178
0.0707461, 0.00869212, 0.0134189, 0.145997
0.0880505, 0.0094817, 0.0173437, 0.14167
0.0993982, 0.00906105, 0.012406, 0.136225
0.0894622, 0.010526, 0.012082, 0.129451
0.0735389, 0.00918953, 0.0125598, 0.117478
0.0757787, 0.0101911, 0.0143825, 0.138489
0.11308, 0.0105973, 0.0149674, 0.147443
0.0981111, 0.0121199, 0.0136491, 0.137021
0.0968234, 0.0131228, 0.0132398, 0.150728
0.112161, 0.0132696, 0.0133012, 0.0975788
0.117958, 0.013842, 0.011566, 0.114212
0.0983791, 0.0118744, 0.0112992, 0.115659
0.126372, 0.0115989, 0.0132025, 0.122013
0.0841909, 0.0121092, 0.0117724, 0.102033
0.091513, 0.012623, 0.0125826, 0.128473
0.117099, 0.0131685, 0.0128294, 0.100398
0.128218, 0.0138979, 0.0111501, 0.0908736
0.141776, 0.0148223, 0.00812118, 0.0710739
0.10012, 0.0155891, 0.00766886, 0.0745677
0.0889148, 0.0109048, 0.0099284, 0.092208
0.103124, 0.0107656, 0.0130845, 0.0834987
0.0768524, 0.0133109, 0.0116147, 0.0994953
0.0898401, 0.0111767, 0.0102695, 0.0996361
0.104691, 0.0126938, 0.009083, 0.0781726
0.120301, 0.0124411, 0.00804344, 0.0904091
0.122981, 0.0132144, 0.00998811, 0.085457
0.140742, 0.0135908, 0.00940827, 0.106472
0.112371, 0.0131634, 0.00841803, 0.108724
0.10529, 0.0125842, 0.00882419, 0.0782843
0.110153, 0.00979087, 0.0101474, 0.0796896
0.148509, 0.0133377, 0.0103894, 0.0840718
0.132793, 0.0119639, 0.00822695, 0.0683262
0.149409, 0.0145649, 0.0104604, 0.0806212
0.113226, 0.0126774, 0.0072605, 0.0832972
0.102678, 0.0112217, 0.00679945, 0.0868908
0.102581, 0.011605, 0.00826145, 0.107774
0.0982895, 0.0128492, 0.00778801, 0.0824966
0.101949, 0.012958, 0.0103351, 0.0725459
0.129721, 0.0101568, 0.00964049, 0.0761144
0.103131, 0.0125349, 0.00761358, 0.075487
0.117397, 0.0141382, 0.00776271, 0.0919829
0.105871, 0.0142512, 0.00743835, 0.0884532
0.092898, 0.0117448, 0.0075886, 0.0773678
0.103429, 0.0122048, 0.00748698, 0.0584939
0.104543, 0.0108828, 0.00894447, 0.0660679
0.11343, 0.0118053, 0.00763864, 0.0976052
0.0978277, 0.0131253, 0.00885546, 0.0670928
0.12032, 0.010928, 0.00865298, 0.0931058
0.111616, 0.00947601, 0.00977476, 0.0798525
0.0999777, 0.00981415, 0.00879073, 0.0925349
0.10331, 0.0101615, 0.0105382, 0.0808729
0.0949979, 0.012077, 0.00729873, 0.0902104
0.113438, 0.01202, 0.00770338, 0.0752367
0.093343, 0.0117562, 0.0101973, 0.0767048
0.129892, 0.0110473, 0.0102591, 0.0953902
0.107944, 0.0122766, 0.00955817, 0.0848679
0.0983137, 0.0125691, 0.0109836, 0.0973654
0.0922077, 0.010278, 0.010017, 0.111479
0.0868106, 0.0130122, 0.0127099, 0.11288
0.100318, 0.0124718, 0.0128224, 0.101119
0.0792458, 0.00972512, 0.0091436, 0.112702
0.0756276, 0.0104426, 0.0114825, 0.107433
0.0775, 0.0106657, 0.0101426, 0.106369
0.0890392, 0.0106245, 0.0121528, 0.0890271
0.10152, 0.0110648, 0.00982662, 0.0979856
0.104434, 0.0120298, 0.00819742, 0.0995727
0.101434, 0.0111285, 0.00768093, 0.0940732
0.135925, 0.0111017, 0.00843578, 0.0747015
0.101871, 0.0129604, 0.0081194, 0.0615199
0.109384, 0.0132365, 0.00765633, 0.0738584
0.111637, 0.0138473, 0.0078798, 0.0797942
0.142288, 0.0119154, 0.00867791, 0.0831277
0.1199, 0.0135358, 0.00837523, 0.0926015
0.1352, 0.0138882, 0.00876786, 0.0748846
0.111769, 0.0134683, 0.00675136, 0.0805007
0.0984246, 0.0111132, 0.00954539, 0.0831526
0.0995644, 0.0104074, 0.00842736, 0.0940052
0.0848827, 0.0080357, 0.00811179, 0.0833618
0.0942372, 0.0104511, 0.00989672, 0.0931588
0.0798641, 0.011627, 0.0106418, 0.0796032
0.0705767, 0.0119704, 0.00926607, 0.0989049
0.0844896, 0.0101329, 0.00788697, 0.094557
0.0798868, 0.00910319, 0.0106238, 0.100734
0.0855628, 0.0112798, 0.0106674, 0.106758
0.0703605, 0.0100922, 0.010124, 0.0786158
0.0815676, 0.00813584, 0.00908231, 0.114643
0.0672244, 0.00684311, 0.00885161, 0.0915291
0.0743405, 0.00970776, 0.0080031, 0.0895046
0.0565686, 0.00800599, 0.0081567, 0.086335
0.0657655, 0.00602263, 0.00874081, 0.0883815
0.0568894, 0.0068455, 0.00912923, 0.0744997
0.0559127, 0.00850666, 0.00809032, 0.103783
0.0559984, 0.00654409, 0.00811751, 0.0672363
0.0565522, 0.00650271, 0.00704651, 0.0938021
0.0605891, 0.00838251, 0.00918473, 0.0881482
0.0696972, 0.00716257, 0.00793432, 0.0805251
0.0775028, 0.0107812, 0.00882028, 0.0832241
0.0629249, 0.00740222, 0.0096437, 0.0719672
0.06461, 0.00573483, 0.0120249, 0.0925648
0.0478003, 0.0067229, 0.00957263, 0.107277
0.0503762, 0.00741001, 0.0113656, 0.102702
0.0620771, 0.00567633, 0.00966566, 0.0729834
0.0412292, 0.00701927, 0.00907282, 0.100342
0.0625504, 0.00612454, 0.00929708, 0.0791652
0.0523003, 0.00858783, 0.00968872, 0.100619
0.056772, 0.00891011, 0.00995722, 0.10682
0.0684045, 0.00952252, 0.0118318, 0.088469
0.0631497, 0.0094527, 0.00978226, 0.0857147
0.0734259, 0.00920991, 0.0100279, 0.0819557
0.0701366, 0.0104447, 0.00955955, 0.10285
0.0922396, 0.0108821, 0.0124034, 0.100139
0.0756879, 0.0106134, 0.0106006, 0.0952782
0.0706285, 0.00913903, 0.010466, 0.0996414
0.104597, 0.00955363, 0.0100295, 0.100473
0.0646254, 0.0103924, 0.00809078, 0.104257
0.0759763, 0.0108778, 0.0120683, 0.0933898
0.070374, 0.0103691, 0.00872158, 0.0822138
0.0726667, 0.00946794, 0.00984629, 0.102884
0.0532364, 0.00815267, 0.0115972, 0.129594
0.059383, 0.00682059, 0.0114815, 0.127983
0.0735556, 0.0093268, 0.00925387, 0.0964351
0.0784747, 0.00871299, 0.0118909, 0.0836679
0.0670336, 0.00872365, 0.00793463, 0.106463
0.0509945, 0.00861443, 0.00922436, 0.0823785
0.0879343, 0.00981737, 0.00984701, 0.0778428
0.0706244, 0.00809738, 0.00679041, 0.088016
0.0757497, 0.00870363, 0.00805803, 0.0973582
0.061196, 0.00854972, 0.00975198, 0.0822287
0.0575537, 0.00769294, 0.00916224, 0.0830579
0.0467315, 0.00541859, 0.00812439, 0.0833292
0.0603473, 0.00659799, 0.0100347, 0.111395
0.0673478, 0.00728992, 0.01105, 0.0854234
0.0656744, 0.00794616, 0.00839506, 0.0796503
0.0619806, 0.00764482, 0.00748319, 0.0836693
0.0590266, 0.00859356, 0.00757548, 0.0818282
0.0603814, 0.00765774, 0.00815851, 0.0886692
0.0716005, 0.00795978, 0.0074902, 0.0762047
0.0760414, 0.00851425, 0.00789559, 0.0661947
0.0764506, 0.00926765, 0.00873636, 0.0761479
0.0691295, 0.0089509, 0.00744799, 0.0736289
0.0806459, 0.00825499, 0.00817715, 0.0913087
0.0755623, 0.00848161, 0.00876617, 0.0981962
0.0638014, 0.00721217, 0.00837129, 0.116689
0.0757651, 0.00669508, 0.00876707, 0.0980255
0.0719892, 0.00776807, 0.00976294, 0.0840764
0.0619525, 0.00723442, 0.00880133, 0.0959547
0.0668211, 0.00754162, 0.0098601, 0.118423
0.0678368, 0.00759374, 0.00836766, 0.111909
0.0837084, 0.0081588, 0.0100943, 0.102737
0.0713196, 0.00868386, 0.00693993, 0.09806
0.08544, 0.0104757, 0.0102601, 0.0779131
0.0882633, 0.0102577, 0.00749983, 0.0897087
0.104324, 0.0102793, 0.00761001, 0.0849534
0.115111, 0.00946798, 0.00695489, 0.0751955
0.0860393, 0.011967, 0.00806185, 0.0760164
0.10903, 0.011416, 0.00855452, 0.0960822
0.105032, 0.0117602, 0.0112047, 0.0912888
0.109565, 0.0103904, 0.00915855, 0.0953941
0.0893593, 0.00946934, 0.0117091, 0.110703
0.0856425, 0.00977836, 0.0110225, 0.101444
0.113102, 0.0105649, 0.0109645, 0.0970447
0.109516, 0.0117326, 0.0105307, 0.124382
0.0889194, 0.00958342, 0.0101399, 0.129979
0.0873063, 0.0105755, 0.00886474, 0.112554
0.0986373, 0.0121763, 0.0118739, 0.110285
0.110846, 0.0112046, 0.0107111, 0.12277
0.102564, 0.00832641, 0.0136385, 0.107076
0.105176, 0.00853169, 0.0125913, 0.11229
0.0879904, 0.00928766, 0.0106755, 0.101398
0.0841661, 0.011089, 0.0130177, 0.110989
0.0828818, 0.0129993, 0.0104871, 0.105396
0.0792765, 0.0101796, 0.0102771, 0.0924982
0.104431, 0.0115296, 0.0113123, 0.085282
0.0861883, 0.00960972, 0.0078713, 0.0848993
0.0976635, 0.00960011, 0.010458, 0.0762577
0.0969416, 0.0110143, 0.0104292, 0.0993963
0.0788407, 0.00994999, 0.00775528, 0.0850314
0.0597094, 0.00749676, 0.00958752, 0.0843748
0.0720653, 0.00633994, 0.00870101, 0.099927
0.069156, 0.00733798, 0.0105919, 0.0973505
0.0710304, 0.0101105, 0.00893993, 0.0914205
0.0840586, 0.0101931, 0.00758441, 0.095455
0.0817085, 0.0104528, 0.00766954, 0.0696439
0.093898, 0.00974737, 0.00797699, 0.0770121
0.0832046, 0.00762062, 0.00835663, 0.0752156
0.0507731, 0.00965157, 0.0079914, 0.08335
0.0500561, 0.00757652, 0.00957242, 0.108921
0.066817, 0.00803479, 0.00943833, 0.0837988
0.072846, 0.00784664, 0.00820341, 0.0696229
0.0801677, 0.00931172, 0.00908949, 0.0682151
0.0821533, 0.00846345, 0.0110111, 0.0834601
0.0585398, 0.00744771, 0.0102051, 0.0905825
0.0675378, 0.00807226, 0.0080468, 0.0922919
0.0614465, 0.00859728, 0.00996077, 0.0926111
0.0537917, 0.00906437, 0.0121278, 0.111157
0.0500715, 0.00928061, 0.0100788, 0.114029
0.0685474, 0.00601729, 0.0132202, 0.108758
0.0574153, 0.00817563, 0.0134321, 0.119714
0.0550919, 0.00807766, 0.011337, 0.138905
0.0716702, 0.0105741, 0.0127402, 0.104379
0.0931839, 0.0114794, 0.0127031, 0.119438
0.0762388, 0.0108093, 0.0124203, 0.13193
0.0782694, 0.00895311, 0.0129091, 0.13222
0.0818324, 0.00941048, 0.0110041, 0.10477
0.0866254, 0.00944865, 0.0106624, 0.107713
0.0908025, 0.00860391, 0.0109569, 0.089774
0.0894451, 0.0105693, 0.0102424, 0.100017
0.0893742, 0.00957353, 0.00910465, 0.0987003
0.0961935, 0.00878072, 0.0100574, 0.0832474
0.078232, 0.0126104, 0.010309, 0.0856846
0.0777387, 0.0108255, 0.00983877, 0.0985812
0.0907365, 0.0126293, 0.00917642, 0.0795097
0.0864897, 0.0119393, 0.00926104, 0.0800667
0.103899, 0.0102607, 0.010617, 0.0975997
0.0918729, 0.013812, 0.0104298, 0.0971673
0.102314, 0.010836, 0.00945738, 0.0892692
0.091797, 0.0114546, 0.00881869, 0.108521
0.098085, 0.0106503, 0.0097329, 0.0941075
0.082644, 0.0120311, 0.0107014, 0.0881565
0.109397, 0.0125389, 0.0102318, 0.0861961
0.123858, 0.0126601, 0.008576, 0.0855386
0.110569, 0.0120129, 0.00823176, 0.0951595
0.109941, 0.0135534, 0.00992793, 0.0922846
0.0950955, 0.0112329, 0.00965353, 0.108295
0.0861926, 0.0110555, 0.0116521, 0.093098
0.090162, 0.00958693, 0.0121644, 0.0925358
0.0899019, 0.0135584, 0.0106429, 0.0986661
0.0983728, 0.0128346, 0.0095119, 0.0946393
0.0775524, 0.0113005, 0.011809, 0.0828717
0.0838312, 0.0108192, 0.010375, 0.105196
0.0909901, 0.00796316, 0.00947933, 0.10156
0.100895, 0.00920463, 0.0104042, 0.107586
0.0688691, 0.00929038, 0.0122534, 0.101834
0.087017, 0.00963351, 0.0114863, 0.105076
0.0770882, 0.0103622, 0.0108388, 0.0981447
0.0803518, 0.0109728, 0.00927663, 0.102817
0.0908039, 0.00753582, 0.00979913, 0.0991072
0.0817841, 0.0103934, 0.0115387, 0.114693
0.0849794, 0.01124, 0.0105556, 0.109345
0.0814255, 0.0108728, 0.0115716, 0.103648
0.070108, 0.00829967, 0.0115193, 0.113657
0.0605281, 0.00824211, 0.0093548, 0.0977768
0.0693281, 0.00861078, 0.0119766, 0.0892894
0.0668638, 0.00832546, 0.0118828, 0.0861859
0.0653072, 0.0100634, 0.0103157, 0.121667
0.0564053, 0.00783763, 0.0123544, 0.115379
0.0433514, 0.00802164, 0.0105506, 0.118724
0.0530348, 0.0086206, 0.0120613, 0.112492
0.0495874, 0.00972134, 0.0113402, 0.119746
0.0777759, 0.00904126, 0.0105153, 0.104291
0.0707215, 0.00874035, 0.0104929, 0.101159
0.091339, 0.010006, 0.00891172, 0.0734259
0.0717127, 0.0100932, 0.0096633, 0.10391
0.0600392, 0.010859, 0.0114204, 0.10749
0.0619626, 0.00967767, 0.0089738, 0.102289
0.063436, 0.00856998, 0.00854793, 0.088217
0.063074, 0.0087927, 0.0104444, 0.0834043
0.0778112, 0.0078173, 0.00945625, 0.0850028
0.0833921, 0.0109074, 0.00991195, 0.0690021
0.0809699, 0.00772989, 0.00930521, 0.0887139
0.0781514, 0.0106032, 0.0107326, 0.106874
0.0701122, 0.0103389, 0.0122253, 0.103401
0.0804417, 0.00991212, 0.0112567, 0.0883301
0.0770263, 0.00969816, 0.0116061, 0.0912582
0.0762341, 0.011101, 0.0125027, 0.108443
0.0884515, 0.0100148, 0.00896579, 0.0994568
0.103391, 0.0094443, 0.0111081, 0.0933308
0.0706268, 0.0120288, 0.011411, 0.0913018
0.0859372, 0.0130472, 0.0109506, 0.106132
0.0915652, 0.0113404, 0.00844998, 0.0823192
0.101523, 0.0125462, 0.0111487, 0.0991653
0.0777469, 0.00982863, 0.0101644, 0.0835102
0.0757043, 0.0067478, 0.0107912, 0.0780133
0.0866933, 0.00956709, 0.00905609, 0.102108
0.0789553, 0.0106252, 0.00995832, 0.0956427
0.0931888, 0.00827776, 0.0103082, 0.0973343
0.0994024, 0.0080225, 0.0109104, 0.0908426
0.0793417, 0.00959317, 0.010262, 0.0686158
0.0960508, 0.0110704, 0.0111739, 0.0776502
0.0968759, 0.00985736, 0.010604, 0.100775
0.0796379, 0.00802745, 0.0136375, 0.0996496
0.076507, 0.00892556, 0.0125167, 0.113592
0.0582759, 0.0102064, 0.0135874, 0.118339
0.0614779, 0.00897294, 0.0115915, 0.126226
0.076873, 0.00876444, 0.0141039, 0.115107
0.0704377, 0.0100593, 0.0106631, 0.110951
0.0539899, 0.00918368, 0.0123878, 0.0935829
0.0612351, 0.00897147, 0.0142552, 0.118796
0.0701357, 0.0062958, 0.0126815, 0.150324
0.0587321, 0.00992698, 0.0131538, 0.156555
0.0540032, 0.00758628, 0.0134345, 0.120276
