alpha, beta, delta, gamma 
0.0844711, 0.0100559, 0.0111469, 0.117811
0.0853836, 0.00980192, 0.0124425, 0.120073
0.111737, 0.0111669, 0.0112885, 0.140889
0.0934354, 0.00982432, 0.0123821, 0.126566
0.0892227, 0.0124194, 0.0125235, 0.122782
0.0945168, 0.00949627, 0.0124544, 0.137588
0.0752212, 0.0109475, 0.0127712, 0.143821
0.0820963, 0.0111541, 0.0133019, 0.114369
0.0958338, 0.010106, 0.0131086, 0.123459
0.0807415, 0.0130998, 0.0131487, 0.112482
0.0952192, 0.0105194, 0.0113502, 0.106864
0.0844493, 0.00978246, 0.0108509, 0.120653
0.0782764, 0.00863047, 0.0115227, 0.125177
0.0855405, 0.0101941, 0.0124588, 0.138517
0.0871242, 0.0121341, 0.0135178, 0.130331
0.0894849, 0.00969556, 0.0121725, 0.125914
0.0963359, 0.00938398, 0.0115455, 0.119054
0.102531, 0.0122149, 0.0101849, 0.105598
0.119851, 0.0113254, 0.00963194, 0.0929531
0.142304, 0.0121366, 0.0113916, 0.0923787
0.125727, 0.0120161, 0.0107085, 0.104883
0.113385, 0.0133992, 0.00980481, 0.100903
0.10018, 0.0123641, 0.0103112, 0.0960974
0.12108, 0.0135155, 0.00906528, 0.105146
0.128876, 0.01059, 0.00996274, 0.089
0.114678, 0.0124882, 0.0105812, 0.108857
0.105934, 0.0112586, 0.00968239, 0.100359
0.0902116, 0.0115561, 0.0112814, 0.100809
0.093743, 0.014024, 0.0106859, 0.0855805
0.11054, 0.01265, 0.010418, 0.0777501
0.130489, 0.0142646, 0.00911221, 0.0786366
0.140878, 0.0162123, 0.00763399, 0.0747523
0.147466, 0.0146197, 0.00734278, 0.0803125
0.110585, 0.0141353, 0.00737959, 0.0677999
0.108596, 0.0163973, 0.00808886, 0.0839427
0.123565, 0.0133686, 0.00702594, 0.0948561
0.101804, 0.0136633, 0.00949088, 0.082512
0.0968117, 0.0116292, 0.0111198, 0.0796468
0.0875373, 0.0124591, 0.0103814, 0.0880737
0.0712684, 0.0132649, 0.0127672, 0.0826099
0.0784961, 0.00942705, 0.0118849, 0.0690498
0.0732384, 0.00929968, 0.0114098, 0.115673
0.0739056, 0.00855912, 0.0134724, 0.0911548
0.0775653, 0.00972393, 0.0103514, 0.106969
0.0804585, 0.0114076, 0.0123998, 0.0920497
0.0682994, 0.00911066, 0.00887654, 0.0979601
0.0662274, 0.00843868, 0.00999861, 0.104948
0.0649384, 0.00932807, 0.012333, 0.103027
0.0649554, 0.0104374, 0.0105824, 0.111696
0.07247, 0.00819732, 0.0103493, 0.0921137
0.0895304, 0.00893981, 0.0109163, 0.0936797
0.0959596, 0.0111664, 0.00844989, 0.102408
0.0780676, 0.0110883, 0.00955073, 0.0921883
0.0818469, 0.0102081, 0.0101143, 0.0978819
0.0732402, 0.010583, 0.0108618, 0.0897279
0.0643467, 0.00964352, 0.0119657, 0.0943823
0.0653617, 0.00942966, 0.0124632, 0.0970703
0.0797837, 0.0101019, 0.0103803, 0.0991678
0.0787983, 0.00735648, 0.0117785, 0.105284
0.0654021, 0.00955654, 0.01015, 0.117557
0.0693157, 0.00979972, 0.0121135, 0.100439
0.115449, 0.0122543, 0.0106517, 0.12275
0.0962637, 0.0139969, 0.00972285, 0.0738508
0.0917238, 0.00966775, 0.00955498, 0.0758484
0.0907097, 0.0112536, 0.00975732, 0.0913511
0.0840846, 0.00926142, 0.0130406, 0.0894176
0.0612237, 0.0121937, 0.0110209, 0.118801
0.0810505, 0.0116683, 0.0108229, 0.0955184
0.0947896, 0.0123259, 0.0104976, 0.097161
0.0952878, 0.0125083, 0.0107808, 0.105635
0.0760423, 0.0106562, 0.00989929, 0.0919031
0.0676382, 0.00855621, 0.0120676, 0.0915445
0.0889182, 0.00972897, 0.010234, 0.100373
0.103893, 0.00994284, 0.0108283, 0.10885
0.0743537, 0.00933538, 0.0124339, 0.124885
0.0723891, 0.00904462, 0.0129279, 0.121368
0.0935908, 0.00808545, 0.0147573, 0.120535
0.0917617, 0.0083412, 0.0122601, 0.14448
0.0731269, 0.0102782, 0.012302, 0.124731
0.0450268, 0.00876596, 0.0148517, 0.147657
0.0457261, 0.00677913, 0.017164, 0.144152
0.0489491, 0.0069675, 0.0184649, 0.174857
0.043785, 0.00784963, 0.0186022, 0.206086
0.0499823, 0.008357, 0.018087, 0.148342
0.0528369, 0.00867293, 0.0132471, 0.1493
0.0605998, 0.0102431, 0.0149622, 0.159173
0.0530804, 0.00848658, 0.0143266, 0.141857
0.065415, 0.00846757, 0.0172829, 0.131215
0.0732688, 0.00775993, 0.0157795, 0.122708
0.0687114, 0.00703066, 0.014441, 0.134775
0.0593308, 0.00747863, 0.0132464, 0.123543
0.0557856, 0.00714716, 0.0143857, 0.124519
0.0651587, 0.0077408, 0.015976, 0.188359
0.0575799, 0.00786099, 0.0176256, 0.154013
0.0682791, 0.007587, 0.0136305, 0.137142
0.0670939, 0.00643268, 0.0143073, 0.152758
0.0686822, 0.00965004, 0.0143429, 0.132748
0.0760056, 0.00677299, 0.0130575, 0.123787
0.0627375, 0.00722451, 0.0144579, 0.139216
0.0540832, 0.00740558, 0.0139626, 0.131532
0.0565908, 0.0070055, 0.0141302, 0.141651
0.0448032, 0.00652674, 0.013184, 0.145395
0.0681406, 0.0082759, 0.0142669, 0.14024
0.0838306, 0.00841261, 0.0123286, 0.147214
0.0599414, 0.00843438, 0.0110877, 0.105651
0.0846009, 0.0090168, 0.0124954, 0.110433
0.0724563, 0.00814505, 0.0129351, 0.131878
0.0735393, 0.00778912, 0.0136687, 0.131433
0.0566568, 0.00854344, 0.0138173, 0.14713
0.0603494, 0.00632866, 0.013625, 0.139237
0.0621439, 0.0071913, 0.013188, 0.111372
0.0645182, 0.00759056, 0.013823, 0.127599
0.0701214, 0.00665066, 0.0100167, 0.125765
0.0627961, 0.00814117, 0.0112764, 0.0923498
0.079577, 0.00906308, 0.008318, 0.107065
0.0776481, 0.0101225, 0.010043, 0.105089
0.0711702, 0.00889072, 0.00901509, 0.109128
0.0626815, 0.0103182, 0.00938255, 0.0859188
0.0710678, 0.00783015, 0.00833783, 0.0819282
0.0572406, 0.00914607, 0.00705384, 0.0897575
0.0649891, 0.00934778, 0.0090023, 0.0780669
0.0621737, 0.00784764, 0.0106017, 0.0801388
0.0675409, 0.00700725, 0.00913669, 0.0888733
0.0601239, 0.00787831, 0.00907957, 0.099037
0.0464257, 0.00800763, 0.00958822, 0.0709831
0.0438515, 0.0055325, 0.00851213, 0.0961121
0.0438354, 0.00521987, 0.0108379, 0.0793365
0.0341133, 0.00590781, 0.0121396, 0.121951
0.0300152, 0.00601674, 0.0139632, 0.139569
0.0427204, 0.00718865, 0.0144333, 0.114635
0.0402061, 0.00561981, 0.012206, 0.13833
0.0304536, 0.00693417, 0.0137945, 0.137835
0.0444634, 0.00802588, 0.0133501, 0.108806
0.0488281, 0.00495159, 0.0115951, 0.112367
0.0404919, 0.00481536, 0.0115572, 0.124278
0.0395672, 0.00630599, 0.013189, 0.106358
0.0522153, 0.00502981, 0.0146305, 0.110213
0.0670783, 0.00594112, 0.0124096, 0.0831249
0.0493754, 0.00793531, 0.0109901, 0.0966227
0.0708236, 0.00903923, 0.0133744, 0.116059
0.0453592, 0.00863509, 0.0118762, 0.117749
0.04481, 0.00714751, 0.0138819, 0.144341
0.0491275, 0.00774597, 0.0126557, 0.0959031
0.0473038, 0.00680318, 0.0111729, 0.103513
0.0571598, 0.00699478, 0.0127094, 0.122876
0.0634828, 0.00728651, 0.0134232, 0.132757
0.0439783, 0.00715269, 0.0154228, 0.114796
0.0657482, 0.0070873, 0.0119858, 0.10988
0.057302, 0.00769603, 0.0102907, 0.106312
0.0662488, 0.00900352, 0.00907944, 0.0879781
0.0741788, 0.00992203, 0.0109255, 0.0795907
0.0776587, 0.0092319, 0.0113306, 0.0764012
0.0848599, 0.00985716, 0.00971562, 0.0920604
0.0884389, 0.0109056, 0.0116367, 0.100601
0.0566608, 0.00864531, 0.0104041, 0.0883254
0.0547127, 0.00793198, 0.0110965, 0.0876449
0.0574493, 0.00842124, 0.00991049, 0.103783
0.0680675, 0.00648727, 0.00972484, 0.0822224
0.0603239, 0.00711334, 0.00930624, 0.0778249
0.0454653, 0.00790216, 0.00813405, 0.084059
0.0520144, 0.0063249, 0.00917397, 0.0609264
0.0432685, 0.00611948, 0.00839379, 0.0637902
0.0433412, 0.00512247, 0.00904322, 0.0714282
0.0459011, 0.00645226, 0.00731862, 0.0644709
0.042463, 0.00593996, 0.00811785, 0.0797481
0.0506556, 0.0070004, 0.0069732, 0.0810273
0.0403257, 0.0057384, 0.0065148, 0.0605602
0.0400631, 0.00491712, 0.00585798, 0.0427968
0.0537803, 0.00726216, 0.00546696, 0.0739372
0.0621999, 0.00653956, 0.00657708, 0.0485015
0.0487878, 0.00601501, 0.00668245, 0.0612719
0.0451524, 0.00569188, 0.00707352, 0.0702934
0.0574778, 0.00688015, 0.00610478, 0.0657619
0.042791, 0.00615535, 0.00891268, 0.0585774
0.0560965, 0.00658697, 0.00959243, 0.068318
0.0394509, 0.0073913, 0.00833208, 0.0975203
0.0503372, 0.00644225, 0.00813775, 0.0754689
0.0469383, 0.00771973, 0.00715925, 0.060829
0.0450569, 0.0077762, 0.00837393, 0.0692697
0.048212, 0.00859058, 0.00845387, 0.0820618
0.0513547, 0.00870875, 0.0085109, 0.0665153
0.068631, 0.00869809, 0.00928626, 0.0734996
0.0675946, 0.00992306, 0.0104403, 0.0799834
0.0900866, 0.0105658, 0.00969943, 0.0614195
0.0986764, 0.0112981, 0.00748863, 0.0423218
0.089166, 0.0122182, 0.00650276, 0.0756563
0.0931663, 0.0110902, 0.0093539, 0.0520491
0.0904606, 0.00918555, 0.00724808, 0.0688666
0.0956333, 0.00822289, 0.00942272, 0.0770507
0.083952, 0.0113526, 0.00985486, 0.073297
0.0827623, 0.0113021, 0.0102016, 0.0689703
0.0732118, 0.0101902, 0.00839582, 0.0624499
0.0873476, 0.00819477, 0.00664827, 0.0638395
0.0861439, 0.0114892, 0.00661973, 0.0536332
0.0923105, 0.0100087, 0.00567657, 0.058856
0.0916779, 0.011626, 0.00723738, 0.050282
0.0903166, 0.00943559, 0.00756742, 0.0715803
0.0981903, 0.0104543, 0.00613451, 0.0601325
0.0624471, 0.010922, 0.00760067, 0.0691836
0.0728941, 0.00837326, 0.00879165, 0.0749529
0.0685613, 0.00963264, 0.00951542, 0.0707834
0.0814256, 0.00867223, 0.00769805, 0.0861023
0.0737043, 0.0105738, 0.00898646, 0.0702502
0.077839, 0.0104902, 0.00774747, 0.0745234
0.0860381, 0.00942573, 0.00810395, 0.0830151
0.0823443, 0.00855597, 0.008736, 0.0676157
0.0931682, 0.0104274, 0.00856727, 0.0788608
0.0821098, 0.00991807, 0.00732612, 0.0561741
0.0859619, 0.0106159, 0.00892091, 0.076326
0.0945825, 0.0127225, 0.00742215, 0.0746705
0.0914568, 0.0119511, 0.00767179, 0.0663979
0.0962882, 0.0106626, 0.00622541, 0.0634719
0.0943142, 0.0098566, 0.00634948, 0.057233
0.100089, 0.0140106, 0.00671291, 0.0715964
0.1139, 0.0111925, 0.00702221, 0.0518135
0.0869638, 0.01073, 0.00847855, 0.0628484
0.0744463, 0.0108966, 0.00792091, 0.0689588
0.0866497, 0.00915341, 0.0083749, 0.0773961
0.0930537, 0.0096819, 0.00693925, 0.0630876
0.0852467, 0.0100775, 0.00830957, 0.0704223
0.073408, 0.00866047, 0.00908485, 0.0736161
0.0635671, 0.010833, 0.0081138, 0.0997068
0.0754244, 0.00773466, 0.00812582, 0.0753099
0.0611032, 0.00700805, 0.00731707, 0.0782116
0.06969, 0.00743948, 0.00805778, 0.0872388
0.062374, 0.00743474, 0.00913608, 0.0839885
0.0657774, 0.00914864, 0.0070659, 0.0830898
0.0692954, 0.00951105, 0.00609341, 0.0896007
0.0661193, 0.00997244, 0.00745358, 0.0639764
0.0744269, 0.00878798, 0.0088878, 0.0792704
0.0622073, 0.00683698, 0.00800736, 0.0637862
0.0720842, 0.00851616, 0.0096576, 0.0680561
0.0606187, 0.00846999, 0.0101925, 0.0835346
0.0764608, 0.0079633, 0.00909078, 0.0676227
0.0894462, 0.00828028, 0.00882992, 0.0827833
0.0900219, 0.0100297, 0.00795247, 0.0802485
0.092868, 0.0102706, 0.00757767, 0.067863
0.0755589, 0.0128218, 0.00753087, 0.0673803
0.061701, 0.0103607, 0.00885167, 0.0621072
0.0783646, 0.00892409, 0.00982786, 0.075635
0.0697339, 0.0112988, 0.00831239, 0.0730667
0.0876596, 0.00956624, 0.0111611, 0.0767689
0.0630676, 0.0098971, 0.00822841, 0.0731181
0.0526571, 0.00919141, 0.00853285, 0.0709546
0.0726955, 0.00904186, 0.00781952, 0.0890769
0.0790101, 0.00926353, 0.00973217, 0.0719807
0.0742448, 0.0100715, 0.0105821, 0.0696284
0.0606493, 0.00785567, 0.0105704, 0.0913885
0.0708301, 0.00696786, 0.00979697, 0.073908
0.0738407, 0.00940451, 0.00912324, 0.107623
0.0621566, 0.0114656, 0.00984303, 0.0840777
0.0646373, 0.00928126, 0.00719268, 0.0735495
0.0641462, 0.00999983, 0.00586183, 0.0897033
0.0759064, 0.00851515, 0.00784435, 0.0831821
0.0759892, 0.00931831, 0.00854117, 0.067439
0.0623999, 0.00901699, 0.00820245, 0.0623332
0.0853515, 0.0074545, 0.00952909, 0.0671888
0.0743342, 0.00839325, 0.0101402, 0.0838726
0.07825, 0.00916028, 0.007598, 0.0817486
0.108864, 0.0139064, 0.00851846, 0.0547191
0.098524, 0.00975943, 0.0072099, 0.0667312
0.0819447, 0.00974977, 0.00725521, 0.0886329
0.0752335, 0.0100247, 0.00994037, 0.0893319
0.079142, 0.00927657, 0.0066384, 0.075431
0.0693742, 0.00965262, 0.00975195, 0.0960378
0.0646368, 0.0081892, 0.0112579, 0.0888084
0.0620195, 0.00730811, 0.0116015, 0.0926312
0.049099, 0.00770604, 0.0122164, 0.0995963
0.0557926, 0.0071765, 0.0107696, 0.122184
0.0377506, 0.00644077, 0.00950873, 0.104836
0.042808, 0.00670607, 0.0116901, 0.101062
0.0431303, 0.00714417, 0.0113977, 0.0782722
0.0546672, 0.00683527, 0.0093882, 0.101765
0.0616436, 0.00738077, 0.0109034, 0.109664
0.0563194, 0.00646751, 0.0109233, 0.0969918
0.0559115, 0.00705088, 0.0101038, 0.0946349
0.071332, 0.00904234, 0.00888955, 0.127209
0.0724585, 0.00827708, 0.00975781, 0.0866608
0.0568697, 0.00927465, 0.00981906, 0.0917841
0.0600407, 0.00827111, 0.0111665, 0.0996246
0.048262, 0.00846275, 0.0122487, 0.113612
0.0532094, 0.00760162, 0.01173, 0.105136
0.0541926, 0.00884307, 0.0117874, 0.122422
0.0699219, 0.005599, 0.0122699, 0.0976349
0.0544376, 0.00688501, 0.0107703, 0.101626
0.0742431, 0.0090687, 0.0120042, 0.100304
0.0656543, 0.0100692, 0.0116407, 0.10814
0.0800728, 0.010906, 0.0108697, 0.113513
0.10551, 0.0123874, 0.0139498, 0.108126
0.100631, 0.0121146, 0.0122508, 0.108797
0.11499, 0.0128218, 0.0146828, 0.106126
0.101629, 0.0125222, 0.0122429, 0.121998
0.125561, 0.013176, 0.0145751, 0.111919
0.131285, 0.0124768, 0.012329, 0.093352
0.111491, 0.0147975, 0.0129091, 0.0787411
0.114346, 0.0138423, 0.0113268, 0.0969424
0.117286, 0.0162162, 0.0109389, 0.0800172
0.124519, 0.0158482, 0.00831275, 0.109167
0.117786, 0.016982, 0.0091474, 0.0590972
0.132567, 0.0159986, 0.00796487, 0.0617423
0.132734, 0.0133389, 0.00677255, 0.0718975
0.12965, 0.0163341, 0.00907332, 0.0839617
0.113319, 0.0151061, 0.00863737, 0.0823378
0.107442, 0.0112365, 0.00845059, 0.0680111
0.0823132, 0.0145281, 0.00844235, 0.079444
0.0897277, 0.0128217, 0.00837193, 0.0827849
0.0853564, 0.0111248, 0.00928993, 0.0518813
0.0954988, 0.0135429, 0.00707101, 0.0631487
0.0851807, 0.0112306, 0.00871559, 0.0587086
0.106944, 0.011106, 0.00743295, 0.0770478
0.0827774, 0.0112211, 0.00823169, 0.0877168
0.0801863, 0.0115635, 0.00782634, 0.0651569
0.103483, 0.0105516, 0.00953207, 0.0714116
0.12099, 0.0115459, 0.00638823, 0.0890885
0.118282, 0.0153161, 0.00794846, 0.0889159
0.110348, 0.0105543, 0.00800045, 0.0646203
0.089116, 0.0128855, 0.00818486, 0.0592563
0.110543, 0.0115132, 0.00712424, 0.0782903
0.0936978, 0.0111941, 0.00926705, 0.0722373
0.110058, 0.0123253, 0.00694396, 0.0774903
0.0926451, 0.0121477, 0.00789271, 0.0686478
0.111444, 0.0128655, 0.00612858, 0.0516174
0.0884356, 0.011088, 0.00684815, 0.0481231
0.107326, 0.0125025, 0.00488159, 0.044389
0.104708, 0.0119474, 0.00478862, 0.0527842
0.0948135, 0.0110175, 0.00795839, 0.0696051
0.1031, 0.0122152, 0.00776972, 0.0777349
0.0826801, 0.0116427, 0.00760023, 0.0750965
0.0906794, 0.0107412, 0.00715881, 0.0874297
0.0848369, 0.0107152, 0.0065739, 0.0802593
0.0759111, 0.0100932, 0.00995927, 0.0843724
0.0720242, 0.0102889, 0.0088056, 0.0786795
0.0782685, 0.00776323, 0.00866886, 0.0834498
0.0662241, 0.00912425, 0.00933319, 0.0921714
0.0514794, 0.00916108, 0.00874435, 0.0934603
0.0682602, 0.00791849, 0.00854121, 0.0790868
0.0739615, 0.00746384, 0.00847938, 0.0981842
0.0625431, 0.00889952, 0.00902501, 0.0984842
0.0599684, 0.00871684, 0.00938774, 0.0942774
0.0690959, 0.00852913, 0.0110565, 0.0885214
0.071925, 0.00960936, 0.0098393, 0.0914999
0.0809328, 0.00868085, 0.00918949, 0.0773297
0.0886049, 0.00845903, 0.0105674, 0.108292
0.0557022, 0.00743159, 0.00918827, 0.105581
0.0587277, 0.00695838, 0.0130093, 0.0903511
0.0576145, 0.009549, 0.0101783, 0.0806944
0.0404231, 0.00934777, 0.011328, 0.0949759
0.0633388, 0.00739067, 0.0105978, 0.0950398
0.0732887, 0.00975929, 0.0122985, 0.094133
0.0892268, 0.0112003, 0.00954758, 0.0978044
0.0833835, 0.0115687, 0.0148641, 0.0994101
0.079648, 0.009755, 0.0124222, 0.104576
0.0729621, 0.0125981, 0.014274, 0.120131
0.0706387, 0.0119573, 0.0143791, 0.116033
0.0620549, 0.00923876, 0.0139289, 0.143915
0.0728198, 0.00905336, 0.0126448, 0.133029
0.0626085, 0.0101319, 0.0159345, 0.169022
0.0757465, 0.0106396, 0.0177832, 0.168618
0.0656561, 0.00794517, 0.0139285, 0.149053
0.0623506, 0.00826554, 0.0140727, 0.128148
0.061329, 0.00840131, 0.0132787, 0.132844
0.064406, 0.00661769, 0.013698, 0.127866
0.081428, 0.00931176, 0.0114305, 0.14587
0.0864385, 0.00727247, 0.0116598, 0.133614
0.0905272, 0.0094311, 0.0112651, 0.127015
0.0950986, 0.0103824, 0.0122217, 0.121109
0.102449, 0.0106018, 0.0126656, 0.118867
0.0845755, 0.012029, 0.0109546, 0.0966775
0.097381, 0.0101718, 0.0113473, 0.0912516
0.136989, 0.00940362, 0.0116536, 0.108245
0.097621, 0.0109535, 0.0097187, 0.093354
0.103746, 0.0109873, 0.0110561, 0.119448
0.108998, 0.0143957, 0.00930099, 0.0954822
0.0915213, 0.0125027, 0.00973205, 0.0896447
0.0726713, 0.0112811, 0.0104656, 0.104954
0.0897091, 0.00984465, 0.0123968, 0.102088
0.085762, 0.00888299, 0.0119428, 0.105903
0.0680514, 0.00849692, 0.0122992, 0.123512
0.0587178, 0.00734011, 0.0104213, 0.124499
0.0628177, 0.00842372, 0.0111752, 0.112784
0.0729309, 0.00791226, 0.00979677, 0.103434
0.0783731, 0.00870374, 0.00845921, 0.090529
0.0732506, 0.00887184, 0.00871078, 0.0883039
0.0939356, 0.00929742, 0.00837494, 0.0810713
0.0939912, 0.0106174, 0.00860173, 0.0591514
0.0848146, 0.0110813, 0.00754898, 0.0854554
0.105915, 0.0123569, 0.00890098, 0.0932717
0.106178, 0.010952, 0.00943211, 0.094655
0.0873497, 0.0135716, 0.0110713, 0.101151
0.111974, 0.0134082, 0.0100718, 0.0950223
0.108028, 0.0129377, 0.00797709, 0.0780495
0.110823, 0.0145341, 0.00797882, 0.0659164
0.131564, 0.0124309, 0.00729596, 0.0639909
0.133063, 0.0144248, 0.00982218, 0.0677526
0.135099, 0.0141486, 0.00613118, 0.0834396
0.0949051, 0.0131105, 0.00765472, 0.0674094
0.0917012, 0.0129982, 0.00806806, 0.0751513
0.0818473, 0.0122725, 0.00867289, 0.0700231
0.0919538, 0.0101369, 0.00810535, 0.0741253
0.101535, 0.0127284, 0.00819389, 0.0781029
0.0971356, 0.013358, 0.00841833, 0.0741884
0.1062, 0.0101672, 0.0073556, 0.0676216
0.0851674, 0.00954347, 0.00834714, 0.0467524
0.0944745, 0.00910114, 0.00964674, 0.0930235
0.0691339, 0.0127554, 0.0105585, 0.0928426
0.0895686, 0.00996197, 0.00889301, 0.0777199
0.0872992, 0.0108272, 0.00747137, 0.0914891
0.0997279, 0.0121132, 0.00722848, 0.0755107
0.0968982, 0.0124891, 0.00742296, 0.077214
0.102915, 0.0127729, 0.00581153, 0.082994
0.112486, 0.0143856, 0.00757023, 0.0857127
0.118717, 0.0155866, 0.00871958, 0.0632282
0.125199, 0.014802, 0.00886855, 0.086158
0.132272, 0.0121618, 0.0127989, 0.0922642
0.112022, 0.0139214, 0.00872143, 0.0797906
0.108889, 0.0143272, 0.00950655, 0.0961133
0.119594, 0.0129789, 0.00886046, 0.0943787
0.11798, 0.0115517, 0.00947601, 0.093971
0.108257, 0.0126078, 0.00901536, 0.096578
0.114188, 0.0137174, 0.0101188, 0.102081
0.118973, 0.0130127, 0.0124541, 0.101754
0.104058, 0.0128125, 0.0100519, 0.0878617
0.105527, 0.0153963, 0.00959526, 0.077736
0.0996792, 0.0162336, 0.00812684, 0.0865376
0.125422, 0.0125616, 0.00783877, 0.0851246
0.130483, 0.0123626, 0.0100067, 0.0876274
0.106485, 0.0158917, 0.00813088, 0.0792093
0.100255, 0.0105724, 0.0111029, 0.0662984
0.126103, 0.0117642, 0.00806878, 0.0734673
0.107703, 0.0122845, 0.00754063, 0.0764099
0.097486, 0.0112102, 0.00744466, 0.0839809
0.0936343, 0.0113779, 0.00866093, 0.0810143
0.0758678, 0.00896298, 0.00960499, 0.100327
0.097314, 0.00884958, 0.00988006, 0.104472
0.0925871, 0.00699027, 0.00917551, 0.105546
0.0681557, 0.0102389, 0.00867708, 0.10405
0.0745944, 0.00806695, 0.00952474, 0.107455
0.0655053, 0.0103671, 0.00923932, 0.118556
0.0868168, 0.00814814, 0.00928297, 0.0955907
0.0719755, 0.00871862, 0.00828928, 0.0754076
0.0919523, 0.00920667, 0.0093591, 0.071615
0.0711497, 0.00846514, 0.0100634, 0.106153
0.0718441, 0.00828164, 0.0102679, 0.0752327
0.0816692, 0.00860273, 0.0087469, 0.0828486
0.0927319, 0.00956252, 0.00687278, 0.08999
0.081379, 0.00977227, 0.00741814, 0.0767119
0.0784343, 0.0104272, 0.00658856, 0.0682327
0.0736387, 0.00962429, 0.00739798, 0.0700777
0.0628839, 0.00878501, 0.00677427, 0.0833295
0.0698436, 0.00745412, 0.0067746, 0.0852401
0.0682572, 0.00649713, 0.00783364, 0.0841721
0.0635641, 0.00620889, 0.00880826, 0.0601421
0.0567075, 0.00908837, 0.00774334, 0.0725376
0.0604711, 0.00802061, 0.00734094, 0.0664943
0.067971, 0.00750609, 0.00572807, 0.0737559
0.0496785, 0.00746929, 0.00636232, 0.0670278
0.0529912, 0.00751683, 0.0069515, 0.0553566
0.0682613, 0.00701296, 0.0057715, 0.0733415
0.0468413, 0.00887889, 0.00674422, 0.0661041
0.0562906, 0.00666448, 0.00719023, 0.0675554
0.0637041, 0.00720557, 0.00611822, 0.0572561
0.0584675, 0.00623639, 0.00602225, 0.0515924
0.0470495, 0.00683707, 0.0054602, 0.0544667
0.0529219, 0.00690973, 0.00627393, 0.0485307
0.0785223, 0.008359, 0.0063237, 0.0519039
0.07728, 0.00950179, 0.00581519, 0.0556799
0.088527, 0.00910569, 0.00643644, 0.0623019
0.0660651, 0.0109977, 0.00525777, 0.0557181
0.093906, 0.0096927, 0.00703927, 0.0487662
0.107048, 0.0105349, 0.0071337, 0.0600641
0.0810392, 0.0111381, 0.00712369, 0.0758057
0.0941844, 0.0103084, 0.00836278, 0.0555696
0.0892618, 0.0103567, 0.00749355, 0.0602495
0.0874728, 0.0128506, 0.00807492, 0.064514
0.0844085, 0.00967645, 0.00822176, 0.0850029
0.0921212, 0.00886517, 0.00886516, 0.0729789
0.0795387, 0.00899196, 0.00850541, 0.0846551
0.0983926, 0.00961477, 0.00935775, 0.0842956
0.0720391, 0.0097139, 0.00978038, 0.0785411
0.0932642, 0.00915534, 0.0084909, 0.0857113
0.0821907, 0.0128643, 0.0104004, 0.0779185
0.0805618, 0.0101704, 0.0109525, 0.110615
0.0769942, 0.0101383, 0.0121379, 0.086144
0.106756, 0.0106277, 0.0107852, 0.120759
0.0926694, 0.00876209, 0.0118765, 0.107094
0.07324, 0.00970227, 0.0122276, 0.135332
0.072438, 0.00822017, 0.0123245, 0.121904
0.0537927, 0.00794911, 0.0101355, 0.111146
0.0670986, 0.00764862, 0.00864899, 0.116962
0.0551931, 0.00952376, 0.0106642, 0.0823818
0.0762599, 0.00823238, 0.011448, 0.100058
0.0772508, 0.0102057, 0.0105756, 0.0885745
0.0802146, 0.00994471, 0.0103737, 0.111059
0.0941107, 0.010432, 0.0098222, 0.0974253
0.088488, 0.00824841, 0.00788725, 0.0913454
0.0714014, 0.00917866, 0.00918301, 0.0878583
0.0822486, 0.00893533, 0.00833374, 0.0774833
0.0717034, 0.00928405, 0.00843608, 0.0897646
0.0690356, 0.0097542, 0.00741564, 0.0724468
0.0878976, 0.00970202, 0.00654192, 0.0724461
0.0718982, 0.0109158, 0.00756575, 0.0610677
0.0693295, 0.00829398, 0.00757522, 0.0677931
0.0623572, 0.0057255, 0.00869814, 0.054045
0.0522958, 0.00745476, 0.00654586, 0.0715123
0.0503961, 0.00841095, 0.00900007, 0.0840292
0.0469475, 0.0096399, 0.00964782, 0.0834951
0.0467639, 0.00605092, 0.0104684, 0.0861736
0.0465946, 0.00679587, 0.0108321, 0.0830053
0.0481679, 0.00773153, 0.0103637, 0.111107
0.0585989, 0.00884829, 0.0110517, 0.108562
0.0650191, 0.00818831, 0.011474, 0.0878895
0.0659534, 0.0108213, 0.00958185, 0.0918132
0.0741474, 0.011664, 0.00893648, 0.0969228
0.0708438, 0.00872803, 0.00723018, 0.0914269
0.092576, 0.00998766, 0.00843598, 0.0795172
0.0829244, 0.0110143, 0.0072485, 0.0903475
0.112223, 0.0104923, 0.00854333, 0.0731229
0.102046, 0.0142535, 0.0105765, 0.0665088
0.114891, 0.0143591, 0.00995367, 0.0898615
0.127445, 0.0166214, 0.00900711, 0.0955949
0.127676, 0.0128516, 0.00994637, 0.124861
0.0940187, 0.0149417, 0.0129931, 0.10133
0.107349, 0.0142193, 0.0126515, 0.122891
0.11788, 0.0130723, 0.0169107, 0.125673
0.109488, 0.00984461, 0.0154232, 0.113892
0.088041, 0.0110503, 0.0155051, 0.108929
0.107293, 0.0107105, 0.011914, 0.103631
0.0896035, 0.0105144, 0.010416, 0.141334
0.0792022, 0.00874591, 0.0116651, 0.111811
0.0928951, 0.0107454, 0.0116126, 0.133241
0.074111, 0.0108589, 0.0122312, 0.114779
0.0978909, 0.010627, 0.0110921, 0.116932
0.0614507, 0.0100827, 0.0133821, 0.107918
