alpha, beta, delta, gamma 
0.0666922, 0.00894584, 0.0107954, 0.0982106
0.0586773, 0.00787292, 0.0121763, 0.101243
0.0652534, 0.00832223, 0.00940867, 0.0925401
0.0781588, 0.00978388, 0.0102174, 0.0930031
0.0714698, 0.00757685, 0.00915094, 0.108447
0.0816406, 0.00949097, 0.0088345, 0.0955156
0.0899183, 0.0100267, 0.0104643, 0.0806694
0.0851082, 0.0117063, 0.011357, 0.0863258
0.100008, 0.0100673, 0.00717577, 0.103403
0.092077, 0.0112841, 0.0110152, 0.0682336
0.10213, 0.0111176, 0.0106654, 0.0758755
0.10435, 0.01131, 0.0109005, 0.0924014
0.0734953, 0.00795581, 0.00902583, 0.093236
0.0925565, 0.00800849, 0.00872382, 0.0909567
0.0880406, 0.0100181, 0.00902553, 0.11119
0.0784809, 0.00969837, 0.0111179, 0.0988944
0.0723618, 0.00993696, 0.00935472, 0.0997649
0.0716887, 0.0075726, 0.0104694, 0.0968192
0.0639085, 0.00866169, 0.00965206, 0.0911645
0.0647923, 0.00694956, 0.00852248, 0.0705243
0.0701768, 0.00764063, 0.00783749, 0.069003
0.0541679, 0.00907417, 0.00786002, 0.069606
0.0666069, 0.00592541, 0.00899828, 0.0728802
0.083038, 0.00890822, 0.00886527, 0.0808378
0.0697676, 0.00831669, 0.00882905, 0.0789769
0.0776593, 0.00714075, 0.00742148, 0.0567332
0.0802865, 0.00893131, 0.00649995, 0.0812072
0.0725345, 0.00994767, 0.00874042, 0.0655861
0.0510953, 0.00779185, 0.00611232, 0.063892
0.0723619, 0.0105397, 0.0069672, 0.0617684
0.0822611, 0.0074699, 0.00625023, 0.0536536
0.085161, 0.00939514, 0.00517355, 0.0670494
0.0775066, 0.0109745, 0.00677356, 0.051056
0.0818319, 0.0101555, 0.00746887, 0.0554631
0.0817, 0.0102264, 0.0054546, 0.0738211
0.0668576, 0.0109186, 0.00763434, 0.0616694
0.091616, 0.00924797, 0.0060165, 0.0743728
0.0916286, 0.00971449, 0.00747775, 0.0796382
0.0826691, 0.00926682, 0.00802291, 0.0817744
0.0904479, 0.00924454, 0.0095378, 0.0689253
0.093954, 0.0119443, 0.00980701, 0.10652
0.0842954, 0.00983136, 0.0105682, 0.0918952
0.0983946, 0.0103527, 0.010929, 0.0923015
0.0821559, 0.00984403, 0.0107824, 0.102365
0.103112, 0.00960548, 0.0102899, 0.121174
0.0836561, 0.00863212, 0.012158, 0.106035
0.0984843, 0.0108209, 0.00947211, 0.110322
0.103907, 0.0128692, 0.00849163, 0.12183
0.108105, 0.0105228, 0.00906785, 0.125213
0.11203, 0.0121482, 0.0106202, 0.0800301
0.0857502, 0.0126547, 0.011132, 0.110952
0.135, 0.0133671, 0.0138917, 0.125566
0.114596, 0.013233, 0.014469, 0.124509
0.0892774, 0.0123483, 0.0126322, 0.130156
0.11403, 0.0121876, 0.0120701, 0.144926
0.107584, 0.0128736, 0.012982, 0.125442
0.121681, 0.0128459, 0.0118701, 0.132676
0.0886278, 0.0113377, 0.0109894, 0.110887
0.0965693, 0.0101329, 0.0127154, 0.131214
0.090757, 0.0116548, 0.0132217, 0.141216
0.104465, 0.0116265, 0.0161479, 0.147692
0.0915894, 0.0103189, 0.0121868, 0.140154
0.113882, 0.00974148, 0.0151224, 0.137735
0.10147, 0.0114713, 0.0148527, 0.143713
0.0993647, 0.0115722, 0.0156288, 0.138224
0.0925378, 0.0134117, 0.0140509, 0.152092
0.123308, 0.0116568, 0.0123228, 0.134591
0.103241, 0.011831, 0.0113774, 0.0930088
0.104199, 0.0118204, 0.0116716, 0.103415
0.0862444, 0.0113957, 0.011839, 0.116426
0.112354, 0.0105659, 0.0100884, 0.0914668
0.101969, 0.0126303, 0.00890205, 0.0981176
0.103393, 0.0114049, 0.00894906, 0.0871831
0.117724, 0.0131122, 0.00862313, 0.0975097
0.111491, 0.0135592, 0.00966642, 0.0868256
0.102743, 0.0130858, 0.0105948, 0.0877225
0.115358, 0.0107384, 0.0138114, 0.0988672
0.107428, 0.0130361, 0.0127711, 0.135919
0.106984, 0.0122146, 0.0147963, 0.12235
0.121992, 0.0118754, 0.0148122, 0.146993
0.129486, 0.00970474, 0.0123683, 0.140244
0.0986068, 0.011684, 0.0128729, 0.117984
0.121811, 0.010962, 0.0124218, 0.145155
0.103728, 0.010117, 0.0121477, 0.103974
0.128803, 0.013782, 0.0117143, 0.119724
0.109511, 0.0116387, 0.0128532, 0.114419
0.0963595, 0.0120489, 0.012053, 0.0990973
0.0742102, 0.0100086, 0.0125179, 0.125258
0.0772654, 0.00801645, 0.0127701, 0.120564
0.0778048, 0.0114661, 0.014579, 0.118734
0.0870858, 0.0105252, 0.0129844, 0.141717
0.100906, 0.0105705, 0.0139961, 0.137826
0.10333, 0.0136242, 0.0124714, 0.116268
0.0958646, 0.0114364, 0.0121601, 0.112816
0.101154, 0.0117731, 0.0122701, 0.116144
0.102573, 0.0126779, 0.0111945, 0.0932121
0.142166, 0.0132326, 0.00923609, 0.075254
0.104292, 0.0138314, 0.00957863, 0.0704967
0.100707, 0.0115207, 0.0113605, 0.0756174
0.087466, 0.0110691, 0.0130195, 0.107781
0.100057, 0.00901896, 0.0117226, 0.0961106
0.0917265, 0.00984924, 0.0107906, 0.0900002
0.0705204, 0.00932784, 0.01034, 0.0933891
0.093346, 0.0108569, 0.011363, 0.102063
0.0826639, 0.00862166, 0.00948562, 0.133768
0.0924422, 0.00968448, 0.00956008, 0.100823
0.0885956, 0.011123, 0.0105755, 0.0917381
0.0854864, 0.0100762, 0.0108211, 0.0789385
0.0953001, 0.00829483, 0.0109165, 0.0986551
0.0894054, 0.0082304, 0.0107776, 0.112496
0.0692254, 0.00930459, 0.00983957, 0.0826021
0.0865596, 0.00881936, 0.0108332, 0.0874356
0.0937265, 0.0112536, 0.0101056, 0.0898214
0.0877019, 0.0100291, 0.00894201, 0.0994413
0.122217, 0.0109848, 0.012793, 0.101799
0.114125, 0.00993677, 0.0103684, 0.09189
0.0770341, 0.0112254, 0.0100646, 0.0815253
0.0841282, 0.00960417, 0.0107742, 0.0981276
0.0807238, 0.0084496, 0.0106136, 0.0990681
0.0677615, 0.00767417, 0.0113504, 0.0843948
0.0757782, 0.00877172, 0.00957093, 0.0984249
0.098897, 0.00985177, 0.00919265, 0.0772624
0.0995006, 0.0100528, 0.0101598, 0.080157
0.101954, 0.011936, 0.00960629, 0.0868366
0.0818756, 0.0117039, 0.0100988, 0.0844003
0.104199, 0.0111266, 0.00899332, 0.112931
0.0907494, 0.0113068, 0.0120863, 0.0918133
0.101536, 0.00994701, 0.0106512, 0.106058
0.0831799, 0.0114167, 0.0125328, 0.115211
0.0763913, 0.0102, 0.0123474, 0.0890877
0.0865221, 0.00953415, 0.0113258, 0.113617
0.0866026, 0.00950747, 0.0118589, 0.126039
0.108028, 0.00963082, 0.0133331, 0.123512
0.104147, 0.0109989, 0.0119917, 0.111063
0.0964797, 0.0122912, 0.011569, 0.0972814
0.117493, 0.0157334, 0.0102673, 0.0930723
0.11268, 0.0162084, 0.00957186, 0.0928569
0.137284, 0.0143533, 0.0116962, 0.0817432
0.141302, 0.0152733, 0.0114059, 0.0676464
0.128063, 0.0137127, 0.00911057, 0.0995192
0.0875874, 0.0141786, 0.0101979, 0.0816233
0.103911, 0.0137274, 0.0110975, 0.0798287
0.116403, 0.0130725, 0.0112386, 0.0827843
0.102335, 0.0131288, 0.0114638, 0.109946
0.0949939, 0.0137259, 0.00975, 0.0750623
0.0900274, 0.0133367, 0.010971, 0.102729
0.0866858, 0.0119554, 0.012528, 0.0958083
0.101169, 0.0123765, 0.0115519, 0.104063
0.098711, 0.0104837, 0.00982966, 0.0995557
0.0838391, 0.0116789, 0.00972412, 0.0857254
0.0694084, 0.0111188, 0.0115942, 0.07331
0.087077, 0.00970903, 0.00827716, 0.0980872
0.0890623, 0.0125991, 0.00892432, 0.0824972
0.0814418, 0.00944199, 0.00848673, 0.0854708
0.0926898, 0.0128017, 0.00979387, 0.0796229
0.0734954, 0.0106659, 0.012442, 0.0933212
0.0829196, 0.00941964, 0.0102376, 0.0940799
0.0785712, 0.010504, 0.00981382, 0.0892918
0.0869119, 0.00892352, 0.010153, 0.084437
0.0859583, 0.00992433, 0.0120892, 0.101701
0.0734124, 0.0101703, 0.0113046, 0.10758
0.0720711, 0.0113549, 0.0122756, 0.131981
0.0856109, 0.00949499, 0.0143355, 0.106715
0.0674978, 0.00649078, 0.0140793, 0.110239
0.0459506, 0.00881433, 0.0147676, 0.158109
0.0591088, 0.00854274, 0.0170074, 0.140002
0.056426, 0.00947964, 0.0172326, 0.154924
0.0616159, 0.00869723, 0.0143961, 0.147292
0.0619456, 0.00761884, 0.013508, 0.158151
0.0470852, 0.00765636, 0.0187097, 0.162871
0.0549117, 0.00622816, 0.014635, 0.178724
0.0547418, 0.0093869, 0.0158818, 0.137579
0.0597372, 0.00808234, 0.0180218, 0.143925
0.0472698, 0.00811111, 0.0156126, 0.131179
0.0516355, 0.00660317, 0.0183608, 0.189093
0.0440291, 0.00746661, 0.0162077, 0.151252
0.0470081, 0.00650635, 0.0182827, 0.132812
0.0421546, 0.00756838, 0.0166026, 0.158675
0.0338709, 0.00782139, 0.0145101, 0.131136
0.051329, 0.00690323, 0.0139093, 0.141364
0.052233, 0.00695659, 0.0132501, 0.134026
0.0314279, 0.00818937, 0.0149747, 0.111869
0.0679743, 0.00696985, 0.00856844, 0.124558
0.0542531, 0.00865839, 0.0106483, 0.0894232
0.0728212, 0.00990619, 0.0118359, 0.100723
0.0618001, 0.0078615, 0.011509, 0.10338
0.0618496, 0.00775477, 0.00947501, 0.0796046
0.07512, 0.00761381, 0.00936369, 0.0759858
0.0624687, 0.00744511, 0.00854126, 0.0806886
0.0533745, 0.00950279, 0.00910825, 0.0746952
0.0533528, 0.00894782, 0.00989151, 0.0823755
0.0631855, 0.00688445, 0.00891052, 0.0730203
0.0628976, 0.0105539, 0.00824206, 0.0708571
0.0623709, 0.0093342, 0.00758438, 0.0563675
0.0585006, 0.00931755, 0.00499781, 0.0789863
0.0625485, 0.00888474, 0.00698731, 0.0662574
0.0767203, 0.00811899, 0.00758632, 0.0745198
0.0762541, 0.0094397, 0.00774821, 0.05757
0.0578672, 0.00691532, 0.00793663, 0.0824472
0.0539921, 0.00648033, 0.00928954, 0.0816729
0.0511936, 0.00702621, 0.00830219, 0.117259
0.0648115, 0.00876573, 0.0117688, 0.0838276
0.066558, 0.00848089, 0.0105979, 0.0810752
0.0790255, 0.00922076, 0.00705686, 0.0747256
0.0618264, 0.00938402, 0.0101159, 0.0728076
0.0783766, 0.0107525, 0.00822194, 0.0963752
0.094364, 0.00961856, 0.00925965, 0.0802319
0.0789359, 0.010744, 0.00950957, 0.0819126
0.0734624, 0.00820426, 0.00647347, 0.0812195
0.106826, 0.0105435, 0.00675214, 0.0544578
0.0867519, 0.0107482, 0.00714687, 0.0609069
0.0821537, 0.0120403, 0.00640187, 0.0526994
0.103857, 0.0114296, 0.00608284, 0.0546295
0.0817854, 0.0121244, 0.00663651, 0.0460841
0.0818341, 0.00997036, 0.00641963, 0.0423724
0.076881, 0.00717807, 0.00677651, 0.0650095
0.0690517, 0.00898959, 0.0069555, 0.0570135
0.0685724, 0.00830874, 0.00558192, 0.059012
0.0929779, 0.00871834, 0.00578239, 0.0384364
0.0893438, 0.0102609, 0.0058879, 0.0502869
0.0905077, 0.00983858, 0.00519017, 0.0574421
0.0697112, 0.00976175, 0.00517716, 0.0665896
0.0723376, 0.00978604, 0.0064978, 0.049922
0.0677033, 0.00851241, 0.00793595, 0.0564303
0.0550904, 0.0087344, 0.00651867, 0.0916636
0.0976059, 0.00823709, 0.00685779, 0.0751214
0.0596912, 0.00642566, 0.00663646, 0.0550815
0.0647689, 0.00859143, 0.00727406, 0.0506224
0.0804509, 0.00889285, 0.00880102, 0.0543386
0.0867305, 0.00947673, 0.00452717, 0.0519586
0.0772969, 0.00830273, 0.00765716, 0.065506
0.0407718, 0.0111659, 0.00905213, 0.0959335
0.0720062, 0.00788725, 0.0100894, 0.0781364
0.0820229, 0.00890363, 0.00772909, 0.049488
0.0884594, 0.0102278, 0.00617014, 0.0527611
0.0888295, 0.00983702, 0.00697225, 0.0488567
0.0759948, 0.00860112, 0.00733487, 0.0718889
0.0607024, 0.00838516, 0.00798151, 0.0878402
0.0678905, 0.00858643, 0.00829761, 0.0931287
0.0703986, 0.00943821, 0.010279, 0.082682
0.0530325, 0.00909279, 0.0109122, 0.0930717
0.0645911, 0.00853106, 0.0111478, 0.100705
0.0677188, 0.00880998, 0.010645, 0.0928343
0.0526711, 0.00663494, 0.00936531, 0.0946203
0.0596117, 0.00763438, 0.0111857, 0.111487
0.0407852, 0.00808062, 0.0106623, 0.076302
0.0594068, 0.00728851, 0.00994678, 0.106948
0.0586354, 0.00672021, 0.0099442, 0.0826202
0.0650032, 0.00893513, 0.00959929, 0.0851652
0.0691423, 0.00848425, 0.0118374, 0.0987975
0.085568, 0.0104033, 0.00972753, 0.0984044
0.0717658, 0.011959, 0.0119032, 0.0875028
0.0724676, 0.00778076, 0.0118085, 0.0974963
0.0647096, 0.00788254, 0.0118667, 0.115201
0.0569654, 0.00798541, 0.0109524, 0.10047
0.058147, 0.0068135, 0.00886742, 0.0985998
0.0694013, 0.00807626, 0.0119215, 0.0701868
0.0749781, 0.00836321, 0.0108556, 0.0917268
0.0663442, 0.00688772, 0.0101103, 0.108421
0.0632287, 0.00516377, 0.010013, 0.117771
0.0449529, 0.00746377, 0.0124616, 0.116637
0.0647364, 0.00851119, 0.0135543, 0.0883681
0.0786116, 0.0104824, 0.0141656, 0.107019
0.0861664, 0.00930511, 0.010861, 0.113111
0.0752915, 0.0084598, 0.0118708, 0.106276
0.0953138, 0.00898999, 0.0127379, 0.123251
0.0711751, 0.00739301, 0.0122684, 0.117624
0.0856923, 0.00970865, 0.0137215, 0.117095
0.0791093, 0.0104, 0.0139931, 0.119683
0.0813305, 0.0108529, 0.0122602, 0.136689
0.102809, 0.00926286, 0.0115828, 0.128089
0.108035, 0.0115285, 0.0132256, 0.10747
0.1055, 0.0124534, 0.0151911, 0.130737
0.0808176, 0.0138233, 0.0149388, 0.131368
0.0946123, 0.0109864, 0.0135884, 0.139921
0.0993583, 0.0140144, 0.0127758, 0.123889
0.0959973, 0.0115835, 0.0147022, 0.109246
0.0782207, 0.00937768, 0.013839, 0.100227
0.0928028, 0.0101846, 0.0108246, 0.109442
0.104346, 0.00950188, 0.0116381, 0.121684
0.0700115, 0.0100235, 0.0152785, 0.12661
0.0800006, 0.00994177, 0.0147169, 0.144148
0.0624428, 0.00869311, 0.0116176, 0.129437
0.0582157, 0.00929015, 0.0140375, 0.12442
0.076335, 0.00982658, 0.0142494, 0.128441
0.0762477, 0.00914742, 0.0155161, 0.145027
0.058242, 0.00915258, 0.0156251, 0.12701
0.0792911, 0.00714499, 0.0135371, 0.139842
0.0686826, 0.0100287, 0.012874, 0.146886
0.0795458, 0.00787978, 0.0141175, 0.13875
0.0592805, 0.00757121, 0.0122474, 0.113815
0.0691493, 0.00970666, 0.013844, 0.108882
0.0823717, 0.00842925, 0.0149134, 0.11972
0.0705597, 0.0118789, 0.013987, 0.132558
0.0892976, 0.00982606, 0.0125875, 0.142806
0.0873534, 0.00994464, 0.0122432, 0.114694
0.0902237, 0.00982809, 0.0134692, 0.122579
0.0693563, 0.00803407, 0.0125611, 0.145317
0.0700563, 0.00914605, 0.0140838, 0.133701
0.0610543, 0.00851974, 0.0140223, 0.129332
0.0692903, 0.00928191, 0.0149535, 0.15464
0.0743003, 0.011088, 0.0158884, 0.117812
0.0787752, 0.010067, 0.0127917, 0.150866
0.0727422, 0.0103054, 0.012287, 0.137233
0.0889341, 0.0108532, 0.012647, 0.133797
0.109396, 0.0134678, 0.0118743, 0.120398
0.0982627, 0.0122701, 0.0110782, 0.109856
0.126624, 0.011951, 0.0110183, 0.096417
0.0774436, 0.0112965, 0.00937429, 0.108056
0.0981348, 0.0105673, 0.0124597, 0.112999
0.0997025, 0.0110866, 0.00858982, 0.0859712
0.107889, 0.0116758, 0.0100873, 0.0878275
0.0999323, 0.0101435, 0.0106573, 0.0872664
0.0892468, 0.0107617, 0.00965712, 0.085682
0.0898556, 0.00926507, 0.0126838, 0.0847362
0.0711371, 0.00907578, 0.0144097, 0.100377
0.0782308, 0.00865848, 0.0132553, 0.103691
0.0706217, 0.0093527, 0.00955954, 0.0882644
0.077772, 0.00933432, 0.00988219, 0.0928472
0.0665201, 0.00988281, 0.0140085, 0.0892456
0.0749633, 0.00846236, 0.0105582, 0.100633
0.0831058, 0.00990851, 0.0126081, 0.122646
0.0633247, 0.0110216, 0.0109863, 0.09192
0.0650818, 0.0102575, 0.0117372, 0.114584
0.0611665, 0.00939819, 0.0114831, 0.104672
0.0576583, 0.00862576, 0.00992098, 0.0975023
0.0611968, 0.00812327, 0.0111795, 0.114385
0.0663493, 0.00845038, 0.00998329, 0.109521
0.0758254, 0.0104655, 0.0106594, 0.0853188
0.0941713, 0.00733396, 0.00957979, 0.0990551
0.0879554, 0.0102282, 0.00915732, 0.0800369
0.0914931, 0.0112645, 0.00848615, 0.0635627
0.108547, 0.0138446, 0.00835385, 0.0768746
0.11407, 0.0155483, 0.00854324, 0.0571771
0.106514, 0.0120737, 0.00712986, 0.0650464
0.135873, 0.0128483, 0.00767942, 0.0610948
0.136109, 0.0159265, 0.00721147, 0.0631159
0.109953, 0.0136288, 0.00684849, 0.0657921
0.11212, 0.0150111, 0.00819559, 0.0625309
0.122451, 0.0129424, 0.00723524, 0.0725161
0.11813, 0.012907, 0.00852853, 0.0875148
0.0968244, 0.0135988, 0.00883183, 0.0943121
0.0982725, 0.0100221, 0.00803458, 0.115093
0.100549, 0.00988647, 0.011259, 0.104614
0.106016, 0.00957842, 0.0113991, 0.100801
0.0713418, 0.0116876, 0.00985151, 0.10331
0.106741, 0.0115568, 0.0115996, 0.0939789
0.0791219, 0.0131799, 0.0111979, 0.0994758
0.0867195, 0.0101041, 0.0122782, 0.101835
0.0798328, 0.0107824, 0.0102499, 0.102164
0.089711, 0.0113374, 0.0107176, 0.11343
0.0941049, 0.0108953, 0.0126197, 0.102074
0.108147, 0.0136589, 0.0127704, 0.117178
0.122122, 0.0106485, 0.0136824, 0.110657
0.121374, 0.0128909, 0.00937369, 0.106904
0.0988284, 0.0139001, 0.00923547, 0.0824709
0.119333, 0.0123935, 0.0102411, 0.0904398
0.106744, 0.0106103, 0.00923428, 0.0827133
0.102063, 0.0110015, 0.00936062, 0.090371
0.10897, 0.0122119, 0.0113371, 0.0964581
0.0887679, 0.00920671, 0.0117432, 0.11298
0.0939919, 0.00827563, 0.00946114, 0.102469
0.0829204, 0.00892395, 0.00902, 0.110647
0.0888076, 0.00940669, 0.0123852, 0.114704
0.0993645, 0.00944943, 0.0127353, 0.0909431
0.0913418, 0.0119057, 0.0102815, 0.0834084
0.0955128, 0.00940089, 0.00977014, 0.0731642
0.11121, 0.0107942, 0.0106246, 0.079726
0.0892854, 0.0115218, 0.00982775, 0.0929786
0.101235, 0.0116802, 0.00879784, 0.0796292
0.10865, 0.0111862, 0.0096102, 0.0816573
0.100956, 0.0124168, 0.0093118, 0.104933
0.0860878, 0.0121227, 0.00954921, 0.0966899
0.108526, 0.0109716, 0.0103304, 0.0885888
0.117189, 0.00992828, 0.00977412, 0.0780725
0.0792626, 0.00926428, 0.00736163, 0.0829477
0.0872992, 0.00980431, 0.00826342, 0.079711
0.0825707, 0.0123834, 0.00714507, 0.0712059
0.0844346, 0.0108525, 0.00630643, 0.0644287
0.105602, 0.00896107, 0.0086038, 0.0694486
0.0884628, 0.00993674, 0.00955501, 0.0745859
0.0724927, 0.0110721, 0.0086802, 0.0957478
0.0839411, 0.0131777, 0.0105334, 0.0806176
0.109867, 0.0125588, 0.0103338, 0.0938467
0.106728, 0.0117737, 0.00944256, 0.0659089
0.101254, 0.0103833, 0.00883751, 0.109478
0.0878804, 0.00926293, 0.00893598, 0.0816079
0.0740808, 0.0112768, 0.00994331, 0.0951379
0.0814695, 0.0120343, 0.00922334, 0.0868039
0.0869274, 0.00915451, 0.0087525, 0.0773668
0.0783508, 0.00755683, 0.00850458, 0.0668487
0.0906167, 0.0107434, 0.00813583, 0.057436
0.0902898, 0.0127505, 0.00858395, 0.060514
0.0948949, 0.0112481, 0.0072079, 0.0774835
0.081649, 0.0123262, 0.0104725, 0.07907
0.0825422, 0.0100553, 0.00922949, 0.0601915
0.0845897, 0.00984121, 0.00705398, 0.0635577
0.0846146, 0.00902793, 0.00712044, 0.071958
0.0764696, 0.0097905, 0.0111729, 0.0743422
0.0685554, 0.0103222, 0.00909466, 0.0582933
0.0593679, 0.00926496, 0.00732371, 0.0848516
0.0608956, 0.00747231, 0.00876507, 0.101473
0.0637249, 0.0100033, 0.0111118, 0.0766932
0.069266, 0.00719114, 0.0111381, 0.0978804
0.0731296, 0.00888568, 0.0097567, 0.085156
0.0650108, 0.00782486, 0.0105675, 0.0774999
0.0582715, 0.0083035, 0.00909916, 0.0833112
0.0609532, 0.00710934, 0.00950011, 0.0697805
0.0633567, 0.00835326, 0.00934523, 0.119356
0.0661567, 0.00760284, 0.00899566, 0.112631
0.0649578, 0.00767595, 0.00871518, 0.0863852
0.0681925, 0.00705579, 0.00986764, 0.0886987
0.0687489, 0.00874061, 0.00864933, 0.0590595
0.0747044, 0.00953918, 0.00818624, 0.0747211
0.0812467, 0.00995202, 0.00722809, 0.0674609
0.0709094, 0.0101499, 0.00812951, 0.0546573
0.0804418, 0.00902233, 0.00701109, 0.0878714
0.0818455, 0.00892388, 0.00637819, 0.0714818
0.0847074, 0.00946324, 0.00672511, 0.0638845
0.115002, 0.0089706, 0.00726584, 0.0920858
0.0906153, 0.0096081, 0.00716497, 0.0864609
0.0869964, 0.0129692, 0.00943414, 0.063367
0.0762093, 0.0109265, 0.00771784, 0.0822763
0.0831917, 0.00761756, 0.0103811, 0.080329
0.0625033, 0.00884238, 0.00941963, 0.0985496
0.0722667, 0.0102902, 0.00986409, 0.0816812
0.0699428, 0.00977675, 0.00982626, 0.082404
0.0790958, 0.00834509, 0.0104041, 0.0828121
0.0822692, 0.0116684, 0.0092414, 0.0854471
0.0778103, 0.0113354, 0.0105075, 0.0839456
0.0908532, 0.0116176, 0.0105162, 0.0860458
0.0825589, 0.0114772, 0.00954856, 0.0881946
0.0797805, 0.00865513, 0.00974312, 0.0822353
0.0743455, 0.0101179, 0.0096848, 0.0870871
0.102957, 0.0117006, 0.00933383, 0.0874156
0.0760926, 0.00969653, 0.00841829, 0.0588005
0.0791909, 0.00972709, 0.00827674, 0.06293
0.0805211, 0.0101321, 0.00841509, 0.0462278
0.0749141, 0.00945312, 0.00905881, 0.0592237
0.081265, 0.0105813, 0.0062503, 0.0556111
