mu 
0.00895584
0.00943721
0.0128225
0.0159519
0.0197151
0.0182764
0.0159275
0.015041
0.0172377
0.0167114
0.0168557
0.0219896
0.017001
0.0189054
0.0167843
0.0195474
0.0169242
0.0202577
0.0163371
0.0184271
0.0197878
0.0196641
0.0193517
0.0167522
0.0154412
0.0150236
0.0204676
0.0168876
0.0163422
0.0166393
0.0165554
0.0190399
0.0192411
0.0194441
0.0206467
0.0156514
0.0160076
0.0168446
0.0167069
0.0157035
0.0144996
0.0194112
0.0157774
0.0194524
0.0156529
0.017295
0.0167425
0.0191402
0.0221808
0.0229249
0.0204094
0.0219218
0.0173158
0.0164923
0.0180777
0.0152598
0.0128455
0.0140907
0.0150053
0.014801
0.014799
0.0153472
0.0171087
0.0169662
0.0134245
0.0143615
0.0139904
0.0175674
0.0181389
0.0202428
0.0199283
0.016153
0.0168234
0.0172627
0.0181144
0.0184101
0.0167542
0.0162808
0.0151937
0.0169088
0.0165462
0.0170901
0.0129893
0.0168334
0.0202266
0.0223134
0.0177001
0.017676
0.0218906
0.0227796
0.0194631
0.022211
0.0164907
0.0227243
0.0203238
0.0173987
0.016211
0.0154934
0.0151623
0.0170021
0.0178999
0.0192362
0.0154493
0.0197281
0.0191365
0.0151482
0.0178193
0.0187873
0.0215919
0.0178989
0.0174048
0.0189017
0.0188926
0.021048
0.0185064
0.0154097
0.0163636
0.0199326
0.0183455
0.0221018
0.0188049
0.0215484
0.0166704
0.019727
0.0155451
0.0163779
0.0201265
0.0207747
0.0174236
0.0195999
0.019727
0.0183764
0.0191068
0.0180801
0.0148357
0.0179634
0.0195935
0.019145
0.0181962
0.0201726
0.0205547
0.0176033
0.0196152
0.0194989
0.0211688
0.0162024
0.0151135
0.0170024
0.0150779
0.0199996
0.0201419
0.017828
0.0211088
0.018209
0.0203546
0.0185378
0.0158514
0.0204936
0.0186405
0.0189806
0.0195677
0.0217781
0.0186082
0.0227571
0.020017
0.0170755
0.0194805
0.0193232
0.0167681
0.0195081
0.0181724
0.0167196
0.019382
0.0222447
0.0206481
0.0177477
0.0167781
0.0192487
0.0212424
0.0210054
0.0181933
0.017165
0.0145944
0.0162653
0.0142443
0.0141979
0.0178997
0.0188829
0.0195025
0.0193682
0.0213496
0.0206799
0.0206716
0.0170293
0.0177174
0.0163458
0.0214569
0.0211982
0.0169555
0.0208628
0.0185393
0.0158079
0.0168721
0.0171404
0.0192796
0.0158252
0.0187994
0.0198991
0.0218321
0.0211409
0.0152297
0.0180448
0.0170787
0.0160905
0.0181998
0.0157095
0.0174522
0.0179918
0.0198815
0.0221995
0.0204254
0.0185553
0.0214307
0.0226881
0.0193597
0.0164341
0.0181027
0.0155596
0.0140677
0.0170179
0.0127207
0.0158129
0.0167111
0.0157875
0.0155918
0.0185253
0.0231803
0.0169716
0.0211753
0.0181458
0.0211336
0.0214671
0.0178337
0.0162845
0.0180562
0.0131389
0.0139461
0.0190142
0.0202312
0.0163653
0.0152613
0.0177761
0.0214971
0.0145656
0.0159097
0.0155684
0.0156599
0.0159371
0.0207486
0.0164147
0.0187777
0.0181826
0.0170068
0.0148918
0.0127704
0.0163221
0.0158685
0.0170112
0.0168663
0.0145522
0.0152907
0.0143422
0.0155122
0.0211525
0.015117
0.0170855
0.0166894
0.0176414
0.0228072
0.016649
0.0185634
0.0214537
0.0177443
0.0206636
0.0168378
0.0149298
0.0191374
0.0171733
0.0181285
0.0207698
0.0185968
0.0174805
0.0144747
0.0191446
0.0209885
0.0196112
0.0142503
0.0170011
0.0211466
0.0205951
0.0155905
0.0183373
0.0187603
0.0207772
0.0166683
0.0172224
0.0191584
0.0185035
0.0154522
0.0154712
0.0178446
0.0186397
0.01626
0.0196288
0.0148307
0.0164579
0.0184658
0.0223888
0.0214663
0.0213762
0.0201974
0.0215265
0.0170751
0.020222
0.0217721
0.015592
0.0193031
0.0201532
0.0199052
0.0204985
0.017873
0.0228243
0.0211051
0.0163739
0.0195175
0.019596
0.0222943
0.0208705
0.0200035
0.0204487
0.0232492
0.0185852
0.0185008
0.020565
0.0172884
0.0150969
0.0149925
0.0140161
0.0198177
0.0153646
0.0171418
0.0139905
0.019669
0.0145378
0.0166463
0.0165662
0.0159964
0.0148896
0.0207281
0.0207763
0.0186019
0.0164575
0.015593
0.0157785
0.0164319
0.0177332
0.0173165
0.0189621
0.0215356
0.0205531
0.0228216
0.0219599
0.0246966
0.0177928
0.0212877
0.0173786
0.0210416
0.0190122
0.0167976
0.0171263
0.0160523
0.0147326
0.0155565
0.0172843
0.0165105
0.0145819
0.0161382
0.0172344
0.0185973
0.0206471
0.0195392
0.0194374
0.0175985
0.0181332
0.0206668
0.0188995
0.0208027
0.0205699
0.0194446
0.0151348
0.0141853
0.0151134
0.0141945
0.0153459
0.0169442
0.0200928
0.0213492
0.0200673
0.0156404
0.0162469
0.0143835
0.0109044
0.0153737
0.0178968
0.019452
0.0143013
0.0185181
0.0184856
0.0189166
0.0215427
0.0188693
0.0178009
0.0200194
0.0198793
0.0224427
0.0176966
0.0213049
0.0228747
0.0220082
0.0208577
0.022659
0.0208968
0.0208513
0.0224196
0.0227828
0.0215285
0.0185258
0.0163528
0.0220218
0.0201661
0.0239818
0.0191797
0.0250958
0.0176954
0.0179133
0.0165795
0.0221078
0.018389
0.0201203
0.0233507
0.0206223
0.0198075
0.0225765
0.0187768
0.0189412
0.0199293
0.0193825
0.0220176
0.0209034
0.0221313
0.0164534
0.0147763
0.0151212
0.0185297
0.0216117
0.0220694
0.0264206
0.0163031
0.0219769
0.0222024
0.0175398
0.0213266
0.0172154
0.0135845
0.016269
0.020958
0.0164369
0.017534
0.0192978
0.018397
0.018572
0.0191317
0.0184975
0.0167186
0.0207369
0.0226303
0.0166901
0.0152419
0.0163969
0.0160332
0.0118249
0.0129403
0.0161652
0.0146911
0.020918
0.0171403
0.0198806
0.0218126
0.0168392
0.0203822
0.0207668
0.0122554
0.0128796
0.0161501
0.016819
0.0158539
0.0167445
0.0164965
0.0126303
0.0177015
0.0176373
0.0163463
0.0184597
0.0162516
0.0141166
0.0190557
0.0165701
0.0196164
0.0223535
0.0236604
0.0209358
0.0186893
0.0190653
0.0201219
0.0230062
0.0233764
0.0202916
0.0216099
0.0217254
0.0142016
0.0182568
0.0185035
0.0136966
0.0194084
0.0169451
0.0244365
0.0220878
0.0186715
0.0176911
0.0180434
0.0217881
0.0158976
0.0198319
0.0209082
0.0202727
0.020369
0.0184787
0.0192163
0.0190771
0.01977
0.017877
0.0203464
0.017148
0.0190318
0.0158991
0.0181587
0.0228882
0.0171119
0.0179424
0.0143733
0.0161792
0.0158108
0.015028
0.0153532
0.0182321
0.0162558
0.0171905
0.024951
0.0209411
0.0157747
0.0208035
0.0178636
0.0179151
0.015257
0.0192931
0.019022
0.0212568
0.0234166
0.0213405
0.0198561
0.0215624
0.0216429
0.0213939
0.0186203
0.0165446
0.0204861
0.021845
0.0209644
0.0198329
0.0197605
0.0176139
0.0164998
0.0153384
0.0142935
0.0129468
0.0153798
0.0181844
0.0163931
0.017583
0.0162139
0.0187401
0.0143314
0.0140679
0.0196958
0.0176444
0.0214743
0.0197114
0.0202194
0.0176638
0.0156101
0.0145851
0.0178448
0.0162587
0.0191658
0.0171061
0.0147111
0.0135345
0.014888
0.0152525
0.0150807
0.0205999
0.0225083
0.0215851
0.0180244
0.01823
0.0235811
0.0171179
0.022361
0.0221973
0.0204361
0.0246303
0.0211447
0.021037
0.0237525
0.0224306
0.0218204
0.0180559
0.018336
0.0158063
0.0216244
0.0217448
0.0256681
0.0205359
0.0221463
0.0182737
0.0167411
0.0146352
0.0160964
0.017094
0.0143696
0.0163518
0.0162555
0.0126456
0.0157572
0.0169018
0.0193011
0.0212816
0.0207241
0.019206
0.0166087
0.0178685
0.0193422
0.0207902
0.0187031
0.0169978
0.0145777
0.0175312
0.0152049
0.0166352
0.018279
0.020375
0.0161493
0.0235227
0.0202679
0.0186314
0.0164393
0.0200506
0.0187333
0.0183159
0.0177248
0.0191989
0.020722
0.0185005
0.0190287
0.0226052
0.0198905
0.0177894
0.0219779
0.0176437
0.0205667
0.0187008
0.0176062
0.0174301
0.0159075
0.0130759
0.0109471
0.0141143
0.017173
0.0132841
0.0175016
0.0169171
0.0201875
0.0254343
0.0169185
0.0197811
0.0164988
0.0172616
0.0217536
0.0181736
0.0168878
0.0161735
0.0180092
0.0154785
0.0216278
0.024317
0.0237015
0.0233663
0.0225858
0.0190282
0.0231783
0.0186565
0.0157788
0.0176429
0.0199022
0.0238586
0.0228127
0.0193725
0.016422
0.015809
0.0168591
0.0183903
0.0149775
0.0156663
0.0169611
0.0243994
0.0232918
0.0230287
0.0210564
0.017654
0.0170985
0.0164283
0.0183747
0.017225
0.0149177
0.0230754
0.0204768
0.026419
0.0228023
0.0203263
0.0212448
0.0204091
0.0179344
0.0199215
0.0161892
0.0149849
0.011705
0.0158361
0.0163549
0.0182708
0.0172499
0.0181474
0.0165883
0.0173703
0.019731
0.0214554
0.0186877
0.0178468
0.0210903
0.0195368
0.0184199
0.0220276
0.018123
0.0198214
0.0199302
0.0199139
0.0189827
0.0168537
0.0188011
0.018098
0.0182634
0.0223857
0.0233104
0.0237148
0.0214078
0.0216842
0.0229672
0.0204675
0.0218403
0.0139238
0.0153183
0.0160206
0.016492
0.0160333
0.0208696
0.0213729
0.018899
0.0184448
0.0168155
0.015244
0.0165584
0.0150399
0.0174476
0.0178195
0.018528
0.018538
0.0196843
0.0159987
0.0175844
0.0167897
0.0245806
0.0226886
0.0188302
0.0202511
0.0203699
0.0196438
0.0198082
0.0191879
0.0188069
0.0195638
0.0194825
0.0152437
0.015386
0.0195715
0.0159151
0.0197404
0.0169431
0.02272
0.0203484
0.0210799
0.0187187
0.0193808
0.016136
0.0181655
0.017751
0.0198629
0.0181869
0.0169653
0.0178465
0.0195798
0.0161326
0.0193452
0.0165277
0.0193655
0.0207432
0.0157118
0.0203222
0.0177567
0.021253
0.0216822
0.0189291
0.0155723
0.0182159
0.0179177
0.0175473
0.0163584
0.0227874
0.021347
0.018049
0.015558
0.014962
0.0189517
0.0218317
0.0214006
0.0227962
0.0244759
0.0212655
0.018338
0.0201885
0.0191717
0.0212427
0.019927
0.0194946
0.0187144
0.0178203
0.0164377
0.0153678
0.0208166
0.0194149
0.0160278
0.0185238
0.0191229
0.01549
0.0189835
0.0196779
0.0164919
0.016017
0.0172615
0.0172047
0.0138866
0.0177691
0.0161352
0.0150853
0.0163666
0.021189
0.0198274
0.0221581
0.018892
0.0190535
0.0166979
0.0180128
0.0233286
0.0163008
0.0173564
0.0169639
0.0140591
0.0188404
0.014977
0.0166589
0.0172442
0.0175597
0.0196052
0.0195426
0.0198307
0.0195757
0.0232925
0.0207495
0.0176977
0.0140021
0.0173667
0.014355
0.0189104
0.0179309
0.0172971
0.0122887
0.0210006
0.0197893
0.0214562
0.0207197
0.0193994
0.0146295
0.0168208
0.0200214
0.0177347
0.0179898
0.0206354
0.019473
0.0197806
0.0178456
0.0222272
0.0158785
0.0207563
0.0172744
0.0175285
0.0177353
0.0176074
0.0211082
0.0173133
0.0219658
0.0224045
0.019046
0.0208785
0.0204234
0.0159804
0.019263
0.0167338
0.0191569
0.0236093
0.0236871
0.0167591
0.0189239
0.0165032
0.0146404
0.0180229
0.01632
0.016574
0.0226987
0.0187502
0.0205881
0.0196463
0.0159278
0.0177868
0.0138638
0.013961
0.0186541
0.0158606
0.013107
0.0182698
0.0217194
0.0191383
0.0198788
0.0194034
0.0161251
0.0158536
0.0154308
0.0214351
0.0185359
0.016389
0.0185287
0.0160568
0.0196283
0.0206229
0.0197762
0.017861
0.0161638
0.0168109
0.0219935
0.01596
0.0155836
0.0242079
0.0219401
0.0132974
0.0180182
0.0176691
0.0177092
0.0220167
0.020942
0.0212309
0.0191636
0.0183536
0.0178005
0.0222838
0.0168837
0.0196192
0.0161902
0.0152127
0.0132449
0.016482
0.0165308
0.0178972
0.0206856
0.0212611
0.0197444
0.0183701
0.0167655
0.0156526
0.0171078
0.017924
0.0122558
0.0239293
0.0180428
0.0199606
0.023395
0.0161611
0.0158865
0.0134825
0.0228623
0.0142571
0.0204247
0.0172263
0.0213229
0.0208999
0.0201167
0.0252598
0.0153218
0.0190532
0.0201184
0.0184353
0.0173793
0.0198306
0.0201976
0.0161134
0.0166604
0.018292
0.0201181
0.0162516
0.0187699
0.011944
0.015142
0.0106868
0.0114
0.0155963
0.0156867
0.0197781
0.0217249
0.0175188
0.0215917
0.0194708
0.021646
0.0183894
0.0201661
0.0152027
0.0143581
0.0179947
0.0203509
0.0203392
0.0164176
0.0201698
0.0197658
0.0176615
0.0170483
0.0187992
0.0157256
0.0172975
0.0216412
0.0195368
0.0223797
0.0173456
0.0190968
0.0207485
0.0189425
0.0148215
0.0190301
0.0178068
0.0204901
0.0189892
0.0178029
0.0237842
0.0199402
0.0248555
0.0223964
0.0229639
0.0167061
0.0188652
0.0148659
0.0138373
0.018877
0.017887
0.0138495
0.0129182
0.0190578
0.0236599
0.0220742
0.0159753
0.0164928
0.024383
0.0237367
0.0215493
0.0235238
0.0189255
0.0169764
0.0157213
0.0142557
0.0159907
0.0139358
0.0172916
0.0222121
0.0198653
0.0158582
0.0180938
0.0185794
0.022315
0.0175199
0.0210701
0.0187067
0.0181341
