mu 
0.00851999
0.0128644
0.0147867
0.0128264
0.016837
0.0145545
0.0172248
0.0182699
0.0218279
0.0209429
0.0172588
0.0175329
0.0220763
0.0156744
0.0199485
0.0223166
0.0211372
0.0146928
0.0191683
0.0170023
0.0172356
0.0169428
0.0194812
0.0174737
0.0224498
0.0234109
0.0209143
0.021266
0.0203243
0.0205006
0.0213264
0.0220693
0.0201639
0.0199992
0.0172144
0.0205223
0.0185303
0.0206083
0.0173997
0.0148291
0.0154331
0.0208093
0.0155829
0.0154566
0.0145705
0.0163715
0.0201018
0.0197056
0.0144903
0.0171649
0.0171023
0.0153528
0.0209269
0.0186973
0.0206474
0.0207797
0.0140913
0.0142646
0.0154714
0.0157297
0.01908
0.0163616
0.0208427
0.0204921
0.0227419
0.0186791
0.0201611
0.0218274
0.018328
0.0159291
0.0204347
0.0216797
0.0220335
0.017018
0.0159556
0.0160235
0.0159871
0.021615
0.0166073
0.0186938
0.0173324
0.0187554
0.0153894
0.0208469
0.0176247
0.0183614
0.0165652
0.0134571
0.015213
0.0150587
0.0138486
0.0151655
0.0151872
0.0190638
0.0223498
0.0175792
0.0199685
0.0219701
0.0197541
0.0185427
0.0202668
0.0230051
0.0188462
0.0210777
0.01755
0.0214574
0.0214521
0.0179298
0.0166867
0.0177707
0.018885
0.0204301
0.01707
0.0221345
0.017194
0.014516
0.0181952
0.0168108
0.0179925
0.02208
0.0164359
0.0179626
0.0175372
0.0165811
0.0167474
0.0223182
0.0202412
0.0186686
0.023069
0.0203011
0.0162258
0.0173247
0.0156877
0.0169471
0.0194706
0.0187361
0.0199478
0.0148098
0.0193869
0.0217218
0.0151539
0.0150228
0.0198776
0.0168125
0.0173479
0.0204158
0.0166334
0.0151851
0.0171565
0.0205054
0.0215766
0.0203856
0.0228667
0.0236585
0.0255719
0.0220311
0.0201102
0.0191253
0.0156423
0.0192285
0.0182359
0.0215882
0.0230097
0.0203167
0.0204819
0.0225444
0.0205095
0.0166606
0.0207689
0.0196436
0.022662
0.0173914
0.0226499
0.0242946
0.0242867
0.0176501
0.0222146
0.0162071
0.018346
0.0218206
0.0164373
0.0219227
0.0196907
0.0221162
0.0205224
0.0204252
0.0210389
0.0196253
0.0226572
0.0169902
0.020593
0.019856
0.0249066
0.0246936
0.0235345
0.0211649
0.0197225
0.0202274
0.0251764
0.0208784
0.0185847
0.0210744
0.0177957
0.0197831
0.0186042
0.0145954
0.0139677
0.0181627
0.0185034
0.0167951
0.0188497
0.0213412
0.0169115
0.01622
0.0198892
0.0154543
0.0162397
0.0169054
0.0154946
0.0196073
0.0167967
0.0198925
0.0174239
0.0221952
0.0228272
0.0219269
0.0148162
0.0182914
0.0185083
0.0164326
0.0177034
0.0133205
0.0173393
0.0160184
0.0186571
0.0168976
0.0224862
0.0170682
0.0222641
0.0168464
0.0149645
0.0159313
0.0163796
0.016963
0.0211858
0.0152475
0.0187655
0.0161408
0.0161888
0.0165182
0.0127253
0.018096
0.0205016
0.0233454
0.0178687
0.0192595
0.0221474
0.0181928
0.0199568
0.0200865
0.019314
0.0188276
0.0221734
0.020262
0.0182118
0.019411
0.0165973
0.0191903
0.0166101
0.0177342
0.0193105
0.0158803
0.0191003
0.0223778
0.0176798
0.0142379
0.0187885
0.0188731
0.0175187
0.0188693
0.0200923
0.0178429
0.0174188
0.0182145
0.0194619
0.0164042
0.0202644
0.0191351
0.0182078
0.0199335
0.0200832
0.0210027
0.0209191
0.0170188
0.0191557
0.0204308
0.0135871
0.0154011
0.0215973
0.0191737
0.0232481
0.0177634
0.0171771
0.0153456
0.0237571
0.014793
0.0182732
0.0195119
0.0191158
0.0207298
0.0208276
0.0151534
0.0228398
0.0162074
0.0159325
0.0170689
0.0183613
0.0119081
0.0168717
0.0121896
0.0147198
0.0156925
0.0190587
0.0199128
0.0191165
0.0171886
0.0172625
0.0174063
0.0185259
0.0184804
0.0207306
0.0205677
0.0196554
0.0203445
0.0206312
0.020647
0.0197311
0.0181528
0.0189508
0.0229562
0.0235543
0.0208107
0.0192942
0.0161907
0.0224394
0.0228593
0.0207599
0.0220325
0.018894
0.0212104
0.0202419
0.01755
0.0195744
0.0193551
0.0164413
0.0177771
0.0216092
0.0205762
0.0194852
0.0181909
0.0174939
0.0208203
0.0176852
0.0191671
0.0204857
0.0187463
